Time,PG2
0.0,6
0.00390625,13
0.0078125,20
0.01171875,25
0.015625,25
0.01953125,20
0.0234375,11
0.02734375,1
0.03125,-7
0.03515625,-10
0.0390625,-9
0.04296875,-5
0.046875,-3
0.05078125,-5
0.0546875,-10
0.05859375,-17
0.0625,-25
0.06640625,-31
0.0703125,-36
0.07421875,-37
0.078125,-35
0.08203125,-30
0.0859375,-22
0.08984375,-11
0.09375,1
0.09765625,12
0.1015625,20
0.10546875,26
0.109375,30
0.11328125,31
0.1171875,32
0.12109375,31
0.125,29
0.12890625,24
0.1328125,15
0.13671875,1
0.140625,-17
0.14453125,-38
0.1484375,-61
0.15234375,-81
0.15625,-97
0.16015625,-105
0.1640625,-105
0.16796875,-99
0.171875,-90
0.17578125,-83
0.1796875,-78
0.18359375,-77
0.1875,-78
0.19140625,-77
0.1953125,-74
0.19921875,-66
0.203125,-55
0.20703125,-42
0.2109375,-31
0.21484375,-21
0.21875,-13
0.22265625,-5
0.2265625,3
0.23046875,10
0.234375,15
0.23828125,16
0.2421875,14
0.24609375,11
0.25,10
0.25390625,11
0.2578125,14
0.26171875,18
0.265625,22
0.26953125,22
0.2734375,20
0.27734375,16
0.28125,11
0.28515625,5
0.2890625,0
0.29296875,-4
0.296875,-7
0.30078125,-7
0.3046875,-6
0.30859375,-5
0.3125,-5
0.31640625,-7
0.3203125,-8
0.32421875,-9
0.328125,-9
0.33203125,-6
0.3359375,-3
0.33984375,0
0.34375,1
0.34765625,1
0.3515625,-1
0.35546875,-3
0.359375,-4
0.36328125,-3
0.3671875,2
0.37109375,9
0.375,20
0.37890625,30
0.3828125,39
0.38671875,45
0.390625,50
0.39453125,54
0.3984375,60
0.40234375,68
0.40625,79
0.41015625,91
0.4140625,102
0.41796875,109
0.421875,111
0.42578125,104
0.4296875,90
0.43359375,67
0.4375,41
0.44140625,14
0.4453125,-8
0.44921875,-21
0.453125,-23
0.45703125,-16
0.4609375,-1
0.46484375,17
0.46875,34
0.47265625,45
0.4765625,48
0.48046875,45
0.484375,39
0.48828125,33
0.4921875,31
0.49609375,32
0.5,37
0.50390625,44
