Time,PG2
0.0,39
0.00390625,50
0.0078125,57
0.01171875,63
0.015625,69
0.01953125,79
0.0234375,90
0.02734375,98
0.03125,93
0.03515625,77
0.0390625,50
0.04296875,16
0.046875,-24
0.05078125,-65
0.0546875,-98
0.05859375,-117
0.0625,-124
0.06640625,-120
0.0703125,-109
0.07421875,-92
0.078125,-77
0.08203125,-67
0.0859375,-58
0.08984375,-42
0.09375,-18
0.09765625,11
0.1015625,41
0.10546875,67
0.109375,82
0.11328125,83
0.1171875,75
0.12109375,66
0.125,58
0.12890625,48
0.1328125,37
0.13671875,23
0.140625,5
0.14453125,-18
0.1484375,-40
0.15234375,-54
0.15625,-58
0.16015625,-55
0.1640625,-50
0.16796875,-44
0.171875,-41
0.17578125,-39
0.1796875,-28
0.18359375,1
0.1875,51
0.19140625,114
0.1953125,173
0.19921875,211
0.203125,220
0.20703125,207
0.2109375,181
0.21484375,145
0.21875,106
0.22265625,71
0.2265625,40
0.23046875,10
0.234375,-15
0.23828125,-31
0.2421875,-38
0.24609375,-43
0.25,-45
0.25390625,-47
0.2578125,-50
0.26171875,-51
0.265625,-39
0.26953125,-10
0.2734375,32
0.27734375,81
0.28125,130
0.28515625,165
0.2890625,178
0.29296875,169
0.296875,150
0.30078125,121
0.3046875,81
0.30859375,37
0.3125,1
0.31640625,-28
0.3203125,-45
0.32421875,-52
0.328125,-53
0.33203125,-58
0.3359375,-64
0.33984375,-62
0.34375,-48
0.34765625,-19
0.3515625,26
0.35546875,79
0.359375,131
0.36328125,172
0.3671875,195
0.37109375,206
0.375,207
0.37890625,200
0.3828125,185
0.38671875,165
0.390625,144
0.39453125,118
0.3984375,87
0.40234375,56
0.40625,32
0.41015625,18
0.4140625,15
0.41796875,22
0.421875,34
0.42578125,41
0.4296875,35
0.43359375,23
0.4375,16
0.44140625,21
0.4453125,38
0.44921875,63
0.453125,86
0.45703125,94
0.4609375,88
0.46484375,77
0.46875,69
0.47265625,67
0.4765625,60
0.48046875,42
0.484375,15
0.48828125,-15
0.4921875,-45
0.49609375,-67
0.5,-75
0.50390625,-70
0.5078125,-60
0.51171875,-47
0.515625,-25
0.51953125,2
0.5234375,24
0.52734375,38
0.53125,52
0.53515625,69
0.5390625,88
0.54296875,107
0.546875,123
0.55078125,132
0.5546875,130
0.55859375,120
0.5625,110
0.56640625,101
0.5703125,92
0.57421875,76
0.578125,53
0.58203125,35
0.5859375,30
0.58984375,37
0.59375,44
0.59765625,45
0.6015625,36
0.60546875,16
0.609375,-3
0.61328125,-5
0.6171875,12
0.62109375,39
0.625,65
0.62890625,85
0.6328125,96
0.63671875,100
0.640625,99
0.64453125,95
0.6484375,86
0.65234375,69
0.65625,45
0.66015625,21
0.6640625,1
0.66796875,-17
0.671875,-36
0.67578125,-58
0.6796875,-81
0.68359375,-102
0.6875,-119
0.69140625,-125
0.6953125,-117
0.69921875,-96
0.703125,-67
0.70703125,-37
0.7109375,-9
0.71484375,17
0.71875,37
0.72265625,51
0.7265625,61
0.73046875,68
0.734375,72
0.73828125,70
0.7421875,63
0.74609375,52
0.75,38
0.75390625,20
0.7578125,-4
0.76171875,-35
0.765625,-66
0.76953125,-86
0.7734375,-88
0.77734375,-72
0.78125,-44
0.78515625,-14
0.7890625,10
0.79296875,27
0.796875,40
0.80078125,53
0.8046875,66
0.80859375,75
0.8125,77
0.81640625,75
0.8203125,69
0.82421875,65
0.828125,66
0.83203125,65
0.8359375,52
0.83984375,28
0.84375,-1
0.84765625,-35
0.8515625,-70
0.85546875,-98
0.859375,-113
0.86328125,-117
0.8671875,-108
0.87109375,-87
0.875,-62
0.87890625,-42
0.8828125,-27
0.88671875,-15
0.890625,-7
0.89453125,0
0.8984375,11
0.90234375,27
0.90625,43
0.91015625,54
0.9140625,61
0.91796875,58
0.921875,44
0.92578125,20
0.9296875,-14
0.93359375,-55
0.9375,-93
0.94140625,-117
0.9453125,-123
0.94921875,-117
0.953125,-110
0.95703125,-106
0.9609375,-103
0.96484375,-96
0.96875,-81
0.97265625,-50
0.9765625,-3
0.98046875,45
0.984375,83
0.98828125,105
0.9921875,114
0.99609375,112
1.0,102
1.00390625,82
1.0078125,57
1.01171875,28
1.015625,0
1.01953125,-23
1.0234375,-45
1.02734375,-67
1.03125,-87
1.03515625,-104
1.0390625,-113
1.04296875,-110
1.046875,-97
1.05078125,-77
1.0546875,-59
1.05859375,-43
1.0625,-29
1.06640625,-13
1.0703125,11
1.07421875,44
1.078125,75
1.08203125,98
1.0859375,105
1.08984375,92
1.09375,63
1.09765625,29
1.1015625,-3
1.10546875,-28
1.109375,-46
1.11328125,-59
1.1171875,-67
1.12109375,-73
1.125,-79
1.12890625,-84
1.1328125,-84
1.13671875,-81
1.140625,-78
1.14453125,-75
1.1484375,-69
1.15234375,-57
1.15625,-42
1.16015625,-24
1.1640625,-7
1.16796875,7
1.171875,14
1.17578125,17
1.1796875,20
1.18359375,29
1.1875,45
1.19140625,58
1.1953125,59
1.19921875,40
1.203125,3
1.20703125,-40
1.2109375,-76
1.21484375,-97
1.21875,-98
1.22265625,-82
1.2265625,-59
1.23046875,-41
1.234375,-30
1.23828125,-22
1.2421875,-13
1.24609375,-2
1.25,7
1.25390625,17
1.2578125,26
1.26171875,33
1.265625,36
1.26953125,38
1.2734375,35
1.27734375,20
1.28125,-7
1.28515625,-36
1.2890625,-57
1.29296875,-69
1.296875,-73
1.30078125,-72
1.3046875,-72
1.30859375,-78
1.3125,-89
1.31640625,-95
1.3203125,-93
1.32421875,-84
1.328125,-69
1.33203125,-47
1.3359375,-18
1.33984375,12
1.34375,35
1.34765625,49
1.3515625,52
1.35546875,49
1.359375,41
1.36328125,34
1.3671875,28
1.37109375,19
1.375,4
1.37890625,-15
1.3828125,-36
1.38671875,-53
1.390625,-62
1.39453125,-64
1.3984375,-58
1.40234375,-46
1.40625,-32
1.41015625,-19
1.4140625,-2
1.41796875,22
1.421875,49
1.42578125,76
1.4296875,102
1.43359375,127
1.4375,144
1.44140625,150
1.4453125,149
1.44921875,145
1.453125,132
1.45703125,104
1.4609375,66
1.46484375,25
1.46875,-8
1.47265625,-25
1.4765625,-27
1.48046875,-21
1.484375,-13
1.48828125,-10
1.4921875,-15
1.49609375,-24
1.5,-31
1.50390625,-31
1.5078125,-26
1.51171875,-21
1.515625,-17
1.51953125,-11
1.5234375,0
1.52734375,12
1.53125,23
1.53515625,34
1.5390625,43
1.54296875,48
1.546875,42
1.55078125,22
1.5546875,-8
1.55859375,-44
1.5625,-80
1.56640625,-104
1.5703125,-107
1.57421875,-90
1.578125,-62
1.58203125,-33
1.5859375,-8
1.58984375,14
1.59375,33
1.59765625,50
1.6015625,67
1.60546875,85
1.609375,104
1.61328125,120
1.6171875,133
1.62109375,144
1.625,148
1.62890625,141
1.6328125,121
1.63671875,84
1.640625,36
