Time,PG2
0.0,16
0.00390625,18
0.0078125,20
0.01171875,23
0.015625,28
0.01953125,33
0.0234375,37
0.02734375,37
0.03125,35
0.03515625,29
0.0390625,22
0.04296875,15
0.046875,12
0.05078125,12
0.0546875,15
0.05859375,19
0.0625,21
0.06640625,19
0.0703125,15
0.07421875,10
0.078125,5
0.08203125,1
0.0859375,-1
0.08984375,-2
0.09375,-3
0.09765625,-3
0.1015625,-5
0.10546875,-8
0.109375,-14
0.11328125,-21
0.1171875,-27
0.12109375,-31
0.125,-31
0.12890625,-29
0.1328125,-26
0.13671875,-23
0.140625,-20
0.14453125,-17
0.1484375,-14
0.15234375,-13
0.15625,-15
0.16015625,-18
0.1640625,-23
0.16796875,-27
0.171875,-28
0.17578125,-25
0.1796875,-19
0.18359375,-12
0.1875,-6
0.19140625,-2
0.1953125,1
0.19921875,1
0.203125,1
0.20703125,0
0.2109375,-1
0.21484375,-2
0.21875,-3
0.22265625,-7
0.2265625,-15
0.23046875,-26
0.234375,-37
0.23828125,-45
0.2421875,-47
0.24609375,-43
0.25,-36
0.25390625,-29
0.2578125,-25
0.26171875,-25
0.265625,-28
0.26953125,-32
0.2734375,-36
0.27734375,-41
0.28125,-44
0.28515625,-44
0.2890625,-41
0.29296875,-33
0.296875,-22
0.30078125,-10
0.3046875,0
0.30859375,8
0.3125,11
0.31640625,11
0.3203125,9
0.32421875,2
0.328125,-7
0.33203125,-18
0.3359375,-25
0.33984375,-28
0.34375,-24
0.34765625,-15
0.3515625,-5
0.35546875,4
0.359375,10
0.36328125,13
0.3671875,16
0.37109375,21
0.375,26
0.37890625,29
0.3828125,29
0.38671875,26
0.390625,21
0.39453125,15
0.3984375,10
0.40234375,7
0.40625,5
0.41015625,3
0.4140625,3
0.41796875,5
0.421875,8
0.42578125,10
0.4296875,13
0.43359375,16
0.4375,21
0.44140625,25
0.4453125,29
0.44921875,29
0.453125,24
0.45703125,14
0.4609375,0
0.46484375,-15
0.46875,-25
0.47265625,-31
0.4765625,-30
0.48046875,-25
0.484375,-16
0.48828125,-5
0.4921875,4
0.49609375,11
0.5,13
0.50390625,13
0.5078125,10
0.51171875,7
0.515625,6
0.51953125,6
0.5234375,8
0.52734375,7
0.53125,3
0.53515625,-4
0.5390625,-12
0.54296875,-18
0.546875,-19
0.55078125,-15
0.5546875,-8
0.55859375,0
0.5625,6
0.56640625,10
0.5703125,14
0.57421875,19
0.578125,24
0.58203125,29
0.5859375,34
0.58984375,37
0.59375,40
0.59765625,42
0.6015625,44
0.60546875,46
0.609375,49
0.61328125,51
0.6171875,51
0.62109375,48
0.625,42
0.62890625,36
0.6328125,32
0.63671875,32
0.640625,38
0.64453125,46
0.6484375,49
0.65234375,47
0.65625,37
0.66015625,23
0.6640625,9
0.66796875,-3
0.671875,-11
0.67578125,-13
0.6796875,-13
0.68359375,-10
0.6875,-5
0.69140625,2
0.6953125,11
0.69921875,20
0.703125,31
0.70703125,42
0.7109375,52
0.71484375,58
0.71875,60
0.72265625,58
0.7265625,52
0.73046875,44
0.734375,37
0.73828125,31
0.7421875,24
0.74609375,15
0.75,3
0.75390625,-11
0.7578125,-26
0.76171875,-40
0.765625,-52
0.76953125,-59
0.7734375,-59
0.77734375,-53
0.78125,-38
0.78515625,-16
0.7890625,12
0.79296875,38
0.796875,59
0.80078125,72
0.8046875,77
0.80859375,76
0.8125,70
0.81640625,64
0.8203125,58
0.82421875,52
0.828125,49
0.83203125,47
0.8359375,49
0.83984375,53
0.84375,56
0.84765625,56
0.8515625,51
0.85546875,38
0.859375,19
0.86328125,-5
0.8671875,-28
0.87109375,-46
0.875,-55
0.87890625,-54
0.8828125,-45
0.88671875,-32
0.890625,-20
0.89453125,-13
0.8984375,-11
0.90234375,-14
0.90625,-17
0.91015625,-18
0.9140625,-17
0.91796875,-13
0.921875,-10
0.92578125,-7
0.9296875,-7
0.93359375,-8
0.9375,-7
0.94140625,0
0.9453125,10
0.94921875,22
0.953125,32
0.95703125,36
0.9609375,33
0.96484375,24
0.96875,14
0.97265625,7
0.9765625,4
0.98046875,7
0.984375,13
0.98828125,20
0.9921875,26
0.99609375,30
1.0,31
1.00390625,31
1.0078125,29
1.01171875,27
1.015625,25
1.01953125,20
1.0234375,15
1.02734375,7
1.03125,-3
1.03515625,-14
1.0390625,-25
1.04296875,-33
1.046875,-37
1.05078125,-36
1.0546875,-31
1.05859375,-23
1.0625,-17
1.06640625,-14
1.0703125,-15
1.07421875,-18
1.078125,-21
1.08203125,-23
1.0859375,-23
1.08984375,-20
1.09375,-19
1.09765625,-18
1.1015625,-20
1.10546875,-22
1.109375,-23
1.11328125,-23
1.1171875,-20
1.12109375,-16
1.125,-12
1.12890625,-10
1.1328125,-10
1.13671875,-11
1.140625,-12
1.14453125,-12
1.1484375,-10
1.15234375,-7
1.15625,-4
1.16015625,-4
1.1640625,-5
1.16796875,-8
1.171875,-12
1.17578125,-17
1.1796875,-19
1.18359375,-19
1.1875,-17
1.19140625,-14
1.1953125,-11
1.19921875,-10
1.203125,-10
1.20703125,-10
1.2109375,-10
1.21484375,-9
1.21875,-7
1.22265625,-5
1.2265625,-3
1.23046875,-1
1.234375,0
1.23828125,1
1.2421875,1
1.24609375,1
1.25,1
1.25390625,1
1.2578125,1
