Time,PG2
0.0,22
0.00390625,12
0.0078125,0
0.01171875,-11
0.015625,-23
0.01953125,-33
0.0234375,-41
0.02734375,-47
0.03125,-53
0.03515625,-56
0.0390625,-58
0.04296875,-56
0.046875,-48
0.05078125,-33
0.0546875,-10
0.05859375,16
0.0625,40
0.06640625,61
0.0703125,76
0.07421875,80
0.078125,76
0.08203125,67
0.0859375,52
0.08984375,31
0.09375,5
0.09765625,-23
0.1015625,-52
0.10546875,-78
0.109375,-96
0.11328125,-104
0.1171875,-104
0.12109375,-96
0.125,-80
0.12890625,-57
0.1328125,-32
0.13671875,-8
0.140625,12
0.14453125,24
0.1484375,28
0.15234375,27
0.15625,27
0.16015625,29
0.1640625,30
0.16796875,27
0.171875,22
0.17578125,12
0.1796875,-2
0.18359375,-17
0.1875,-32
0.19140625,-46
0.1953125,-59
0.19921875,-69
0.203125,-74
0.20703125,-78
0.2109375,-83
0.21484375,-88
0.21875,-93
0.22265625,-94
0.2265625,-85
0.23046875,-63
0.234375,-33
0.23828125,-6
0.2421875,12
0.24609375,20
0.25,18
0.25390625,5
0.2578125,-13
0.26171875,-28
0.265625,-38
0.26953125,-44
0.2734375,-46
0.27734375,-43
0.28125,-40
0.28515625,-41
0.2890625,-45
0.29296875,-48
0.296875,-48
0.30078125,-46
0.3046875,-45
0.30859375,-44
0.3125,-39
0.31640625,-29
0.3203125,-12
0.32421875,11
0.328125,38
0.33203125,60
0.3359375,70
0.33984375,69
0.34375,62
0.34765625,51
0.3515625,38
0.35546875,25
0.359375,13
0.36328125,-2
0.3671875,-21
0.37109375,-41
0.375,-57
0.37890625,-69
0.3828125,-73
0.38671875,-69
0.390625,-58
0.39453125,-43
0.3984375,-27
0.40234375,-13
0.40625,-2
0.41015625,6
0.4140625,13
0.41796875,21
0.421875,31
0.42578125,41
0.4296875,48
0.43359375,49
0.4375,39
0.44140625,20
0.4453125,-4
0.44921875,-26
0.453125,-44
0.45703125,-56
0.4609375,-57
0.46484375,-48
0.46875,-36
0.47265625,-26
0.4765625,-17
0.48046875,-14
0.484375,-17
0.48828125,-24
0.4921875,-31
0.49609375,-34
0.5,-34
0.50390625,-30
0.5078125,-21
0.51171875,-9
0.515625,4
0.51953125,13
0.5234375,16
0.52734375,15
0.53125,9
0.53515625,-1
0.5390625,-16
0.54296875,-32
0.546875,-50
0.55078125,-68
0.5546875,-82
0.55859375,-86
0.5625,-80
0.56640625,-69
0.5703125,-59
0.57421875,-49
0.578125,-39
0.58203125,-27
0.5859375,-16
0.58984375,-8
0.59375,-4
0.59765625,-8
0.6015625,-18
0.60546875,-26
0.609375,-21
0.61328125,-6
0.6171875,11
0.62109375,20
0.625,18
0.62890625,7
0.6328125,-9
0.63671875,-20
0.640625,-20
0.64453125,-13
0.6484375,-10
0.65234375,-15
0.65625,-25
0.66015625,-32
0.6640625,-32
0.66796875,-25
0.671875,-9
0.67578125,6
0.6796875,13
0.68359375,9
0.6875,2
0.69140625,-2
0.6953125,-2
0.69921875,1
0.703125,5
0.70703125,5
0.7109375,0
0.71484375,-9
0.71875,-18
0.72265625,-26
0.7265625,-34
0.73046875,-42
0.734375,-47
0.73828125,-47
0.7421875,-38
0.74609375,-22
0.75,-5
0.75390625,8
0.7578125,16
0.76171875,23
0.765625,34
0.76953125,49
0.7734375,64
0.77734375,73
0.78125,73
0.78515625,61
0.7890625,40
0.79296875,16
0.796875,-4
0.80078125,-19
0.8046875,-28
0.80859375,-29
0.8125,-26
0.81640625,-22
0.8203125,-19
0.82421875,-18
0.828125,-16
0.83203125,-15
0.8359375,-10
0.83984375,-2
0.84375,5
0.84765625,8
0.8515625,7
0.85546875,3
0.859375,-5
0.86328125,-15
0.8671875,-23
0.87109375,-28
0.875,-29
0.87890625,-26
0.8828125,-21
0.88671875,-19
0.890625,-20
0.89453125,-23
0.8984375,-32
0.90234375,-45
0.90625,-60
0.91015625,-72
0.9140625,-80
0.91796875,-83
0.921875,-79
0.92578125,-70
0.9296875,-59
0.93359375,-46
0.9375,-29
0.94140625,-9
0.9453125,13
0.94921875,35
0.953125,49
0.95703125,51
0.9609375,38
0.96484375,14
0.96875,-16
0.97265625,-43
0.9765625,-59
0.98046875,-61
0.984375,-54
0.98828125,-46
0.9921875,-45
0.99609375,-50
1.0,-55
1.00390625,-55
1.0078125,-43
1.01171875,-20
1.015625,9
1.01953125,37
1.0234375,62
1.02734375,83
1.03125,96
1.03515625,105
1.0390625,109
1.04296875,109
1.046875,105
1.05078125,100
1.0546875,92
1.05859375,80
1.0625,61
1.06640625,42
1.0703125,26
1.07421875,11
1.078125,-10
1.08203125,-36
1.0859375,-61
1.08984375,-78
1.09375,-79
1.09765625,-61
1.1015625,-30
1.10546875,0
1.109375,19
1.11328125,26
1.1171875,26
1.12109375,28
1.125,34
1.12890625,41
1.1328125,44
1.13671875,43
1.140625,39
1.14453125,34
1.1484375,29
1.15234375,22
1.15625,13
1.16015625,0
1.1640625,-13
1.16796875,-20
1.171875,-22
1.17578125,-25
1.1796875,-31
1.18359375,-38
1.1875,-41
1.19140625,-40
1.1953125,-30
1.19921875,-12
1.203125,7
1.20703125,18
1.2109375,26
1.21484375,35
1.21875,43
1.22265625,45
1.2265625,40
1.23046875,32
1.234375,22
1.23828125,12
1.2421875,9
1.24609375,13
1.25,14
1.25390625,1
1.2578125,-24
1.26171875,-48
1.265625,-65
1.26953125,-69
1.2734375,-61
1.27734375,-42
1.28125,-22
1.28515625,-8
1.2890625,0
1.29296875,7
1.296875,12
1.30078125,11
1.3046875,3
1.30859375,-10
1.3125,-25
1.31640625,-38
1.3203125,-43
1.32421875,-41
1.328125,-34
1.33203125,-27
1.3359375,-25
1.33984375,-29
1.34375,-39
1.34765625,-48
1.3515625,-52
1.35546875,-50
1.359375,-42
1.36328125,-27
1.3671875,-9
1.37109375,9
1.375,22
1.37890625,31
1.3828125,40
1.38671875,47
1.390625,46
1.39453125,40
1.3984375,33
1.40234375,28
1.40625,20
1.41015625,11
1.4140625,3
1.41796875,-6
1.421875,-19
1.42578125,-36
1.4296875,-52
1.43359375,-62
1.4375,-68
1.44140625,-68
1.4453125,-63
1.44921875,-51
1.453125,-36
1.45703125,-24
1.4609375,-18
1.46484375,-15
1.46875,-9
1.47265625,-2
1.4765625,4
1.48046875,11
1.484375,19
1.48828125,26
1.4921875,33
1.49609375,39
1.5,45
1.50390625,46
1.5078125,39
1.51171875,24
1.515625,6
1.51953125,-10
1.5234375,-18
1.52734375,-18
1.53125,-15
1.53515625,-8
1.5390625,2
1.54296875,12
1.546875,21
1.55078125,28
1.5546875,33
1.55859375,35
1.5625,32
1.56640625,28
1.5703125,26
1.57421875,24
1.578125,23
1.58203125,21
1.5859375,16
1.58984375,5
1.59375,-8
1.59765625,-18
1.6015625,-22
1.60546875,-24
1.609375,-21
1.61328125,-14
1.6171875,-5
1.62109375,2
1.625,6
1.62890625,9
1.6328125,9
1.63671875,6
1.640625,4
1.64453125,7
1.6484375,14
1.65234375,21
1.65625,26
1.66015625,27
1.6640625,24
1.66796875,19
1.671875,15
1.67578125,13
1.6796875,8
1.68359375,0
1.6875,-13
1.69140625,-28
1.6953125,-39
1.69921875,-40
1.703125,-36
1.70703125,-33
1.7109375,-37
