Time,PG2
0.0,-53
0.00390625,-59
0.0078125,-61
0.01171875,-59
0.015625,-52
0.01953125,-37
0.0234375,-18
0.02734375,1
0.03125,17
0.03515625,30
0.0390625,39
0.04296875,45
0.046875,48
0.05078125,51
0.0546875,52
0.05859375,50
0.0625,45
0.06640625,35
0.0703125,22
0.07421875,5
0.078125,-11
0.08203125,-25
0.0859375,-34
0.08984375,-38
0.09375,-38
0.09765625,-36
0.1015625,-33
0.10546875,-31
0.109375,-26
0.11328125,-17
0.1171875,-5
0.12109375,11
0.125,28
0.12890625,46
0.1328125,64
0.13671875,79
0.140625,86
0.14453125,84
0.1484375,76
0.15234375,63
0.15625,49
0.16015625,39
0.1640625,35
0.16796875,38
0.171875,43
0.17578125,48
0.1796875,51
0.18359375,52
0.1875,51
0.19140625,49
0.1953125,47
0.19921875,46
0.203125,47
0.20703125,50
0.2109375,54
0.21484375,60
0.21875,65
0.22265625,67
0.2265625,67
0.23046875,66
0.234375,61
0.23828125,52
0.2421875,40
0.24609375,28
0.25,17
0.25390625,7
0.2578125,-2
0.26171875,-9
0.265625,-13
0.26953125,-15
0.2734375,-14
0.27734375,-7
0.28125,4
0.28515625,17
0.2890625,28
0.29296875,36
0.296875,40
0.30078125,40
0.3046875,37
0.30859375,33
0.3125,31
0.31640625,32
0.3203125,36
0.32421875,41
0.328125,43
0.33203125,40
0.3359375,30
0.33984375,15
0.34375,-2
0.34765625,-17
0.3515625,-30
0.35546875,-40
0.359375,-44
0.36328125,-44
0.3671875,-40
0.37109375,-33
0.375,-23
0.37890625,-12
0.3828125,-4
0.38671875,-1
0.390625,-1
0.39453125,-5
0.3984375,-11
0.40234375,-14
0.40625,-14
0.41015625,-11
0.4140625,-9
0.41796875,-11
0.421875,-17
0.42578125,-27
0.4296875,-39
0.43359375,-45
0.4375,-43
0.44140625,-34
0.4453125,-22
0.44921875,-13
0.453125,-8
0.45703125,-9
0.4609375,-15
0.46484375,-19
0.46875,-17
0.47265625,-5
0.4765625,13
0.48046875,31
0.484375,44
0.48828125,48
0.4921875,45
0.49609375,38
0.5,32
0.50390625,29
0.5078125,30
0.51171875,28
0.515625,20
0.51953125,9
0.5234375,-3
0.52734375,-11
0.53125,-15
0.53515625,-16
0.5390625,-16
0.54296875,-16
0.546875,-16
0.55078125,-12
0.5546875,-1
0.55859375,12
0.5625,24
0.56640625,32
0.5703125,35
0.57421875,35
0.578125,33
0.58203125,33
0.5859375,35
0.58984375,37
0.59375,38
0.59765625,35
0.6015625,28
0.60546875,18
0.609375,7
0.61328125,-3
0.6171875,-8
0.62109375,-8
0.625,-3
0.62890625,2
0.6328125,5
0.63671875,6
0.640625,7
0.64453125,7
0.6484375,6
0.65234375,6
0.65625,2
0.66015625,-7
0.6640625,-19
0.66796875,-31
0.671875,-39
0.67578125,-43
0.6796875,-44
0.68359375,-43
0.6875,-43
0.69140625,-45
0.6953125,-49
0.69921875,-52
0.703125,-56
0.70703125,-59
0.7109375,-61
0.71484375,-59
0.71875,-54
0.72265625,-48
0.7265625,-41
0.73046875,-34
0.734375,-28
0.73828125,-26
0.7421875,-27
0.74609375,-32
0.75,-38
0.75390625,-45
0.7578125,-53
0.76171875,-60
0.765625,-66
0.76953125,-71
0.7734375,-76
0.77734375,-84
0.78125,-93
0.78515625,-100
0.7890625,-103
0.79296875,-100
0.796875,-91
0.80078125,-76
0.8046875,-58
0.80859375,-40
0.8125,-25
0.81640625,-14
0.8203125,-6
0.82421875,1
0.828125,8
0.83203125,15
0.8359375,22
0.83984375,28
0.84375,30
0.84765625,28
0.8515625,26
0.85546875,23
0.859375,21
0.86328125,19
0.8671875,15
0.87109375,6
0.875,-6
0.87890625,-19
0.8828125,-31
0.88671875,-40
0.890625,-47
0.89453125,-50
0.8984375,-49
0.90234375,-43
0.90625,-34
0.91015625,-21
0.9140625,-4
0.91796875,13
0.921875,24
0.92578125,30
0.9296875,31
0.93359375,30
0.9375,25
0.94140625,19
0.9453125,10
0.94921875,-1
0.953125,-13
0.95703125,-25
0.9609375,-33
0.96484375,-37
0.96875,-39
0.97265625,-41
0.9765625,-43
0.98046875,-45
0.984375,-42
0.98828125,-33
0.9921875,-19
0.99609375,-5
1.0,6
1.00390625,9
1.0078125,4
1.01171875,-5
1.015625,-11
1.01953125,-10
1.0234375,-6
1.02734375,-2
1.03125,-1
1.03515625,-1
1.0390625,-4
1.04296875,-8
1.046875,-13
1.05078125,-17
1.0546875,-21
1.05859375,-24
1.0625,-25
1.06640625,-22
1.0703125,-18
1.07421875,-14
1.078125,-11
1.08203125,-9
1.0859375,-8
1.08984375,-5
1.09375,1
1.09765625,8
1.1015625,13
1.10546875,16
1.109375,17
1.11328125,17
1.1171875,15
1.12109375,11
1.125,7
1.12890625,2
1.1328125,-5
1.13671875,-16
1.140625,-27
1.14453125,-35
1.1484375,-39
1.15234375,-37
1.15625,-28
1.16015625,-14
1.1640625,-1
1.16796875,4
1.171875,0
1.17578125,-7
1.1796875,-13
1.18359375,-13
1.1875,-5
1.19140625,8
1.1953125,20
1.19921875,25
1.203125,22
1.20703125,14
1.2109375,4
1.21484375,-4
1.21875,-11
1.22265625,-18
1.2265625,-25
1.23046875,-31
1.234375,-33
1.23828125,-30
1.2421875,-23
1.24609375,-16
1.25,-10
1.25390625,-6
1.2578125,-1
1.26171875,7
1.265625,18
1.26953125,31
1.2734375,45
1.27734375,53
1.28125,55
1.28515625,50
1.2890625,45
1.29296875,41
1.296875,40
1.30078125,43
1.3046875,50
1.30859375,57
1.3125,61
1.31640625,60
1.3203125,55
1.32421875,45
1.328125,33
1.33203125,20
1.3359375,11
1.33984375,5
1.34375,4
1.34765625,6
1.3515625,11
1.35546875,20
1.359375,32
1.36328125,46
1.3671875,59
1.37109375,67
1.375,68
1.37890625,61
1.3828125,50
1.38671875,40
1.390625,36
1.39453125,39
1.3984375,46
1.40234375,48
1.40625,43
1.41015625,30
1.4140625,12
1.41796875,-4
1.421875,-14
1.42578125,-14
1.4296875,-8
1.43359375,0
1.4375,9
1.44140625,22
1.4453125,35
1.44921875,47
1.453125,57
1.45703125,62
1.4609375,61
1.46484375,53
1.46875,44
1.47265625,35
1.4765625,27
1.48046875,18
1.484375,11
1.48828125,6
1.4921875,4
1.49609375,5
1.5,9
1.50390625,15
1.5078125,18
1.51171875,18
1.515625,15
1.51953125,12
1.5234375,12
1.52734375,12
1.53125,13
1.53515625,16
1.5390625,20
1.54296875,25
1.546875,30
1.55078125,35
1.5546875,37
1.55859375,32
1.5625,22
1.56640625,13
1.5703125,10
1.57421875,10
1.578125,8
1.58203125,3
1.5859375,-5
1.58984375,-16
1.59375,-23
1.59765625,-22
1.6015625,-14
1.60546875,-4
1.609375,3
1.61328125,8
1.6171875,14
1.62109375,21
1.625,26
1.62890625,29
1.6328125,29
1.63671875,26
1.640625,22
1.64453125,20
1.6484375,19
1.65234375,18
1.65625,14
1.66015625,8
1.6640625,1
1.66796875,-4
1.671875,-5
1.67578125,-5
1.6796875,-6
1.68359375,-9
1.6875,-12
1.69140625,-11
1.6953125,-9
1.69921875,-6
1.703125,-1
1.70703125,5
1.7109375,10
1.71484375,14
1.71875,19
1.72265625,25
1.7265625,33
1.73046875,40
1.734375,45
1.73828125,48
1.7421875,46
1.74609375,36
1.75,21
1.75390625,2
1.7578125,-16
1.76171875,-29
1.765625,-36
1.76953125,-35
1.7734375,-30
1.77734375,-23
1.78125,-19
1.78515625,-17
1.7890625,-15
1.79296875,-10
1.796875,-1
1.80078125,9
1.8046875,20
1.80859375,30
1.8125,40
1.81640625,47
1.8203125,52
1.82421875,54
1.828125,51
1.83203125,42
1.8359375,28
1.83984375,13
1.84375,0
1.84765625,-11
1.8515625,-20
1.85546875,-28
1.859375,-37
1.86328125,-46
1.8671875,-52
1.87109375,-54
1.875,-50
1.87890625,-40
1.8828125,-27
1.88671875,-13
1.890625,0
1.89453125,10
1.8984375,14
1.90234375,12
1.90625,5
1.91015625,-6
1.9140625,-18
1.91796875,-27
1.921875,-30
1.92578125,-30
1.9296875,-29
1.93359375,-29
1.9375,-30
1.94140625,-31
1.9453125,-32
1.94921875,-34
1.953125,-38
1.95703125,-45
1.9609375,-53
1.96484375,-60
1.96875,-63
1.97265625,-63
1.9765625,-59
1.98046875,-54
1.984375,-48
1.98828125,-43
1.9921875,-36
1.99609375,-30
2.0,-26
2.00390625,-26
2.0078125,-31
2.01171875,-38
2.015625,-47
2.01953125,-55
2.0234375,-62
2.02734375,-66
2.03125,-66
2.03515625,-63
2.0390625,-61
2.04296875,-59
2.046875,-56
2.05078125,-52
2.0546875,-45
2.05859375,-35
2.0625,-22
2.06640625,-9
2.0703125,1
2.07421875,8
2.078125,14
2.08203125,18
2.0859375,20
2.08984375,20
2.09375,17
2.09765625,12
2.1015625,4
2.10546875,-4
2.109375,-13
2.11328125,-21
2.1171875,-29
2.12109375,-36
2.125,-41
2.12890625,-42
2.1328125,-39
2.13671875,-35
2.140625,-30
2.14453125,-25
2.1484375,-19
2.15234375,-12
2.15625,-6
2.16015625,-1
2.1640625,4
2.16796875,5
2.171875,3
2.17578125,1
2.1796875,0
2.18359375,-1
2.1875,-3
2.19140625,-5
2.1953125,-9
2.19921875,-13
2.203125,-16
2.20703125,-19
2.2109375,-22
2.21484375,-25
2.21875,-31
2.22265625,-37
2.2265625,-42
2.23046875,-46
2.234375,-47
2.23828125,-44
2.2421875,-36
2.24609375,-25
2.25,-16
2.25390625,-6
2.2578125,2
2.26171875,6
2.265625,6
2.26953125,3
2.2734375,-4
2.27734375,-16
2.28125,-31
2.28515625,-42
2.2890625,-47
2.29296875,-44
2.296875,-36
2.30078125,-25
2.3046875,-14
2.30859375,-5
2.3125,2
2.31640625,8
2.3203125,13
2.32421875,16
2.328125,21
2.33203125,30
2.3359375,42
2.33984375,52
2.34375,59
2.34765625,63
2.3515625,63
2.35546875,62
2.359375,63
2.36328125,66
2.3671875,66
2.37109375,61
2.375,51
2.37890625,40
2.3828125,32
2.38671875,26
2.390625,22
2.39453125,20
2.3984375,16
2.40234375,9
2.40625,3
2.41015625,0
2.4140625,2
2.41796875,12
2.421875,28
2.42578125,48
2.4296875,66
2.43359375,75
2.4375,73
2.44140625,62
2.4453125,44
2.44921875,29
2.453125,23
2.45703125,25
2.4609375,29
2.46484375,33
2.46875,37
2.47265625,38
2.4765625,36
2.48046875,34
2.484375,34
2.48828125,35
2.4921875,37
2.49609375,39
2.5,43
2.50390625,52
2.5078125,63
2.51171875,72
2.515625,77
2.51953125,80
2.5234375,82
2.52734375,83
2.53125,86
2.53515625,91
2.5390625,94
2.54296875,92
2.546875,83
2.55078125,70
2.5546875,55
2.55859375,37
2.5625,20
2.56640625,6
2.5703125,-1
2.57421875,0
2.578125,6
2.58203125,15
2.5859375,22
2.58984375,22
2.59375,16
2.59765625,9
2.6015625,5
2.60546875,4
2.609375,4
2.61328125,3
2.6171875,0
2.62109375,-5
2.625,-9
2.62890625,-10
2.6328125,-8
2.63671875,-4
2.640625,-2
2.64453125,-1
2.6484375,-2
2.65234375,-4
2.65625,-4
2.66015625,-4
2.6640625,-5
2.66796875,-7
2.671875,-9
2.67578125,-11
2.6796875,-13
2.68359375,-11
2.6875,-8
2.69140625,-5
2.6953125,-4
2.69921875,-7
2.703125,-13
2.70703125,-20
2.7109375,-27
2.71484375,-30
2.71875,-28
2.72265625,-24
2.7265625,-22
2.73046875,-25
2.734375,-32
2.73828125,-42
2.7421875,-53
2.74609375,-60
2.75,-57
2.75390625,-46
