FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-4,-5,-50,-35,-49,-62,-52,-35,-37,-4,-25,-34,-43,14,-33,-53,-23,-46,-48,-27,-61,-40,-311
-2,-1,-37,-39,-41,-62,-60,-34,-42,-1,-34,-36,-44,15,-23,-46,-18,-53,-47,-26,-68,-34,-301
-1,6,-21,-37,-36,-55,-65,-33,-47,-4,-40,-36,-40,15,-8,-31,-12,-52,-43,-28,-68,-29,-290
-1,12,-8,-29,-34,-43,-66,-32,-48,-8,-42,-33,-33,15,8,-13,-9,-42,-36,-34,-60,-30,-281
-1,16,-5,-18,-32,-29,-62,-29,-43,-12,-40,-31,-31,14,19,-2,-11,-27,-31,-44,-46,-33,-276
-1,18,-10,-2,-27,-11,-52,-24,-30,-11,-29,-29,-30,15,24,2,-14,-7,-27,-48,-28,-33,-276
-4,18,-17,13,-18,7,-37,-20,-17,-6,-13,-24,-32,15,22,0,-17,10,-28,-44,-15,-28,-277
-12,8,-26,19,-13,14,-26,-24,-14,-4,-2,-20,-40,8,12,-7,-24,14,-33,-40,-15,-23,-276
-26,-11,-36,7,-15,5,-23,-35,-22,-8,-1,-22,-56,-7,-3,-19,-38,2,-42,-43,-29,-23,-267
-36,-24,-38,-14,-20,-14,-19,-44,-32,-13,1,-27,-72,-19,-13,-30,-49,-16,-45,-47,-45,-24,-255
-31,-21,-28,-32,-21,-29,-8,-44,-34,-11,11,-30,-75,-20,-11,-33,-48,-25,-40,-44,-50,-19,-241
-13,-2,-14,-41,-20,-37,11,-35,-25,-4,26,-28,-66,-14,2,-27,-36,-24,-29,-37,-44,-12,-228
7,21,-6,-41,-20,-41,24,-24,-11,6,38,-22,-52,-5,19,-18,-22,-20,-20,-29,-36,-7,-217
22,39,-6,-37,-24,-43,25,-18,3,13,42,-18,-44,-2,29,-12,-10,-23,-16,-22,-33,-5,-208
25,47,-8,-30,-29,-43,13,-20,10,16,37,-19,-40,-5,28,-11,-3,-37,-15,-15,-38,-6,-201
16,42,-11,-25,-35,-43,-8,-33,9,14,23,-24,-39,-15,19,-15,-2,-54,-15,-13,-52,-10,-197
-2,26,-13,-27,-40,-44,-30,-49,0,6,5,-31,-40,-30,4,-24,-8,-69,-17,-18,-67,-21,-195
-21,7,-13,-34,-42,-45,-45,-60,-10,-8,-11,-36,-42,-45,-12,-39,-17,-72,-20,-25,-74,-34,-196
-31,-7,-12,-40,-39,-41,-44,-61,-16,-20,-18,-35,-38,-54,-23,-54,-24,-62,-22,-29,-69,-42,-194
-29,-13,-10,-42,-30,-30,-25,-55,-17,-27,-16,-25,-28,-56,-27,-61,-28,-42,-24,-30,-56,-41,-186
-18,-11,-8,-39,-20,-18,1,-47,-17,-28,-9,-8,-19,-52,-23,-57,-31,-21,-25,-29,-43,-32,-171
1,-3,-2,-32,-13,-7,24,-38,-15,-24,-1,8,-12,-39,-13,-41,-29,-5,-24,-21,-32,-15,-152
23,12,12,-21,-7,4,38,-29,-7,-13,11,20,-4,-17,1,-17,-15,6,-16,-2,-23,9,-134
