FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
341,354,109,194,73,109,18,66,49,184,77,31,13,273,319,141,143,54,114,36,65,21,-223
343,358,110,179,74,85,-2,41,40,180,72,17,-16,268,322,130,130,33,100,3,51,6,-204
344,361,115,171,78,64,-15,19,36,178,72,8,-37,265,324,116,124,15,88,-19,37,0,-186
343,360,120,167,82,50,-20,5,31,178,74,4,-49,264,323,100,123,0,76,-31,24,5,-179
338,351,124,167,84,42,-18,2,25,180,77,5,-50,262,317,83,126,-11,68,-32,14,16,-182
332,336,124,165,80,38,-13,3,15,180,80,10,-44,260,305,67,130,-18,60,-31,9,28,-191
325,317,120,159,65,33,-8,3,1,174,80,15,-37,256,288,54,131,-19,47,-33,5,34,-195
317,298,114,149,39,27,-7,-3,-16,163,78,19,-30,249,270,44,127,-14,32,-37,1,30,-191
308,283,108,136,9,22,-11,-12,-31,147,75,21,-22,241,255,36,120,-3,18,-38,0,21,-180
299,274,105,128,-14,24,-12,-18,-35,134,74,23,-11,234,245,32,116,14,9,-32,5,14,-162
295,273,109,128,-23,37,-7,-13,-23,129,78,31,7,233,243,35,119,34,10,-12,18,16,-135
296,278,119,138,-18,60,6,5,3,135,86,45,33,236,248,43,129,56,20,20,39,27,-100
296,282,127,149,-6,82,17,30,32,143,92,61,61,238,252,50,139,73,32,51,57,42,-65
292,278,126,154,4,94,22,50,52,144,93,69,82,233,248,52,144,78,37,70,66,51,-42
285,269,121,150,9,98,20,64,59,134,88,71,90,220,237,51,145,75,35,75,66,50,-35
280,260,117,144,13,100,17,75,59,120,84,70,89,205,226,54,144,68,33,75,63,46,-43
276,255,117,139,23,106,18,90,61,107,82,72,86,194,219,63,143,63,36,76,62,46,-63
273,255,123,134,43,117,28,108,71,101,84,75,83,188,220,75,142,61,47,80,66,51,-81
271,261,135,132,73,129,47,126,87,102,88,80,79,187,227,90,140,64,62,89,77,57,-79
270,269,147,132,102,136,71,139,104,107,89,83,73,190,237,104,135,67,78,99,89,63,-45
266,275,152,131,121,130,84,139,113,110,82,76,61,192,242,112,125,65,89,103,91,62,15
259,276,145,126,125,109,83,123,109,106,64,58,43,188,241,106,111,55,90,92,76,52,85
249,269,130,115,115,81,69,97,93,97,40,33,18,179,234,90,93,36,82,69,51,33,146
239,255,113,101,100,54,51,67,70,86,19,11,-6,167,224,70,74,13,69,42,23,11,186
230,238,97,85,86,34,34,39,46,79,6,-4,-26,156,213,51,56,-8,52,17,-1,-5,201
220,218,83,67,74,21,23,17,22,75,1,-8,-38,145,201,34,39,-23,35,-6,-16,-16,197
206,197,73,48,63,8,18,-1,-2,70,-2,-6,-46,132,186,18,23,-37,17,-26,-21,-23,177
191,176,66,35,49,-5,14,-14,-23,65,-6,-2,-50,120,166,6,10,-48,2,-39,-17,-26,140
182,162,64,32,38,-14,10,-19,-37,65,-5,3,-48,114,149,0,4,-51,-2,-44,-11,-21,88
183,159,68,41,33,-15,7,-18,-40,74,4,12,-41,119,140,3,9,-43,3,-41,-6,-9,23
190,162,74,52,30,-14,6,-17,-36,83,17,22,-31,128,139,9,20,-29,12,-34,-4,0,-42
191,162,76,54,20,-15,0,-24,-36,84,27,28,-23,133,138,11,27,-18,13,-25,-9,0,-100
184,156,72,45,5,-19,-11,-36,-43,74,29,26,-20,131,132,4,28,-12,4,-19,-18,-10,-144
170,144,67,29,-13,-22,-26,-47,-51,57,20,21,-20,124,122,-9,25,-12,-12,-17,-27,-24,-169
152,132,64,14,-27,-24,-41,-55,-56,36,4,16,-20,114,112,-24,20,-16,-31,-16,-33,-34,-177
135,124,63,7,-35,-21,-52,-54,-54,20,-14,9,-14,103,104,-35,18,-21,-43,-15,-37,-36,-174
127,123,64,11,-34,-10,-52,-45,-45,13,-24,3,0,97,101,-36,21,-19,-45,-8,-37,-28,-176
130,131,65,24,-26,6,-41,-33,-30,14,-25,-1,23,98,106,-25,31,-11,-38,4,-35,-17,-190
138,141,62,40,-17,20,-28,-24,-13,20,-21,-5,47,100,115,-8,44,-2,-31,17,-35,-9,-211
147,151,56,56,-10,31,-16,-17,-1,27,-17,-8,68,100,123,8,55,3,-23,28,-36,-6,-231
158,160,58,75,1,43,-5,-1,9,40,-10,-4,83,104,131,24,65,8,-9,39,-29,1,-245
171,174,73,101,20,63,8,29,24,63,3,12,93,116,144,41,80,17,14,48,-7,16,-252
185,189,94,132,46,87,20,68,42,94,23,35,98,132,160,61,99,27,46,52,25,38,-258
194,200,109,156,70,107,27,104,55,122,46,56,94,144,175,80,118,34,82,48,52,61,-266
192,201,112,166,82,116,27,123,58,138,68,68,79,147,181,95,132,36,112,33,69,74,-268
180,188,98,159,80,110,15,116,50,139,82,67,51,143,179,102,134,30,124,7,71,71,-231
160,164,73,137,64,90,-7,87,34,124,82,55,13,132,166,99,123,17,116,-27,59,52,-105
137,132,47,107,42,62,-28,47,12,100,69,40,-27,116,146,85,102,2,91,-60,39,24,174
114,102,30,78,23,35,-35,12,-9,74,52,33,-59,100,124,67,79,-6,61,-79,29,2,637
91,76,23,55,11,14,-24,-12,-24,50,33,32,-75,87,103,49,58,-7,34,-83,34,-9,1228
64,49,13,31,3,-5,-7,-28,-35,24,12,29,-78,69,78,28,35,-7,10,-77,44,-13,1800
32,16,-5,2,-8,-26,4,-44,-47,-9,-14,17,-76,43,47,3,8,-9,-11,-69,44,-17,2169
2,-16,-27,-30,-23,-49,6,-63,-58,-45,-37,-1,-73,15,17,-22,-17,-14,-30,-60,33,-18,2199
-19,-38,-45,-56,-40,-70,3,-82,-61,-72,-51,-21,-65,-4,-4,-39,-35,-17,-44,-47,17,-17,1862
-31,-50,-59,-77,-57,-86,-3,-96,-57,-90,-59,-40,-54,-12,-17,-52,-46,-21,-56,-33,-1,-16,1261
-40,-56,-69,-97,-74,-99,-11,-102,-51,-100,-64,-54,-44,-13,-27,-67,-53,-29,-68,-20,-19,-16,587
-48,-54,-73,-113,-83,-104,-13,-95,-42,-101,-65,-59,-33,-10,-32,-77,-52,-36,-76,-6,-29,-16,39
-51,-42,-67,-115,-76,-96,-3,-71,-25,-90,-55,-51,-13,2,-26,-75,-38,-33,-69,10,-26,-9,-264
-46,-23,-53,-102,-53,-72,19,-34,-3,-68,-37,-32,13,20,-8,-60,-15,-16,-47,26,-13,3,-328
-37,-3,-36,-82,-24,-39,43,5,18,-45,-17,-9,38,40,13,-37,11,9,-18,37,1,14,-259
-26,12,-19,-58,2,-7,56,34,30,-25,-2,12,55,56,33,-9,35,33,11,40,10,17,-175
-15,25,-1,-34,20,21,58,51,35,-9,8,29,64,71,52,22,54,50,35,41,17,15,-138
-4,34,15,-13,29,40,52,57,34,3,14,42,66,83,68,51,65,55,50,43,26,10,-152
3,37,26,1,29,49,36,55,30,8,12,49,59,89,76,70,63,46,53,43,31,2,-188
5,31,28,6,21,44,13,43,22,3,1,48,43,82,75,75,47,26,47,38,29,-9,-220
4,23,24,7,12,32,-7,28,12,-6,-13,40,25,67,68,70,25,8,41,30,25,-18,-233
7,19,21,9,8,21,-15,13,5,-13,-24,28,9,52,61,63,8,0,42,23,23,-24,-227
10,17,19,10,7,14,-17,-4,-1,-16,-31,11,-7,40,56,55,-4,-3,44,13,20,-29,-209
7,12,11,6,4,4,-26,-27,-13,-19,-39,-13,-28,29,47,44,-14,-9,41,-5,11,-39,-194
-4,2,-1,-2,-2,-8,-42,-52,-30,-20,-46,-40,-54,20,36,30,-22,-21,28,-30,-6,-52,-188
-12,-7,-6,-7,-6,-20,-54,-70,-44,-14,-45,-59,-76,18,28,21,-24,-33,12,-52,-23,-61,-184
-11,-11,-1,-7,-5,-29,-52,-76,-50,1,-36,-65,-89,25,28,17,-17,-40,-4,-66,-35,-63,-180
-6,-13,7,-1,-1,-36,-39,-74,-52,17,-25,-60,-93,33,29,15,-7,-40,-17,-73,-43,-59,-174
-1,-13,12,5,3,-41,-16,-67,-53,29,-18,-50,-88,37,29,14,4,-32,-25,-76,-44,-50,-166
3,-12,15,7,6,-42,11,-58,-50,34,-14,-40,-75,40,29,14,14,-19,-24,-73,-35,-37,-152
4,-9,17,2,6,-41,34,-52,-45,34,-13,-34,-57,42,30,15,23,-7,-19,-66,-22,-25,-127
-2,-11,15,-13,0,-44,47,-50,-40,27,-14,-33,-39,41,27,12,28,-3,-18,-59,-11,-16,-90
-17,-20,10,-32,-11,-52,45,-51,-37,11,-18,-36,-27,37,19,2,27,-8,-25,-50,-9,-13,-52
-30,-30,9,-49,-23,-58,38,-50,-34,-7,-21,-37,-16,36,9,-8,26,-16,-35,-35,-11,-13,-17
-31,-31,15,-52,-29,-54,35,-42,-27,-14,-18,-30,-1,45,8,-8,32,-17,-39,-9,-9,-9,19
-21,-19,28,-35,-25,-36,42,-23,-12,-7,-5,-14,23,64,19,5,49,-5,-32,26,2,4,65
-4,-1,41,-5,-14,-5,54,2,8,9,12,3,51,85,36,25,71,18,-14,62,21,22,112
9,13,46,25,-6,26,62,25,27,22,26,14,73,98,50,41,89,42,6,88,38,38,149
15,18,42,44,-3,49,58,42,45,30,32,15,84,98,56,50,101,56,24,96,47,47,171
14,17,34,53,-1,62,43,53,60,32,33,11,85,90,58,52,105,60,39,91,48,52,185
12,16,27,56,6,69,24,61,71,31,31,7,79,82,59,53,102,57,51,81,46,52,201
11,17,20,56,16,72,4,66,73,27,26,3,64,75,60,58,93,49,58,70,43,45,225
9,19,11,52,25,70,-14,65,63,22,16,-1,43,70,60,65,78,37,61,55,39,32,260
3,17,-3,42,29,60,-28,57,41,13,1,-9,18,63,54,67,59,20,57,34,30,12,303
-12,7,-23,22,25,42,-38,37,11,-2,-19,-24,-10,45,36,60,35,-1,45,7,15,-14,350
-35,-15,-49,-5,14,15,-47,9,-22,-24,-42,-47,-41,16,7,42,9,-24,22,-23,-8,-42,399
-61,-42,-71,-32,1,-12,-52,-19,-46,-44,-62,-71,-67,-15,-26,21,-16,-45,-2,-48,-30,-62,446
-82,-65,-79,-52,-4,-33,-49,-36,-51,-56,-73,-87,-78,-35,-49,7,-34,-54,-22,-56,-42,-65,491
-96,-80,-72,-60,1,-45,-34,-41,-41,-60,-74,-93,-74,-43,-61,2,-46,-48,-37,-42,-42,-52,541
-107,-92,-54,-62,10,-51,-12,-37,-23,-62,-70,-90,-61,-44,-65,2,-56,-34,-49,-16,-33,-31,597
-117,-105,-34,-65,15,-57,11,-31,-7,-66,-68,-80,-47,-44,-69,-3,-67,-19,-61,6,-25,-9,661
-125,-121,-22,-75,12,-67,27,-32,2,-77,-68,-68,-36,-49,-77,-17,-81,-10,-74,17,-21,9,728
-131,-138,-22,-89,0,-79,36,-38,4,-92,-67,-57,-29,-60,-89,-36,-95,-9,-88,15,-21,20,794
-134,-152,-29,-101,-16,-88,41,-47,0,-106,-60,-46,-22,-74,-102,-53,-103,-11,-97,9,-19,29,854
-136,-161,-39,-108,-32,-90,41,-54,-4,-113,-49,-34,-11,-87,-113,-63,-103,-14,-100,5,-13,37,901
-142,-170,-50,-112,-48,-88,35,-64,-7,-116,-37,-24,1,-99,-127,-67,-101,-17,-101,6,-7,40,930
-154,-181,-59,-117,-63,-83,22,-76,-12,-119,-31,-19,12,-111,-145,-72,-100,-18,-103,11,-6,38,941
-168,-188,-61,-119,-72,-75,7,-81,-14,-117,-28,-13,26,-121,-159,-75,-97,-14,-102,20,-6,38,942
-174,-182,-54,-113,-69,-56,-2,-71,-7,-105,-21,2,44,-120,-161,-73,-87,1,-89,38,-2,44,939
-171,-166,-44,-100,-57,-31,-5,-51,7,-86,-9,22,63,-109,-152,-64,-71,23,-65,59,6,54,926
-166,-149,-38,-86,-42,-8,-7,-27,20,-68,4,39,77,-95,-137,-51,-52,43,-37,77,16,58,888
-162,-133,-37,-73,-28,8,-12,-3,26,-52,12,48,83,-82,-120,-33,-33,57,-10,87,27,54,824
-157,-121,-38,-61,-17,17,-22,12,25,-39,15,47,80,-69,-104,-12,-17,62,13,90,36,41,743
-153,-115,-39,-56,-12,19,-37,14,16,-31,12,38,64,-59,-93,6,-9,59,24,82,37,21,643
-151,-114,-39,-56,-13,13,-53,4,0,-29,2,20,37,-56,-89,18,-12,47,24,60,29,-3,520
-149,-115,-36,-54,-13,5,-63,-9,-16,-27,-9,2,4,-58,-87,25,-21,31,21,32,19,-26,377
-143,-114,-30,-47,-8,0,-59,-19,-25,-23,-13,-10,-24,-61,-83,31,-30,17,23,4,11,-38,227
-137,-113,-28,-37,1,-3,-45,-24,-26,-19,-11,-17,-43,-66,-81,35,-39,5,27,-19,7,-39,80
-134,-117,-32,-31,10,-10,-28,-26,-22,-19,-10,-20,-53,-76,-84,36,-50,-5,30,-38,3,-36,-54
