FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
11,1,83,108,96,105,61,121,129,57,65,36,53,-43,-15,80,-1,80,96,82,117,89,-405
36,16,90,110,117,101,80,125,150,84,82,42,60,-29,1,84,7,68,106,81,136,112,-393
48,17,85,97,123,85,81,109,156,97,82,39,56,-27,2,71,6,42,98,57,142,117,-379
46,7,69,72,113,56,67,75,139,94,70,26,40,-31,-7,46,-3,1,76,16,130,106,-366
39,-5,45,43,92,18,45,36,103,77,54,4,14,-33,-17,14,-19,-46,47,-30,106,83,-357
34,-13,25,16,68,-18,27,4,58,58,41,-16,-12,-27,-19,-14,-34,-84,24,-67,77,57,-355
36,-13,17,-6,48,-47,19,-13,18,45,37,-24,-29,-12,-12,-32,-41,-105,14,-85,47,35,-358
43,-7,22,-23,34,-62,18,-14,-9,40,40,-19,-30,7,0,-45,-37,-104,11,-83,18,17,-359
52,1,31,-36,22,-64,20,-8,-24,38,41,-8,-16,25,10,-56,-31,-85,4,-65,-7,-2,-354
58,5,35,-48,6,-58,14,-6,-32,31,35,3,5,31,12,-72,-28,-54,-13,-44,-25,-24,-347
56,4,33,-57,-15,-51,-1,-8,-40,17,26,5,24,24,5,-89,-28,-24,-39,-26,-40,-46,-339
43,3,30,-58,-39,-42,-20,-10,-51,-3,17,-1,35,6,-7,-101,-25,-1,-66,-11,-53,-58,-327
25,5,30,-48,-58,-28,-38,-10,-61,-23,10,-7,39,-13,-17,-104,-17,16,-85,1,-60,-60,-312
11,13,33,-28,-63,-8,-50,-6,-61,-34,0,-8,34,-22,-21,-98,-2,32,-89,7,-62,-55,-295
8,26,39,-2,-53,14,-54,-1,-45,-34,-13,0,27,-21,-20,-82,16,46,-77,10,-57,-49,-277
12,39,43,20,-37,28,-53,5,-17,-27,-30,8,20,-9,-14,-60,29,58,-55,14,-46,-44,-262
18,47,39,30,-25,32,-54,7,14,-19,-51,7,14,7,-8,-39,27,66,-33,19,-33,-43,-253
24,49,29,29,-19,28,-56,7,38,-14,-72,-5,11,21,-2,-22,13,67,-14,26,-21,-40,-251
26,50,17,24,-14,21,-51,11,56,-11,-82,-21,12,26,6,-5,-2,62,4,38,-11,-29,-249
23,49,6,19,-9,18,-36,20,67,-9,-76,-31,18,20,13,11,-11,55,21,52,-3,-8,-243
12,45,-1,17,-1,21,-16,32,71,-7,-56,-33,23,6,16,21,-12,45,35,64,5,18,-229
-2,36,0,19,13,31,2,44,67,-2,-32,-28,23,-13,13,22,-7,35,47,66,13,38,-210
-17,22,6,24,32,39,13,50,60,4,-13,-20,16,-33,6,18,-1,26,56,55,22,45,-189
-30,5,9,26,47,39,19,48,54,9,0,-13,2,-46,1,16,-1,17,60,33,34,37,-174
-37,-14,8,20,53,28,20,37,49,10,9,-11,-14,-50,0,17,-11,7,56,9,45,21,-170
-41,-35,2,3,49,4,17,21,37,6,11,-18,-30,-48,-1,13,-28,-9,41,-15,49,4,-176
