FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-41,-39,-20,-16,-18,-16,-5,-6,9,-22,-19,-6,14,-27,-31,-19,-23,-12,-25,6,-11,14,-196
-32,-28,-13,-5,-15,-9,-2,-6,10,-13,-5,6,19,-21,-22,-12,-18,-5,-11,9,-1,21,-288
-22,-16,-5,5,-13,-3,-1,-6,10,-3,9,20,22,-14,-12,-3,-13,1,4,10,9,25,-368
-13,-6,1,10,-11,0,-3,-8,8,3,20,31,23,-8,-5,5,-10,6,17,9,17,27,-440
-7,-1,3,10,-10,-2,-6,-11,5,3,24,39,22,-7,-3,12,-10,10,27,8,22,27,-504
-5,-2,2,3,-10,-8,-7,-14,2,-3,22,40,20,-9,-7,16,-13,13,31,7,25,25,-553
-9,-10,-1,-9,-11,-19,-8,-19,-1,-14,12,36,17,-15,-16,16,-20,15,30,8,25,23,-585
-16,-21,-5,-22,-11,-30,-6,-23,-4,-27,-1,26,14,-23,-27,13,-29,17,26,9,24,20,-605
-25,-33,-10,-33,-10,-41,-5,-26,-6,-39,-16,14,13,-33,-38,9,-38,20,21,13,23,18,-620
-35,-44,-15,-42,-9,-51,-4,-29,-8,-51,-31,1,12,-41,-47,5,-47,24,16,17,23,17,-630
-45,-54,-22,-50,-10,-60,-6,-32,-10,-62,-46,-12,11,-48,-54,1,-56,27,13,21,24,17,-634
-55,-61,-30,-57,-13,-67,-10,-36,-14,-71,-58,-24,8,-53,-58,-2,-64,28,9,21,22,14,-634
-62,-66,-35,-63,-17,-71,-14,-38,-17,-77,-67,-34,2,-54,-60,-4,-68,26,6,16,19,8,-629
-66,-66,-35,-66,-18,-67,-15,-36,-19,-77,-69,-40,-3,-51,-58,-4,-67,21,4,8,14,2,-621
-64,-63,-29,-65,-15,-56,-12,-28,-18,-71,-64,-41,-8,-46,-52,-2,-59,15,3,-1,8,-4,-613
-57,-55,-17,-59,-6,-38,-4,-15,-13,-59,-53,-36,-10,-38,-44,1,-45,7,2,-11,1,-8,-608
