FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
46,36,39,53,49,21,18,6,5,43,-7,-9,-14,14,40,38,5,-1,5,3,0,-6,31
37,32,42,42,47,17,19,1,-4,34,-11,-14,-19,8,37,34,0,-7,0,-2,-5,-3,40
29,29,43,34,46,12,16,-6,-10,26,-11,-18,-25,4,34,26,-6,-11,-5,-4,-7,0,39
24,29,41,28,43,7,9,-13,-15,21,-9,-21,-30,3,31,16,-11,-17,-12,-6,-7,1,32
22,28,36,24,38,1,-1,-21,-21,18,-6,-22,-33,3,28,5,-17,-23,-18,-11,-8,-2,25
22,26,28,20,29,-5,-11,-27,-27,20,-4,-21,-32,4,25,-3,-21,-29,-24,-18,-12,-10,22
25,21,18,13,19,-10,-20,-31,-33,23,-3,-20,-29,4,21,-10,-24,-33,-28,-26,-20,-19,24
27,14,8,2,7,-15,-27,-33,-40,23,-6,-21,-27,2,14,-15,-25,-35,-31,-32,-29,-27,31
27,7,1,-9,-3,-19,-33,-34,-46,19,-11,-22,-24,-1,6,-18,-25,-32,-30,-34,-36,-31,37
23,5,-1,-16,-8,-20,-34,-31,-46,13,-13,-21,-19,-1,1,-20,-19,-24,-25,-28,-36,-28,39
17,8,1,-16,-7,-17,-29,-24,-38,12,-9,-15,-12,3,1,-18,-8,-12,-14,-13,-28,-20,35
11,16,6,-10,-4,-11,-22,-14,-25,14,0,-3,-3,9,5,-15,7,3,0,6,-15,-8,32
9,26,11,1,-4,-2,-13,0,-9,20,12,12,9,15,11,-11,21,18,15,23,-1,5,34
11,37,15,17,-6,9,-4,17,8,28,26,26,23,20,19,-6,31,31,29,37,11,16,41
16,45,20,32,-5,22,6,36,23,36,40,39,35,23,26,0,37,39,37,46,20,24,47
21,51,26,45,1,35,16,53,36,43,49,46,44,24,32,7,41,41,39,51,25,28,49
27,54,36,54,14,46,26,67,46,48,56,50,50,26,39,17,44,38,40,55,28,30,50
37,58,47,61,31,56,37,79,57,55,62,52,57,29,46,27,48,32,43,59,31,33,55
47,59,56,63,48,62,46,85,67,61,67,51,64,31,52,35,51,27,48,64,35,36,62
53,56,58,61,60,62,52,86,75,65,69,47,68,28,53,37,49,25,53,66,40,39,70
55,51,55,56,65,57,55,83,80,64,68,42,71,21,50,35,43,25,55,65,45,42,79
52,44,49,52,67,53,57,80,83,63,67,39,71,14,46,32,35,26,55,62,49,46,85
46,39,43,52,70,51,60,77,85,63,67,39,67,9,44,30,30,25,52,58,52,50,85
39,36,38,54,73,52,63,72,85,65,67,40,58,7,44,32,29,21,47,51,51,49,77
33,34,34,56,75,52,65,65,83,68,69,40,46,10,45,34,31,12,43,41,44,45,66
32,32,31,57,73,51,63,57,78,71,70,39,36,14,44,35,32,1,38,29,34,37,58
31,28,27,55,67,48,57,47,70,72,69,37,30,17,40,30,31,-9,34,17,26,29,51
31,23,24,51,59,43,51,37,60,70,67,36,28,16,31,21,28,-13,31,9,22,25,42
29,18,24,45,51,40,49,31,52,64,66,39,32,13,22,11,26,-9,30,8,25,30,29
27,16,28,41,45,43,50,31,47,58,67,47,40,10,15,5,27,0,31,14,34,43,17
26,16,37,40,44,52,56,38,47,56,70,59,49,9,13,4,32,12,33,26,47,58,9
28,20,45,40,45,65,63,49,50,55,74,73,56,9,15,6,38,23,37,37,58,71,7
30,22,49,40,45,76,65,61,52,55,75,81,60,9,17,9,42,30,41,44,62,75,14
29,22,48,41,42,81,62,71,51,55,72,83,58,10,18,10,43,31,44,44,58,69,29
25,21,43,44,36,81,54,74,48,55,66,80,54,13,18,11,42,30,46,41,49,58,50
22,22,37,49,28,76,43,72,42,56,61,73,48,20,19,12,42,32,49,37,41,48,72
22,24,30,53,21,68,31,66,37,57,58,66,43,28,20,17,42,38,54,36,38,42,89
25,27,25,57,17,61,22,56,32,58,56,60,38,36,21,27,43,45,61,38,39,39,96
31,31,23,59,16,58,16,47,29,59,55,58,33,42,23,39,44,50,67,40,46,38,93
36,36,24,59,22,58,16,43,30,62,53,59,32,45,27,49,43,52,71,43,55,38,80
39,37,26,58,33,58,21,44,33,63,48,60,33,46,29,54,41,51,74,44,62,37,65
35,35,28,56,44,55,27,47,37,61,41,58,34,43,30,51,36,47,72,41,61,33,55
26,30,26,54,52,51,31,47,40,57,32,51,32,40,28,42,31,41,63,33,52,29,52
17,24,22,53,54,44,32,45,42,52,24,42,28,36,24,31,26,34,51,21,38,25,53
12,19,15,50,53,36,29,42,42,48,18,34,21,31,21,20,21,29,39,8,27,21,57
11,17,6,45,47,28,24,37,40,45,16,31,13,27,19,14,17,24,31,-2,22,19,61
11,17,-3,38,39,23,19,32,38,45,17,32,8,24,19,13,15,18,29,-7,23,19,63
12,19,-9,30,33,19,15,29,36,47,20,36,8,22,21,15,15,12,30,-7,28,21,62
13,19,-11,21,29,15,10,25,32,48,23,40,9,19,22,16,15,5,34,-7,33,24,60
14,17,-10,10,27,10,5,19,27,45,25,42,12,15,21,15,16,-1,35,-8,33,29,61
16,13,-7,1,25,5,2,11,20,38,26,39,13,11,17,14,17,-5,30,-12,27,34,65
18,8,-5,-8,25,-2,-1,1,10,26,23,32,10,7,10,10,16,-7,20,-17,16,34,65
18,3,-3,-16,23,-11,-4,-10,-4,13,16,22,2,4,2,1,11,-8,10,-22,5,30,61
15,-1,1,-23,21,-20,-7,-18,-18,1,7,11,-8,2,-5,-9,6,-8,1,-23,-3,24,56
10,-1,4,-26,16,-26,-9,-22,-31,-7,-2,2,-15,1,-10,-18,2,-8,-5,-20,-7,15,55
5,0,6,-27,10,-28,-12,-25,-40,-11,-8,-4,-20,1,-13,-24,-1,-8,-8,-16,-10,5,60
1,2,7,-26,4,-26,-18,-25,-44,-13,-12,-4,-23,-1,-13,-28,-2,-9,-8,-15,-14,-5,69
-2,3,7,-24,-2,-20,-23,-22,-41,-13,-13,1,-23,-4,-9,-29,-2,-8,-6,-16,-18,-14,79
-5,4,5,-23,-7,-11,-25,-15,-32,-13,-11,9,-18,-7,-4,-27,-1,-5,-2,-18,-21,-20,89
-7,5,2,-22,-10,-1,-22,-7,-19,-15,-8,15,-12,-9,1,-23,0,-3,4,-17,-21,-23,92
-9,4,1,-19,-10,6,-18,1,-6,-16,-7,18,-4,-9,4,-17,0,-1,12,-13,-17,-19,85
-9,4,1,-14,-8,9,-9,10,7,-17,-7,18,5,-7,6,-9,3,1,21,-4,-8,-7,72
-5,6,3,-6,-4,12,3,21,19,-16,-6,18,17,-4,9,3,8,4,30,9,7,11,60
1,8,5,4,2,15,15,32,29,-13,-3,20,28,0,12,16,14,7,37,23,24,31,54
9,11,7,14,7,18,25,41,37,-9,1,22,37,4,16,27,20,11,42,36,38,48,55
15,14,9,20,12,20,29,47,41,-5,6,23,42,7,20,33,23,14,42,44,46,60,60
17,16,10,21,16,20,28,50,40,-2,12,22,41,8,24,32,22,12,38,48,48,62,67
16,16,9,17,19,19,25,47,36,0,16,18,35,11,26,27,17,6,30,47,45,57,74
15,15,6,10,20,15,21,40,30,3,17,12,26,15,25,21,11,-3,20,41,36,46,84
11,12,0,1,17,9,17,29,21,3,16,5,13,17,22,16,6,-11,11,31,25,32,98
2,7,-8,-9,12,3,13,17,11,2,14,0,0,16,18,11,2,-18,4,19,12,18,119
-9,1,-15,-18,4,-2,10,6,1,-1,12,-3,-12,12,13,5,-1,-22,-1,7,-1,6,149
-19,-5,-18,-24,-5,-4,8,-3,-6,-2,10,-5,-19,8,7,-1,-4,-24,-3,-3,-10,-3,188
-22,-9,-17,-27,-13,-4,6,-9,-9,-2,9,-4,-22,5,1,-7,-8,-24,-3,-10,-13,-6,230
-20,-11,-11,-25,-19,-4,6,-11,-9,-1,9,-1,-21,3,-4,-12,-13,-20,-2,-13,-12,-5,264
-12,-13,-3,-22,-22,-5,7,-12,-8,1,7,3,-18,4,-10,-15,-20,-14,-2,-11,-10,-3,283
-4,-16,0,-21,-24,-8,6,-15,-9,2,1,3,-17,4,-18,-18,-26,-8,-3,-9,-9,-2,292
