FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-38,-34,-17,-27,-32,-24,-11,-27,-6,-19,-9,-10,-6,21,-21,-35,-19,-41,-28,-30,-9,1,-8
-23,-21,-9,-16,-25,-10,-6,-22,2,-7,7,-1,2,27,-11,-30,-7,-33,-19,-24,-3,3,-1
-2,-6,3,1,-11,8,2,-11,13,9,22,10,12,35,3,-21,7,-20,-6,-14,5,8,9
19,9,16,21,2,26,11,6,22,24,34,22,21,43,16,-13,18,-5,5,-1,13,13,20
34,19,27,36,9,39,15,23,27,35,41,32,26,49,23,-10,24,9,11,10,17,18,28
36,22,33,44,9,45,13,35,26,40,43,37,28,50,25,-12,25,16,13,15,14,19,30
28,22,34,46,4,45,4,41,22,39,39,37,25,48,23,-14,23,18,12,14,6,18,25
15,22,32,46,0,41,-5,42,17,38,35,32,21,44,22,-11,22,16,12,10,-3,13,18
4,23,28,48,1,37,-13,41,14,38,30,25,18,43,23,-2,23,11,14,5,-10,5,12
-2,27,24,54,5,36,-18,37,12,40,25,17,16,43,27,10,26,7,16,0,-15,-2,13
0,31,21,63,8,37,-20,31,9,44,20,11,9,43,32,20,31,4,17,-4,-16,-10,22
7,33,19,72,8,37,-21,24,4,47,15,4,-2,42,35,23,31,0,13,-11,-17,-19,38
14,33,17,76,4,35,-22,17,-3,46,10,-2,-17,38,34,14,26,-7,4,-19,-19,-28,57
16,32,14,75,-1,31,-19,11,-9,42,7,-6,-31,32,31,-1,18,-15,-7,-28,-22,-35,79
16,31,12,70,-2,25,-12,9,-10,39,7,-8,-39,27,29,-14,10,-19,-15,-32,-23,-36,106
18,31,11,64,2,21,-1,10,-5,37,11,-10,-40,25,29,-20,5,-18,-18,-30,-21,-31,136
22,30,10,57,10,19,8,12,1,35,17,-12,-35,26,28,-17,0,-16,-16,-22,-16,-22,166
27,26,8,48,16,16,10,13,6,33,23,-13,-29,29,26,-8,-5,-14,-14,-14,-13,-11,190
28,19,4,38,16,10,6,9,5,30,26,-14,-28,32,22,2,-9,-15,-14,-8,-13,-4,207
23,11,-1,27,9,2,-3,3,-1,27,26,-14,-30,34,16,8,-15,-19,-19,-9,-14,-2,219
13,4,-5,17,0,-7,-13,-5,-10,23,22,-11,-31,33,9,5,-20,-22,-26,-13,-16,-4,230
0,0,-7,10,-5,-13,-19,-10,-18,18,19,-6,-29,29,4,-4,-23,-21,-33,-15,-16,-6,245
-11,-2,-7,6,-5,-15,-18,-13,-22,14,16,-1,-22,24,-1,-16,-24,-14,-36,-13,-13,-6,264
-12,-2,-4,5,-1,-14,-12,-12,-22,11,14,2,-12,21,-4,-26,-22,-2,-34,-6,-9,-3,289
-8,-1,-2,5,4,-11,-6,-10,-19,6,12,2,-2,20,-8,-29,-18,10,-30,4,-8,1,318
-4,-1,1,3,5,-8,-2,-9,-16,0,10,2,3,21,-11,-27,-13,16,-24,12,-9,4,345
-3,-2,2,-1,1,-7,0,-9,-15,-5,7,0,4,22,-14,-21,-8,16,-20,18,-13,5,368
-7,-3,4,-5,-5,-8,1,-8,-14,-9,3,0,4,20,-16,-11,-2,11,-15,21,-16,4,388
-13,-3,6,-9,-9,-11,0,-3,-12,-13,-2,2,5,15,-16,-1,2,9,-10,24,-16,3,406
-20,-2,10,-9,-9,-13,-2,4,-10,-19,-9,4,9,9,-12,7,3,10,-5,26,-14,2,420
-27,0,14,-6,-8,-17,-4,9,-8,-25,-20,4,12,4,-7,12,2,14,-1,27,-11,1,434
-31,0,17,-1,-7,-20,-7,12,-9,-31,-32,0,12,2,-1,13,-1,18,-2,27,-9,1,452
-35,0,18,7,-6,-23,-10,10,-12,-36,-44,-6,8,2,4,12,-4,22,-6,25,-6,1,474
-38,0,17,13,-5,-22,-12,6,-16,-37,-52,-12,1,3,9,8,-6,24,-13,22,-2,-1,492
-39,0,15,18,-3,-17,-11,2,-18,-34,-52,-17,-5,3,14,3,-6,23,-17,20,4,-4,499
-35,2,13,20,2,-9,-8,1,-16,-25,-42,-18,-8,3,18,0,-5,21,-15,20,11,-8,488
-27,6,10,21,7,-1,-4,4,-11,-15,-27,-16,-9,3,21,0,-3,17,-9,19,17,-12,456
-19,10,10,21,9,5,-1,6,-4,-5,-11,-13,-9,1,24,4,-2,11,-2,17,20,-13,401
-11,13,13,20,6,8,4,7,2,2,2,-10,-8,0,27,10,-3,2,1,12,19,-11,330
-5,14,17,19,3,9,8,5,6,6,11,-9,-6,0,29,16,-7,-9,1,6,16,-6,254
1,15,23,20,1,9,10,0,8,11,15,-8,-4,2,31,20,-12,-18,-1,0,15,2,180
6,14,27,21,3,8,11,-6,9,15,17,-6,-2,7,31,20,-17,-22,-1,-4,17,10,110
8,13,28,21,8,7,10,-11,8,19,19,-2,3,12,30,17,-19,-23,0,-4,20,17,44
7,11,27,19,15,4,8,-15,7,23,20,4,7,16,26,11,-17,-20,4,-2,22,20,-17
4,9,25,16,17,3,5,-17,5,26,21,11,11,18,20,7,-11,-15,7,-2,21,20,-72
-1,9,22,12,14,4,1,-15,3,29,23,20,14,18,14,5,-1,-7,10,-1,20,20,-126
-7,10,21,10,6,10,-1,-9,2,31,26,29,19,19,12,8,10,2,12,1,18,23,-183
-11,13,22,10,-1,22,0,-1,6,33,31,37,24,22,13,14,19,12,14,7,20,27,-240
-13,17,23,12,-4,35,2,6,12,33,37,44,30,25,16,21,23,22,17,15,25,34,-292
-15,19,22,12,-5,45,5,11,20,31,41,48,35,26,18,25,24,32,22,24,32,40,-334
-16,19,18,10,-3,50,9,15,29,25,43,51,40,25,18,26,21,41,26,31,38,44,-357
-14,18,15,10,3,50,15,21,41,20,41,52,48,20,18,27,17,50,31,37,42,45,-361
-6,19,15,12,10,49,23,29,54,16,38,54,57,14,19,28,18,59,37,41,45,45,-352
4,23,19,18,18,51,34,41,67,16,37,58,67,8,25,32,24,67,45,44,47,47,-340
12,30,26,26,26,54,45,55,77,17,35,62,77,5,34,38,32,73,55,48,49,49,-333
15,36,32,32,32,58,54,67,84,17,32,63,81,1,43,41,38,73,61,50,51,52,-337
11,37,33,35,35,59,60,73,86,15,27,60,80,-4,46,38,37,67,62,50,51,53,-349
2,34,27,33,36,57,61,73,83,11,21,52,74,-10,43,30,31,61,60,48,49,55,-359
-7,27,15,28,35,51,57,68,78,10,15,40,67,-15,35,21,23,53,55,46,46,57,-363
-10,19,0,20,33,43,51,59,72,10,11,28,60,-19,25,16,14,45,50,45,42,60,-363
-9,13,-11,13,32,34,43,47,64,12,9,16,53,-22,16,15,8,36,44,44,37,63,-362
-8,9,-19,5,29,23,33,32,52,13,9,8,44,-26,9,18,5,26,39,42,32,62,-363
-10,6,-22,-3,25,12,21,15,38,10,7,2,32,-31,4,21,2,15,31,36,26,57,-363
-14,1,-23,-12,18,1,10,0,21,4,5,-1,18,-37,0,23,-1,6,22,26,21,48,-361
-16,-3,-21,-16,12,-7,6,-9,8,-1,4,-1,8,-38,-1,23,-2,1,14,18,19,37,-355
