FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
10,-12,-22,-53,-37,-84,-18,-77,-64,-47,-62,-102,-74,-56,-6,-71,-54,-75,-94,-59,-75,-62,-116
10,-12,-16,-59,-40,-98,-20,-96,-79,-52,-74,-120,-82,-49,-6,-80,-56,-77,-104,-60,-81,-69,-112
6,-12,-10,-61,-41,-105,-26,-107,-93,-56,-83,-129,-88,-46,-8,-87,-60,-75,-113,-58,-89,-77,-101
0,-12,-6,-59,-40,-104,-32,-110,-102,-58,-84,-127,-90,-48,-10,-91,-61,-69,-119,-53,-97,-83,-84
-3,-9,-3,-52,-38,-93,-34,-102,-102,-55,-76,-116,-87,-50,-9,-90,-56,-61,-119,-46,-104,-83,-67
0,-3,2,-37,-35,-72,-29,-85,-92,-45,-58,-95,-76,-49,-4,-82,-43,-50,-110,-35,-103,-77,-54
11,6,9,-18,-31,-44,-19,-63,-71,-32,-34,-69,-60,-43,5,-68,-25,-41,-95,-22,-94,-68,-51
26,16,17,1,-26,-16,-6,-39,-47,-18,-12,-41,-41,-32,15,-54,-6,-33,-77,-12,-82,-59,-54
42,25,27,17,-20,9,4,-16,-23,-7,4,-17,-23,-20,24,-42,10,-27,-58,-3,-67,-52,-62
53,33,36,30,-13,27,8,3,-4,1,12,1,-8,-9,32,-33,21,-20,-41,5,-51,-46,-69
59,40,44,39,-7,37,8,19,11,8,16,11,4,1,39,-23,29,-13,-25,14,-35,-39,-72
58,45,50,45,-2,40,6,29,19,12,16,12,11,9,45,-13,35,-3,-11,21,-22,-31,-71
53,47,51,48,1,38,3,31,20,14,15,4,12,15,48,-1,37,6,-2,25,-12,-24,-74
45,44,47,51,1,32,-1,24,16,15,11,-9,5,17,46,6,34,12,1,25,-5,-21,-84
35,37,35,52,-1,22,-7,10,8,13,3,-24,-7,14,39,8,26,13,-1,21,-3,-20,-95
26,28,20,50,-3,9,-12,-8,-1,10,-4,-35,-22,7,28,3,17,7,-6,11,-5,-22,-101
19,19,5,45,-6,-5,-15,-27,-9,5,-10,-43,-37,-3,17,-7,7,-2,-13,-1,-8,-24,-99
13,9,-6,35,-10,-19,-13,-42,-16,0,-13,-48,-46,-16,7,-17,-2,-13,-19,-12,-11,-25,-87
9,2,-11,22,-14,-31,-7,-52,-22,-6,-13,-50,-50,-31,0,-24,-5,-23,-23,-19,-14,-23,-71
8,-4,-10,5,-18,-41,2,-57,-26,-12,-11,-49,-49,-42,-4,-25,-5,-29,-22,-22,-16,-19,-57
7,-9,-5,-11,-19,-47,8,-59,-28,-20,-9,-45,-47,-46,-5,-23,-3,-29,-21,-21,-17,-15,-52
7,-15,0,-25,-20,-50,8,-60,-31,-30,-10,-41,-46,-45,-8,-23,-3,-28,-21,-21,-19,-14,-54
6,-21,1,-34,-21,-50,1,-60,-35,-40,-15,-38,-49,-42,-13,-30,-6,-29,-26,-24,-24,-18,-57
4,-26,-1,-38,-25,-48,-8,-60,-39,-49,-21,-37,-52,-37,-18,-42,-10,-32,-34,-31,-31,-24,-52
1,-29,-5,-38,-30,-44,-14,-54,-41,-54,-23,-37,-49,-32,-21,-52,-12,-35,-42,-38,-37,-29,-39
-2,-28,-9,-36,-35,-39,-12,-45,-39,-53,-19,-34,-40,-28,-23,-57,-11,-35,-46,-41,-42,-33,-24
-4,-27,-13,-33,-38,-33,-7,-35,-34,-49,-12,-28,-26,-27,-26,-56,-8,-32,-46,-39,-45,-35,-16
-7,-25,-17,-31,-34,-24,-2,-26,-26,-42,-4,-17,-7,-29,-28,-48,-4,-23,-41,-32,-43,-34,-17
-9,-22,-16,-26,-23,-12,3,-16,-11,-34,6,-1,13,-30,-30,-36,1,-10,-29,-18,-35,-27,-23
-9,-17,-10,-17,-5,5,5,-6,7,-23,15,17,33,-27,-29,-23,8,5,-13,-1,-22,-15,-34
-7,-11,-1,-5,16,23,4,6,24,-12,22,34,49,-22,-25,-12,15,20,3,13,-7,-2,-45
-2,-3,11,11,33,40,3,18,37,-1,24,45,60,-16,-17,-3,23,31,15,23,7,10,-52
7,9,24,28,42,55,5,30,44,11,24,51,67,-9,-5,5,33,36,25,29,18,19,-53
21,24,36,46,46,67,10,43,49,25,26,54,72,1,10,13,47,38,36,33,27,27,-47
39,41,45,64,49,77,18,56,52,42,32,55,75,11,28,18,61,38,45,37,34,33,-37
54,56,49,79,50,83,25,64,53,57,41,54,71,20,44,20,72,33,52,41,38,36,-21
62,63,46,86,50,84,28,66,50,69,49,51,61,25,54,18,77,24,55,42,37,37,-6
63,65,39,84,50,79,25,61,45,75,56,44,47,26,59,15,75,14,56,40,32,36,2
61,64,29,76,50,69,18,51,38,78,60,37,33,24,61,13,70,6,55,35,25,33,2
