FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
174,185,46,88,11,60,-18,21,10,98,69,30,3,149,178,36,77,9,27,4,5,13,86
163,173,40,79,12,56,-14,23,8,90,63,28,2,139,167,31,71,6,22,1,2,10,127
150,159,32,68,10,50,-10,22,7,80,55,25,0,128,153,26,65,3,18,-2,-1,8,167
135,143,25,59,9,43,-6,20,6,70,48,22,-2,118,140,23,61,1,15,-3,-3,7,206
123,131,19,51,8,37,-2,18,7,62,42,21,-1,111,129,23,58,1,15,0,-4,8,248
115,124,17,47,9,33,3,17,9,57,40,21,2,109,124,27,58,4,19,6,-1,10,291
113,123,19,46,11,31,7,17,12,56,40,22,6,110,125,33,60,9,25,15,4,13,332
115,127,22,48,14,30,9,18,14,58,43,25,10,115,130,40,62,17,34,24,12,15,370
119,132,26,50,15,29,10,19,15,61,47,28,11,120,136,45,64,25,43,31,19,15,413
123,137,27,51,14,26,8,17,13,62,49,28,9,123,140,47,63,30,49,33,24,13,463
124,138,24,50,10,21,3,12,7,60,47,26,2,121,140,44,58,31,50,28,25,8,514
123,136,19,47,3,13,-4,3,-3,54,41,21,-9,116,135,37,50,28,46,17,19,0,561
120,130,11,42,-4,2,-13,-8,-15,45,31,12,-21,108,127,28,39,20,36,2,10,-11,602
113,122,3,35,-12,-9,-24,-21,-29,35,18,2,-34,98,118,17,26,9,24,-14,-3,-23,644
103,113,-4,27,-20,-20,-34,-32,-41,24,6,-8,-43,88,108,7,15,-2,10,-28,-16,-33,692
95,105,-9,21,-27,-26,-41,-38,-48,17,-2,-15,-49,80,102,0,7,-11,-1,-37,-25,-39,748
89,101,-11,19,-30,-25,-44,-38,-48,15,-4,-16,-49,76,100,-4,5,-15,-7,-39,-29,-40,805
87,99,-10,21,-30,-18,-43,-32,-43,17,2,-13,-45,76,101,-5,9,-15,-8,-36,-28,-36,860
86,99,-9,24,-29,-7,-38,-22,-35,22,11,-6,-39,79,104,-4,14,-13,-7,-31,-25,-30,908
84,97,-8,25,-26,4,-32,-12,-27,25,20,-1,-35,82,105,-3,19,-11,-6,-27,-22,-25,942
82,93,-7,24,-24,11,-26,-5,-22,23,23,1,-32,83,103,-2,21,-11,-6,-25,-22,-22,959
77,86,-7,18,-22,12,-23,-3,-20,17,20,-2,-32,81,97,-2,19,-13,-10,-27,-25,-23,965
71,77,-7,9,-23,8,-25,-5,-24,6,10,-10,-36,75,88,-4,13,-17,-17,-33,-30,-29,964
65,67,-9,-3,-26,1,-31,-12,-30,-6,-3,-21,-42,66,78,-6,5,-22,-26,-42,-38,-37,953
59,59,-11,-13,-30,-7,-40,-21,-38,-16,-16,-30,-49,58,70,-7,-1,-27,-32,-50,-44,-45,922
57,55,-12,-20,-34,-14,-50,-29,-45,-22,-26,-36,-53,52,66,-6,-5,-29,-36,-56,-49,-51,866
56,54,-14,-24,-37,-20,-58,-36,-51,-25,-33,-41,-56,50,65,-4,-7,-30,-37,-58,-52,-54,788
56,54,-14,-24,-40,-26,-64,-41,-54,-27,-37,-43,-56,49,65,-2,-8,-28,-35,-54,-53,-53,694
56,55,-13,-22,-41,-31,-65,-46,-55,-27,-40,-44,-53,49,65,1,-8,-25,-30,-45,-49,-50,590
56,55,-10,-18,-39,-35,-63,-49,-54,-28,-42,-44,-48,48,64,4,-10,-19,-24,-33,-43,-44,482
56,54,-7,-13,-36,-40,-59,-51,-52,-29,-44,-44,-42,45,61,6,-12,-14,-17,-22,-36,-38,371
55,53,-3,-9,-31,-43,-54,-53,-49,-30,-46,-43,-37,41,58,6,-15,-9,-12,-14,-29,-32,257
56,53,1,-6,-24,-44,-46,-51,-45,-31,-48,-42,-31,39,56,6,-17,-6,-9,-9,-23,-27,140
58,55,6,-3,-15,-42,-36,-46,-37,-30,-47,-38,-24,39,55,6,-17,-3,-8,-6,-18,-20,19
62,59,12,1,-5,-37,-24,-36,-27,-26,-43,-32,-16,41,55,7,-15,0,-7,-2,-14,-13,-104
66,64,18,6,6,-29,-10,-23,-15,-20,-35,-24,-6,45,58,7,-10,4,-5,3,-9,-4,-222
69,68,24,13,17,-17,3,-8,-1,-12,-24,-14,5,48,61,8,-3,7,-3,10,-4,6,-325
71,71,29,19,25,-5,14,7,12,-4,-12,-5,15,50,64,8,4,10,1,16,1,14,-409
70,70,31,23,31,6,22,19,21,1,-3,2,22,49,65,8,9,10,3,17,4,19,-474
67,67,32,24,34,15,28,27,29,4,5,7,26,46,63,7,13,9,5,16,6,23,-522
63,63,33,24,37,23,34,33,34,5,10,11,30,43,61,7,15,8,7,14,7,26,-553
60,59,33,24,41,29,40,38,39,5,15,16,33,40,57,9,16,8,9,14,9,30,-571
57,56,32,25,44,33,46,44,44,5,19,20,37,38,55,10,16,9,13,17,11,35,-585
55,54,31,26,46,38,51,49,48,7,23,24,40,40,54,12,18,12,16,21,14,39,-596
53,53,30,27,48,42,54,54,51,10,27,28,44,44,55,14,21,14,19,27,17,43,-603
53,53,28,29,49,47,55,58,53,15,31,31,47,50,57,16,25,17,22,32,20,46,-604
53,55,26,30,49,51,55,60,55,20,33,34,49,55,60,19,30,20,24,35,22,48,-601
