FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
19,7,13,28,4,27,20,50,65,-8,-2,22,75,-6,6,55,17,58,45,67,37,18,629
21,6,8,33,11,24,24,61,67,-14,-15,17,68,-7,13,68,-4,55,56,63,40,28,649
15,-3,-7,25,7,11,22,55,59,-26,-36,4,46,-16,9,69,-33,48,50,47,33,31,661
5,-18,-29,6,-4,-9,14,36,45,-37,-59,-12,14,-27,-3,59,-60,37,35,24,21,27,663
1,-35,-49,-14,-14,-28,8,15,33,-42,-76,-26,-17,-34,-13,42,-80,25,17,5,11,23,658
6,-46,-62,-29,-17,-40,13,-3,29,-38,-78,-36,-39,-32,-20,26,-91,14,3,-7,10,18,660
15,-50,-68,-41,-16,-47,22,-19,29,-27,-70,-42,-51,-25,-23,13,-97,5,-7,-17,12,14,682
17,-50,-72,-53,-16,-56,26,-32,26,-20,-61,-43,-57,-23,-27,1,-101,-6,-15,-30,10,9,722
8,-52,-75,-69,-20,-69,19,-44,13,-21,-56,-45,-61,-27,-36,-11,-107,-22,-24,-48,-2,2,771
-11,-59,-82,-88,-29,-86,1,-58,-8,-29,-58,-49,-68,-37,-50,-29,-113,-43,-38,-68,-20,-9,825
-30,-68,-90,-104,-37,-100,-24,-76,-30,-41,-63,-53,-79,-47,-66,-53,-116,-60,-54,-85,-39,-22,876
-39,-75,-93,-111,-38,-105,-45,-89,-44,-51,-63,-49,-84,-50,-72,-75,-110,-67,-64,-89,-50,-30,919
-33,-76,-84,-102,-29,-97,-53,-87,-46,-55,-54,-37,-75,-42,-65,-86,-96,-63,-61,-76,-48,-29,952
-15,-69,-66,-80,-15,-80,-48,-71,-40,-52,-38,-22,-50,-25,-48,-87,-79,-51,-50,-49,-39,-20,978
3,-55,-47,-54,-6,-60,-39,-49,-32,-46,-25,-9,-17,-7,-32,-83,-64,-34,-36,-21,-27,-8,998
