FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-115,-141,-57,-140,-18,-136,-43,-108,-83,-138,-106,-85,-86,-101,-146,-125,-180,-164,-88,-129,-17,-53,-1000
-106,-133,-48,-129,-20,-135,-53,-127,-94,-132,-109,-94,-81,-94,-147,-136,-180,-167,-108,-128,-30,-66,-943
-91,-118,-37,-110,-23,-118,-60,-134,-103,-117,-99,-98,-70,-87,-143,-129,-168,-153,-112,-120,-33,-74,-850
-78,-103,-25,-88,-29,-89,-63,-133,-108,-100,-81,-100,-56,-85,-141,-113,-146,-127,-106,-110,-25,-78,-729
-74,-93,-14,-70,-38,-57,-61,-126,-107,-86,-64,-101,-43,-86,-144,-99,-120,-100,-96,-105,-10,-78,-592
-81,-92,-9,-59,-50,-32,-58,-116,-105,-78,-52,-100,-31,-88,-154,-93,-94,-82,-85,-105,6,-78,-451
-89,-92,-7,-51,-59,-17,-57,-100,-101,-78,-48,-92,-20,-86,-158,-90,-68,-75,-74,-103,17,-77,-316
-84,-78,-5,-40,-63,-8,-58,-75,-91,-77,-46,-73,-7,-70,-144,-81,-37,-77,-60,-92,23,-77,-189
-66,-53,-3,-25,-58,-3,-57,-45,-79,-71,-44,-50,5,-43,-110,-63,-10,-82,-43,-73,22,-78,-69
-48,-31,-4,-11,-44,-5,-57,-18,-71,-67,-40,-34,13,-17,-77,-43,3,-87,-25,-55,12,-79,48
-40,-23,-8,-1,-24,-11,-57,5,-68,-68,-31,-29,15,-1,-57,-24,0,-86,-10,-38,0,-79,162
-42,-23,-11,5,2,-11,-55,24,-61,-67,-19,-30,16,7,-48,-6,-13,-79,2,-21,-3,-76,267
-47,-25,-13,9,28,-1,-47,39,-46,-61,-8,-33,19,9,-43,11,-29,-73,13,-5,9,-68,360
-53,-24,-15,5,43,12,-36,46,-25,-53,-5,-38,24,7,-38,20,-42,-73,18,5,29,-55,441
-54,-22,-24,-6,41,17,-25,46,-2,-49,-13,-42,26,2,-34,19,-51,-83,15,5,44,-40,509
-47,-19,-39,-21,28,9,-18,40,18,-46,-31,-44,23,-3,-30,12,-55,-102,3,-4,51,-27,562
-39,-21,-58,-36,13,-10,-14,30,27,-42,-51,-50,12,-12,-32,1,-59,-123,-14,-22,51,-22,600
-37,-33,-77,-49,3,-32,-17,13,20,-41,-68,-60,-8,-26,-44,-12,-66,-145,-31,-50,46,-27,624
