FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
1,-1,3,13,10,-8,12,-1,21,10,-8,-2,17,5,1,-4,7,1,-12,8,-4,1,-453
-2,-5,0,9,6,-12,7,-5,18,3,-14,-4,16,4,-3,-4,1,3,-13,8,-3,-1,-437
-6,-8,-4,4,1,-18,1,-10,13,-5,-22,-9,10,2,-5,-6,-5,2,-17,4,-6,-6,-426
-10,-12,-11,-3,-6,-25,-5,-16,5,-13,-30,-15,2,-1,-9,-9,-11,0,-21,-2,-10,-13,-420
-16,-18,-18,-12,-14,-34,-14,-24,-6,-21,-40,-23,-8,-8,-13,-13,-18,-2,-26,-7,-15,-21,-415
-22,-23,-27,-23,-22,-44,-23,-33,-17,-30,-49,-30,-16,-15,-19,-15,-25,-4,-29,-9,-17,-28,-404
-27,-28,-33,-32,-28,-52,-30,-39,-27,-38,-57,-34,-21,-23,-24,-16,-30,-2,-29,-6,-16,-31,-384
-30,-32,-37,-37,-30,-55,-34,-42,-33,-43,-62,-35,-20,-29,-29,-14,-34,3,-26,1,-11,-29,-360
-33,-35,-37,-41,-28,-55,-34,-41,-34,-46,-63,-32,-16,-34,-32,-10,-36,9,-21,8,-4,-23,-340
-35,-36,-36,-42,-25,-51,-30,-36,-32,-47,-62,-27,-9,-37,-33,-6,-37,16,-15,14,3,-15,-330
-36,-37,-33,-41,-19,-45,-23,-29,-26,-46,-59,-20,-3,-38,-33,-2,-37,22,-8,18,10,-6,-330
-36,-36,-30,-39,-13,-38,-15,-21,-18,-44,-54,-15,3,-35,-31,2,-36,26,-3,19,16,0,-335
-33,-34,-26,-35,-7,-30,-7,-13,-12,-40,-47,-10,6,-30,-28,6,-33,29,2,17,19,3,-334
-28,-29,-20,-29,-1,-22,-2,-7,-6,-35,-40,-7,8,-24,-24,8,-27,29,6,14,20,3,-325
-20,-21,-12,-20,5,-13,3,0,0,-28,-31,-3,8,-17,-18,9,-19,28,9,10,19,1,-304
-9,-10,-1,-8,12,-1,7,6,5,-18,-20,1,8,-8,-11,10,-10,24,11,6,15,-2,-275
3,1,10,6,19,10,9,12,9,-6,-7,6,8,1,-1,9,1,18,12,0,11,-5,-242
15,12,20,18,24,20,10,17,13,6,5,10,8,11,9,8,10,10,12,-7,4,-8,-206
24,21,26,27,27,27,9,20,16,17,16,12,6,19,18,5,17,1,10,-14,-3,-11,-166
29,26,27,31,26,30,6,20,16,26,25,12,4,26,24,1,22,-8,8,-23,-12,-16,-122
31,27,24,31,22,30,2,17,14,31,31,10,2,29,28,-2,24,-16,4,-31,-21,-21,-81
31,26,18,28,16,27,-5,13,10,34,34,7,-2,30,28,-4,25,-22,1,-38,-28,-27,-50
30,24,12,24,9,23,-12,7,5,35,36,4,-6,28,27,-5,26,-26,-3,-44,-34,-32,-33
27,21,5,21,2,19,-19,2,-1,35,36,1,-9,25,23,-5,25,-28,-6,-46,-37,-36,-25
23,17,-1,17,-4,14,-25,-4,-7,34,34,-1,-12,20,18,-5,22,-28,-9,-45,-37,-37,-17
18,13,-7,13,-10,9,-30,-10,-12,30,31,-3,-14,14,12,-7,17,-26,-11,-39,-32,-35,-1
12,10,-13,8,-16,4,-34,-14,-17,26,27,-4,-13,8,8,-9,10,-22,-12,-29,-25,-30,30
7,6,-18,2,-20,-1,-36,-17,-20,20,23,-4,-10,2,3,-11,3,-18,-12,-16,-17,-24,72
2,2,-21,-4,-24,-6,-39,-20,-22,14,17,-3,-6,-4,-1,-13,-4,-12,-12,-2,-9,-16,112
-2,-2,-21,-9,-26,-11,-41,-23,-23,8,11,-4,-1,-7,-5,-13,-10,-6,-11,10,-3,-10,136
-4,-5,-20,-13,-27,-17,-41,-26,-23,2,5,-5,3,-10,-9,-13,-14,-2,-12,18,1,-6,132
-6,-8,-17,-15,-25,-22,-39,-29,-22,-2,-1,-9,5,-11,-13,-13,-17,1,-13,21,0,-4,100
-9,-11,-13,-15,-21,-26,-35,-31,-21,-5,-7,-14,7,-12,-16,-12,-18,3,-15,21,-2,-3,40
-11,-14,-10,-15,-16,-27,-27,-31,-18,-7,-11,-18,9,-13,-19,-9,-18,5,-15,19,-4,-4,-38
-13,-16,-7,-13,-9,-25,-19,-28,-14,-7,-12,-18,12,-14,-20,-5,-17,7,-13,18,-4,-2,-124
-15,-18,-5,-12,-2,-21,-11,-22,-10,-7,-11,-15,16,-15,-21,-1,-15,11,-9,19,0,1,-207
-18,-21,-6,-13,3,-16,-6,-16,-6,-9,-9,-9,21,-18,-21,4,-17,15,-3,23,7,6,-281
-22,-25,-8,-17,5,-13,-5,-12,-2,-13,-9,-4,24,-24,-25,5,-21,20,3,28,14,10,-336
-28,-31,-13,-23,4,-13,-6,-10,0,-20,-12,0,26,-31,-30,4,-29,22,6,31,19,13,-370
-33,-36,-17,-30,1,-15,-8,-11,0,-27,-16,0,25,-38,-36,1,-37,22,5,32,19,12,-385
-35,-38,-18,-35,0,-18,-8,-11,0,-32,-20,-2,21,-42,-40,-2,-42,19,2,27,16,7,-387
-33,-37,-16,-37,3,-18,-5,-10,-1,-33,-21,-4,16,-41,-40,-4,-42,13,-2,16,9,-1,-383
-28,-32,-9,-34,9,-15,1,-7,0,-29,-19,-6,11,-35,-36,-5,-39,6,-6,2,1,-10,-380
-20,-24,-1,-28,17,-9,9,-2,0,-21,-12,-5,5,-26,-28,-4,-30,-1,-8,-14,-6,-18,-379
-12,-14,8,-19,25,0,16,5,1,-11,-2,-2,1,-16,-18,-3,-19,-7,-8,-27,-11,-25,-379
-5,-6,15,-10,30,10,22,11,2,-2,8,2,-3,-6,-9,-3,-7,-11,-7,-36,-13,-30,-377
-1,0,19,-2,32,18,23,14,1,6,17,5,-6,1,-2,-2,4,-12,-4,-39,-14,-33,-371
0,4,20,3,29,23,20,14,-2,12,22,7,-9,6,2,-1,13,-11,-1,-38,-14,-35,-360
1,7,19,6,24,23,13,11,-7,15,24,7,-11,10,6,0,20,-8,2,-33,-12,-35,-340
1,7,15,5,17,19,5,5,-12,15,21,6,-12,12,7,1,22,-5,2,-26,-10,-34,-293
-2,5,9,0,9,12,-4,-1,-17,11,16,3,-11,10,5,0,19,-2,1,-18,-8,-29,-183
-8,-1,-1,-8,0,2,-11,-8,-18,4,9,0,-8,3,-2,-4,9,1,-4,-8,-5,-23,34
-17,-12,-13,-19,-11,-8,-18,-13,-17,-7,1,-2,-3,-7,-13,-11,-5,3,-9,2,-2,-15,387
