FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
4,-6,-10,-15,-16,-27,-16,-35,-38,-11,-27,-45,-49,5,-1,-27,-9,-52,-57,-49,-62,-46,-552
-31,-33,-33,-26,-21,-24,-15,-30,-36,-20,-28,-41,-48,3,-11,-23,-9,-48,-54,-47,-59,-44,-539
-71,-66,-60,-42,-30,-25,-17,-28,-36,-34,-32,-39,-48,-4,-27,-20,-14,-44,-52,-45,-57,-42,-526
-106,-95,-84,-59,-39,-27,-20,-27,-36,-49,-39,-40,-48,-8,-42,-14,-22,-41,-53,-42,-55,-41,-515
-133,-117,-104,-73,-48,-30,-23,-26,-36,-62,-46,-40,-46,-5,-52,-5,-28,-37,-53,-40,-54,-41,-506
-155,-132,-122,-85,-55,-35,-25,-27,-36,-70,-51,-40,-45,3,-57,6,-30,-33,-50,-39,-51,-40,-499
-176,-146,-139,-96,-65,-42,-30,-30,-38,-75,-54,-40,-44,15,-58,18,-28,-28,-45,-41,-47,-41,-494
-199,-159,-159,-108,-78,-53,-39,-38,-44,-79,-57,-41,-46,26,-59,30,-25,-24,-38,-46,-44,-45,-491
-222,-174,-182,-122,-96,-67,-52,-51,-53,-84,-61,-45,-51,34,-61,41,-22,-21,-33,-51,-43,-51,-486
-241,-187,-203,-136,-117,-83,-68,-68,-65,-89,-66,-52,-58,37,-64,50,-20,-19,-29,-55,-43,-58,-476
-251,-194,-217,-146,-135,-97,-83,-83,-76,-92,-71,-59,-64,40,-65,59,-19,-17,-26,-57,-43,-63,-464
-251,-194,-224,-151,-147,-107,-94,-95,-83,-94,-73,-65,-67,43,-64,67,-17,-14,-23,-56,-42,-64,-452
-245,-190,-225,-150,-153,-113,-100,-101,-85,-93,-73,-67,-66,47,-61,74,-16,-11,-19,-53,-39,-62,-444
-238,-185,-225,-147,-154,-116,-102,-104,-84,-91,-71,-67,-63,51,-59,79,-13,-7,-15,-50,-35,-57,-438
-233,-179,-226,-145,-152,-116,-102,-103,-81,-90,-68,-63,-59,54,-58,81,-11,-3,-9,-47,-30,-52,-431
-230,-175,-230,-145,-150,-116,-100,-102,-79,-89,-67,-59,-56,56,-56,81,-8,0,-5,-46,-26,-48,-419
-228,-170,-234,-146,-149,-116,-100,-101,-78,-88,-67,-56,-56,58,-52,79,-6,2,-2,-45,-24,-46,-399
-225,-164,-234,-146,-150,-115,-100,-101,-79,-87,-70,-54,-57,60,-47,76,-4,2,-1,-46,-25,-47,-378
-219,-157,-230,-145,-149,-113,-100,-100,-80,-85,-72,-54,-60,61,-40,72,-2,-1,-4,-48,-29,-49,-362
-210,-149,-221,-142,-147,-110,-99,-99,-81,-82,-74,-56,-62,63,-33,67,-2,-5,-10,-54,-35,-53,-351
-198,-140,-209,-136,-143,-107,-97,-97,-81,-78,-74,-59,-65,65,-26,61,-2,-12,-18,-61,-43,-58,-341
-187,-132,-198,-130,-138,-102,-94,-93,-80,-75,-73,-61,-67,66,-23,56,-2,-19,-27,-66,-50,-61,-330
-177,-125,-187,-124,-132,-97,-90,-89,-77,-71,-69,-61,-68,66,-21,51,-2,-25,-36,-70,-57,-62,-314
-169,-120,-179,-121,-127,-93,-86,-86,-76,-69,-66,-61,-69,66,-20,48,-3,-31,-44,-71,-62,-65,-294
-164,-117,-174,-120,-124,-90,-86,-84,-76,-69,-64,-61,-71,67,-19,44,-5,-36,-50,-71,-68,-68,-277
-161,-114,-172,-121,-123,-88,-88,-83,-78,-69,-65,-64,-75,68,-17,41,-9,-40,-56,-70,-73,-73,-274
-158,-109,-172,-122,-122,-85,-89,-82,-81,-70,-65,-67,-79,70,-14,37,-12,-42,-61,-68,-78,-78,-282
-150,-101,-170,-120,-117,-80,-89,-80,-84,-68,-63,-70,-82,74,-7,34,-13,-43,-63,-68,-81,-81,-293
-137,-88,-164,-113,-109,-71,-86,-75,-84,-63,-58,-69,-83,78,3,32,-11,-42,-61,-68,-81,-82,-297
-122,-74,-154,-103,-98,-59,-82,-68,-82,-56,-52,-65,-82,82,13,31,-7,-40,-56,-67,-78,-81,-283
-107,-62,-140,-92,-89,-47,-78,-61,-81,-49,-45,-59,-80,83,21,30,-3,-37,-49,-65,-74,-79,-246
-96,-53,-125,-82,-83,-38,-75,-57,-81,-43,-40,-52,-79,81,25,29,0,-36,-43,-65,-70,-77,-193
-90,-49,-113,-75,-82,-34,-74,-57,-83,-40,-37,-49,-80,77,26,29,0,-35,-38,-65,-67,-77,-137
-89,-48,-109,-74,-86,-37,-75,-63,-88,-40,-38,-50,-82,70,23,29,-4,-34,-35,-65,-65,-78,-88
-92,-52,-115,-77,-95,-47,-79,-73,-94,-44,-42,-54,-85,62,18,29,-9,-32,-34,-65,-63,-79,-49
-99,-59,-130,-83,-107,-63,-85,-88,-102,-50,-50,-63,-89,54,10,29,-17,-32,-36,-66,-63,-81,-22
-107,-67,-149,-92,-119,-82,-93,-104,-110,-57,-61,-73,-93,47,2,27,-25,-32,-39,-67,-64,-83,0
-114,-73,-167,-99,-130,-100,-101,-119,-118,-63,-71,-82,-98,42,-6,24,-30,-33,-43,-68,-65,-84,24
-119,-76,-178,-104,-137,-113,-108,-130,-123,-66,-79,-87,-101,40,-11,22,-32,-33,-44,-69,-65,-84,58
-120,-75,-179,-105,-140,-120,-111,-135,-125,-66,-81,-88,-103,41,-13,21,-30,-33,-43,-70,-64,-84,100
-116,-70,-171,-102,-137,-119,-112,-134,-123,-61,-78,-86,-103,43,-10,22,-24,-32,-40,-70,-61,-84,144
-109,-62,-158,-95,-130,-112,-108,-127,-119,-53,-69,-79,-100,47,-5,26,-15,-30,-35,-69,-57,-83,185
-98,-52,-143,-87,-121,-102,-102,-117,-112,-43,-58,-71,-96,50,3,32,-6,-27,-29,-67,-53,-81,213
-88,-44,-127,-81,-110,-92,-94,-105,-103,-34,-47,-63,-90,52,10,36,2,-24,-24,-64,-50,-78,211
-78,-37,-113,-75,-99,-83,-86,-92,-94,-26,-38,-56,-84,54,16,37,8,-21,-22,-61,-47,-75,176
-72,-33,-102,-72,-87,-76,-77,-82,-85,-22,-33,-51,-77,56,20,35,12,-19,-23,-58,-46,-71,111
-70,-32,-96,-71,-77,-71,-70,-73,-78,-20,-31,-48,-71,58,21,32,14,-18,-26,-54,-47,-66,27
-72,-34,-96,-72,-69,-69,-64,-69,-73,-21,-32,-47,-67,58,21,27,13,-17,-31,-49,-48,-63,-66
-79,-38,-98,-74,-65,-68,-61,-66,-69,-24,-35,-49,-63,56,19,22,10,-18,-36,-43,-49,-59,-154
-87,-43,-100,-76,-62,-68,-58,-65,-66,-26,-38,-50,-59,53,17,18,6,-18,-40,-36,-50,-55,-226
-92,-47,-98,-77,-61,-64,-54,-62,-63,-28,-38,-50,-54,49,15,17,3,-17,-42,-29,-48,-49,-278
-93,-48,-92,-75,-60,-58,-50,-57,-57,-28,-36,-48,-49,48,13,17,1,-14,-41,-22,-43,-43,-314
-89,-47,-83,-72,-56,-49,-45,-50,-50,-27,-32,-44,-41,49,13,18,1,-10,-38,-15,-37,-36,-336
-83,-44,-76,-68,-51,-38,-38,-40,-41,-26,-28,-38,-34,52,12,19,0,-5,-33,-8,-30,-29,-343
-77,-42,-73,-64,-45,-28,-31,-29,-32,-26,-25,-32,-26,53,11,20,-2,0,-29,-3,-24,-23,-343
