FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
320,354,132,106,3,53,28,24,-5,99,55,49,81,298,352,53,183,47,2,46,3,20,-391
333,373,144,131,8,75,36,42,1,115,59,65,89,314,367,66,191,59,15,63,3,21,-376
345,388,151,154,18,97,41,57,10,128,65,76,95,327,380,78,195,70,30,77,8,21,-362
350,395,150,168,26,113,37,62,20,134,67,75,92,331,386,84,193,73,44,81,11,16,-356
347,395,141,173,30,120,24,60,27,134,66,61,78,325,386,88,185,67,53,75,11,5,-358
342,390,127,176,33,121,14,55,29,132,64,43,61,317,385,95,176,57,60,64,11,-5,-366
340,387,114,181,40,124,14,53,31,134,66,29,44,313,387,107,172,50,70,52,17,-9,-377
342,388,105,188,50,127,24,52,37,140,69,23,29,313,392,122,171,47,84,43,28,-5,-383
345,390,99,200,61,129,40,53,47,149,72,25,18,313,398,139,170,46,99,38,44,6,-377
349,390,94,211,72,129,57,53,57,157,77,33,10,313,399,153,165,45,109,36,62,20,-360
347,381,87,213,80,122,70,50,65,160,77,40,2,304,390,153,150,38,109,30,76,35,-342
336,363,74,201,80,105,72,45,69,157,71,42,-7,284,367,137,126,23,99,15,80,44,-330
315,333,57,176,71,81,66,38,66,145,58,37,-17,255,334,109,96,5,77,-6,71,47,-322
282,290,36,140,53,51,52,26,54,122,41,23,-26,218,290,74,64,-13,44,-29,51,41,-318
238,234,15,97,26,17,33,8,31,88,20,5,-36,176,235,36,35,-29,7,-52,21,29,-322
188,174,0,54,-1,-14,13,-15,3,51,1,-12,-45,133,175,2,12,-40,-26,-66,-12,14,-333
140,119,-3,22,-19,-37,-3,-35,-20,20,-8,-20,-47,92,120,-21,0,-39,-46,-66,-42,6,-337
98,72,3,0,-26,-51,-15,-49,-38,-3,-9,-20,-43,56,72,-32,-2,-31,-54,-53,-65,2,-323
61,34,14,-14,-26,-55,-25,-56,-50,-18,-7,-16,-34,25,33,-36,0,-22,-52,-33,-81,-2,-300
32,9,26,-21,-23,-48,-32,-54,-57,-23,-6,-12,-22,1,5,-34,6,-11,-45,-13,-86,-6,-276
12,-7,36,-22,-21,-31,-37,-45,-56,-22,-9,-8,-8,-17,-14,-28,14,6,-35,6,-84,-12,-250
-9,-22,37,-24,-20,-12,-40,-35,-52,-24,-17,-11,3,-32,-29,-22,20,23,-26,19,-78,-19,-218
-36,-43,31,-28,-21,2,-40,-23,-48,-29,-26,-21,9,-45,-47,-15,23,34,-17,27,-71,-26,-189
-63,-64,23,-28,-19,13,-34,-7,-43,-33,-29,-32,10,-55,-65,-8,26,40,-9,31,-57,-30,-168
-86,-82,18,-20,-13,21,-24,12,-36,-31,-24,-38,10,-63,-80,-1,30,42,0,34,-40,-30,-149
-104,-97,16,-7,-4,25,-17,28,-30,-25,-17,-39,7,-73,-93,6,31,37,7,33,-24,-30,-122
-119,-109,14,7,4,26,-16,36,-27,-18,-12,-37,-2,-86,-102,13,27,25,13,28,-14,-33,-90
-127,-117,14,19,9,27,-18,37,-26,-11,-9,-33,-14,-98,-107,20,17,9,16,19,-9,-35,-64
-130,-119,11,26,13,29,-16,32,-23,-7,-7,-26,-25,-106,-105,28,3,-3,18,10,-6,-35,-44
