FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-27,-15,-52,-26,-42,-21,-24,-24,-8,0,-2,-1,-3,-1,-14,-3,13,9,10,25,12,16,534
-32,-21,-56,-29,-48,-33,-32,-33,-14,-3,-8,-8,-8,-6,-18,0,12,12,10,23,14,11,573
-38,-27,-57,-32,-50,-44,-35,-39,-16,-9,-15,-13,-9,-12,-21,0,6,13,9,20,16,10,615
-42,-32,-56,-36,-50,-52,-35,-40,-15,-17,-22,-17,-7,-18,-25,-2,-4,13,6,17,17,10,660
-45,-36,-54,-41,-48,-58,-34,-39,-11,-27,-31,-21,-5,-24,-28,-4,-17,12,1,13,17,10,704
-48,-40,-52,-47,-46,-64,-35,-39,-10,-38,-39,-25,-4,-30,-32,-8,-32,9,-4,8,14,8,744
-52,-45,-51,-53,-45,-68,-39,-40,-13,-49,-47,-30,-8,-34,-36,-11,-44,4,-10,2,8,3,778
-55,-49,-48,-57,-45,-69,-44,-43,-18,-55,-50,-33,-15,-35,-38,-14,-51,-1,-15,-4,0,-4,802
-56,-51,-43,-56,-43,-64,-48,-43,-23,-57,-48,-33,-22,-34,-37,-15,-51,-6,-17,-9,-8,-10,809
-54,-51,-35,-49,-38,-53,-49,-41,-26,-51,-40,-30,-27,-29,-33,-15,-44,-10,-18,-13,-14,-14,800
-48,-46,-24,-37,-31,-38,-47,-34,-25,-40,-27,-24,-30,-23,-28,-14,-33,-13,-16,-16,-19,-16,780
-40,-39,-12,-22,-22,-20,-42,-24,-22,-27,-13,-16,-30,-18,-23,-12,-21,-15,-13,-18,-21,-16,756
-33,-33,-4,-11,-15,-5,-38,-15,-19,-17,-1,-9,-29,-15,-19,-11,-11,-17,-11,-21,-23,-16,729
-27,-28,1,-4,-10,5,-37,-9,-18,-10,6,-6,-28,-13,-18,-10,-3,-19,-10,-25,-24,-17,694
-24,-25,2,-2,-7,11,-37,-5,-18,-8,8,-5,-27,-12,-17,-9,2,-21,-11,-28,-25,-18,643
-23,-24,1,-3,-6,13,-37,-4,-19,-9,7,-7,-28,-10,-16,-8,5,-22,-12,-30,-26,-20,573
-21,-22,2,-4,-4,14,-37,-4,-19,-11,4,-9,-29,-5,-13,-6,6,-22,-12,-29,-26,-21,479
-17,-18,5,-4,-2,15,-34,-4,-18,-11,1,-11,-28,0,-8,-4,7,-19,-11,-26,-24,-21,365
-12,-12,11,0,3,18,-28,-3,-14,-10,1,-10,-24,7,0,-1,8,-16,-8,-19,-20,-17,235
-5,-6,17,5,9,21,-19,-1,-7,-7,2,-7,-18,13,7,2,9,-11,-4,-13,-15,-11,99
0,-1,23,11,15,25,-9,4,2,-4,5,-3,-11,17,12,4,10,-6,0,-7,-9,-5,-34
4,3,27,17,20,28,-1,9,11,0,9,3,-3,20,14,7,11,-2,5,-4,-4,2,-157
5,5,29,22,23,30,4,14,20,2,14,9,4,20,13,9,13,2,10,-3,1,7,-269
4,3,27,24,23,31,8,19,28,3,18,15,10,17,10,10,13,5,16,-3,5,12,-368
0,0,22,23,21,28,8,23,34,4,21,20,15,12,4,10,12,9,21,-3,10,16,-453
-5,-5,16,20,18,23,8,25,40,4,21,23,22,6,-1,10,12,14,26,0,16,21,-526
-9,-9,11,16,17,18,11,26,46,4,19,25,29,2,-4,11,12,19,29,6,24,28,-591
-11,-11,8,13,19,13,17,28,52,6,16,27,38,-1,-5,14,14,25,32,14,32,36,-649
-9,-10,9,12,24,10,25,30,57,9,15,29,46,-1,-5,17,17,29,35,24,39,44,-692
-4,-6,14,14,30,10,32,31,57,12,15,29,50,0,-3,20,21,32,35,32,42,49,-719
0,-3,18,15,33,10,33,28,51,14,16,27,47,-1,-3,20,23,31,33,34,39,47,-735
1,-3,19,15,32,9,25,20,37,11,15,21,35,-4,-6,17,21,24,26,27,28,36,-744
-2,-6,17,13,27,7,10,7,17,7,12,12,15,-9,-12,11,17,14,15,14,11,18,-749
-8,-11,13,11,19,4,-7,-6,-3,2,9,2,-5,-13,-17,4,11,4,4,-2,-6,-1,-751
-15,-18,9,9,13,2,-19,-15,-18,-3,6,-7,-22,-16,-21,-1,6,-5,-5,-14,-20,-17,-751
-21,-24,7,8,10,1,-22,-19,-26,-5,3,-12,-32,-15,-22,-4,2,-9,-12,-21,-29,-26,-747
-25,-29,6,7,12,1,-17,-17,-25,-7,1,-15,-34,-13,-21,-5,-1,-11,-15,-22,-32,-28,-735
-27,-31,8,5,15,2,-9,-11,-20,-9,-1,-15,-31,-10,-20,-5,-4,-10,-16,-20,-31,-27,-715
-27,-32,9,3,19,2,-1,-4,-14,-12,-3,-14,-26,-8,-18,-6,-7,-8,-16,-18,-28,-23,-688
-27,-32,10,1,21,3,5,3,-8,-15,-4,-11,-20,-8,-17,-7,-8,-6,-15,-16,-24,-19,-657
-24,-29,9,0,22,6,8,10,-1,-16,-4,-6,-12,-8,-17,-7,-8,-4,-11,-13,-17,-13,-631
-21,-26,8,2,23,11,11,17,8,-14,-1,2,-4,-7,-16,-7,-5,0,-5,-10,-9,-5,-613
-19,-23,6,5,22,17,14,26,19,-11,4,12,7,-6,-15,-4,-1,4,3,-4,2,5,-605
-18,-22,3,9,21,23,17,34,31,-7,9,22,18,-5,-14,-2,3,9,13,3,13,17,-604
-18,-23,1,13,21,27,19,40,40,-5,11,28,28,-5,-15,1,5,14,21,10,23,28,-606
-19,-24,0,15,19,27,18,40,45,-5,10,30,35,-6,-16,4,5,18,28,16,30,37,-607
-18,-24,-1,15,16,23,14,35,44,-7,7,27,38,-7,-18,6,2,20,33,20,34,41,-601
-15,-22,-2,16,12,16,8,25,37,-9,2,20,35,-8,-19,7,-1,20,33,19,33,41,-586
-10,-18,-4,15,6,8,0,12,25,-10,-1,12,28,-9,-19,7,-3,18,30,16,29,35,-569
-4,-13,-8,15,-2,0,-10,-1,11,-10,-3,5,16,-9,-19,7,-4,15,25,10,22,24,-553
0,-9,-11,14,-8,-7,-19,-14,-2,-8,-3,-1,4,-9,-16,7,-2,12,19,5,14,12,-538
3,-6,-14,13,-14,-13,-27,-23,-13,-4,-2,-6,-8,-7,-13,7,2,9,13,1,6,0,-523
4,-5,-15,12,-16,-17,-31,-29,-18,0,0,-9,-16,-4,-9,8,7,8,10,2,-1,-8,-508
4,-3,-14,12,-14,-20,-31,-30,-19,4,1,-11,-19,-1,-4,9,10,8,7,4,-6,-11,-492
4,0,-10,12,-9,-21,-28,-29,-17,7,0,-13,-20,3,1,10,12,8,4,6,-10,-13,-472
6,2,-6,12,-3,-20,-22,-27,-15,9,-2,-15,-21,6,5,8,11,5,-1,3,-15,-15,-446
