FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
25,54,27,52,14,65,14,56,38,27,39,35,37,42,45,49,60,40,81,67,59,14,140
18,49,17,50,15,55,13,51,37,17,22,30,15,28,41,44,46,32,78,52,66,11,178
9,37,3,46,15,36,6,38,31,6,0,18,-9,13,33,34,27,18,64,31,61,4,231
4,23,-12,43,16,15,0,23,26,-1,-22,2,-25,3,25,22,10,6,44,11,50,-4,296
6,14,-21,40,24,-3,1,12,27,0,-37,-12,-30,-1,22,16,-1,1,28,-3,42,-6,370
16,15,-18,40,39,-12,18,15,35,12,-37,-11,-19,5,28,21,1,10,23,-7,46,4,455
35,29,-2,45,61,-9,51,33,54,33,-17,8,5,25,44,41,16,31,34,3,66,27,542
52,46,18,50,81,5,90,53,74,56,15,37,32,48,61,65,38,54,54,20,91,54,619
57,54,30,45,91,17,117,62,84,66,45,57,49,62,66,81,52,66,70,30,106,73,679
46,47,28,26,84,20,122,52,78,57,62,60,47,60,55,75,50,60,70,27,102,75,721
21,24,15,-3,61,12,107,26,55,32,58,41,29,42,28,48,31,40,51,12,78,56,750
-12,-8,-2,-38,25,-4,77,-10,23,-4,35,6,3,13,-7,6,-1,10,16,-7,42,20,769
-44,-41,-17,-70,-15,-23,41,-46,-11,-41,-3,-33,-21,-20,-40,-40,-38,-20,-27,-28,2,-20,786
-67,-65,-24,-91,-47,-41,8,-72,-36,-71,-44,-61,-36,-44,-66,-75,-66,-40,-62,-45,-32,-52,809
-74,-73,-20,-96,-64,-52,-12,-80,-47,-84,-73,-66,-33,-52,-77,-90,-78,-42,-79,-52,-53,-69,841
-61,-62,-6,-85,-65,-51,-16,-68,-42,-77,-81,-45,-12,-43,-69,-82,-70,-28,-74,-43,-55,-68,874
-34,-39,13,-63,-52,-37,-6,-42,-26,-55,-68,-9,18,-22,-48,-58,-49,-5,-50,-24,-44,-52,895
-1,-11,33,-35,-31,-14,10,-6,-5,-28,-43,30,47,3,-20,-29,-22,22,-15,1,-25,-28,889
31,18,55,-2,-6,19,28,36,22,0,-11,63,70,27,10,2,8,48,21,29,-3,-2,852
57,43,77,33,21,55,43,75,48,25,20,83,86,45,38,29,35,70,51,56,20,21,791
73,60,91,60,44,81,51,98,67,41,40,85,91,53,57,47,50,82,69,73,34,37,718
