FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
79,79,33,58,13,65,13,37,39,48,63,51,43,70,94,28,46,13,51,21,34,40,594
88,86,43,71,19,79,15,46,42,59,76,59,45,72,98,32,54,15,61,21,40,43,491
97,94,53,84,25,93,18,55,44,72,89,67,46,80,105,37,66,19,72,21,46,45,381
106,104,61,96,32,104,22,62,44,85,102,73,46,92,116,43,81,23,82,21,50,45,268
114,114,66,105,39,110,26,66,42,97,111,76,44,106,129,49,96,27,89,20,51,44,155
120,122,67,111,45,110,29,66,40,106,115,75,41,119,141,56,108,30,91,19,50,42,43
124,129,67,112,50,105,30,63,37,111,113,71,38,128,152,61,115,32,89,18,47,40,-70
128,133,66,111,51,95,30,57,34,113,107,65,36,131,158,64,117,32,83,16,43,38,-179
130,135,68,108,52,85,29,51,34,112,99,58,34,132,160,63,114,31,75,14,39,38,-280
132,135,75,104,53,76,30,47,35,109,91,52,34,130,158,60,110,30,67,13,36,38,-367
133,134,84,100,53,68,32,45,37,104,83,47,35,129,153,54,104,27,60,12,33,39,-435
132,133,90,95,52,60,32,43,37,97,73,40,34,127,146,48,99,23,52,11,29,39,-485
129,130,89,88,50,52,31,40,35,89,63,32,32,124,140,41,95,18,43,9,23,36,-520
122,126,79,78,45,41,28,33,30,79,50,21,29,119,135,35,89,12,33,9,17,32,-546
113,120,60,66,38,28,23,24,22,68,36,10,24,113,132,31,83,8,23,9,10,26,-565
101,112,37,52,28,15,16,13,13,56,22,-1,18,106,129,29,74,4,14,10,5,19,-580
87,102,15,38,18,2,8,2,4,44,8,-10,13,99,125,28,64,2,7,11,1,13,-589
75,91,-1,26,9,-9,2,-7,-4,33,-3,-17,10,92,118,27,54,2,3,13,-2,10,-594
65,80,-10,15,3,-16,-3,-14,-8,22,-12,-22,8,85,110,26,43,2,-1,15,-2,9,-593
59,72,-15,7,0,-21,-6,-19,-11,15,-19,-25,7,78,100,23,35,3,-4,16,-3,8,-588
59,67,-13,3,-3,-22,-9,-21,-12,11,-23,-26,5,73,93,20,30,4,-7,15,-5,6,-582
64,68,-6,4,-3,-21,-10,-21,-14,12,-25,-26,2,70,89,16,30,4,-9,12,-7,3,-576
73,73,5,9,-1,-16,-10,-20,-15,17,-23,-24,-1,70,89,13,32,3,-10,8,-9,1,-571
82,81,17,18,3,-9,-8,-16,-15,24,-18,-20,-3,73,93,10,37,3,-8,4,-10,0,-565
89,89,28,28,9,0,-3,-10,-11,33,-11,-14,-1,77,98,8,42,4,-2,4,-8,3,-556
93,95,36,38,17,10,6,-1,-3,41,-2,-6,4,80,102,8,48,6,6,6,-4,9,-542
93,98,42,48,24,21,16,8,6,49,9,2,10,82,105,10,54,11,17,10,2,16,-523
94,101,46,56,31,31,24,15,14,56,20,9,14,84,106,14,60,15,28,12,8,21,-502
98,105,48,64,35,39,27,19,17,63,30,13,13,86,106,19,66,17,36,10,11,20,-485
104,109,48,68,35,41,24,17,13,68,37,13,6,88,106,22,71,17,38,2,9,12,-473
110,112,45,70,32,38,15,9,1,70,39,8,-7,89,105,23,72,12,33,-10,2,-1,-465
