Time,P3
0.0,-47
0.00390625,-65
0.0078125,-86
0.01171875,-101
0.015625,-105
0.01953125,-98
0.0234375,-83
0.02734375,-62
0.03125,-41
0.03515625,-24
0.0390625,-10
0.04296875,5
0.046875,24
0.05078125,44
0.0546875,59
0.05859375,65
0.0625,57
0.06640625,37
0.0703125,16
0.07421875,4
0.078125,5
0.08203125,13
0.0859375,18
0.08984375,11
0.09375,-6
0.09765625,-24
0.1015625,-40
0.10546875,-53
0.109375,-65
0.11328125,-74
0.1171875,-81
0.12109375,-86
0.125,-84
0.12890625,-74
0.1328125,-60
0.13671875,-47
0.140625,-33
0.14453125,-15
0.1484375,8
0.15234375,27
0.15625,35
0.16015625,28
0.1640625,10
0.16796875,-12
0.171875,-32
0.17578125,-46
0.1796875,-52
0.18359375,-49
0.1875,-41
0.19140625,-34
0.1953125,-28
0.19921875,-15
0.203125,1
0.20703125,14
0.2109375,21
0.21484375,23
0.21875,16
0.22265625,0
0.2265625,-18
0.23046875,-26
0.234375,-21
0.23828125,-9
0.2421875,2
0.24609375,5
0.25,-5
0.25390625,-22
0.2578125,-38
0.26171875,-49
0.265625,-54
0.26953125,-50
0.2734375,-42
0.27734375,-36
0.28125,-36
0.28515625,-37
0.2890625,-35
0.29296875,-28
0.296875,-16
0.30078125,-4
0.3046875,4
0.30859375,7
0.3125,7
0.31640625,6
0.3203125,8
0.32421875,14
0.328125,19
0.33203125,12
0.3359375,-5
0.33984375,-18
0.34375,-20
0.34765625,-13
0.3515625,-1
0.35546875,9
0.359375,11
0.36328125,1
0.3671875,-15
0.37109375,-26
0.375,-25
0.37890625,-15
0.3828125,-5
0.38671875,-5
0.390625,-18
0.39453125,-38
0.3984375,-55
0.40234375,-58
0.40625,-48
0.41015625,-25
0.4140625,3
0.41796875,25
0.421875,36
0.42578125,34
0.4296875,24
0.43359375,12
0.4375,1
0.44140625,-4
0.4453125,2
0.44921875,16
0.453125,30
0.45703125,35
0.4609375,29
0.46484375,15
0.46875,0
0.47265625,-9
0.4765625,-10
0.48046875,-3
0.484375,4
0.48828125,10
0.4921875,18
0.49609375,32
0.5,52
0.50390625,68
0.5078125,75
0.51171875,72
0.515625,60
0.51953125,46
0.5234375,39
0.52734375,39
0.53125,41
0.53515625,34
0.5390625,19
0.54296875,2
0.546875,-8
0.55078125,-9
0.5546875,-2
0.55859375,10
0.5625,20
0.56640625,20
0.5703125,14
0.57421875,9
0.578125,12
0.58203125,23
0.5859375,38
0.58984375,52
0.59375,58
0.59765625,50
0.6015625,26
0.60546875,-7
0.609375,-36
0.61328125,-47
0.6171875,-43
0.62109375,-36
0.625,-32
0.62890625,-33
0.6328125,-41
0.63671875,-55
0.640625,-66
0.64453125,-62
0.6484375,-50
0.65234375,-37
0.65625,-25
0.66015625,-11
0.6640625,6
0.66796875,21
0.671875,30
0.67578125,35
0.6796875,38
0.68359375,38
0.6875,38
0.69140625,41
0.6953125,46
0.69921875,49
0.703125,46
0.70703125,31
0.7109375,8
0.71484375,-19
0.71875,-46
0.72265625,-68
0.7265625,-80
0.73046875,-76
0.734375,-58
0.73828125,-33
0.7421875,-9
0.74609375,8
0.75,12
0.75390625,3
0.7578125,-8
0.76171875,-13
0.765625,-7
0.76953125,10
0.7734375,33
0.77734375,51
0.78125,54
0.78515625,40
0.7890625,17
0.79296875,-8
0.796875,-33
0.80078125,-50
0.8046875,-58
0.80859375,-56
0.8125,-50
0.81640625,-41
0.8203125,-34
0.82421875,-32
0.828125,-33
0.83203125,-39
0.8359375,-48
0.83984375,-55
0.84375,-55
0.84765625,-47
0.8515625,-32
0.85546875,-8
0.859375,23
0.86328125,54
0.8671875,77
0.87109375,89
0.875,89
0.87890625,79
0.8828125,65
0.88671875,51
0.890625,39
0.89453125,25
0.8984375,4
0.90234375,-19
0.90625,-39
0.91015625,-52
0.9140625,-59
0.91796875,-53
0.921875,-31
0.92578125,0
0.9296875,31
0.93359375,56
0.9375,77
0.94140625,88
0.9453125,93
0.94921875,96
0.953125,104
