Time,FP2
0.0,-30
0.00390625,-50
0.0078125,-68
0.01171875,-81
0.015625,-85
0.01953125,-81
0.0234375,-71
0.02734375,-57
0.03125,-42
0.03515625,-32
0.0390625,-31
0.04296875,-36
0.046875,-42
0.05078125,-42
0.0546875,-34
0.05859375,-19
0.0625,-3
0.06640625,10
0.0703125,21
0.07421875,31
0.078125,42
0.08203125,56
0.0859375,74
0.08984375,93
0.09375,106
0.09765625,111
0.1015625,115
0.10546875,125
0.109375,141
0.11328125,157
0.1171875,170
0.12109375,183
0.125,193
0.12890625,195
0.1328125,191
0.13671875,187
0.140625,185
0.14453125,182
0.1484375,179
0.15234375,177
0.15625,176
0.16015625,166
0.1640625,142
0.16796875,107
0.171875,70
0.17578125,37
0.1796875,9
0.18359375,-13
0.1875,-31
0.19140625,-46
0.1953125,-59
0.19921875,-68
0.203125,-72
0.20703125,-70
0.2109375,-64
0.21484375,-57
0.21875,-49
0.22265625,-39
0.2265625,-28
0.23046875,-22
0.234375,-20
0.23828125,-23
0.2421875,-28
0.24609375,-35
0.25,-48
0.25390625,-67
0.2578125,-90
0.26171875,-113
0.265625,-132
0.26953125,-143
0.2734375,-143
0.27734375,-134
0.28125,-121
0.28515625,-105
0.2890625,-84
0.29296875,-56
0.296875,-24
0.30078125,9
0.3046875,41
0.30859375,70
0.3125,96
0.31640625,121
0.3203125,147
0.32421875,176
0.328125,207
0.33203125,235
0.3359375,256
0.33984375,273
0.34375,289
0.34765625,300
0.3515625,298
0.35546875,283
0.359375,256
0.36328125,219
0.3671875,177
0.37109375,140
0.375,116
0.37890625,103
0.3828125,99
0.38671875,99
0.390625,101
0.39453125,101
0.3984375,97
0.40234375,90
0.40625,83
0.41015625,75
0.4140625,65
0.41796875,50
0.421875,31
0.42578125,4
0.4296875,-31
0.43359375,-73
0.4375,-118
0.44140625,-161
0.4453125,-194
0.44921875,-214
0.453125,-219
0.45703125,-207
0.4609375,-182
0.46484375,-154
0.46875,-132
0.47265625,-119
0.4765625,-112
0.48046875,-112
0.484375,-114
0.48828125,-115
0.4921875,-114
0.49609375,-115
0.5,-121
0.50390625,-126
0.5078125,-131
0.51171875,-137
0.515625,-142
0.51953125,-145
0.5234375,-150
0.52734375,-157
0.53125,-166
0.53515625,-170
0.5390625,-172
0.54296875,-168
0.546875,-156
0.55078125,-137
0.5546875,-112
0.55859375,-88
0.5625,-74
0.56640625,-73
0.5703125,-80
0.57421875,-88
0.578125,-90
0.58203125,-79
0.5859375,-61
0.58984375,-48
0.59375,-47
0.59765625,-61
0.6015625,-86
0.60546875,-112
0.609375,-126
0.61328125,-128
0.6171875,-126
0.62109375,-127
0.625,-126
0.62890625,-121
0.6328125,-111
0.63671875,-97
0.640625,-81
0.64453125,-67
0.6484375,-59
0.65234375,-55
0.65625,-49
0.66015625,-36
0.6640625,-19
0.66796875,-5
0.671875,4
0.67578125,8
0.6796875,13
0.68359375,17
0.6875,16
0.69140625,8
0.6953125,-5
0.69921875,-18
0.703125,-28
0.70703125,-33
