Time,FP2
0.0,170
0.00390625,157
0.0078125,147
0.01171875,144
0.015625,150
0.01953125,162
0.0234375,173
0.02734375,175
0.03125,163
0.03515625,140
0.0390625,110
0.04296875,78
0.046875,53
0.05078125,44
0.0546875,50
0.05859375,58
0.0625,64
0.06640625,70
0.0703125,82
0.07421875,102
0.078125,130
0.08203125,157
0.0859375,175
0.08984375,177
0.09375,158
0.09765625,123
0.1015625,84
0.10546875,57
0.109375,41
0.11328125,32
0.1171875,25
0.12109375,20
0.125,10
0.12890625,-8
0.1328125,-30
0.13671875,-52
0.140625,-69
0.14453125,-81
0.1484375,-82
0.15234375,-69
0.15625,-47
0.16015625,-25
0.1640625,-10
0.16796875,-10
0.171875,-24
0.17578125,-41
0.1796875,-47
0.18359375,-40
0.1875,-25
0.19140625,-10
0.1953125,-6
0.19921875,-22
0.203125,-53
0.20703125,-88
0.2109375,-119
0.21484375,-144
0.21875,-163
0.22265625,-178
0.2265625,-189
0.23046875,-193
0.234375,-188
0.23828125,-174
0.2421875,-155
0.24609375,-137
0.25,-121
0.25390625,-105
0.2578125,-88
0.26171875,-74
0.265625,-57
0.26953125,-35
0.2734375,-13
0.27734375,0
0.28125,2
0.28515625,-8
0.2890625,-28
0.29296875,-58
0.296875,-89
0.30078125,-112
0.3046875,-120
0.30859375,-122
0.3125,-131
0.31640625,-154
0.3203125,-180
0.32421875,-198
0.328125,-203
0.33203125,-192
0.3359375,-161
0.33984375,-115
0.34375,-73
0.34765625,-45
0.3515625,-26
0.35546875,-13
0.359375,-8
0.36328125,-12
0.3671875,-19
0.37109375,-24
0.375,-25
0.37890625,-21
0.3828125,-19
0.38671875,-22
0.390625,-35
0.39453125,-59
0.3984375,-89
0.40234375,-117
0.40625,-131
0.41015625,-128
0.4140625,-108
0.41796875,-80
0.421875,-53
0.42578125,-34
0.4296875,-21
0.43359375,-13
0.4375,-9
0.44140625,-7
0.4453125,-12
0.44921875,-24
0.453125,-39
0.45703125,-48
0.4609375,-49
0.46484375,-42
0.46875,-33
0.47265625,-29
0.4765625,-37
0.48046875,-50
0.484375,-56
0.48828125,-54
0.4921875,-54
0.49609375,-58
0.5,-63
0.50390625,-65
0.5078125,-60
0.51171875,-45
0.515625,-25
0.51953125,-12
0.5234375,-10
0.52734375,-14
0.53125,-19
0.53515625,-18
0.5390625,-5
0.54296875,19
0.546875,47
0.55078125,71
0.5546875,81
0.55859375,72
0.5625,47
0.56640625,8
0.5703125,-32
0.57421875,-59
0.578125,-67
0.58203125,-61
0.5859375,-49
0.58984375,-31
0.59375,-11
0.59765625,7
0.6015625,19
0.60546875,25
0.609375,22
0.61328125,13
0.6171875,6
0.62109375,10
0.625,28
0.62890625,54
0.6328125,71
0.63671875,67
0.640625,46
0.64453125,16
0.6484375,-14
0.65234375,-37
0.65625,-45
0.66015625,-34
0.6640625,-5
0.66796875,32
0.671875,62
0.67578125,76
0.6796875,66
0.68359375,34
0.6875,-10
0.69140625,-41
0.6953125,-41
0.69921875,-14
0.703125,30
0.70703125,75
0.7109375,109
0.71484375,127
0.71875,128
0.72265625,114
0.7265625,84
0.73046875,47
0.734375,7
0.73828125,-26
0.7421875,-42
0.74609375,-35
0.75,-19
0.75390625,-7
0.7578125,-3
0.76171875,-8
0.765625,-20
0.76953125,-31
0.7734375,-28
0.77734375,-13
0.78125,0
0.78515625,-4
0.7890625,-19
0.79296875,-30
0.796875,-29
0.80078125,-17
0.8046875,8
0.80859375,40
0.8125,60
0.81640625,60
0.8203125,46
0.82421875,32
0.828125,23
0.83203125,18
0.8359375,18
0.83984375,24
0.84375,36
0.84765625,49
0.8515625,56
0.85546875,56
0.859375,48
0.86328125,34
0.8671875,21
0.87109375,19
0.875,33
0.87890625,57
0.8828125,83
0.88671875,102
0.890625,107
0.89453125,97
0.8984375,81
0.90234375,67
0.90625,61
0.91015625,62
0.9140625,66
0.91796875,67
0.921875,62
0.92578125,53
0.9296875,39
0.93359375,23
0.9375,10
0.94140625,-3
0.9453125,-18
0.94921875,-30
0.953125,-32
0.95703125,-23
0.9609375,-13
0.96484375,-2
0.96875,10
0.97265625,23
0.9765625,34
0.98046875,42
0.984375,46
0.98828125,46
0.9921875,41
0.99609375,35
1.0,30
1.00390625,29
1.0078125,31
1.01171875,33
1.015625,30
1.01953125,22
1.0234375,10
1.02734375,-5
1.03125,-18
1.03515625,-24
1.0390625,-20
1.04296875,-6
1.046875,16
1.05078125,38
1.0546875,57
1.05859375,74
1.0625,84
1.06640625,85
1.0703125,77
1.07421875,64
1.078125,50
1.08203125,39
1.0859375,40
1.08984375,50
1.09375,55
1.09765625,48
1.1015625,28
1.10546875,1
1.109375,-27
1.11328125,-50
1.1171875,-64
1.12109375,-70
1.125,-72
1.12890625,-70
1.1328125,-57
1.13671875,-31
1.140625,1
1.14453125,28
1.1484375,45
1.15234375,55
1.15625,60
1.16015625,63
1.1640625,68
1.16796875,77
1.171875,81
1.17578125,73
1.1796875,54
1.18359375,29
1.1875,8
1.19140625,-6
1.1953125,-9
1.19921875,-1
1.203125,11
1.20703125,19
1.2109375,19
1.21484375,11
1.21875,0
1.22265625,-6
1.2265625,-3
1.23046875,9
1.234375,23
1.23828125,35
1.2421875,41
1.24609375,41
1.25,41
1.25390625,46
1.2578125,50
1.26171875,48
1.265625,38
1.26953125,27
1.2734375,18
1.27734375,11
1.28125,5
1.28515625,-6
1.2890625,-24
1.29296875,-42
1.296875,-53
1.30078125,-49
1.3046875,-32
1.30859375,-6
1.3125,20
1.31640625,40
1.3203125,52
1.32421875,60
1.328125,65
1.33203125,67
1.3359375,63
1.33984375,58
1.34375,56
1.34765625,58
1.3515625,61
1.35546875,60
1.359375,54
1.36328125,39
1.3671875,18
1.37109375,-4
1.375,-20
1.37890625,-25
1.3828125,-18
1.38671875,-3
1.390625,15
1.39453125,31
1.3984375,37
1.40234375,33
1.40625,28
1.41015625,24
1.4140625,20
1.41796875,21
1.421875,31
1.42578125,48
1.4296875,65
1.43359375,80
1.4375,93
1.44140625,98
1.4453125,88
1.44921875,64
1.453125,33
1.45703125,1
1.4609375,-27
1.46484375,-42
1.46875,-41
1.47265625,-29
1.4765625,-13
1.48046875,2
1.484375,17
1.48828125,34
1.4921875,54
1.49609375,74
1.5,89
1.50390625,92
1.5078125,79
1.51171875,60
1.515625,48
1.51953125,47
1.5234375,56
1.52734375,72
1.53125,88
1.53515625,90
1.5390625,78
1.54296875,59
1.546875,38
1.55078125,18
1.5546875,3
1.55859375,-8
1.5625,-22
1.56640625,-40
1.5703125,-60
1.57421875,-75
1.578125,-79
1.58203125,-68
1.5859375,-42
1.58984375,-8
1.59375,23
1.59765625,48
1.6015625,65
1.60546875,70
1.609375,60
1.61328125,42
1.6171875,25
1.62109375,13
1.625,7
1.62890625,6
1.6328125,8
1.63671875,6
1.640625,-3
1.64453125,-19
1.6484375,-36
1.65234375,-48
1.65625,-50
1.66015625,-36
1.6640625,-4
1.66796875,42
1.671875,90
1.67578125,127
1.6796875,142
1.68359375,133
1.6875,105
1.69140625,73
1.6953125,45
1.69921875,30
1.703125,29
1.70703125,40
1.7109375,53
1.71484375,56
1.71875,42
1.72265625,15
1.7265625,-19
1.73046875,-47
1.734375,-58
1.73828125,-46
1.7421875,-18
1.74609375,12
1.75,37
1.75390625,53
1.7578125,59
1.76171875,56
1.765625,48
1.76953125,44
1.7734375,47
1.77734375,57
1.78125,73
1.78515625,91
1.7890625,96
1.79296875,83
1.796875,55
1.80078125,23
1.8046875,-6
1.80859375,-26
1.8125,-30
1.81640625,-17
1.8203125,5
1.82421875,24
1.828125,31
1.83203125,23
1.8359375,4
1.83984375,-17
1.84375,-33
1.84765625,-36
1.8515625,-23
1.85546875,3
1.859375,30
1.86328125,51
1.8671875,71
1.87109375,91
1.875,106
1.87890625,109
1.8828125,104
1.88671875,94
1.890625,77
1.89453125,50
1.8984375,16
1.90234375,-18
1.90625,-44
1.91015625,-59
1.9140625,-57
1.91796875,-37
1.921875,-6
1.92578125,21
1.9296875,35
1.93359375,42
1.9375,42
1.94140625,37
1.9453125,29
1.94921875,26
1.953125,26
1.95703125,30
1.9609375,37
1.96484375,42
1.96875,40
1.97265625,33
1.9765625,20
1.98046875,3
1.984375,-15
1.98828125,-30
1.9921875,-37
1.99609375,-35
2.0,-26
2.00390625,-16
2.0078125,-9
2.01171875,-6
2.015625,-9
2.01953125,-15
2.0234375,-15
2.02734375,-1
2.03125,20
2.03515625,36
2.0390625,42
2.04296875,43
2.046875,46
2.05078125,51
2.0546875,57
2.05859375,63
2.0625,64
2.06640625,54
2.0703125,34
2.07421875,19
2.078125,13
2.08203125,8
2.0859375,-3
2.08984375,-19
2.09375,-38
2.09765625,-56
2.1015625,-65
2.10546875,-58
2.109375,-39
2.11328125,-18
2.1171875,-4
2.12109375,3
2.125,6
2.12890625,9
2.1328125,14
2.13671875,25
2.140625,42
2.14453125,55
2.1484375,52
2.15234375,27
2.15625,-15
2.16015625,-64
2.1640625,-110
2.16796875,-136
2.171875,-131
2.17578125,-101
2.1796875,-66
2.18359375,-38
2.1875,-25
2.19140625,-28
2.1953125,-44
2.19921875,-65
2.203125,-80
2.20703125,-85
2.2109375,-75
2.21484375,-52
2.21875,-21
2.22265625,15
2.2265625,48
2.23046875,68
2.234375,66
2.23828125,46
2.2421875,21
2.24609375,3
2.25,-9
2.25390625,-16
2.2578125,-22
2.26171875,-33
2.265625,-49
2.26953125,-68
2.2734375,-83
2.27734375,-93
2.28125,-95
2.28515625,-88
2.2890625,-72
2.29296875,-47
2.296875,-11
2.30078125,30
