Time,FP2
0.0,58
0.00390625,69
0.0078125,72
0.01171875,67
0.015625,60
0.01953125,51
0.0234375,41
0.02734375,28
0.03125,16
0.03515625,8
0.0390625,1
0.04296875,-15
0.046875,-38
0.05078125,-62
0.0546875,-80
0.05859375,-87
0.0625,-81
0.06640625,-57
0.0703125,-20
0.07421875,20
0.078125,55
0.08203125,78
0.0859375,85
0.08984375,80
0.09375,70
0.09765625,58
0.1015625,42
0.10546875,24
0.109375,7
0.11328125,-10
0.1171875,-30
0.12109375,-52
0.125,-67
0.12890625,-71
0.1328125,-65
0.13671875,-52
0.140625,-32
0.14453125,-3
0.1484375,27
0.15234375,53
0.15625,77
0.16015625,98
0.1640625,115
0.16796875,125
0.171875,128
0.17578125,126
0.1796875,118
0.18359375,101
0.1875,74
0.19140625,45
0.1953125,24
0.19921875,11
0.203125,1
0.20703125,-11
0.2109375,-26
0.21484375,-44
0.21875,-60
0.22265625,-67
0.2265625,-62
0.23046875,-46
0.234375,-23
0.23828125,3
0.2421875,27
0.24609375,44
0.25,53
0.25390625,55
0.2578125,49
0.26171875,39
0.265625,30
0.26953125,26
0.2734375,27
0.27734375,28
0.28125,30
0.28515625,32
0.2890625,31
0.29296875,21
0.296875,3
0.30078125,-22
0.3046875,-46
0.30859375,-65
0.3125,-77
0.31640625,-87
0.3203125,-91
0.32421875,-85
0.328125,-72
0.33203125,-57
0.3359375,-40
0.33984375,-22
0.34375,-10
0.34765625,-8
0.3515625,-10
0.35546875,-9
0.359375,-6
0.36328125,-6
0.3671875,-8
0.37109375,-3
0.375,11
0.37890625,25
0.3828125,35
0.38671875,41
0.390625,41
0.39453125,35
0.3984375,27
0.40234375,25
0.40625,26
0.41015625,22
0.4140625,9
0.41796875,-14
0.421875,-39
0.42578125,-60
0.4296875,-68
0.43359375,-60
0.4375,-41
0.44140625,-23
0.4453125,-12
0.44921875,-10
0.453125,-15
0.45703125,-22
0.4609375,-26
0.46484375,-21
0.46875,-12
0.47265625,-11
0.4765625,-21
0.48046875,-32
0.484375,-44
0.48828125,-57
0.4921875,-64
0.49609375,-60
0.5,-45
0.50390625,-28
0.5078125,-17
0.51171875,-13
0.515625,-16
0.51953125,-23
0.5234375,-31
0.52734375,-33
0.53125,-25
0.53515625,-7
0.5390625,17
0.54296875,34
0.546875,36
0.55078125,22
0.5546875,-4
0.55859375,-33
0.5625,-53
0.56640625,-57
0.5703125,-40
0.57421875,-15
0.578125,5
0.58203125,12
0.5859375,10
0.58984375,4
0.59375,-2
0.59765625,-8
0.6015625,-14
0.60546875,-16
0.609375,-13
0.61328125,-4
0.6171875,7
0.62109375,20
0.625,34
0.62890625,45
0.6328125,47
0.63671875,41
0.640625,29
0.64453125,17
0.6484375,7
0.65234375,3
0.65625,2
0.66015625,-1
0.6640625,-7
0.66796875,-16
0.671875,-24
0.67578125,-23
0.6796875,-7
0.68359375,20
0.6875,46
0.69140625,68
0.6953125,84
0.69921875,93
0.703125,94
0.70703125,89
0.7109375,81
0.71484375,70
0.71875,61
0.72265625,60
0.7265625,63
0.73046875,59
0.734375,43
0.73828125,20
0.7421875,3
0.74609375,2
0.75,17
0.75390625,41
0.7578125,63
0.76171875,72
0.765625,67
0.76953125,53
0.7734375,39
0.77734375,29
0.78125,24
0.78515625,22
0.7890625,24
0.79296875,35
0.796875,53
0.80078125,64
0.8046875,59
0.80859375,39
0.8125,10
0.81640625,-14
0.8203125,-23
0.82421875,-12
0.828125,6
0.83203125,16
0.8359375,11
0.83984375,-5
0.84375,-18
0.84765625,-20
0.8515625,-10
0.85546875,9
0.859375,29
0.86328125,43
0.8671875,46
0.87109375,44
0.875,41
0.87890625,40
0.8828125,40
0.88671875,46
0.890625,62
0.89453125,85
0.8984375,106
0.90234375,114
0.90625,107
0.91015625,92
0.9140625,80
0.91796875,76
0.921875,81
0.92578125,91
0.9296875,92
0.93359375,78
0.9375,52
0.94140625,23
0.9453125,-2
0.94921875,-19
0.953125,-25
0.95703125,-23
0.9609375,-12
0.96484375,5
0.96875,21
0.97265625,32
0.9765625,41
0.98046875,54
0.984375,67
0.98828125,73
0.9921875,67
0.99609375,53
1.0,38
1.00390625,27
1.0078125,27
1.01171875,37
1.015625,50
1.01953125,55
1.0234375,46
1.02734375,27
1.03125,7
1.03515625,-8
1.0390625,-14
1.04296875,-8
1.046875,12
1.05078125,45
1.0546875,78
1.05859375,96
1.0625,91
1.06640625,76
1.0703125,60
1.07421875,45
1.078125,34
1.08203125,29
1.0859375,27
1.08984375,19
1.09375,8
1.09765625,4
1.1015625,6
1.10546875,10
1.109375,10
1.11328125,5
1.1171875,-6
1.12109375,-16
1.125,-21
1.12890625,-17
1.1328125,-4
1.13671875,17
1.140625,39
1.14453125,52
1.1484375,47
1.15234375,26
1.15625,-1
1.16015625,-24
1.1640625,-34
1.16796875,-33
1.171875,-24
1.17578125,-12
1.1796875,-2
1.18359375,0
1.1875,-8
1.19140625,-13
1.1953125,-7
1.19921875,5
1.203125,14
1.20703125,20
1.2109375,23
1.21484375,23
1.21875,23
1.22265625,24
1.2265625,28
1.23046875,34
1.234375,41
1.23828125,44
1.2421875,47
1.24609375,56
1.25,67
1.25390625,66
1.2578125,51
1.26171875,27
1.265625,4
1.26953125,-16
1.2734375,-28
1.27734375,-31
1.28125,-25
1.28515625,-14
1.2890625,-4
1.29296875,2
1.296875,2
1.30078125,-4
1.3046875,-12
1.30859375,-14
1.3125,-8
1.31640625,6
1.3203125,25
1.32421875,47
1.328125,66
1.33203125,75
1.3359375,71
1.33984375,60
1.34375,46
1.34765625,31
1.3515625,20
1.35546875,17
1.359375,20
1.36328125,19
1.3671875,8
1.37109375,-5
1.375,-16
1.37890625,-22
1.3828125,-24
1.38671875,-17
1.390625,-3
1.39453125,13
1.3984375,23
1.40234375,26
1.40625,23
1.41015625,16
1.4140625,5
1.41796875,-2
1.421875,-2
1.42578125,6
1.4296875,18
1.43359375,28
1.4375,35
1.44140625,32
1.4453125,18
1.44921875,-7
1.453125,-35
1.45703125,-63
1.4609375,-88
1.46484375,-104
1.46875,-104
1.47265625,-89
1.4765625,-61
1.48046875,-27
1.484375,9
1.48828125,37
1.4921875,55
1.49609375,69
1.5,79
1.50390625,82
1.5078125,68
1.51171875,37
1.515625,3
1.51953125,-19
1.5234375,-24
1.52734375,-16
1.53125,1
1.53515625,20
1.5390625,34
1.54296875,36
1.546875,28
1.55078125,15
1.5546875,-1
1.55859375,-19
1.5625,-31
1.56640625,-25
1.5703125,2
1.57421875,37
1.578125,59
1.58203125,60
1.5859375,45
1.58984375,26
1.59375,10
1.59765625,3
1.6015625,10
1.60546875,31
1.609375,58
1.61328125,76
1.6171875,79
1.62109375,72
1.625,64
1.62890625,56
1.6328125,41
1.63671875,18
1.640625,-3
1.64453125,-19
1.6484375,-28
1.65234375,-28
1.65625,-17
1.66015625,-2
1.6640625,5
1.66796875,-1
1.671875,-11
1.67578125,-13
1.6796875,-2
1.68359375,20
1.6875,47
1.69140625,72
1.6953125,90
1.69921875,95
1.703125,90
1.70703125,80
1.7109375,65
1.71484375,47
1.71875,27
1.72265625,6
1.7265625,-14
1.73046875,-26
1.734375,-22
1.73828125,-1
1.7421875,26
1.74609375,46
1.75,51
1.75390625,42
1.7578125,26
1.76171875,10
1.765625,1
1.76953125,6
1.7734375,22
1.77734375,39
1.78125,48
1.78515625,45
1.7890625,37
1.79296875,27
1.796875,11
1.80078125,-10
1.8046875,-31
1.80859375,-48
1.8125,-60
1.81640625,-67
1.8203125,-64
1.82421875,-45
1.828125,-23
1.83203125,-8
1.8359375,-6
1.83984375,-9
1.84375,-17
1.84765625,-28
1.8515625,-41
1.85546875,-45
1.859375,-31
1.86328125,-1
1.8671875,27
1.87109375,38
1.875,30
1.87890625,10
1.8828125,-17
1.88671875,-39
1.890625,-48
1.89453125,-41
1.8984375,-30
1.90234375,-24
1.90625,-26
1.91015625,-30
1.9140625,-27
1.91796875,-13
1.921875,7
1.92578125,30
1.9296875,52
1.93359375,67
1.9375,69
1.94140625,58
1.9453125,42
1.94921875,28
1.953125,22
1.95703125,23
1.9609375,30
1.96484375,35
1.96875,37
1.97265625,31
1.9765625,16
1.98046875,-3
1.984375,-18
1.98828125,-27
1.9921875,-29
1.99609375,-28
2.0,-28
2.00390625,-32
2.0078125,-35
2.01171875,-33
2.015625,-33
2.01953125,-40
2.0234375,-44
2.02734375,-33
2.03125,-11
2.03515625,12
2.0390625,32
2.04296875,47
2.046875,47
2.05078125,35
2.0546875,21
2.05859375,17
2.0625,21
2.06640625,22
2.0703125,18
2.07421875,13
2.078125,12
2.08203125,14
2.0859375,10
2.08984375,2
2.09375,-6
2.09765625,-13
2.1015625,-21
2.10546875,-28
2.109375,-28
2.11328125,-25
2.1171875,-20
2.12109375,-13
2.125,-4
2.12890625,5
2.1328125,13
2.13671875,18
2.140625,22
2.14453125,24
2.1484375,25
2.15234375,19
2.15625,5
2.16015625,-14
2.1640625,-29
2.16796875,-33
2.171875,-23
2.17578125,-5
2.1796875,12
2.18359375,17
2.1875,9
2.19140625,-6
2.1953125,-18
2.19921875,-20
2.203125,-8
2.20703125,15
2.2109375,40
2.21484375,60
2.21875,76
2.22265625,87
2.2265625,95
2.23046875,94
2.234375,82
2.23828125,68
2.2421875,60
2.24609375,60
2.25,63
2.25390625,67
2.2578125,66
2.26171875,56
2.265625,36
2.26953125,14
2.2734375,0
2.27734375,-1
2.28125,10
2.28515625,23
2.2890625,31
2.29296875,28
2.296875,11
2.30078125,-23
2.3046875,-63
2.30859375,-91
2.3125,-100
2.31640625,-97
2.3203125,-88
2.32421875,-77
2.328125,-64
2.33203125,-49
2.3359375,-34
2.33984375,-21
2.34375,-12
2.34765625,-9
2.3515625,-14
2.35546875,-23
2.359375,-26
2.36328125,-22
2.3671875,-9
2.37109375,7
2.375,17
2.37890625,19
2.3828125,19
2.38671875,25
2.390625,35
2.39453125,44
2.3984375,46
2.40234375,38
2.40625,18
2.41015625,-10
2.4140625,-33
2.41796875,-41
2.421875,-35
2.42578125,-24
2.4296875,-14
2.43359375,-4
2.4375,8
2.44140625,18
2.4453125,25
2.44921875,32
2.453125,38
2.45703125,37
2.4609375,30
2.46484375,23
2.46875,16
2.47265625,9
2.4765625,5
2.48046875,12
2.484375,28
2.48828125,48
2.4921875,61
2.49609375,64
2.5,55
2.50390625,37
2.5078125,17
2.51171875,3
2.515625,1
2.51953125,10
2.5234375,22
2.52734375,32
2.53125,29
2.53515625,11
2.5390625,-19
2.54296875,-47
2.546875,-60
2.55078125,-54
2.5546875,-29
2.55859375,5
2.5625,34
2.56640625,49
2.5703125,51
2.57421875,45
2.578125,40
2.58203125,43
2.5859375,61
2.58984375,86
2.59375,107
2.59765625,120
2.6015625,120
2.60546875,104
2.609375,77
2.61328125,53
2.6171875,39
2.62109375,36
2.625,40
2.62890625,44
2.6328125,42
2.63671875,30
2.640625,11
2.64453125,-7
2.6484375,-21
2.65234375,-29
2.65625,-26
2.66015625,-11
2.6640625,11
2.66796875,35
2.671875,53
2.67578125,64
2.6796875,69
2.68359375,69
2.6875,64
2.69140625,59
2.6953125,55
2.69921875,45
2.703125,23
2.70703125,-4
2.7109375,-23
2.71484375,-33
2.71875,-41
2.72265625,-46
2.7265625,-43
2.73046875,-37
2.734375,-32
2.73828125,-30
2.7421875,-24
2.74609375,-16
2.75,-7
2.75390625,2
2.7578125,11
2.76171875,20
2.765625,27
2.76953125,26
2.7734375,18
2.77734375,12
2.78125,10
2.78515625,12
2.7890625,16
2.79296875,18
2.796875,18
2.80078125,17
2.8046875,15
2.80859375,11
2.8125,7
2.81640625,10
2.8203125,21
2.82421875,37
2.828125,53
2.83203125,71
2.8359375,89
2.83984375,97
2.84375,84
2.84765625,51
2.8515625,16
2.85546875,-6
