Time,FP2
0.0,58
0.00390625,45
0.0078125,28
0.01171875,11
0.015625,-3
0.01953125,-13
0.0234375,-18
0.02734375,-17
0.03125,-12
0.03515625,-10
0.0390625,-12
0.04296875,-10
0.046875,0
0.05078125,19
0.0546875,47
0.05859375,80
0.0625,107
0.06640625,118
0.0703125,112
0.07421875,98
0.078125,83
0.08203125,66
0.0859375,46
0.08984375,24
0.09375,-1
0.09765625,-29
0.1015625,-57
0.10546875,-76
0.109375,-80
0.11328125,-70
0.1171875,-52
0.12109375,-31
0.125,-9
0.12890625,9
0.1328125,17
0.13671875,17
0.140625,17
0.14453125,24
0.1484375,38
0.15234375,60
0.15625,87
0.16015625,107
0.1640625,110
0.16796875,93
0.171875,61
0.17578125,25
0.1796875,1
0.18359375,-3
0.1875,5
0.19140625,14
0.1953125,21
0.19921875,22
0.203125,17
0.20703125,9
0.2109375,7
0.21484375,12
0.21875,27
0.22265625,56
0.2265625,100
0.23046875,151
0.234375,200
0.23828125,237
0.2421875,256
0.24609375,259
0.25,250
0.25390625,239
0.2578125,230
0.26171875,223
0.265625,214
0.26953125,205
0.2734375,198
0.27734375,191
0.28125,183
0.28515625,175
0.2890625,174
0.29296875,181
0.296875,192
0.30078125,202
0.3046875,203
0.30859375,193
0.3125,175
0.31640625,152
0.3203125,133
0.32421875,125
0.328125,130
0.33203125,142
0.3359375,156
0.33984375,163
0.34375,159
0.34765625,141
0.3515625,111
0.35546875,77
0.359375,48
0.36328125,30
0.3671875,25
0.37109375,27
0.375,29
0.37890625,27
0.3828125,17
0.38671875,2
0.390625,-10
0.39453125,-11
0.3984375,0
0.40234375,23
0.40625,47
0.41015625,66
0.4140625,76
0.41796875,80
0.421875,82
0.42578125,86
0.4296875,94
0.43359375,99
0.4375,92
0.44140625,71
0.4453125,43
0.44921875,12
0.453125,-19
0.45703125,-46
0.4609375,-62
0.46484375,-60
0.46875,-42
0.47265625,-13
0.4765625,19
0.48046875,44
0.484375,55
0.48828125,53
0.4921875,49
0.49609375,57
0.5,78
0.50390625,103
0.5078125,119
0.51171875,118
0.515625,100
0.51953125,70
0.5234375,34
0.52734375,-1
0.53125,-25
0.53515625,-34
0.5390625,-32
0.54296875,-20
0.546875,-2
0.55078125,14
0.5546875,19
0.55859375,15
0.5625,8
0.56640625,4
0.5703125,10
0.57421875,28
0.578125,55
0.58203125,85
0.5859375,111
0.58984375,124
0.59375,120
0.59765625,98
0.6015625,64
0.60546875,28
0.609375,2
0.61328125,-8
0.6171875,-7
0.62109375,-3
0.625,-2
0.62890625,-7
0.6328125,-16
0.63671875,-29
0.640625,-44
0.64453125,-58
0.6484375,-68
0.65234375,-71
0.65625,-63
0.66015625,-44
0.6640625,-14
0.66796875,19
0.671875,43
0.67578125,52
0.6796875,51
0.68359375,45
0.6875,39
0.69140625,30
0.6953125,15
0.69921875,-8
0.703125,-37
0.70703125,-74
0.7109375,-111
0.71484375,-136
0.71875,-139
0.72265625,-121
0.7265625,-87
0.73046875,-49
0.734375,-21
0.73828125,-14
0.7421875,-25
0.74609375,-42
0.75,-43
0.75390625,-20
0.7578125,23
0.76171875,68
0.765625,99
0.76953125,111
0.7734375,104
0.77734375,83
0.78125,58
0.78515625,39
0.7890625,30
0.79296875,30
0.796875,37
0.80078125,48
0.8046875,57
0.80859375,56
0.8125,39
0.81640625,10
0.8203125,-21
0.82421875,-46
0.828125,-57
0.83203125,-52
0.8359375,-30
0.83984375,1
0.84375,28
0.84765625,41
0.8515625,38
0.85546875,20
0.859375,-7
0.86328125,-29
0.8671875,-34
0.87109375,-21
0.875,6
0.87890625,39
0.8828125,65
0.88671875,72
0.890625,58
0.89453125,37
0.8984375,23
0.90234375,23
0.90625,35
0.91015625,48
0.9140625,53
0.91796875,44
0.921875,25
0.92578125,5
0.9296875,0
0.93359375,14
0.9375,43
0.94140625,75
0.9453125,97
0.94921875,103
0.953125,93
0.95703125,68
0.9609375,43
0.96484375,28
0.96875,28
0.97265625,35
0.9765625,40
0.98046875,29
0.984375,-4
0.98828125,-55
0.9921875,-105
0.99609375,-140
1.0,-149
1.00390625,-124
1.0078125,-76
1.01171875,-29
1.015625,-1
1.01953125,9
1.0234375,13
1.02734375,19
1.03125,31
1.03515625,50
1.0390625,65
1.04296875,66
1.046875,55
1.05078125,47
1.0546875,54
1.05859375,73
1.0625,89
1.06640625,87
1.0703125,62
1.07421875,22
1.078125,-21
1.08203125,-53
1.0859375,-65
1.08984375,-60
1.09375,-40
1.09765625,-11
1.1015625,20
1.10546875,48
1.109375,72
1.11328125,93
1.1171875,111
