Time,FP2
0.0,-9
0.00390625,-10
0.0078125,-8
0.01171875,-5
0.015625,-5
0.01953125,-10
0.0234375,-19
0.02734375,-28
0.03125,-27
0.03515625,-16
0.0390625,0
0.04296875,19
0.046875,38
0.05078125,54
0.0546875,60
0.05859375,59
0.0625,56
0.06640625,54
0.0703125,50
0.07421875,44
0.078125,36
0.08203125,25
0.0859375,9
0.08984375,-9
0.09375,-24
0.09765625,-34
0.1015625,-41
0.10546875,-45
0.109375,-44
0.11328125,-35
0.1171875,-20
0.12109375,-5
0.125,11
0.12890625,27
0.1328125,42
0.13671875,57
0.140625,76
0.14453125,95
0.1484375,110
0.15234375,112
0.15625,94
0.16015625,56
0.1640625,14
0.16796875,-18
0.171875,-33
0.17578125,-31
0.1796875,-18
0.18359375,-3
0.1875,7
0.19140625,13
0.1953125,20
0.19921875,26
0.203125,30
0.20703125,28
0.2109375,21
0.21484375,14
0.21875,16
0.22265625,31
0.2265625,49
0.23046875,55
0.234375,42
0.23828125,17
0.2421875,-7
0.24609375,-23
0.25,-27
0.25390625,-22
0.2578125,-14
0.26171875,-8
0.265625,-3
0.26953125,0
0.2734375,4
0.27734375,9
0.28125,10
0.28515625,4
0.2890625,-8
0.29296875,-19
0.296875,-23
0.30078125,-22
0.3046875,-18
0.30859375,-14
0.3125,-8
0.31640625,0
0.3203125,11
0.32421875,24
0.328125,41
0.33203125,55
0.3359375,60
0.33984375,48
0.34375,18
0.34765625,-22
0.3515625,-62
0.35546875,-92
0.359375,-105
0.36328125,-99
0.3671875,-76
0.37109375,-43
0.375,-11
0.37890625,13
0.3828125,25
0.38671875,28
0.390625,28
0.39453125,31
0.3984375,38
0.40234375,49
0.40625,54
0.41015625,46
0.4140625,25
0.41796875,1
0.421875,-16
0.42578125,-19
0.4296875,-10
0.43359375,7
0.4375,25
0.44140625,38
0.4453125,48
0.44921875,53
0.453125,54
0.45703125,52
0.4609375,51
0.46484375,48
0.46875,42
0.47265625,34
0.4765625,31
0.48046875,38
0.484375,55
0.48828125,76
0.4921875,94
0.49609375,102
0.5,96
0.50390625,75
0.5078125,46
0.51171875,23
0.515625,13
0.51953125,12
0.5234375,11
0.52734375,10
0.53125,15
0.53515625,24
0.5390625,33
0.54296875,43
0.546875,53
0.55078125,60
0.5546875,56
0.55859375,45
0.5625,30
0.56640625,17
0.5703125,10
0.57421875,8
0.578125,12
0.58203125,17
0.5859375,24
