Time,T6
0.0,114
0.00390625,100
0.0078125,88
0.01171875,76
0.015625,68
0.01953125,60
0.0234375,47
0.02734375,32
0.03125,18
0.03515625,9
0.0390625,10
0.04296875,20
0.046875,32
0.05078125,37
0.0546875,35
0.05859375,33
0.0625,36
0.06640625,47
0.0703125,62
0.07421875,78
0.078125,89
0.08203125,90
0.0859375,82
0.08984375,69
0.09375,52
0.09765625,35
0.1015625,17
0.10546875,2
0.109375,-2
0.11328125,3
0.1171875,12
0.12109375,13
0.125,4
0.12890625,-12
0.1328125,-31
0.13671875,-43
0.140625,-45
0.14453125,-38
0.1484375,-31
0.15234375,-23
0.15625,-9
0.16015625,14
0.1640625,46
0.16796875,82
0.171875,112
0.17578125,124
0.1796875,116
0.18359375,91
0.1875,61
0.19140625,34
0.1953125,10
0.19921875,-11
0.203125,-30
0.20703125,-44
0.2109375,-56
0.21484375,-68
0.21875,-76
0.22265625,-69
0.2265625,-47
0.23046875,-18
0.234375,11
0.23828125,35
0.2421875,50
0.24609375,53
0.25,47
0.25390625,41
0.2578125,42
0.26171875,44
0.265625,41
0.26953125,28
0.2734375,12
0.27734375,-4
0.28125,-17
0.28515625,-25
0.2890625,-24
0.29296875,-19
0.296875,-18
0.30078125,-25
0.3046875,-35
0.30859375,-39
0.3125,-32
0.31640625,-14
0.3203125,6
0.32421875,24
0.328125,39
0.33203125,51
0.3359375,58
0.33984375,61
0.34375,57
0.34765625,45
0.3515625,22
0.35546875,-2
0.359375,-22
0.36328125,-37
0.3671875,-49
0.37109375,-61
0.375,-74
0.37890625,-88
0.3828125,-97
0.38671875,-100
0.390625,-101
0.39453125,-103
0.3984375,-102
0.40234375,-89
0.40625,-65
0.41015625,-37
0.4140625,-10
0.41796875,13
0.421875,24
0.42578125,24
0.4296875,21
0.43359375,23
0.4375,27
0.44140625,30
0.4453125,27
0.44921875,17
0.453125,-3
0.45703125,-30
0.4609375,-63
0.46484375,-91
0.46875,-107
0.47265625,-111
0.4765625,-109
0.48046875,-107
0.484375,-109
0.48828125,-115
0.4921875,-119
0.49609375,-114
0.5,-97
0.50390625,-71
0.5078125,-47
0.51171875,-31
0.515625,-20
0.51953125,-12
0.5234375,-7
0.52734375,-5
0.53125,-8
0.53515625,-16
0.5390625,-32
0.54296875,-51
0.546875,-66
0.55078125,-75
0.5546875,-81
0.55859375,-83
0.5625,-83
0.56640625,-80
0.5703125,-79
0.57421875,-78
0.578125,-71
0.58203125,-61
0.5859375,-49
0.58984375,-36
0.59375,-22
0.59765625,-10
0.6015625,-6
0.60546875,-9
0.609375,-10
0.61328125,-5
0.6171875,4
0.62109375,12
0.625,15
0.62890625,11
0.6328125,-1
0.63671875,-16
0.640625,-27
0.64453125,-30
0.6484375,-27
0.65234375,-24
0.65625,-28
0.66015625,-34
0.6640625,-39
0.66796875,-43
0.671875,-45
0.67578125,-42
0.6796875,-35
0.68359375,-28
0.6875,-23
0.69140625,-19
0.6953125,-15
0.69921875,-11
0.703125,-2
0.70703125,13
0.7109375,32
0.71484375,50
0.71875,57
0.72265625,48
0.7265625,25
0.73046875,-6
0.734375,-36
0.73828125,-59
0.7421875,-71
0.74609375,-73
0.75,-68
0.75390625,-59
0.7578125,-49
0.76171875,-41
0.765625,-36
0.76953125,-38
0.7734375,-44
0.77734375,-51
0.78125,-54
0.78515625,-50
0.7890625,-40
0.79296875,-28
0.796875,-19
0.80078125,-17
0.8046875,-21
0.80859375,-28
0.8125,-31
0.81640625,-29
0.8203125,-23
0.82421875,-18
0.828125,-17
0.83203125,-25
0.8359375,-40
0.83984375,-54
0.84375,-58
0.84765625,-52
0.8515625,-35
0.85546875,-12
0.859375,11
0.86328125,28
0.8671875,39
0.87109375,48
0.875,52
0.87890625,51
0.8828125,44
0.88671875,33
0.890625,19
0.89453125,5
0.8984375,0
0.90234375,5
0.90625,13
0.91015625,19
0.9140625,17
0.91796875,8
0.921875,-7
0.92578125,-23
0.9296875,-34
0.93359375,-35
0.9375,-25
0.94140625,-9
0.9453125,12
0.94921875,34
0.953125,51
0.95703125,56
0.9609375,54
0.96484375,50
0.96875,46
0.97265625,41
0.9765625,35
0.98046875,26
0.984375,11
0.98828125,-10
0.9921875,-30
0.99609375,-45
1.0,-53
1.00390625,-59
1.0078125,-64
1.01171875,-70
1.015625,-74
1.01953125,-74
1.0234375,-65
1.02734375,-45
1.03125,-18
1.03515625,8
1.0390625,27
1.04296875,37
1.046875,39
1.05078125,36
1.0546875,34
1.05859375,38
1.0625,46
1.06640625,54
1.0703125,64
1.07421875,76
1.078125,88
1.08203125,96
1.0859375,97
1.08984375,89
1.09375,74
1.09765625,56
1.1015625,39
1.10546875,29
1.109375,25
1.11328125,22
1.1171875,15
1.12109375,8
1.125,10
1.12890625,20
1.1328125,33
1.13671875,47
1.140625,60
1.14453125,66
1.1484375,62
1.15234375,55
1.15625,53
1.16015625,56
1.1640625,59
1.16796875,62
1.171875,62
1.17578125,57
1.1796875,44
1.18359375,21
1.1875,-8
1.19140625,-36
1.1953125,-57
1.19921875,-65
1.203125,-58
1.20703125,-41
1.2109375,-22
1.21484375,-8
1.21875,0
1.22265625,4
1.2265625,9
1.23046875,14
1.234375,21
1.23828125,27
1.2421875,30
1.24609375,31
1.25,32
1.25390625,35
1.2578125,38
1.26171875,38
1.265625,33
1.26953125,27
1.2734375,21
1.27734375,15
1.28125,10
1.28515625,6
1.2890625,-1
1.29296875,-11
1.296875,-23
1.30078125,-32
1.3046875,-35
1.30859375,-33
1.3125,-26
1.31640625,-14
1.3203125,-2
1.32421875,6
1.328125,11
1.33203125,17
1.3359375,24
1.33984375,33
1.34375,41
1.34765625,45
1.3515625,41
1.35546875,30
1.359375,15
1.36328125,2
1.3671875,-6
1.37109375,-14
1.375,-24
1.37890625,-33
1.3828125,-37
1.38671875,-34
1.390625,-24
1.39453125,-6
1.3984375,19
1.40234375,43
1.40625,59
1.41015625,68
1.4140625,75
1.41796875,79
1.421875,75
1.42578125,64
1.4296875,49
1.43359375,32
1.4375,15
1.44140625,1
1.4453125,-8
1.44921875,-13
1.453125,-17
1.45703125,-22
1.4609375,-26
1.46484375,-29
1.46875,-31
1.47265625,-29
1.4765625,-24
1.48046875,-18
1.484375,-11
1.48828125,-1
1.4921875,13
1.49609375,27
1.5,35
1.50390625,35
1.5078125,28
1.51171875,15
1.515625,-1
1.51953125,-15
1.5234375,-20
1.52734375,-12
1.53125,4
1.53515625,22
1.5390625,34
1.54296875,34
1.546875,24
1.55078125,10
1.5546875,-1
1.55859375,-6
1.5625,-4
1.56640625,2
1.5703125,5
1.57421875,0
1.578125,-7
1.58203125,-11
1.5859375,-12
1.58984375,-15
1.59375,-17
1.59765625,-14
1.6015625,-7
1.60546875,5
1.609375,19
1.61328125,34
1.6171875,43
1.62109375,42
1.625,33
1.62890625,24
1.6328125,16
1.63671875,8
1.640625,-2
1.64453125,-16
1.6484375,-32
1.65234375,-45
1.65625,-49
1.66015625,-44
1.6640625,-34
1.66796875,-24
1.671875,-14
1.67578125,-3
1.6796875,8
1.68359375,20
1.6875,30
1.69140625,39
1.6953125,42
1.69921875,37
1.703125,22
1.70703125,1
1.7109375,-22
1.71484375,-46
1.71875,-64
1.72265625,-68
1.7265625,-60
1.73046875,-50
1.734375,-45
1.73828125,-45
1.7421875,-50
1.74609375,-58
1.75,-63
1.75390625,-63
1.7578125,-62
1.76171875,-66
1.765625,-71
1.76953125,-74
1.7734375,-71
1.77734375,-62
1.78125,-46
1.78515625,-27
1.7890625,-12
1.79296875,-6
1.796875,-9
1.80078125,-19
1.8046875,-36
1.80859375,-56
1.8125,-73
1.81640625,-87
1.8203125,-95
1.82421875,-93
1.828125,-79
1.83203125,-58
1.8359375,-38
1.83984375,-24
1.84375,-16
1.84765625,-11
1.8515625,-8
1.85546875,-1
1.859375,14
1.86328125,34
1.8671875,49
1.87109375,52
1.875,43
1.87890625,26
1.8828125,5
1.88671875,-14
1.890625,-25
1.89453125,-25
1.8984375,-18
1.90234375,-11
1.90625,-11
1.91015625,-18
1.9140625,-28
1.91796875,-37
1.921875,-42
1.92578125,-38
1.9296875,-26
1.93359375,-12
1.9375,-1
1.94140625,8
1.9453125,13
1.94921875,19
1.953125,29
1.95703125,44
1.9609375,61
1.96484375,75
1.96875,83
