Time,C4
0.0,10
0.00390625,2
0.0078125,-5
0.01171875,-12
0.015625,-21
0.01953125,-33
0.0234375,-43
0.02734375,-48
0.03125,-45
0.03515625,-33
0.0390625,-13
0.04296875,13
0.046875,36
0.05078125,46
0.0546875,38
0.05859375,17
0.0625,-4
0.06640625,-17
0.0703125,-20
0.07421875,-12
0.078125,2
0.08203125,16
0.0859375,26
0.08984375,32
0.09375,39
0.09765625,46
0.1015625,51
0.10546875,50
0.109375,44
0.11328125,38
0.1171875,31
0.12109375,19
0.125,4
0.12890625,-12
0.1328125,-25
0.13671875,-35
0.140625,-43
0.14453125,-50
0.1484375,-53
0.15234375,-53
0.15625,-47
0.16015625,-40
0.1640625,-34
0.16796875,-32
0.171875,-33
0.17578125,-34
0.1796875,-30
0.18359375,-18
0.1875,0
0.19140625,20
0.1953125,38
0.19921875,49
0.203125,52
0.20703125,52
0.2109375,52
0.21484375,51
0.21875,49
0.22265625,45
0.2265625,41
0.23046875,37
0.234375,35
0.23828125,33
0.2421875,28
0.24609375,16
0.25,3
0.25390625,-11
0.2578125,-20
0.26171875,-23
0.265625,-17
0.26953125,-8
0.2734375,-1
0.27734375,4
0.28125,9
0.28515625,17
0.2890625,23
0.29296875,25
0.296875,26
0.30078125,28
0.3046875,31
0.30859375,36
0.3125,39
0.31640625,39
0.3203125,29
0.32421875,9
0.328125,-17
0.33203125,-43
0.3359375,-62
0.33984375,-70
0.34375,-65
0.34765625,-49
0.3515625,-25
0.35546875,0
0.359375,20
0.36328125,34
0.3671875,41
0.37109375,44
0.375,42
0.37890625,34
0.3828125,23
0.38671875,8
0.390625,-7
0.39453125,-20
0.3984375,-29
0.40234375,-34
0.40625,-37
0.41015625,-36
0.4140625,-33
0.41796875,-28
0.421875,-20
0.42578125,-9
0.4296875,4
0.43359375,16
0.4375,26
0.44140625,37
0.4453125,42
0.44921875,37
0.453125,23
0.45703125,6
0.4609375,-8
0.46484375,-17
0.46875,-16
0.47265625,-6
0.4765625,8
0.48046875,18
0.484375,23
0.48828125,24
0.4921875,22
0.49609375,14
0.5,5
0.50390625,-3
0.5078125,-14
0.51171875,-29
0.515625,-46
0.51953125,-62
0.5234375,-76
0.52734375,-85
0.53125,-84
0.53515625,-71
0.5390625,-50
0.54296875,-26
0.546875,-1
0.55078125,21
0.5546875,37
0.55859375,42
0.5625,38
0.56640625,25
0.5703125,5
0.57421875,-21
0.578125,-45
0.58203125,-64
0.5859375,-78
0.58984375,-87
0.59375,-91
0.59765625,-92
0.6015625,-89
0.60546875,-81
0.609375,-67
0.61328125,-45
0.6171875,-17
0.62109375,12
0.625,36
0.62890625,57
0.6328125,74
0.63671875,87
0.640625,91
0.64453125,87
0.6484375,77
0.65234375,63
0.65625,46
0.66015625,31
0.6640625,20
0.66796875,9
0.671875,-10
