Time,C4
0.0,-2
0.00390625,-30
0.0078125,-48
0.01171875,-52
0.015625,-48
0.01953125,-44
0.0234375,-39
0.02734375,-28
0.03125,-12
0.03515625,7
0.0390625,25
0.04296875,35
0.046875,35
0.05078125,25
0.0546875,13
0.05859375,3
0.0625,-2
0.06640625,1
0.0703125,13
0.07421875,34
0.078125,62
0.08203125,91
0.0859375,109
0.08984375,108
0.09375,95
0.09765625,81
0.1015625,72
0.10546875,63
0.109375,49
0.11328125,25
0.1171875,-6
0.12109375,-36
0.125,-50
0.12890625,-42
0.1328125,-16
0.13671875,16
0.140625,47
0.14453125,68
0.1484375,72
0.15234375,64
0.15625,49
0.16015625,30
0.1640625,14
0.16796875,7
0.171875,10
0.17578125,20
0.1796875,33
0.18359375,46
0.1875,58
0.19140625,63
0.1953125,57
0.19921875,42
0.203125,23
0.20703125,0
0.2109375,-21
0.21484375,-33
0.21875,-33
0.22265625,-25
0.2265625,-16
0.23046875,-5
0.234375,8
0.23828125,21
0.2421875,33
0.24609375,39
0.25,31
0.25390625,8
0.2578125,-20
0.26171875,-37
0.265625,-36
0.26953125,-17
0.2734375,11
0.27734375,35
0.28125,42
0.28515625,29
0.2890625,12
0.29296875,8
0.296875,15
0.30078125,23
0.3046875,23
0.30859375,17
0.3125,7
0.31640625,-5
0.3203125,-16
0.32421875,-25
0.328125,-36
0.33203125,-50
0.3359375,-60
0.33984375,-60
0.34375,-46
0.34765625,-20
0.3515625,10
0.35546875,36
0.359375,47
0.36328125,45
0.3671875,31
0.37109375,13
0.375,-1
0.37890625,-1
0.3828125,13
0.38671875,33
0.390625,46
0.39453125,45
0.3984375,30
0.40234375,8
0.40625,-10
0.41015625,-19
0.4140625,-16
0.41796875,-7
0.421875,0
0.42578125,1
0.4296875,-3
0.43359375,-5
0.4375,4
0.44140625,25
0.4453125,47
0.44921875,56
0.453125,45
0.45703125,18
0.4609375,-11
0.46484375,-27
0.46875,-22
0.47265625,0
0.4765625,23
0.48046875,35
0.484375,31
0.48828125,16
0.4921875,-1
0.49609375,-14
0.5,-25
0.50390625,-36
0.5078125,-45
0.51171875,-46
0.515625,-36
0.51953125,-16
0.5234375,11
0.52734375,40
0.53125,63
0.53515625,72
0.5390625,64
0.54296875,38
0.546875,-1
0.55078125,-42
0.5546875,-69
0.55859375,-74
0.5625,-57
0.56640625,-24
0.5703125,15
0.57421875,49
0.578125,69
0.58203125,73
0.5859375,66
0.58984375,54
0.59375,45
0.59765625,40
0.6015625,39
0.60546875,39
0.609375,33
0.61328125,19
0.6171875,-2
0.62109375,-20
0.625,-31
0.62890625,-34
0.6328125,-33
0.63671875,-32
0.640625,-35
0.64453125,-43
0.6484375,-51
0.65234375,-51
0.65625,-43
0.66015625,-36
0.6640625,-33
0.66796875,-29
0.671875,-24
0.67578125,-19
0.6796875,-15
0.68359375,-7
0.6875,5
0.69140625,16
0.6953125,25
0.69921875,43
0.703125,75
0.70703125,109
0.7109375,128
0.71484375,124
0.71875,97
0.72265625,54
0.7265625,11
0.73046875,-15
0.734375,-18
0.73828125,-13
0.7421875,-14
0.74609375,-29
0.75,-53
0.75390625,-75
0.7578125,-81
0.76171875,-67
0.765625,-38
0.76953125,-3
0.7734375,25
0.77734375,44
0.78125,59
0.78515625,75
0.7890625,89
0.79296875,95
0.796875,92
0.80078125,80
0.8046875,59
0.80859375,35
0.8125,19
0.81640625,14
0.8203125,13
0.82421875,14
0.828125,15
0.83203125,11
0.8359375,1
0.83984375,-16
0.84375,-33
0.84765625,-43
0.8515625,-42
0.85546875,-31
0.859375,-14
0.86328125,3
0.8671875,9
0.87109375,3
0.875,-7
0.87890625,-8
0.8828125,5
0.88671875,25
0.890625,42
0.89453125,47
0.8984375,41
0.90234375,26
0.90625,12
0.91015625,8
0.9140625,15
0.91796875,23
0.921875,26
0.92578125,27
0.9296875,28
0.93359375,26
0.9375,20
0.94140625,13
0.9453125,9
0.94921875,11
0.953125,20
0.95703125,38
0.9609375,58
0.96484375,73
0.96875,75
0.97265625,64
0.9765625,47
0.98046875,25
0.984375,6
0.98828125,-4
0.9921875,3
0.99609375,24
1.0,55
1.00390625,84
1.0078125,99
1.01171875,93
1.015625,67
1.01953125,32
1.0234375,2
1.02734375,-17
1.03125,-27
1.03515625,-35
1.0390625,-37
1.04296875,-27
1.046875,-4
1.05078125,20
1.0546875,38
1.05859375,47
1.0625,43
1.06640625,31
1.0703125,26
1.07421875,41
1.078125,66
1.08203125,81
1.0859375,77
1.08984375,55
1.09375,29
1.09765625,12
1.1015625,8
1.10546875,14
1.109375,22
1.11328125,23
1.1171875,13
1.12109375,-4
1.125,-19
1.12890625,-30
1.1328125,-43
1.13671875,-53
1.140625,-51
1.14453125,-33
1.1484375,-5
1.15234375,21
1.15625,39
1.16015625,42
1.1640625,30
1.16796875,11
1.171875,-1
1.17578125,-1
1.1796875,5
1.18359375,4
1.1875,-3
1.19140625,-11
1.1953125,-15
1.19921875,-17
1.203125,-19
1.20703125,-23
1.2109375,-31
1.21484375,-45
1.21875,-56
1.22265625,-60
1.2265625,-58
1.23046875,-55
1.234375,-56
1.23828125,-59
1.2421875,-59
1.24609375,-51
1.25,-35
1.25390625,-14
1.2578125,9
1.26171875,28
1.265625,39
1.26953125,36
1.2734375,20
1.27734375,-3
1.28125,-23
1.28515625,-32
1.2890625,-26
1.29296875,-8
1.296875,11
1.30078125,20
1.3046875,17
1.30859375,6
1.3125,-1
1.31640625,4
1.3203125,19
1.32421875,34
1.328125,46
1.33203125,52
1.3359375,50
1.33984375,42
1.34375,32
1.34765625,25
1.3515625,18
1.35546875,4
1.359375,-19
1.36328125,-44
1.3671875,-66
1.37109375,-79
1.375,-78
