Time,C4
0.0,-6
0.00390625,6
0.0078125,20
0.01171875,31
0.015625,39
0.01953125,40
0.0234375,36
0.02734375,26
0.03125,14
0.03515625,1
0.0390625,-12
0.04296875,-24
0.046875,-34
0.05078125,-40
0.0546875,-41
0.05859375,-36
0.0625,-28
0.06640625,-18
0.0703125,-10
0.07421875,-3
0.078125,3
0.08203125,8
0.0859375,12
0.08984375,14
0.09375,12
0.09765625,8
0.1015625,3
0.10546875,-2
0.109375,-3
0.11328125,1
0.1171875,8
0.12109375,18
0.125,27
0.12890625,35
0.1328125,40
0.13671875,39
0.140625,35
0.14453125,27
0.1484375,18
0.15234375,10
0.15625,6
0.16015625,4
0.1640625,6
0.16796875,11
0.171875,15
0.17578125,20
0.1796875,23
0.18359375,23
0.1875,20
0.19140625,13
0.1953125,4
0.19921875,-5
0.203125,-11
0.20703125,-14
0.2109375,-13
0.21484375,-9
0.21875,-4
0.22265625,0
0.2265625,5
0.23046875,7
0.234375,9
0.23828125,9
0.2421875,9
0.24609375,8
0.25,7
0.25390625,9
0.2578125,12
0.26171875,15
0.265625,17
0.26953125,16
0.2734375,15
0.27734375,15
0.28125,17
0.28515625,23
0.2890625,33
0.29296875,40
0.296875,43
0.30078125,39
0.3046875,31
0.30859375,19
0.3125,6
0.31640625,-7
0.3203125,-20
0.32421875,-33
0.328125,-46
0.33203125,-55
0.3359375,-57
0.33984375,-52
0.34375,-42
0.34765625,-29
0.3515625,-15
0.35546875,-3
0.359375,9
0.36328125,19
0.3671875,29
0.37109375,38
0.375,45
0.37890625,51
0.3828125,57
0.38671875,63
0.390625,68
0.39453125,72
0.3984375,72
0.40234375,69
0.40625,61
0.41015625,48
0.4140625,32
0.41796875,13
0.421875,-5
0.42578125,-22
0.4296875,-35
0.43359375,-42
0.4375,-43
0.44140625,-41
0.4453125,-36
0.44921875,-29
0.453125,-23
0.45703125,-16
0.4609375,-11
0.46484375,-6
0.46875,-2
0.47265625,1
0.4765625,2
0.48046875,2
0.484375,1
0.48828125,-1
0.4921875,-1
0.49609375,3
0.5,12
0.50390625,26
0.5078125,39
0.51171875,50
0.515625,56
0.51953125,54
0.5234375,43
0.52734375,26
0.53125,5
0.53515625,-17
0.5390625,-36
0.54296875,-51
0.546875,-59
0.55078125,-61
0.5546875,-59
0.55859375,-52
0.5625,-42
0.56640625,-30
0.5703125,-16
0.57421875,-3
0.578125,7
0.58203125,12
0.5859375,11
0.58984375,8
0.59375,7
0.59765625,10
0.6015625,20
0.60546875,34
0.609375,51
0.61328125,67
0.6171875,80
0.62109375,88
0.625,89
0.62890625,81
0.6328125,68
0.63671875,49
0.640625,29
0.64453125,10
0.6484375,-6
0.65234375,-21
0.65625,-35
0.66015625,-48
0.6640625,-60
0.66796875,-68
0.671875,-71
0.67578125,-69
0.6796875,-63
0.68359375,-52
0.6875,-39
0.69140625,-24
0.6953125,-7
0.69921875,10
0.703125,27
0.70703125,45
0.7109375,63
0.71484375,78
0.71875,91
0.72265625,98
0.7265625,97
0.73046875,89
0.734375,71
0.73828125,46
0.7421875,17
0.74609375,-12
0.75,-40
0.75390625,-64
0.7578125,-84
0.76171875,-98
0.765625,-108
0.76953125,-114
0.7734375,-117
0.77734375,-116
0.78125,-114
0.78515625,-109
0.7890625,-104
0.79296875,-96
0.796875,-85
0.80078125,-69
0.8046875,-51
0.80859375,-32
0.8125,-12
0.81640625,7
0.8203125,23
0.82421875,37
0.828125,50
0.83203125,62
0.8359375,69
0.83984375,70
0.84375,65
0.84765625,52
0.8515625,35
0.85546875,15
0.859375,-5
0.86328125,-21
0.8671875,-35
0.87109375,-46
0.875,-54
0.87890625,-60
0.8828125,-66
0.88671875,-72
0.890625,-78
0.89453125,-79
0.8984375,-74
0.90234375,-60
0.90625,-40
0.91015625,-15
0.9140625,10
0.91796875,31
0.921875,46
0.92578125,56
0.9296875,63
0.93359375,67
0.9375,68
0.94140625,68
0.9453125,66
0.94921875,63
0.953125,60
0.95703125,54
0.9609375,47
0.96484375,40
0.96875,32
0.97265625,26
0.9765625,21
0.98046875,18
0.984375,16
0.98828125,15
0.9921875,14
0.99609375,14
1.0,17
1.00390625,23
1.0078125,30
1.01171875,37
1.015625,40
1.01953125,38
1.0234375,30
1.02734375,18
1.03125,7
1.03515625,-2
1.0390625,-6
1.04296875,-4
1.046875,2
1.05078125,11
1.0546875,20
1.05859375,25
1.0625,25
1.06640625,18
1.0703125,7
1.07421875,-7
1.078125,-20
1.08203125,-31
1.0859375,-38
1.08984375,-44
1.09375,-47
1.09765625,-46
1.1015625,-42
1.10546875,-34
1.109375,-24
1.11328125,-13
1.1171875,-4
1.12109375,-1
1.125,-3
1.12890625,-10
1.1328125,-18
1.13671875,-25
1.140625,-32
1.14453125,-35
1.1484375,-35
1.15234375,-32
1.15625,-28
1.16015625,-23
1.1640625,-16
1.16796875,-9
1.171875,-2
1.17578125,2
1.1796875,4
1.18359375,1
1.1875,-6
1.19140625,-18
1.1953125,-32
1.19921875,-44
1.203125,-54
1.20703125,-61
1.2109375,-65
1.21484375,-66
1.21875,-66
1.22265625,-64
1.2265625,-63
1.23046875,-61
1.234375,-58
1.23828125,-55
1.2421875,-52
1.24609375,-50
1.25,-46
1.25390625,-41
1.2578125,-34
1.26171875,-24
1.265625,-10
1.26953125,4
1.2734375,16
1.27734375,25
1.28125,30
1.28515625,34
1.2890625,38
1.29296875,44
1.296875,49
1.30078125,53
1.3046875,55
1.30859375,54
1.3125,51
1.31640625,47
1.3203125,42
1.32421875,35
1.328125,25
1.33203125,13
1.3359375,0
1.33984375,-13
1.34375,-24
1.34765625,-31
1.3515625,-35
1.35546875,-34
1.359375,-31
1.36328125,-26
1.3671875,-21
1.37109375,-16
1.375,-10
1.37890625,-5
1.3828125,0
1.38671875,5
1.390625,8
1.39453125,10
1.3984375,12
1.40234375,17
1.40625,22
1.41015625,26
1.4140625,27
1.41796875,25
1.421875,19
1.42578125,9
1.4296875,-3
1.43359375,-15
1.4375,-27
1.44140625,-41
1.4453125,-55
1.44921875,-70
1.453125,-84
1.45703125,-95
1.4609375,-101
1.46484375,-98
1.46875,-86
1.47265625,-65
1.4765625,-37
1.48046875,-9
1.484375,15
1.48828125,30
1.4921875,34
1.49609375,30
1.5,22
1.50390625,13
1.5078125,7
1.51171875,4
1.515625,3
1.51953125,3
1.5234375,2
1.52734375,-2
1.53125,-7
1.53515625,-15
1.5390625,-25
1.54296875,-36
1.546875,-46
1.55078125,-54
1.5546875,-58
1.55859375,-56
1.5625,-50
1.56640625,-40
1.5703125,-30
1.57421875,-20
1.578125,-12
1.58203125,-6
1.5859375,-2
1.58984375,2
1.59375,3
1.59765625,2
1.6015625,-1
1.60546875,-6
1.609375,-10
1.61328125,-12
1.6171875,-13
1.62109375,-12
1.625,-12
1.62890625,-14
1.6328125,-17
1.63671875,-22
1.640625,-29
1.64453125,-36
1.6484375,-42
1.65234375,-46
1.65625,-48
1.66015625,-49
1.6640625,-48
1.66796875,-47
1.671875,-46
1.67578125,-46
1.6796875,-47
1.68359375,-49
1.6875,-51
1.69140625,-52
1.6953125,-52
1.69921875,-50
1.703125,-46
1.70703125,-40
1.7109375,-33
1.71484375,-24
1.71875,-15
1.72265625,-6
1.7265625,5
1.73046875,16
1.734375,26
1.73828125,31
1.7421875,31
1.74609375,26
1.75,16
1.75390625,7
1.7578125,3
1.76171875,5
1.765625,13
1.76953125,22
1.7734375,29
1.77734375,33
1.78125,32
1.78515625,28
1.7890625,24
1.79296875,20
1.796875,14
1.80078125,8
1.8046875,1
1.80859375,-5
1.8125,-8
1.81640625,-6
1.8203125,-1
1.82421875,4
1.828125,8
1.83203125,8
1.8359375,4
1.83984375,-1
1.84375,-6
1.84765625,-8
1.8515625,-6
1.85546875,0
1.859375,7
1.86328125,13
1.8671875,19
1.87109375,23
1.875,27
1.87890625,31
1.8828125,35
1.88671875,37
1.890625,36
1.89453125,30
1.8984375,22
1.90234375,13
1.90625,6
1.91015625,3
1.9140625,5
1.91796875,10
1.921875,17
1.92578125,23
1.9296875,26
1.93359375,24
1.9375,16
1.94140625,5
1.9453125,-7
1.94921875,-16
1.953125,-20
1.95703125,-20
1.9609375,-18
1.96484375,-14
1.96875,-10
1.97265625,-8
1.9765625,-7
1.98046875,-6
1.984375,-7
1.98828125,-8
1.9921875,-9
1.99609375,-10
2.0,-8
2.00390625,-5
2.0078125,-2
2.01171875,2
2.015625,7
2.01953125,10
2.0234375,10
2.02734375,8
2.03125,5
2.03515625,0
