Time,P4
0.0,-89
0.00390625,-84
0.0078125,-59
0.01171875,-29
0.015625,-8
0.01953125,2
0.0234375,0
0.02734375,-16
0.03125,-42
0.03515625,-69
0.0390625,-95
0.04296875,-119
0.046875,-128
0.05078125,-111
0.0546875,-75
0.05859375,-33
0.0625,3
0.06640625,25
0.0703125,25
0.07421875,9
0.078125,-8
0.08203125,-17
0.0859375,-22
0.08984375,-29
0.09375,-40
0.09765625,-51
0.1015625,-58
0.10546875,-60
0.109375,-57
0.11328125,-50
0.1171875,-42
0.12109375,-37
0.125,-35
0.12890625,-28
0.1328125,-16
0.13671875,-3
0.140625,6
0.14453125,13
0.1484375,16
0.15234375,13
0.15625,1
0.16015625,-19
0.1640625,-37
0.16796875,-42
0.171875,-35
0.17578125,-17
0.1796875,7
0.18359375,33
0.1875,50
0.19140625,53
0.1953125,51
0.19921875,50
0.203125,50
0.20703125,40
0.2109375,21
0.21484375,0
0.21875,-15
0.22265625,-22
0.2265625,-18
0.23046875,-7
0.234375,5
0.23828125,12
0.2421875,14
0.24609375,17
0.25,23
0.25390625,25
0.2578125,19
0.26171875,8
0.265625,0
0.26953125,4
0.2734375,21
0.27734375,46
0.28125,64
0.28515625,61
0.2890625,40
0.29296875,16
0.296875,5
0.30078125,9
0.3046875,19
0.30859375,26
0.3125,25
0.31640625,16
0.3203125,10
0.32421875,15
0.328125,31
0.33203125,49
0.3359375,62
0.33984375,66
0.34375,61
0.34765625,52
0.3515625,39
0.35546875,25
0.359375,17
0.36328125,24
0.3671875,47
0.37109375,74
0.375,95
0.37890625,102
0.3828125,85
0.38671875,49
0.390625,11
0.39453125,-16
0.3984375,-26
0.40234375,-20
0.40625,-2
0.41015625,20
0.4140625,34
0.41796875,36
0.421875,28
0.42578125,13
0.4296875,-9
0.43359375,-29
0.4375,-38
0.44140625,-36
0.4453125,-27
0.44921875,-13
0.453125,6
0.45703125,23
0.4609375,27
0.46484375,16
0.46875,0
0.47265625,-17
0.4765625,-29
0.48046875,-34
0.484375,-30
0.48828125,-20
0.4921875,-9
0.49609375,-1
0.5,6
0.50390625,14
0.5078125,27
0.51171875,40
0.515625,54
0.51953125,68
0.5234375,81
0.52734375,89
0.53125,89
0.53515625,82
0.5390625,68
0.54296875,52
0.546875,34
0.55078125,12
0.5546875,-6
0.55859375,-9
0.5625,3
0.56640625,21
0.5703125,40
0.57421875,57
0.578125,66
0.58203125,62
0.5859375,55
0.58984375,60
0.59375,75
0.59765625,87
0.6015625,89
0.60546875,82
0.609375,71
0.61328125,60
0.6171875,55
0.62109375,61
0.625,71
0.62890625,73
0.6328125,62
0.63671875,43
0.640625,21
0.64453125,-1
0.6484375,-20
0.65234375,-28
0.65625,-22
0.66015625,-7
0.6640625,10
0.66796875,21
0.671875,22
0.67578125,11
0.6796875,-7
0.68359375,-15
0.6875,-4
0.69140625,25
0.6953125,59
0.69921875,88
0.703125,101
0.70703125,92
0.7109375,64
0.71484375,32
0.71875,8
0.72265625,-9
0.7265625,-20
0.73046875,-24
0.734375,-20
0.73828125,-8
0.7421875,10
0.74609375,32
0.75,47
0.75390625,45
0.7578125,27
0.76171875,1
0.765625,-19
0.76953125,-20
0.7734375,1
0.77734375,34
0.78125,67
0.78515625,91
0.7890625,105
0.79296875,110
0.796875,109
0.80078125,97
0.8046875,79
0.80859375,57
0.8125,36
0.81640625,22
0.8203125,17
0.82421875,21
0.828125,21
0.83203125,11
0.8359375,-10
0.83984375,-39
0.84375,-72
0.84765625,-95
0.8515625,-100
0.85546875,-88
0.859375,-68
0.86328125,-49
0.8671875,-35
0.87109375,-29
0.875,-27
0.87890625,-28
0.8828125,-36
0.88671875,-48
0.890625,-58
0.89453125,-63
0.8984375,-60
0.90234375,-46
0.90625,-22
0.91015625,-7
0.9140625,-13
0.91796875,-42
0.921875,-79
0.92578125,-103
0.9296875,-106
0.93359375,-94
0.9375,-73
0.94140625,-46
0.9453125,-22
0.94921875,-6
0.953125,4
0.95703125,19
0.9609375,43
0.96484375,66
0.96875,76
0.97265625,71
0.9765625,56
0.98046875,39
0.984375,24
0.98828125,9
0.9921875,-1
0.99609375,-9
1.0,-20
1.00390625,-36
1.0078125,-45
1.01171875,-40
1.015625,-27
1.01953125,-13
1.0234375,-4
1.02734375,-5
1.03125,-17
1.03515625,-36
1.0390625,-59
1.04296875,-80
1.046875,-87
1.05078125,-74
1.0546875,-48
1.05859375,-18
1.0625,11
1.06640625,33
1.0703125,41
1.07421875,35
1.078125,21
1.08203125,6
1.0859375,-8
1.08984375,-19
1.09375,-23
1.09765625,-19
1.1015625,-10
1.10546875,-4
1.109375,-5
1.11328125,-10
1.1171875,-16
1.12109375,-21
1.125,-26
1.12890625,-31
1.1328125,-38
1.13671875,-42
1.140625,-36
1.14453125,-11
1.1484375,26
1.15234375,64
1.15625,88
1.16015625,91
1.1640625,74
1.16796875,45
1.171875,18
1.17578125,3
1.1796875,-3
1.18359375,-11
1.1875,-25
1.19140625,-41
1.1953125,-55
1.19921875,-66
1.203125,-68
1.20703125,-56
1.2109375,-33
1.21484375,-5
1.21875,26
1.22265625,59
1.2265625,81
1.23046875,78
1.234375,51
1.23828125,13
1.2421875,-16
1.24609375,-30
1.25,-29
1.25390625,-21
1.2578125,-14
1.26171875,-16
1.265625,-25
1.26953125,-31
1.2734375,-22
1.27734375,-3
1.28125,8
1.28515625,2
1.2890625,-20
1.29296875,-50
1.296875,-78
1.30078125,-93
1.3046875,-90
1.30859375,-74
1.3125,-51
1.31640625,-26
1.3203125,-3
1.32421875,14
1.328125,27
1.33203125,33
1.3359375,29
1.33984375,15
1.34375,-4
1.34765625,-27
1.3515625,-48
1.35546875,-62
1.359375,-65
1.36328125,-59
1.3671875,-51
1.37109375,-51
1.375,-63
1.37890625,-80
1.3828125,-93
1.38671875,-98
1.390625,-88
1.39453125,-57
1.3984375,-17
1.40234375,17
1.40625,39
1.41015625,55
1.4140625,61
1.41796875,47
1.421875,15
1.42578125,-21
1.4296875,-50
1.43359375,-69
1.4375,-74
1.44140625,-62
1.4453125,-42
1.44921875,-25
1.453125,-16
1.45703125,-11
1.4609375,-8
1.46484375,-11
1.46875,-20
1.47265625,-31
1.4765625,-39
1.48046875,-39
1.484375,-32
1.48828125,-16
