Time,P4
0.0,2
0.00390625,-38
0.0078125,-60
0.01171875,-60
0.015625,-49
0.01953125,-46
0.0234375,-60
0.02734375,-92
0.03125,-130
0.03515625,-157
0.0390625,-159
0.04296875,-130
0.046875,-78
0.05078125,-24
0.0546875,10
0.05859375,16
0.0625,-2
0.06640625,-33
0.0703125,-61
0.07421875,-75
0.078125,-72
0.08203125,-56
0.0859375,-38
0.08984375,-34
0.09375,-52
0.09765625,-86
0.1015625,-125
0.10546875,-158
0.109375,-172
0.11328125,-162
0.1171875,-138
0.12109375,-117
0.125,-105
0.12890625,-98
0.1328125,-89
0.13671875,-83
0.140625,-75
0.14453125,-64
0.1484375,-55
0.15234375,-52
0.15625,-49
0.16015625,-47
0.1640625,-50
0.16796875,-59
0.171875,-75
0.17578125,-92
0.1796875,-100
0.18359375,-92
0.1875,-81
0.19140625,-75
0.1953125,-76
0.19921875,-83
0.203125,-100
0.20703125,-119
0.2109375,-127
0.21484375,-124
0.21875,-112
0.22265625,-96
0.2265625,-80
0.23046875,-70
0.234375,-61
0.23828125,-50
0.2421875,-35
0.24609375,-15
0.25,10
0.25390625,30
0.2578125,28
0.26171875,2
0.265625,-35
0.26953125,-71
0.2734375,-97
0.27734375,-101
0.28125,-87
0.28515625,-70
0.2890625,-65
0.29296875,-72
0.296875,-79
0.30078125,-77
0.3046875,-65
0.30859375,-47
0.3125,-28
0.31640625,-15
0.3203125,-12
0.32421875,-16
0.328125,-19
0.33203125,-22
0.3359375,-29
0.33984375,-45
0.34375,-63
0.34765625,-73
0.3515625,-70
0.35546875,-61
0.359375,-53
0.36328125,-50
0.3671875,-50
0.37109375,-45
0.375,-31
0.37890625,-8
0.3828125,15
0.38671875,27
0.390625,22
0.39453125,3
0.3984375,-21
0.40234375,-42
0.40625,-55
0.41015625,-58
0.4140625,-60
0.41796875,-66
0.421875,-72
0.42578125,-71
0.4296875,-65
0.43359375,-58
0.4375,-54
0.44140625,-55
0.4453125,-63
0.44921875,-72
0.453125,-78
0.45703125,-77
0.4609375,-70
0.46484375,-62
0.46875,-63
0.47265625,-71
0.4765625,-78
0.48046875,-80
0.484375,-74
0.48828125,-55
0.4921875,-26
0.49609375,1
0.5,18
0.50390625,26
0.5078125,27
0.51171875,28
0.515625,35
0.51953125,42
0.5234375,41
0.52734375,33
0.53125,19
0.53515625,7
0.5390625,2
0.54296875,11
0.546875,24
0.55078125,32
0.5546875,29
0.55859375,12
0.5625,-11
0.56640625,-27
0.5703125,-31
0.57421875,-29
0.578125,-22
0.58203125,-7
0.5859375,13
0.58984375,26
0.59375,31
0.59765625,36
0.6015625,42
0.60546875,48
0.609375,56
0.61328125,66
0.6171875,72
0.62109375,72
0.625,63
0.62890625,46
0.6328125,25
0.63671875,6
0.640625,-10
0.64453125,-24
0.6484375,-33
0.65234375,-33
0.65625,-23
0.66015625,-9
0.6640625,9
0.66796875,26
0.671875,38
0.67578125,46
0.6796875,50
0.68359375,54
0.6875,57
0.69140625,57
0.6953125,46
0.69921875,24
0.703125,7
0.70703125,1
0.7109375,5
0.71484375,17
0.71875,33
0.72265625,40
0.7265625,33
0.73046875,19
0.734375,10
0.73828125,5
0.7421875,1
0.74609375,-5
0.75,-17
0.75390625,-30
0.7578125,-35
0.76171875,-25
0.765625,-1
0.76953125,29
0.7734375,51
0.77734375,57
0.78125,54
0.78515625,50
0.7890625,50
0.79296875,52
0.796875,55
0.80078125,51
0.8046875,36
0.80859375,11
0.8125,-13
0.81640625,-29
0.8203125,-33
0.82421875,-29
0.828125,-24
0.83203125,-17
0.8359375,-6
0.83984375,5
0.84375,8
0.84765625,0
0.8515625,-13
0.85546875,-26
0.859375,-30
0.86328125,-21
0.8671875,-1
0.87109375,16
0.875,23
0.87890625,19
0.8828125,4
0.88671875,-9
0.890625,-6
0.89453125,14
0.8984375,42
0.90234375,67
0.90625,81
0.91015625,78
0.9140625,59
0.91796875,31
0.921875,3
0.92578125,-17
0.9296875,-18
0.93359375,-1
0.9375,29
0.94140625,66
0.9453125,97
0.94921875,104
0.953125,79
0.95703125,35
0.9609375,-9
0.96484375,-39
0.96875,-46
0.97265625,-31
0.9765625,-7
0.98046875,13
0.984375,22
0.98828125,20
0.9921875,13
0.99609375,12
1.0,17
1.00390625,22
1.0078125,22
1.01171875,19
1.015625,13
1.01953125,11
1.0234375,24
1.02734375,52
1.03125,88
1.03515625,118
1.0390625,128
1.04296875,113
1.046875,84
