Time,FP1
0.0,-2
0.00390625,2
0.0078125,15
0.01171875,32
0.015625,45
0.01953125,50
0.0234375,47
0.02734375,36
0.03125,21
0.03515625,8
0.0390625,2
0.04296875,-1
0.046875,-6
0.05078125,-11
0.0546875,-13
0.05859375,-11
0.0625,-6
0.06640625,0
0.0703125,3
0.07421875,-1
0.078125,-14
0.08203125,-30
0.0859375,-42
0.08984375,-44
0.09375,-39
0.09765625,-27
0.1015625,-13
0.10546875,0
0.109375,10
0.11328125,13
0.1171875,10
0.12109375,3
0.125,-8
0.12890625,-18
0.1328125,-24
0.13671875,-25
0.140625,-25
0.14453125,-27
0.1484375,-31
0.15234375,-36
0.15625,-39
0.16015625,-40
0.1640625,-40
0.16796875,-38
0.171875,-37
0.17578125,-34
0.1796875,-27
0.18359375,-16
0.1875,-3
0.19140625,10
0.1953125,21
0.19921875,27
0.203125,30
0.20703125,32
0.2109375,36
0.21484375,37
0.21875,35
0.22265625,30
0.2265625,24
0.23046875,22
0.234375,26
0.23828125,35
0.2421875,43
0.24609375,44
0.25,32
0.25390625,11
0.2578125,-11
0.26171875,-28
0.265625,-36
0.26953125,-31
0.2734375,-18
0.27734375,-8
0.28125,-6
0.28515625,-9
0.2890625,-13
0.29296875,-18
0.296875,-21
0.30078125,-20
0.3046875,-13
0.30859375,-6
0.3125,1
0.31640625,9
0.3203125,19
0.32421875,25
0.328125,26
0.33203125,22
0.3359375,18
0.33984375,17
0.34375,23
0.34765625,34
0.3515625,48
0.35546875,58
0.359375,64
0.36328125,67
0.3671875,69
0.37109375,75
0.375,84
0.37890625,91
0.3828125,92
0.38671875,83
0.390625,67
0.39453125,43
0.3984375,15
0.40234375,-12
0.40625,-32
0.41015625,-44
0.4140625,-42
0.41796875,-26
0.421875,-3
0.42578125,18
0.4296875,30
0.43359375,30
0.4375,21
0.44140625,9
0.4453125,-3
0.44921875,-10
0.453125,-11
0.45703125,-9
0.4609375,-5
0.46484375,0
0.46875,5
0.47265625,8
0.4765625,5
0.48046875,0
0.484375,-3
0.48828125,-4
0.4921875,-5
0.49609375,-5
0.5,-3
0.50390625,-1
0.5078125,-1
0.51171875,3
0.515625,15
0.51953125,30
0.5234375,41
0.52734375,48
0.53125,53
0.53515625,58
0.5390625,61
0.54296875,64
0.546875,72
0.55078125,83
0.5546875,92
