Time,FP1
0.0,8
0.00390625,2
0.0078125,7
0.01171875,23
0.015625,40
0.01953125,45
0.0234375,36
0.02734375,20
0.03125,6
0.03515625,1
0.0390625,4
0.04296875,12
0.046875,20
0.05078125,22
0.0546875,17
0.05859375,9
0.0625,4
0.06640625,1
0.0703125,1
0.07421875,14
0.078125,44
0.08203125,84
0.0859375,112
0.08984375,114
0.09375,94
0.09765625,70
0.1015625,51
0.10546875,34
0.109375,16
0.11328125,-10
0.1171875,-46
0.12109375,-77
0.125,-83
0.12890625,-55
0.1328125,-8
0.13671875,40
0.140625,70
0.14453125,71
0.1484375,48
0.15234375,18
0.15625,-7
0.16015625,-25
0.1640625,-30
0.16796875,-23
0.171875,-13
0.17578125,-6
0.1796875,2
0.18359375,15
0.1875,33
0.19140625,51
0.1953125,61
0.19921875,61
0.203125,54
0.20703125,42
0.2109375,34
0.21484375,41
0.21875,58
0.22265625,68
0.2265625,59
0.23046875,43
0.234375,33
0.23828125,34
0.2421875,47
0.24609375,62
0.25,56
0.25390625,15
0.2578125,-44
0.26171875,-91
0.265625,-103
0.26953125,-78
0.2734375,-27
0.27734375,25
0.28125,56
0.28515625,59
0.2890625,50
0.29296875,47
0.296875,57
0.30078125,67
0.3046875,62
0.30859375,45
0.3125,21
0.31640625,0
0.3203125,-11
0.32421875,-10
0.328125,-6
0.33203125,-10
0.3359375,-19
0.33984375,-24
0.34375,-22
0.34765625,-12
0.3515625,5
0.35546875,22
0.359375,30
0.36328125,23
0.3671875,4
0.37109375,-17
0.375,-32
0.37890625,-34
0.3828125,-17
0.38671875,10
0.390625,32
0.39453125,37
0.3984375,24
0.40234375,0
0.40625,-19
0.41015625,-19
0.4140625,3
0.41796875,29
0.421875,44
0.42578125,42
0.4296875,30
0.43359375,16
0.4375,9
0.44140625,13
0.4453125,17
0.44921875,6
0.453125,-21
0.45703125,-44
0.4609375,-47
0.46484375,-24
0.46875,16
0.47265625,57
0.4765625,79
0.48046875,78
0.484375,66
0.48828125,60
0.4921875,65
0.49609375,79
0.5,88
0.50390625,79
0.5078125,52
0.51171875,19
0.515625,1
0.51953125,5
0.5234375,30
0.52734375,68
0.53125,105
0.53515625,128
0.5390625,124
0.54296875,93
0.546875,44
0.55078125,-9
0.5546875,-48
0.55859375,-66
0.5625,-57
0.56640625,-23
0.5703125,22
0.57421875,62
0.578125,83
0.58203125,77
0.5859375,50
0.58984375,15
0.59375,-10
0.59765625,-17
0.6015625,-3
0.60546875,21
0.609375,38
0.61328125,39
0.6171875,25
0.62109375,-1
0.625,-29
0.62890625,-46
0.6328125,-46
0.63671875,-36
0.640625,-28
0.64453125,-27
0.6484375,-29
0.65234375,-30
0.65625,-26
0.66015625,-17
0.6640625,-3
0.66796875,18
0.671875,36
0.67578125,46
0.6796875,48
0.68359375,51
0.6875,53
0.69140625,45
0.6953125,30
0.69921875,21
0.703125,32
0.70703125,61
0.7109375,91
0.71484375,106
0.71875,96
0.72265625,59
0.7265625,12
0.73046875,-20
0.734375,-20
0.73828125,0
0.7421875,14
0.74609375,3
0.75,-32
0.75390625,-74
0.7578125,-98
0.76171875,-88
0.765625,-47
0.76953125,6
0.7734375,47
0.77734375,65
0.78125,66
0.78515625,59
0.7890625,49
0.79296875,35
0.796875,12
0.80078125,-22
0.8046875,-63
0.80859375,-94
0.8125,-101
0.81640625,-85
0.8203125,-51
0.82421875,-9
0.828125,26
0.83203125,37
0.8359375,21
0.83984375,-10
0.84375,-42
0.84765625,-62
0.8515625,-64
0.85546875,-49
0.859375,-27
0.86328125,-16
0.8671875,-25
0.87109375,-48
0.875,-72
0.87890625,-78
0.8828125,-57
0.88671875,-20
0.890625,14
0.89453125,32
0.8984375,32
0.90234375,20
0.90625,5
0.91015625,-1
0.9140625,9
0.91796875,30
0.921875,53
0.92578125,67
0.9296875,65
0.93359375,46
0.9375,14
0.94140625,-23
0.9453125,-55
0.94921875,-68
0.953125,-60
0.95703125,-39
0.9609375,-16
0.96484375,1
0.96875,8
0.97265625,2
0.9765625,-15
0.98046875,-40
0.984375,-63
0.98828125,-73
0.9921875,-66
0.99609375,-45
1.0,-8
1.00390625,39
1.0078125,82
1.01171875,102
1.015625,97
1.01953125,72
1.0234375,37
1.02734375,-2
1.03125,-33
1.03515625,-51
1.0390625,-53
1.04296875,-43
1.046875,-25
1.05078125,-7
1.0546875,7
1.05859375,14
1.0625,14
1.06640625,15
1.0703125,26
1.07421875,53
1.078125,86
1.08203125,110
1.0859375,111
1.08984375,92
1.09375,71
1.09765625,58
1.1015625,47
1.10546875,29
1.109375,7
1.11328125,-16
1.1171875,-31
1.12109375,-29
1.125,-7
1.12890625,15
1.1328125,10
1.13671875,-23
1.140625,-59
1.14453125,-73
1.1484375,-59
1.15234375,-27
1.15625,7
1.16015625,22
1.1640625,12
1.16796875,-9
1.171875,-17
1.17578125,-7
1.1796875,7
1.18359375,9
1.1875,-2
1.19140625,-18
1.1953125,-30
1.19921875,-31
1.203125,-22
1.20703125,-15
1.2109375,-21
1.21484375,-38
1.21875,-52
1.22265625,-55
1.2265625,-52
1.23046875,-51
1.234375,-53
1.23828125,-56
1.2421875,-58
1.24609375,-53
1.25,-35
1.25390625,-10
1.2578125,9
1.26171875,13
1.265625,1
1.26953125,-22
1.2734375,-47
1.27734375,-62
1.28125,-54
1.28515625,-26
1.2890625,10
1.29296875,37
1.296875,47
1.30078125,38
1.3046875,17
1.30859375,-7
1.3125,-19
1.31640625,-13
1.3203125,4
1.32421875,21
1.328125,34
1.33203125,48
1.3359375,56
1.33984375,56
