Time,FP1
0.0,25
0.00390625,18
0.0078125,9
0.01171875,4
0.015625,6
0.01953125,16
0.0234375,35
0.02734375,52
0.03125,57
0.03515625,46
0.0390625,21
0.04296875,-12
0.046875,-44
0.05078125,-67
0.0546875,-74
0.05859375,-61
0.0625,-34
0.06640625,-1
0.0703125,31
0.07421875,57
0.078125,73
0.08203125,74
0.0859375,66
0.08984375,53
0.09375,40
0.09765625,27
0.1015625,18
0.10546875,14
0.109375,10
0.11328125,8
0.1171875,13
0.12109375,31
0.125,58
0.12890625,93
0.1328125,132
0.13671875,169
0.140625,197
0.14453125,212
0.1484375,219
0.15234375,222
0.15625,221
0.16015625,215
0.1640625,206
0.16796875,199
0.171875,193
0.17578125,187
0.1796875,176
0.18359375,159
0.1875,137
0.19140625,115
0.1953125,95
0.19921875,80
0.203125,68
0.20703125,57
0.2109375,42
0.21484375,20
0.21875,-3
0.22265625,-20
0.2265625,-30
0.23046875,-35
0.234375,-37
0.23828125,-36
0.2421875,-30
0.24609375,-20
0.25,-9
0.25390625,3
0.2578125,17
0.26171875,32
0.265625,44
0.26953125,53
0.2734375,57
0.27734375,52
0.28125,33
0.28515625,7
0.2890625,-18
0.29296875,-33
0.296875,-39
0.30078125,-38
0.3046875,-41
0.30859375,-49
0.3125,-62
0.31640625,-73
0.3203125,-74
0.32421875,-62
0.328125,-40
0.33203125,-19
0.3359375,-11
0.33984375,-18
0.34375,-33
0.34765625,-50
0.3515625,-64
0.35546875,-72
0.359375,-73
0.36328125,-70
0.3671875,-64
0.37109375,-56
0.375,-48
0.37890625,-41
0.3828125,-39
0.38671875,-42
0.390625,-49
0.39453125,-58
0.3984375,-66
0.40234375,-71
0.40625,-74
0.41015625,-76
0.4140625,-78
0.41796875,-77
0.421875,-74
0.42578125,-68
0.4296875,-60
0.43359375,-51
0.4375,-44
0.44140625,-43
0.4453125,-44
0.44921875,-45
0.453125,-45
0.45703125,-44
0.4609375,-40
0.46484375,-34
0.46875,-29
0.47265625,-31
0.4765625,-43
0.48046875,-64
0.484375,-87
0.48828125,-105
0.4921875,-113
0.49609375,-109
0.5,-99
0.50390625,-92
0.5078125,-94
0.51171875,-97
0.515625,-87
0.51953125,-63
0.5234375,-30
0.52734375,-3
0.53125,14
0.53515625,20
0.5390625,16
0.54296875,9
0.546875,5
0.55078125,6
0.5546875,1
0.55859375,-13
0.5625,-27
0.56640625,-33
0.5703125,-32
0.57421875,-29
0.578125,-29
0.58203125,-28
0.5859375,-25
0.58984375,-20
0.59375,-19
0.59765625,-20
0.6015625,-20
0.60546875,-20
0.609375,-22
0.61328125,-20
0.6171875,-9
0.62109375,5
0.625,16
0.62890625,22
0.6328125,30
0.63671875,39
0.640625,45
0.64453125,45
0.6484375,35
0.65234375,19
0.65625,0
0.66015625,-17
0.6640625,-28
0.66796875,-35
0.671875,-42
0.67578125,-54
0.6796875,-70
0.68359375,-84
0.6875,-86
0.69140625,-73
0.6953125,-47
0.69921875,-21
0.703125,-4
0.70703125,2
0.7109375,-2
0.71484375,-10
0.71875,-16
0.72265625,-16
0.7265625,-12
0.73046875,-11
0.734375,-21
0.73828125,-40
0.7421875,-59
0.74609375,-70
