Time,FP1
0.0,50
0.00390625,42
0.0078125,29
0.01171875,12
0.015625,-7
0.01953125,-22
0.0234375,-28
0.02734375,-24
0.03125,-14
0.03515625,-4
0.0390625,4
0.04296875,7
0.046875,2
0.05078125,-8
0.0546875,-18
0.05859375,-24
0.0625,-25
0.06640625,-21
0.0703125,-10
0.07421875,4
0.078125,10
0.08203125,6
0.0859375,-4
0.08984375,-13
0.09375,-15
0.09765625,-9
0.1015625,5
0.10546875,23
0.109375,36
0.11328125,37
0.1171875,27
0.12109375,14
0.125,5
0.12890625,-1
0.1328125,-9
0.13671875,-19
0.140625,-27
0.14453125,-31
0.1484375,-32
0.15234375,-28
0.15625,-17
0.16015625,2
0.1640625,19
0.16796875,31
0.171875,41
0.17578125,54
0.1796875,65
0.18359375,64
0.1875,54
0.19140625,40
0.1953125,24
0.19921875,5
0.203125,-10
0.20703125,-17
0.2109375,-19
0.21484375,-20
0.21875,-26
0.22265625,-36
0.2265625,-48
0.23046875,-57
0.234375,-54
0.23828125,-38
0.2421875,-11
0.24609375,17
0.25,38
0.25390625,50
0.2578125,51
0.26171875,42
0.265625,26
0.26953125,13
0.2734375,10
0.27734375,17
0.28125,28
0.28515625,42
0.2890625,53
0.29296875,47
0.296875,19
0.30078125,-20
0.3046875,-57
0.30859375,-83
0.3125,-97
0.31640625,-99
0.3203125,-91
0.32421875,-73
0.328125,-53
0.33203125,-37
0.3359375,-29
0.33984375,-26
0.34375,-28
0.34765625,-31
0.3515625,-28
0.35546875,-14
0.359375,6
0.36328125,22
0.3671875,28
0.37109375,25
0.375,17
0.37890625,14
0.3828125,22
0.38671875,41
0.390625,64
0.39453125,78
0.3984375,73
0.40234375,50
0.40625,19
0.41015625,-6
0.4140625,-15
0.41796875,1
0.421875,30
0.42578125,56
0.4296875,69
0.43359375,71
0.4375,67
0.44140625,66
0.4453125,73
0.44921875,83
0.453125,89
0.45703125,85
0.4609375,72
0.46484375,53
0.46875,35
0.47265625,26
0.4765625,22
0.48046875,15
0.484375,4
0.48828125,-7
0.4921875,-18
0.49609375,-34
0.5,-54
0.50390625,-74
0.5078125,-84
0.51171875,-82
0.515625,-71
0.51953125,-54
0.5234375,-38
0.52734375,-30
0.53125,-33
0.53515625,-42
0.5390625,-47
0.54296875,-46
0.546875,-43
0.55078125,-44
0.5546875,-48
0.55859375,-46
0.5625,-36
0.56640625,-22
0.5703125,-10
0.57421875,-5
0.578125,-11
0.58203125,-23
0.5859375,-33
0.58984375,-33
0.59375,-24
0.59765625,-10
0.6015625,2
0.60546875,5
0.609375,-3
0.61328125,-12
0.6171875,-14
0.62109375,-5
0.625,12
0.62890625,34
0.6328125,54
0.63671875,65
0.640625,62
0.64453125,49
0.6484375,34
0.65234375,23
0.65625,16
0.66015625,13
0.6640625,16
0.66796875,22
0.671875,26
0.67578125,28
0.6796875,28
0.68359375,22
0.6875,10
0.69140625,0
