Time,FP1
0.0,-16
0.00390625,-18
0.0078125,-13
0.01171875,-7
0.015625,-4
0.01953125,-6
0.0234375,-12
0.02734375,-18
0.03125,-20
0.03515625,-16
0.0390625,-9
0.04296875,-1
0.046875,5
0.05078125,12
0.0546875,18
0.05859375,20
0.0625,11
0.06640625,-8
0.0703125,-31
0.07421875,-50
0.078125,-57
0.08203125,-53
0.0859375,-41
0.08984375,-27
0.09375,-19
0.09765625,-17
0.1015625,-20
0.10546875,-24
0.109375,-31
0.11328125,-37
0.1171875,-42
0.12109375,-47
0.125,-52
0.12890625,-56
0.1328125,-55
0.13671875,-48
0.140625,-33
0.14453125,-12
0.1484375,11
0.15234375,30
0.15625,38
0.16015625,34
0.1640625,23
0.16796875,7
0.171875,-11
0.17578125,-26
0.1796875,-39
0.18359375,-49
0.1875,-58
0.19140625,-64
0.1953125,-67
0.19921875,-63
0.203125,-54
0.20703125,-44
0.2109375,-38
0.21484375,-37
0.21875,-40
0.22265625,-47
0.2265625,-53
0.23046875,-50
0.234375,-38
0.23828125,-26
0.2421875,-19
0.24609375,-15
0.25,-12
0.25390625,-11
0.2578125,-9
0.26171875,-1
0.265625,8
0.26953125,11
0.2734375,7
0.27734375,0
0.28125,-3
0.28515625,-2
0.2890625,0
0.29296875,-3
0.296875,-11
0.30078125,-25
0.3046875,-40
0.30859375,-50
0.3125,-48
0.31640625,-35
0.3203125,-17
0.32421875,-1
0.328125,11
0.33203125,20
0.3359375,27
0.33984375,36
0.34375,45
0.34765625,50
0.3515625,48
0.35546875,41
0.359375,31
0.36328125,21
0.3671875,10
0.37109375,4
0.375,2
0.37890625,0
0.3828125,-7
0.38671875,-15
0.390625,-23
0.39453125,-24
0.3984375,-15
0.40234375,3
0.40625,22
0.41015625,39
0.4140625,46
0.41796875,42
0.421875,29
0.42578125,17
0.4296875,9
0.43359375,0
0.4375,-8
0.44140625,-14
0.4453125,-13
0.44921875,-7
0.453125,0
0.45703125,6
0.4609375,8
0.46484375,6
0.46875,4
0.47265625,5
0.4765625,10
0.48046875,16
0.484375,19
0.48828125,17
0.4921875,11
0.49609375,4
0.5,-2
0.50390625,-5
0.5078125,-3
0.51171875,8
0.515625,25
0.51953125,40
0.5234375,45
0.52734375,39
0.53125,24
0.53515625,5
0.5390625,-14
0.54296875,-28
0.546875,-37
0.55078125,-46
0.5546875,-58
0.55859375,-69
0.5625,-74
0.56640625,-73
0.5703125,-70
0.57421875,-65
0.578125,-59
0.58203125,-51
0.5859375,-40
0.58984375,-30
0.59375,-20
0.59765625,-6
0.6015625,11
0.60546875,25
0.609375,36
0.61328125,43
0.6171875,44
0.62109375,35
0.625,21
0.62890625,9
0.6328125,4
0.63671875,5
0.640625,8
0.64453125,10
0.6484375,5
0.65234375,-8
0.65625,-27
0.66015625,-43
0.6640625,-52
0.66796875,-55
0.671875,-56
0.67578125,-57
0.6796875,-54
0.68359375,-50
0.6875,-46
0.69140625,-42
0.6953125,-37
0.69921875,-31
0.703125,-28
0.70703125,-28
0.7109375,-27
0.71484375,-22
0.71875,-22
0.72265625,-27
0.7265625,-29
0.73046875,-21
0.734375,-12
0.73828125,-9
0.7421875,-10
0.74609375,-12
0.75,-16
0.75390625,-28
0.7578125,-41
0.76171875,-49
0.765625,-50
0.76953125,-50
0.7734375,-49
0.77734375,-47
0.78125,-44
0.78515625,-45
0.7890625,-45
0.79296875,-39
0.796875,-31
0.80078125,-26
0.8046875,-25
0.80859375,-29
0.8125,-38
0.81640625,-48
0.8203125,-54
0.82421875,-56
0.828125,-57
0.83203125,-58
0.8359375,-56
0.83984375,-49
0.84375,-39
0.84765625,-30
0.8515625,-24
0.85546875,-19
0.859375,-16
0.86328125,-16
0.8671875,-18
0.87109375,-20
0.875,-21
0.87890625,-21
0.8828125,-20
0.88671875,-16
0.890625,-13
0.89453125,-13
0.8984375,-20
0.90234375,-32
0.90625,-45
0.91015625,-55
0.9140625,-59
0.91796875,-56
0.921875,-49
0.92578125,-41
0.9296875,-32
0.93359375,-20
0.9375,-9
0.94140625,1
0.9453125,8
0.94921875,9
0.953125,-2
0.95703125,-20
0.9609375,-35
0.96484375,-40
0.96875,-38
0.97265625,-33
0.9765625,-26
0.98046875,-22
0.984375,-22
0.98828125,-28
0.9921875,-35
0.99609375,-44
1.0,-51
1.00390625,-55
1.0078125,-53
1.01171875,-44
1.015625,-33
1.01953125,-23
1.0234375,-16
1.02734375,-10
1.03125,-6
1.03515625,-2
1.0390625,2
1.04296875,5
1.046875,7
1.05078125,9
1.0546875,14
1.05859375,22
1.0625,28
1.06640625,30
1.0703125,27
1.07421875,22
1.078125,17
1.08203125,15
1.0859375,12
1.08984375,7
1.09375,-3
1.09765625,-15
1.1015625,-30
1.10546875,-43
1.109375,-50
1.11328125,-51
1.1171875,-44
1.12109375,-30
1.125,-13
1.12890625,0
1.1328125,4
1.13671875,0
1.140625,-4
1.14453125,-4
1.1484375,2
1.15234375,12
1.15625,23
1.16015625,31
1.1640625,35
1.16796875,36
1.171875,35
1.17578125,31
1.1796875,21
1.18359375,8
1.1875,0
1.19140625,3
1.1953125,16
1.19921875,31
1.203125,37
1.20703125,27
1.2109375,1
1.21484375,-30
1.21875,-54
1.22265625,-61
1.2265625,-50
1.23046875,-24
1.234375,4
