Time,C2
0.0,33
0.00390625,58
0.0078125,85
0.01171875,107
0.015625,114
0.01953125,107
0.0234375,91
0.02734375,73
0.03125,57
0.03515625,42
0.0390625,29
0.04296875,17
0.046875,4
0.05078125,-5
0.0546875,-6
0.05859375,0
0.0625,6
0.06640625,6
0.0703125,-2
0.07421875,-16
0.078125,-28
0.08203125,-31
0.0859375,-26
0.08984375,-20
0.09375,-18
0.09765625,-24
0.1015625,-37
0.10546875,-51
0.109375,-59
0.11328125,-58
0.1171875,-53
0.12109375,-49
0.125,-48
0.12890625,-48
0.1328125,-46
0.13671875,-40
0.140625,-28
0.14453125,-12
0.1484375,2
0.15234375,12
0.15625,14
0.16015625,11
0.1640625,4
0.16796875,-2
0.171875,-7
0.17578125,-10
0.1796875,-10
0.18359375,-5
0.1875,8
0.19140625,25
0.1953125,42
0.19921875,51
0.203125,46
0.20703125,26
0.2109375,-4
0.21484375,-32
0.21875,-47
0.22265625,-44
0.2265625,-29
0.23046875,-14
0.234375,-6
0.23828125,2
0.2421875,17
0.24609375,37
0.25,60
0.25390625,80
0.2578125,86
0.26171875,70
0.265625,43
0.26953125,20
0.2734375,7
0.27734375,0
0.28125,-4
0.28515625,-9
0.2890625,-16
0.29296875,-23
0.296875,-26
0.30078125,-21
0.3046875,-8
0.30859375,8
0.3125,19
0.31640625,25
0.3203125,26
0.32421875,23
0.328125,18
0.33203125,12
0.3359375,9
0.33984375,10
0.34375,17
0.34765625,30
0.3515625,45
0.35546875,54
0.359375,50
0.36328125,30
0.3671875,-1
0.37109375,-28
0.375,-41
0.37890625,-40
0.3828125,-28
0.38671875,-13
0.390625,-5
0.39453125,-5
0.3984375,-5
0.40234375,0
0.40625,12
0.41015625,19
0.4140625,15
0.41796875,0
0.421875,-16
0.42578125,-26
0.4296875,-31
0.43359375,-27
0.4375,-17
0.44140625,-10
0.4453125,-14
0.44921875,-26
0.453125,-39
0.45703125,-49
0.4609375,-56
0.46484375,-59
0.46875,-62
0.47265625,-65
0.4765625,-68
0.48046875,-70
0.484375,-68
0.48828125,-62
0.4921875,-47
0.49609375,-28
0.5,-15
0.50390625,-14
0.5078125,-24
0.51171875,-44
0.515625,-69
0.51953125,-87
0.5234375,-89
0.52734375,-76
0.53125,-54
0.53515625,-31
0.5390625,-18
0.54296875,-19
0.546875,-30
0.55078125,-41
0.5546875,-45
0.55859375,-40
0.5625,-27
0.56640625,-13
0.5703125,-6
0.57421875,-6
0.578125,-8
0.58203125,-4
0.5859375,2
0.58984375,6
0.59375,3
0.59765625,-7
0.6015625,-23
0.60546875,-35
0.609375,-35
0.61328125,-24
0.6171875,-14
0.62109375,-19
0.625,-43
0.62890625,-77
0.6328125,-109
0.63671875,-129
0.640625,-128
0.64453125,-107
0.6484375,-77
0.65234375,-50
0.65625,-29
0.66015625,-11
0.6640625,2
0.66796875,6
0.671875,3
0.67578125,-2
0.6796875,-11
0.68359375,-23
0.6875,-31
0.69140625,-33
0.6953125,-30
0.69921875,-27
0.703125,-24
0.70703125,-17
0.7109375,-3
0.71484375,13
0.71875,24
0.72265625,24
0.7265625,13
0.73046875,-7
0.734375,-28
0.73828125,-40
0.7421875,-40
0.74609375,-36
0.75,-40
0.75390625,-47
0.7578125,-50
0.76171875,-50
0.765625,-49
0.76953125,-49
0.7734375,-51
0.77734375,-63
0.78125,-83
0.78515625,-98
0.7890625,-97
0.79296875,-80
0.796875,-52
0.80078125,-21
