Time,C2
0.0,-17
0.00390625,-11
0.0078125,-3
0.01171875,2
0.015625,1
0.01953125,-5
0.0234375,-12
0.02734375,-16
0.03125,-15
0.03515625,-11
0.0390625,-8
0.04296875,-8
0.046875,-9
0.05078125,-7
0.0546875,-1
0.05859375,4
0.0625,2
0.06640625,-9
0.0703125,-26
0.07421875,-39
0.078125,-43
0.08203125,-40
0.0859375,-35
0.08984375,-30
0.09375,-28
0.09765625,-27
0.1015625,-24
0.10546875,-18
0.109375,-12
0.11328125,-10
0.1171875,-14
0.12109375,-22
0.125,-32
0.12890625,-40
0.1328125,-41
0.13671875,-33
0.140625,-15
0.14453125,9
0.1484375,35
0.15234375,56
0.15625,64
0.16015625,59
0.1640625,45
0.16796875,26
0.171875,1
0.17578125,-26
0.1796875,-52
0.18359375,-74
0.1875,-90
0.19140625,-95
0.1953125,-89
0.19921875,-72
0.203125,-47
0.20703125,-22
0.2109375,-2
0.21484375,9
0.21875,8
0.22265625,-7
0.2265625,-30
0.23046875,-48
0.234375,-53
0.23828125,-49
0.2421875,-35
0.24609375,-14
0.25,7
0.25390625,21
0.2578125,27
0.26171875,28
0.265625,25
0.26953125,20
0.2734375,15
0.27734375,17
0.28125,29
0.28515625,46
0.2890625,60
0.29296875,63
0.296875,54
0.30078125,32
0.3046875,4
0.30859375,-20
0.3125,-30
0.31640625,-28
0.3203125,-18
0.32421875,-4
0.328125,9
0.33203125,17
0.3359375,21
0.33984375,26
0.34375,34
0.34765625,41
0.3515625,48
0.35546875,53
0.359375,54
0.36328125,48
0.3671875,34
0.37109375,20
0.375,7
0.37890625,-4
0.3828125,-13
0.38671875,-21
0.390625,-26
0.39453125,-29
0.3984375,-29
0.40234375,-25
0.40625,-18
0.41015625,-12
0.4140625,-8
0.41796875,-9
0.421875,-14
0.42578125,-23
0.4296875,-37
0.43359375,-54
0.4375,-70
0.44140625,-77
0.4453125,-71
0.44921875,-51
0.453125,-25
0.45703125,-1
0.4609375,13
0.46484375,15
0.46875,12
0.47265625,8
0.4765625,7
0.48046875,11
0.484375,20
0.48828125,30
0.4921875,37
0.49609375,37
0.5,30
0.50390625,14
0.5078125,-8
0.51171875,-27
0.515625,-36
0.51953125,-38
0.5234375,-40
0.52734375,-43
0.53125,-46
0.53515625,-48
0.5390625,-49
0.54296875,-49
0.546875,-48
0.55078125,-53
0.5546875,-66
0.55859375,-79
0.5625,-84
0.56640625,-79
0.5703125,-66
0.57421875,-49
0.578125,-35
0.58203125,-24
0.5859375,-16
0.58984375,-10
0.59375,-4
0.59765625,6
0.6015625,21
0.60546875,38
0.609375,52
0.61328125,63
0.6171875,66
0.62109375,59
0.625,44
0.62890625,29
0.6328125,21
0.63671875,23
0.640625,34
0.64453125,47
0.6484375,54
0.65234375,50
0.65625,36
0.66015625,14
0.6640625,-8
0.66796875,-27
0.671875,-43
0.67578125,-55
0.6796875,-62
0.68359375,-63
0.6875,-63
0.69140625,-65
0.6953125,-66
0.69921875,-63
0.703125,-59
0.70703125,-56
0.7109375,-51
0.71484375,-45
0.71875,-45
0.72265625,-55
0.7265625,-66
0.73046875,-66
0.734375,-61
0.73828125,-55
0.7421875,-50
0.74609375,-42
0.75,-38
0.75390625,-42
0.7578125,-52
0.76171875,-59
0.765625,-63
0.76953125,-64
0.7734375,-61
0.77734375,-55
0.78125,-52
0.78515625,-51
0.7890625,-50
0.79296875,-45
0.796875,-38
0.80078125,-34
0.8046875,-35
0.80859375,-41
0.8125,-51
0.81640625,-63
0.8203125,-68
0.82421875,-67
0.828125,-63
0.83203125,-62
0.8359375,-60
0.83984375,-55
0.84375,-48
0.84765625,-42
0.8515625,-37
0.85546875,-34
0.859375,-35
0.86328125,-41
0.8671875,-49
0.87109375,-56
0.875,-60
0.87890625,-56
0.8828125,-46
0.88671875,-27
0.890625,-5
0.89453125,15
0.8984375,26
0.90234375,27
0.90625,21
0.91015625,14
0.9140625,10
0.91796875,15
0.921875,25
0.92578125,34
0.9296875,39
0.93359375,42
0.9375,43
0.94140625,43
0.9453125,42
0.94921875,38
0.953125,26
0.95703125,6
0.9609375,-10
0.96484375,-14
0.96875,-11
0.97265625,-4
0.9765625,3
0.98046875,6
0.984375,1
0.98828125,-11
0.9921875,-23
0.99609375,-29
