Time,C2
0.0,63
0.00390625,76
0.0078125,89
0.01171875,102
0.015625,111
0.01953125,115
0.0234375,113
0.02734375,107
0.03125,99
0.03515625,91
0.0390625,83
0.04296875,73
0.046875,63
0.05078125,50
0.0546875,36
0.05859375,22
0.0625,8
0.06640625,-3
0.0703125,-12
0.07421875,-19
0.078125,-23
0.08203125,-25
0.0859375,-23
0.08984375,-18
0.09375,-11
0.09765625,-2
0.1015625,9
0.10546875,20
0.109375,30
0.11328125,37
0.1171875,39
0.12109375,35
0.125,28
0.12890625,18
0.1328125,11
0.13671875,8
0.140625,8
0.14453125,8
0.1484375,5
0.15234375,0
0.15625,-8
0.16015625,-16
0.1640625,-22
0.16796875,-25
0.171875,-25
0.17578125,-25
0.1796875,-25
0.18359375,-26
0.1875,-28
0.19140625,-29
0.1953125,-30
0.19921875,-28
0.203125,-23
0.20703125,-17
0.2109375,-10
0.21484375,-8
0.21875,-10
0.22265625,-19
0.2265625,-30
0.23046875,-39
0.234375,-43
0.23828125,-43
0.2421875,-39
0.24609375,-34
0.25,-32
0.25390625,-33
0.2578125,-37
0.26171875,-41
0.265625,-45
0.26953125,-46
0.2734375,-42
0.27734375,-34
0.28125,-21
0.28515625,-8
0.2890625,4
0.29296875,12
0.296875,15
0.30078125,15
0.3046875,15
0.30859375,19
0.3125,26
0.31640625,33
0.3203125,36
0.32421875,33
0.328125,24
0.33203125,14
0.3359375,6
0.33984375,3
0.34375,6
0.34765625,11
0.3515625,14
0.35546875,13
0.359375,8
0.36328125,2
0.3671875,-3
0.37109375,-6
0.375,-6
0.37890625,-3
0.3828125,2
0.38671875,7
0.390625,11
0.39453125,14
0.3984375,16
0.40234375,16
0.40625,16
0.41015625,18
0.4140625,21
0.41796875,26
0.421875,30
0.42578125,32
0.4296875,32
0.43359375,30
0.4375,27
0.44140625,25
0.4453125,25
0.44921875,25
0.453125,24
0.45703125,20
0.4609375,16
0.46484375,12
0.46875,10
0.47265625,10
0.4765625,9
0.48046875,7
0.484375,4
0.48828125,1
0.4921875,-2
0.49609375,-2
0.5,0
0.50390625,3
0.5078125,7
0.51171875,12
0.515625,16
0.51953125,18
0.5234375,17
0.52734375,12
0.53125,3
0.53515625,-9
0.5390625,-20
0.54296875,-29
0.546875,-35
0.55078125,-38
0.5546875,-41
0.55859375,-44
0.5625,-47
0.56640625,-52
0.5703125,-57
0.57421875,-60
0.578125,-60
0.58203125,-57
0.5859375,-53
0.58984375,-48
0.59375,-44
0.59765625,-41
0.6015625,-39
0.60546875,-36
0.609375,-30
0.61328125,-24
0.6171875,-20
0.62109375,-18
0.625,-19
0.62890625,-21
0.6328125,-22
0.63671875,-20
0.640625,-15
0.64453125,-7
0.6484375,-2
0.65234375,0
0.65625,-2
0.66015625,-5
0.6640625,-8
0.66796875,-8
0.671875,-5
0.67578125,1
0.6796875,7
0.68359375,12
0.6875,16
0.69140625,18
0.6953125,19
0.69921875,18
0.703125,16
0.70703125,12
0.7109375,7
0.71484375,3
0.71875,0
0.72265625,-1
0.7265625,0
0.73046875,1
0.734375,1
0.73828125,2
0.7421875,3
0.74609375,3
0.75,1
0.75390625,-3
0.7578125,-11
0.76171875,-22
0.765625,-33
0.76953125,-40
0.7734375,-41
0.77734375,-36
0.78125,-26
0.78515625,-15
0.7890625,-5
0.79296875,2
0.796875,7
0.80078125,10
0.8046875,13
0.80859375,15
0.8125,16
0.81640625,16
0.8203125,12
0.82421875,7
0.828125,1
0.83203125,-4
0.8359375,-7
0.83984375,-7
0.84375,-6
0.84765625,-7
0.8515625,-11
0.85546875,-17
0.859375,-25
0.86328125,-32
0.8671875,-39
0.87109375,-44
0.875,-47
0.87890625,-49
0.8828125,-49
0.88671875,-44
0.890625,-37
0.89453125,-29
0.8984375,-22
0.90234375,-17
0.90625,-11
0.91015625,-4
0.9140625,6
0.91796875,16
0.921875,24
0.92578125,26
0.9296875,24
0.93359375,17
0.9375,10
0.94140625,5
0.9453125,2
0.94921875,-3
0.953125,-10
0.95703125,-20
0.9609375,-30
0.96484375,-39
0.96875,-44
0.97265625,-42
0.9765625,-36
0.98046875,-27
0.984375,-17
0.98828125,-10
0.9921875,-6
0.99609375,-6
1.0,-8
1.00390625,-11
1.0078125,-14
1.01171875,-17
1.015625,-18
1.01953125,-17
1.0234375,-15
1.02734375,-12
1.03125,-8
1.03515625,-4
1.0390625,-4
1.04296875,-6
1.046875,-10
1.05078125,-13
1.0546875,-13
1.05859375,-10
1.0625,-5
1.06640625,0
1.0703125,2
1.07421875,-2
1.078125,-10
1.08203125,-19
1.0859375,-27
1.08984375,-34
1.09375,-39
1.09765625,-45
1.1015625,-49
1.10546875,-52
1.109375,-51
1.11328125,-45
1.1171875,-36
1.12109375,-26
1.125,-19
1.12890625,-18
1.1328125,-22
1.13671875,-29
1.140625,-37
1.14453125,-43
1.1484375,-45
1.15234375,-45
1.15625,-42
1.16015625,-38
1.1640625,-35
1.16796875,-32
1.171875,-29
1.17578125,-25
1.1796875,-22
1.18359375,-19
1.1875,-17
1.19140625,-17
1.1953125,-17
1.19921875,-18
1.203125,-21
1.20703125,-24
1.2109375,-27
1.21484375,-29
1.21875,-27
1.22265625,-22
1.2265625,-16
1.23046875,-11
1.234375,-8
1.23828125,-8
1.2421875,-9
1.24609375,-7
1.25,-2
1.25390625,5
1.2578125,11
1.26171875,11
1.265625,6
1.26953125,-3
1.2734375,-11
1.27734375,-16
1.28125,-18
1.28515625,-18
1.2890625,-20
1.29296875,-27
1.296875,-36
1.30078125,-46
1.3046875,-53
1.30859375,-56
1.3125,-53
1.31640625,-48
1.3203125,-41
1.32421875,-36
1.328125,-32
1.33203125,-30
1.3359375,-28
1.33984375,-24
1.34375,-16
1.34765625,-5
1.3515625,7
1.35546875,17
1.359375,22
1.36328125,22
1.3671875,18
1.37109375,12
1.375,7
1.37890625,1
1.3828125,-5
1.38671875,-10
1.390625,-17
1.39453125,-26
1.3984375,-38
1.40234375,-54
1.40625,-73
1.41015625,-92
1.4140625,-106
1.41796875,-110
1.421875,-103
1.42578125,-86
1.4296875,-63
1.43359375,-40
1.4375,-20
1.44140625,-5
1.4453125,4
1.44921875,7
1.453125,7
1.45703125,5
1.4609375,2
1.46484375,-3
1.46875,-6
1.47265625,-8
1.4765625,-9
1.48046875,-11
1.484375,-13
1.48828125,-16
1.4921875,-18
1.49609375,-19
1.5,-18
1.50390625,-17
1.5078125,-16
1.51171875,-17
1.515625,-20
1.51953125,-25
1.5234375,-30
1.52734375,-35
1.53125,-40
1.53515625,-44
1.5390625,-46
1.54296875,-47
1.546875,-45
1.55078125,-43
1.5546875,-42
1.55859375,-44
1.5625,-48
1.56640625,-52
1.5703125,-55
1.57421875,-55
1.578125,-54
1.58203125,-51
1.5859375,-49
1.58984375,-48
1.59375,-49
1.59765625,-50
1.6015625,-52
1.60546875,-54
1.609375,-55
1.61328125,-55
1.6171875,-54
1.62109375,-51
1.625,-46
1.62890625,-39
1.6328125,-31
1.63671875,-23
1.640625,-13
1.64453125,-2
1.6484375,8
1.65234375,18
1.65625,28
1.66015625,36
1.6640625,44
1.66796875,48
1.671875,50
1.67578125,49
1.6796875,44
1.68359375,38
1.6875,30
1.69140625,25
1.6953125,22
1.69921875,22
1.703125,25
1.70703125,30
1.7109375,36
1.71484375,44
1.71875,51
1.72265625,55
1.7265625,56
1.73046875,55
1.734375,52
1.73828125,50
1.7421875,52
1.74609375,58
1.75,66
1.75390625,73
1.7578125,75
1.76171875,72
1.765625,64
1.76953125,54
1.7734375,44
1.77734375,35
1.78125,26
1.78515625,18
1.7890625,11
1.79296875,7
1.796875,7
1.80078125,9
1.8046875,11
1.80859375,12
1.8125,11
1.81640625,9
1.8203125,8
1.82421875,8
1.828125,10
1.83203125,11
1.8359375,12
1.83984375,15
1.84375,21
1.84765625,29
1.8515625,39
1.85546875,46
1.859375,49
1.86328125,44
1.8671875,35
1.87109375,23
1.875,12
1.87890625,5
1.8828125,1
1.88671875,-1
1.890625,-1
1.89453125,-1
1.8984375,-1
1.90234375,1
1.90625,4
1.91015625,8
1.9140625,15
