FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
106,107,27,57,16,0,26,-4,1,47,7,-13,1,85,103,11,40,-16,-7,11,-14,0,-329
106,105,31,56,17,1,29,-1,5,47,6,-11,4,86,102,10,42,-16,-8,10,-13,3,-302
104,100,32,52,16,2,31,1,7,44,5,-9,5,83,99,8,41,-16,-10,8,-12,6,-255
98,93,30,46,13,3,31,2,8,38,2,-9,6,77,91,4,36,-16,-12,7,-11,8,-195
91,85,27,38,10,4,31,4,10,31,0,-9,6,70,83,0,30,-15,-15,6,-11,9,-135
83,78,23,32,9,7,31,7,12,25,-1,-8,6,63,76,-3,23,-13,-17,5,-11,10,-88
78,74,21,28,10,10,31,12,14,21,-1,-6,5,58,72,-5,18,-12,-17,1,-11,8,-59
74,71,19,26,11,13,28,15,14,18,1,-4,2,54,69,-5,14,-14,-16,-5,-13,4,-42
70,69,16,24,10,15,21,14,9,17,2,-3,-4,51,66,-6,11,-18,-15,-14,-16,-3,-22
64,65,11,21,6,14,10,9,0,15,2,-5,-13,46,62,-8,8,-24,-14,-26,-20,-13,13
56,59,6,17,-1,10,-4,0,-11,12,-1,-9,-23,40,56,-10,5,-30,-16,-36,-25,-25,67
49,54,0,12,-8,7,-15,-7,-20,10,-3,-12,-31,35,51,-11,1,-32,-16,-42,-28,-33,135
43,50,-5,9,-13,6,-20,-10,-22,8,-4,-13,-33,32,47,-10,-1,-29,-15,-40,-27,-34,202
39,49,-8,9,-15,7,-18,-6,-17,9,-2,-10,-29,32,46,-6,-1,-23,-11,-30,-22,-29,250
40,51,-8,12,-13,11,-10,0,-8,13,3,-5,-21,34,48,0,2,-14,-4,-15,-14,-19,260
45,56,-5,18,-8,16,0,7,1,18,9,0,-12,40,54,7,7,-5,3,0,-6,-8,228
52,62,-1,26,-4,18,8,10,7,25,14,3,-5,48,60,12,14,0,9,11,0,1,158
59,69,3,33,-3,16,10,7,6,32,16,2,-3,54,67,15,20,1,10,13,1,3,62
65,73,5,37,-4,9,7,-2,-1,36,14,-4,-7,59,73,15,26,-3,7,9,-3,0,-43
67,76,4,36,-7,-3,2,-14,-11,38,8,-13,-12,60,76,12,28,-8,1,2,-10,-7,-140
65,74,0,31,-12,-16,-3,-26,-19,37,0,-22,-17,58,77,7,28,-12,-7,-3,-17,-12,-220
59,69,-5,21,-16,-29,-6,-36,-25,32,-10,-31,-19,54,73,3,24,-14,-15,-3,-21,-15,-278
49,60,-10,8,-20,-40,-6,-42,-27,24,-20,-38,-19,48,65,0,17,-13,-22,2,-22,-13,-317
36,47,-16,-6,-22,-49,-4,-45,-26,13,-30,-44,-18,40,54,-3,8,-12,-28,8,-22,-10,-348
23,34,-22,-18,-23,-55,-1,-44,-24,1,-39,-48,-17,32,42,-6,-2,-11,-35,14,-22,-6,-379
12,21,-26,-28,-21,-58,2,-42,-22,-10,-47,-51,-16,23,30,-9,-11,-11,-40,16,-23,-4,-412
3,12,-29,-34,-18,-59,4,-38,-21,-19,-53,-52,-17,16,22,-12,-18,-13,-45,13,-25,-3,-441
-2,6,-31,-38,-15,-58,7,-35,-20,-25,-58,-52,-18,11,16,-14,-23,-15,-49,9,-29,-5,-456
-5,4,-31,-40,-11,-54,8,-32,-20,-28,-61,-50,-19,7,11,-16,-27,-17,-51,4,-32,-8,-449
-6,3,-29,-40,-7,-48,10,-26,-19,-29,-60,-46,-19,4,8,-17,-30,-17,-50,1,-32,-10,-421
-6,3,-24,-39,-2,-38,11,-18,-15,-29,-56,-40,-17,2,6,-17,-32,-16,-45,-1,-30,-12,-381
-7,3,-18,-36,2,-28,11,-8,-10,-30,-51,-31,-14,-2,3,-15,-32,-13,-38,-1,-26,-12,-340
-9,1,-13,-33,4,-18,9,0,-5,-32,-46,-23,-11,-5,0,-13,-32,-10,-29,-3,-22,-13,-306
-11,-3,-11,-31,5,-11,4,6,-3,-35,-42,-16,-10,-9,-4,-11,-32,-7,-21,-7,-18,-15,-270
-15,-7,-11,-30,2,-7,-2,8,-4,-39,-39,-12,-11,-12,-7,-8,-31,-5,-15,-11,-15,-17,-199
-18,-12,-14,-30,-2,-7,-10,5,-7,-42,-39,-11,-13,-13,-11,-6,-30,-4,-12,-14,-14,-20,-39
-22,-17,-19,-32,-10,-8,-16,0,-13,-45,-41,-14,-17,-15,-16,-5,-30,-5,-13,-17,-15,-23,264
-26,-21,-26,-33,-19,-11,-22,-6,-18,-46,-43,-19,-23,-17,-20,-6,-31,-8,-16,-20,-18,-27,737
-28,-23,-31,-33,-29,-14,-29,-13,-24,-46,-44,-24,-29,-19,-22,-7,-32,-12,-20,-24,-22,-32,1366
-27,-23,-35,-30,-39,-16,-36,-19,-29,-43,-43,-30,-36,-18,-21,-7,-33,-17,-24,-29,-26,-36,2062
-23,-19,-37,-25,-48,-18,-46,-25,-34,-39,-41,-34,-43,-16,-18,-7,-32,-23,-27,-36,-32,-41,2657
-15,-12,-36,-18,-53,-19,-56,-30,-40,-33,-38,-37,-49,-9,-11,-6,-29,-29,-29,-45,-38,-45,2952
-3,0,-29,-9,-52,-18,-61,-32,-42,-24,-31,-37,-51,2,0,-4,-22,-31,-28,-51,-40,-46,2813
11,14,-16,2,-42,-14,-57,-28,-38,-12,-22,-32,-46,15,13,-1,-12,-30,-23,-49,-38,-40,2233
24,28,-1,14,-26,-9,-44,-21,-29,0,-11,-25,-36,28,25,2,0,-25,-17,-41,-31,-30,1344
35,38,13,22,-7,-5,-24,-13,-18,11,-2,-18,-23,36,34,3,9,-19,-11,-27,-24,-17,386
41,42,23,26,8,-4,-3,-7,-7,18,2,-14,-11,36,36,1,13,-13,-9,-12,-17,-5,-395
40,39,26,24,17,-6,12,-5,1,17,0,-13,-2,30,31,-3,12,-8,-11,3,-12,4,-843
35,30,24,18,19,-11,22,-7,4,11,-6,-15,3,19,22,-8,6,-5,-17,15,-9,9,-946
26,20,19,10,19,-16,27,-9,5,2,-14,-18,6,7,11,-12,-2,-3,-23,22,-8,12,-818
16,10,16,1,17,-19,29,-10,5,-6,-21,-19,7,-1,2,-13,-7,-1,-27,25,-6,13,-607
8,3,14,-4,17,-20,29,-8,6,-11,-24,-17,7,-5,-2,-12,-9,-1,-26,24,-5,13,-424
2,-2,13,-7,16,-18,28,-5,7,-11,-22,-13,7,-4,-3,-8,-8,0,-21,20,-3,13,-306
-3,-5,11,-8,13,-17,25,-3,7,-10,-20,-10,6,-2,-3,-5,-5,-1,-15,13,-4,11,-245
