FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
13,57,58,98,74,94,34,92,70,52,61,7,39,41,46,130,41,71,75,127,46,3,-115
29,67,56,112,79,89,44,88,79,74,60,18,47,54,60,141,37,71,74,117,56,17,-121
31,62,42,106,67,69,44,75,71,79,46,22,44,48,61,128,22,58,61,91,51,25,-121
21,45,22,86,48,42,37,53,48,73,23,15,28,30,54,95,3,37,39,52,37,25,-117
8,24,5,60,31,18,27,27,17,67,1,2,5,8,43,56,-12,16,19,10,22,22,-108
1,10,-3,37,23,3,23,6,-14,69,-8,-10,-15,-10,36,23,-16,-1,9,-24,13,19,-95
4,4,0,22,27,-5,25,-9,-38,78,-2,-18,-26,-17,34,1,-8,-12,9,-43,10,21,-76
14,4,5,13,32,-12,30,-23,-55,85,12,-20,-31,-12,33,-16,5,-19,10,-53,9,26,-55
26,6,7,4,31,-20,32,-40,-63,85,23,-16,-32,0,32,-34,14,-25,3,-57,5,26,-37
31,5,2,-10,18,-31,26,-61,-69,76,27,-10,-33,10,26,-55,16,-32,-15,-61,-6,16,-22
21,-8,-10,-33,-7,-47,9,-87,-84,55,14,-16,-39,11,9,-83,3,-43,-50,-70,-30,-6,-13
-4,-32,-27,-67,-41,-69,-24,-114,-112,24,-13,-35,-49,-2,-21,-116,-25,-60,-96,-85,-66,-38,-7
-31,-54,-36,-98,-70,-86,-57,-131,-139,-2,-40,-56,-55,-18,-47,-142,-50,-71,-133,-96,-100,-72,-4
-40,-56,-28,-107,-78,-84,-72,-126,-149,-8,-49,-62,-49,-26,-56,-145,-55,-66,-141,-89,-117,-91,-1
-32,-39,-6,-91,-65,-62,-64,-97,-138,1,-39,-51,-31,-24,-45,-125,-35,-45,-119,-65,-113,-90,10
-15,-13,15,-62,-42,-29,-44,-59,-111,10,-22,-29,-11,-15,-26,-94,-4,-17,-81,-30,-94,-76,33
1,10,23,-31,-20,3,-25,-25,-75,12,-13,-5,5,-1,-5,-64,22,11,-41,6,-67,-58,70
10,25,17,-8,-6,23,-14,-5,-38,4,-18,13,16,12,10,-40,34,32,-12,33,-39,-42,115
