FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
150,149,54,84,20,42,20,13,10,87,70,33,7,128,146,50,79,14,58,1,21,9,-734
148,148,52,84,20,41,23,16,13,86,67,35,10,129,146,56,81,17,62,3,24,11,-731
146,147,50,85,21,40,23,18,14,86,65,37,11,128,146,57,82,19,64,2,24,11,-727
145,148,47,86,21,39,20,17,11,85,63,36,7,126,146,55,82,18,63,-3,21,6,-723
143,147,43,86,19,37,13,12,4,85,59,32,0,122,144,48,81,14,58,-11,13,-2,-719
140,146,37,84,14,32,5,5,-5,83,55,24,-9,117,140,40,79,8,51,-19,4,-12,-714
136,143,33,80,8,25,-1,-3,-14,79,48,14,-18,111,135,33,75,1,40,-25,-6,-20,-707
132,139,31,74,3,18,-5,-10,-20,74,41,3,-24,106,130,30,70,-6,27,-27,-14,-25,-700
128,136,29,69,0,13,-5,-12,-22,68,33,-5,-26,102,126,28,65,-11,16,-25,-21,-27,-689
126,134,29,65,1,12,-1,-11,-20,62,26,-11,-24,99,125,24,59,-16,5,-21,-25,-27,-668
123,131,32,61,4,13,5,-7,-14,56,19,-15,-21,95,123,19,51,-20,-5,-18,-28,-25,-635
119,128,35,57,10,16,11,-1,-7,49,13,-16,-18,90,121,11,43,-24,-12,-19,-30,-23,-598
113,122,38,53,17,20,16,7,1,42,8,-14,-14,83,116,4,35,-26,-16,-20,-31,-20,-567
107,115,37,50,22,25,20,15,8,36,5,-10,-9,76,109,0,27,-25,-18,-20,-28,-16,-545
101,109,35,47,26,29,21,21,13,30,3,-6,-5,69,102,-3,21,-23,-17,-17,-24,-11,-527
97,104,31,44,27,31,21,24,16,24,1,-3,-2,63,95,-4,17,-19,-15,-12,-20,-7,-507
94,98,25,40,27,31,20,24,17,19,-2,-3,1,59,90,-5,14,-15,-12,-7,-16,-4,-484
90,93,20,36,25,28,17,21,14,14,-5,-4,0,57,85,-3,11,-12,-10,-2,-14,-3,-461
84,85,18,30,22,23,13,14,8,9,-9,-8,-3,56,80,1,6,-11,-9,-2,-13,-5,-442
75,76,18,23,18,16,7,6,0,2,-13,-12,-8,55,74,6,1,-10,-9,-4,-13,-9,-436
63,65,19,16,14,10,1,-3,-8,-4,-18,-15,-13,53,67,9,-5,-10,-9,-8,-14,-15,-446
53,55,18,9,8,3,-6,-10,-15,-11,-23,-18,-18,49,59,9,-10,-11,-10,-11,-15,-21,-464
45,47,14,2,2,-4,-13,-18,-23,-18,-29,-22,-24,43,51,4,-15,-13,-12,-15,-18,-28,-475
40,42,7,-4,-5,-13,-18,-24,-29,-23,-35,-26,-29,34,45,-5,-18,-17,-15,-20,-22,-34,-467
39,40,-1,-9,-10,-21,-21,-29,-33,-25,-39,-30,-33,26,40,-13,-18,-20,-18,-25,-27,-39,-437
40,42,-7,-13,-13,-27,-21,-32,-34,-25,-41,-32,-35,22,38,-15,-15,-23,-19,-30,-30,-42,-397
42,45,-8,-14,-13,-30,-19,-33,-33,-21,-39,-33,-37,22,40,-11,-9,-25,-19,-35,-33,-43,-355
43,49,-4,-13,-12,-31,-17,-32,-31,-15,-35,-34,-38,27,44,-4,-2,-28,-18,-40,-35,-44,-317
44,51,1,-11,-10,-29,-16,-31,-30,-10,-30,-34,-38,32,48,2,4,-29,-17,-44,-37,-44,-278
43,51,4,-9,-9,-27,-15,-30,-28,-6,-25,-34,-39,38,51,5,9,-30,-18,-45,-38,-43,-232
41,50,3,-8,-10,-25,-15,-29,-27,-4,-22,-35,-38,41,53,7,12,-30,-19,-43,-38,-42,-175
39,49,-2,-9,-12,-24,-15,-29,-25,-3,-21,-35,-36,42,53,7,13,-28,-19,-38,-36,-38,-110
36,47,-8,-12,-15,-24,-15,-28,-23,-4,-20,-34,-32,43,52,5,13,-24,-19,-30,-32,-33,-52
34,45,-14,-16,-18,-25,-14,-26,-20,-5,-19,-31,-26,43,51,3,13,-20,-18,-18,-26,-27,-13
33,44,-18,-20,-19,-24,-13,-22,-15,-6,-18,-25,-20,44,49,1,12,-16,-16,-7,-19,-20,6
32,42,-18,-24,-19,-23,-10,-18,-11,-8,-16,-18,-14,44,47,-1,8,-14,-14,1,-14,-16,18
31,40,-19,-28,-19,-22,-8,-13,-9,-12,-16,-13,-11,41,42,-4,2,-14,-15,5,-12,-14,45
28,35,-21,-32,-18,-22,-8,-11,-8,-18,-19,-11,-13,35,35,-8,-6,-17,-19,3,-14,-16,94
23,30,-25,-35,-19,-24,-10,-12,-10,-24,-24,-13,-17,27,28,-10,-15,-20,-25,-3,-18,-20,158
18,25,-30,-38,-20,-27,-16,-16,-14,-30,-29,-17,-22,17,21,-10,-23,-23,-31,-10,-23,-25,220
14,21,-33,-39,-23,-30,-23,-21,-20,-35,-33,-22,-28,9,15,-9,-30,-25,-35,-16,-27,-30,260
11,17,-33,-38,-27,-33,-30,-27,-25,-38,-36,-27,-32,3,10,-8,-35,-24,-36,-17,-28,-32,264
10,15,-29,-34,-29,-33,-35,-30,-27,-40,-37,-28,-31,-1,8,-6,-38,-19,-33,-14,-24,-30,229
9,13,-21,-30,-29,-31,-36,-30,-26,-42,-35,-27,-29,-4,5,-6,-42,-12,-26,-7,-18,-26,156
9,11,-15,-27,-28,-27,-34,-28,-23,-46,-34,-24,-25,-9,2,-9,-47,-5,-20,0,-11,-20,56
7,9,-10,-25,-24,-23,-29,-25,-20,-49,-35,-22,-22,-15,-2,-16,-52,0,-15,4,-7,-16,-55
6,9,-8,-24,-19,-19,-23,-21,-17,-50,-35,-20,-20,-20,-5,-22,-55,2,-11,6,-5,-13,-163
7,12,-8,-21,-13,-14,-17,-18,-15,-47,-34,-19,-20,-22,-4,-23,-53,1,-8,4,-6,-13,-253
11,17,-9,-16,-7,-11,-12,-16,-15,-39,-29,-18,-21,-19,0,-20,-45,-3,-6,-1,-9,-15,-314
17,23,-9,-11,-3,-9,-8,-15,-16,-27,-23,-18,-23,-10,7,-12,-33,-8,-4,-8,-13,-19,-342
24,30,-8,-6,0,-9,-7,-15,-18,-15,-16,-19,-27,2,16,-2,-20,-14,-4,-16,-19,-24,-349
29,35,-6,-3,2,-11,-6,-17,-20,-4,-10,-22,-32,14,23,4,-8,-20,-7,-24,-26,-29,-352
32,37,-4,-1,3,-13,-7,-19,-22,4,-6,-25,-36,23,29,7,2,-28,-11,-31,-33,-34,-357
33,38,-3,2,3,-14,-7,-19,-21,10,-2,-25,-38,30,33,6,9,-34,-15,-34,-37,-36,-364
33,39,-1,6,4,-11,-7,-18,-19,17,2,-23,-37,35,38,3,15,-36,-16,-33,-36,-35,-369
34,40,-1,10,4,-7,-7,-16,-17,22,7,-18,-33,38,42,2,22,-35,-15,-27,-31,-31,-370
34,40,-1,14,2,-2,-9,-13,-13,27,10,-12,-27,40,44,1,27,-30,-11,-19,-23,-25,-366
33,39,-1,16,0,2,-9,-8,-7,28,11,-5,-19,38,43,2,29,-23,-6,-11,-14,-16,-360
29,35,0,14,-1,5,-6,-1,1,25,9,2,-9,32,36,3,25,-16,-2,-1,-4,-5,-355
