FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-15,-21,-10,22,48,5,36,41,49,-4,6,2,23,-17,4,38,17,-4,29,34,66,23,-124
-17,-25,-13,12,46,-11,49,45,59,-5,9,1,17,-25,-1,37,6,-7,21,24,57,28,-113
-20,-29,-16,0,37,-28,54,44,62,-9,6,1,8,-38,-10,29,-7,-12,10,10,38,29,-100
-25,-33,-17,-11,23,-43,53,37,57,-16,0,-2,-3,-50,-21,14,-20,-20,-5,-7,17,24,-86
-27,-36,-14,-23,8,-51,52,25,51,-20,-4,-8,-13,-55,-30,-4,-28,-26,-19,-21,5,15,-76
-26,-38,-9,-33,-3,-51,50,11,46,-17,-3,-13,-17,-51,-32,-19,-29,-30,-29,-29,3,5,-71
-24,-38,-2,-41,-9,-45,45,-2,43,-11,2,-15,-12,-40,-30,-28,-27,-31,-32,-31,4,1,-70
-24,-39,4,-47,-12,-39,39,-13,38,-6,8,-12,0,-27,-26,-31,-26,-29,-29,-27,1,2,-71
-29,-43,6,-53,-17,-35,33,-21,28,-6,8,-8,13,-17,-24,-32,-29,-24,-26,-18,-8,5,-79
-35,-49,1,-56,-26,-32,28,-26,15,-12,-1,-2,22,-15,-28,-33,-34,-15,-26,-8,-23,6,-76
-43,-57,-11,-58,-36,-30,21,-29,-1,-22,-15,5,24,-20,-37,-38,-38,-3,-31,-2,-38,3,-11
-49,-60,-24,-56,-48,-26,10,-31,-19,-35,-28,12,19,-26,-44,-44,-38,9,-37,4,-50,-5,175
-51,-56,-34,-48,-58,-18,-4,-33,-33,-43,-32,18,11,-25,-46,-47,-34,18,-42,12,-50,-15,486
-46,-45,-36,-33,-65,-4,-21,-33,-39,-42,-28,25,5,-17,-40,-43,-25,26,-41,23,-38,-24,858
-34,-29,-32,-10,-66,12,-42,-31,-38,-35,-21,32,2,-4,-29,-30,-12,33,-33,36,-23,-28,1192
-20,-13,-20,16,-64,25,-64,-25,-30,-25,-15,39,3,10,-15,-12,-2,39,-19,43,-10,-25,1368
-3,2,-2,40,-55,37,-76,-14,-16,-15,-10,43,8,23,-2,9,6,43,-4,46,3,-16,1275
17,18,19,61,-37,51,-69,2,8,-4,-2,47,19,35,13,33,14,47,14,49,19,-1,889
38,34,39,76,-10,65,-44,23,38,9,9,51,34,43,27,52,22,52,31,53,35,16,303
53,47,52,80,18,72,-10,44,66,18,20,53,47,46,38,60,27,52,44,57,48,33,-328
60,54,55,76,43,72,24,63,85,22,31,53,51,44,45,59,25,46,53,60,56,47,-862
58,53,46,67,60,64,51,75,94,22,34,49,47,37,44,54,17,38,58,59,58,55,-1192
49,41,25,52,66,49,61,77,92,21,26,39,32,25,35,44,4,31,57,53,52,56,-1269
