FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-11,-9,7,-24,14,-5,-25,39,-21,-5,3,14,49,-10,-18,-23,34,34,14,31,-15,1,-568
-4,8,25,-5,26,3,-12,54,-6,3,7,17,54,1,-2,0,52,41,30,53,2,11,-573
4,25,40,15,37,13,5,67,8,10,14,21,61,16,15,24,65,43,47,70,20,22,-573
11,36,46,34,44,20,21,72,20,13,21,23,66,29,28,43,69,41,62,77,35,31,-568
14,40,41,45,42,26,32,66,27,10,27,21,63,33,34,52,65,37,70,71,42,31,-555
13,38,31,51,32,32,34,52,31,5,32,16,50,28,34,52,55,29,69,56,42,24,-535
12,33,25,52,23,36,31,41,34,3,38,10,34,22,32,48,46,20,62,41,43,17,-511
16,32,29,54,22,42,29,38,40,11,47,8,21,20,32,46,43,12,54,33,47,16,-486
23,33,37,56,31,48,31,41,47,25,53,11,15,21,35,46,42,5,48,32,51,21,-461
28,31,41,55,42,48,32,47,50,40,55,16,13,21,37,46,42,-2,44,33,48,30,-440
28,25,41,51,48,41,33,49,49,48,53,21,15,19,37,43,40,-11,40,33,39,40,-430
23,16,36,44,47,29,37,47,42,47,50,22,19,15,37,38,36,-19,35,31,31,48,-430
13,4,27,30,38,13,40,35,33,33,44,19,19,7,33,29,30,-26,25,24,23,47,-429
-3,-10,16,11,22,-6,37,18,19,12,30,13,12,-5,22,17,19,-33,8,9,14,37,-422
-20,-22,8,-10,7,-26,33,1,5,-9,12,6,2,-14,8,2,4,-37,-12,-13,8,24,-409
-32,-29,5,-24,-2,-39,28,-12,-6,-23,-3,1,-6,-18,-3,-9,-9,-36,-31,-33,8,14,-392
-37,-33,5,-33,-7,-45,21,-23,-13,-29,-12,-3,-10,-18,-12,-18,-22,-31,-49,-48,10,8,-371
-40,-37,3,-39,-13,-45,7,-37,-19,-29,-18,-6,-10,-19,-21,-26,-31,-23,-63,-57,5,2,-352
-44,-42,0,-44,-23,-44,-10,-51,-25,-31,-21,-9,-11,-23,-32,-35,-38,-17,-73,-63,-5,-5,-339
-47,-47,-2,-48,-37,-42,-23,-63,-28,-37,-24,-12,-11,-31,-44,-45,-40,-14,-78,-64,-15,-16,-327
-48,-49,-3,-51,-48,-33,-29,-70,-27,-42,-24,-11,-9,-38,-55,-53,-38,-10,-76,-58,-22,-27,-315
-45,-46,-2,-50,-52,-15,-25,-69,-20,-43,-22,-5,-6,-42,-59,-54,-31,-3,-68,-46,-25,-36,-301
-38,-40,2,-41,-45,10,-14,-61,-12,-38,-19,3,1,-41,-55,-47,-22,7,-54,-28,-23,-37,-283
-29,-33,8,-26,-31,32,0,-47,-4,-30,-15,9,9,-38,-45,-34,-13,16,-38,-7,-19,-33,-261
-24,-29,11,-10,-16,47,8,-27,4,-23,-14,10,17,-36,-33,-18,-9,23,-24,14,-16,-27,-237
-24,-29,9,2,-5,50,9,-6,11,-24,-17,6,19,-36,-26,-1,-12,22,-13,27,-18,-20,-219
-28,-33,4,8,-3,38,7,14,15,-32,-24,0,15,-36,-25,14,-19,12,-3,29,-21,-13,-212
-29,-34,-1,11,-4,21,8,34,22,-41,-30,-2,9,-31,-25,27,-24,2,11,26,-18,-2,-215
-22,-29,-2,15,-2,11,16,52,33,-43,-28,1,7,-19,-22,38,-21,-3,27,26,-4,16,-225
-10,-16,-1,22,6,13,28,63,46,-32,-18,11,11,-3,-13,48,-9,-2,43,34,16,38,-236
4,-2,4,32,19,21,42,64,58,-13,-4,24,19,12,1,55,8,3,56,48,35,58,-245
15,10,8,41,37,28,52,58,66,11,9,35,27,22,15,58,24,10,65,60,48,70,-249
18,15,7,47,50,29,54,46,69,33,15,41,31,23,23,53,32,15,65,65,51,70,-248
12,9,-3,42,54,20,46,28,65,48,13,38,25,16,21,39,28,12,56,57,45,61,-243
-1,-5,-18,24,44,0,32,4,53,47,6,30,8,4,9,18,15,-1,38,32,32,46,-233
-17,-24,-33,-2,26,-28,15,-21,34,32,-4,19,-13,-10,-11,-8,-4,-19,17,-1,17,29,-219
-32,-42,-48,-28,5,-52,-4,-42,10,10,-15,6,-29,-25,-33,-36,-25,-38,-7,-31,2,11,-204
-43,-55,-57,-50,-13,-65,-21,-53,-18,-9,-24,-6,-36,-38,-51,-62,-45,-52,-29,-49,-10,-6,-193
-49,-60,-55,-61,-21,-65,-30,-50,-41,-23,-28,-15,-31,-47,-61,-79,-59,-60,-45,-54,-20,-19,-187
-47,-57,-42,-60,-19,-53,-29,-35,-53,-28,-27,-20,-16,-50,-60,-84,-65,-56,-50,-46,-27,-22,-189
-41,-47,-22,-48,-11,-33,-20,-15,-54,-26,-22,-23,3,-44,-51,-78,-62,-43,-45,-30,-30,-16,-196
-34,-35,-2,-34,-3,-15,-9,1,-48,-24,-17,-23,18,-34,-41,-68,-51,-27,-38,-13,-30,-7,-200
-29,-26,12,-26,-2,-7,-1,6,-39,-30,-16,-23,25,-26,-33,-60,-35,-14,-32,1,-29,0,-197
-27,-20,20,-24,-6,-6,0,3,-30,-40,-17,-20,28,-22,-29,-56,-16,-7,-27,11,-26,1,-190
-24,-13,23,-20,-11,-6,-2,1,-22,-46,-20,-15,33,-19,-25,-51,0,-3,-21,24,-21,-2,-191
-19,-5,23,-10,-11,0,-4,7,-13,-40,-19,-8,41,-12,-19,-41,16,4,-13,40,-11,-6,-200
-10,6,24,4,-7,12,-2,21,-3,-24,-14,0,53,-1,-10,-27,29,14,-1,57,1,-4,-212
-1,19,27,20,3,28,3,40,10,-4,0,10,66,12,2,-8,41,27,16,70,13,6,-222
8,33,32,38,17,42,13,61,27,14,20,20,78,28,17,11,51,39,35,75,24,22,-225
14,45,36,52,33,52,24,78,45,27,41,27,84,42,32,27,60,48,53,74,35,37,-219
15,52,36,59,46,54,29,86,59,34,58,32,80,48,46,33,66,48,63,64,47,44,-200
14,53,33,63,55,50,26,88,68,37,66,35,68,46,57,33,66,41,68,49,57,44,-175
14,50,30,71,59,44,21,86,73,40,67,38,51,38,64,33,58,28,67,36,68,39,-153
14,44,26,79,57,38,17,76,72,42,62,37,31,30,65,36,45,17,63,26,76,34,-141
12,33,21,81,47,31,16,57,65,40,54,31,12,21,58,40,31,10,55,18,78,28,-138
8,20,15,72,32,21,19,34,56,32,45,21,-2,12,45,43,17,8,46,10,71,22,-140
5,6,7,54,18,9,25,14,44,19,39,10,-11,4,29,41,5,8,36,5,56,16,-145
1,-10,-2,30,6,-7,30,-1,31,2,32,-1,-17,-3,10,34,-5,7,23,1,37,8,-146
-4,-24,-9,4,-3,-23,30,-13,17,-15,22,-9,-19,-9,-7,21,-17,5,5,-4,20,-3,-134
-9,-37,-13,-18,-9,-37,23,-22,3,-30,8,-12,-20,-14,-21,4,-32,-1,-14,-9,6,-11,-105
-17,-48,-17,-36,-18,-49,9,-29,-14,-43,-10,-14,-23,-23,-36,-17,-50,-13,-36,-19,-7,-18,-65
-32,-60,-24,-54,-34,-62,-10,-41,-34,-59,-31,-22,-34,-37,-55,-41,-71,-30,-62,-36,-26,-27,-30
-52,-72,-34,-73,-54,-74,-28,-58,-53,-75,-53,-34,-48,-53,-76,-66,-88,-46,-88,-59,-49,-37,-5
-68,-80,-45,-87,-70,-80,-40,-72,-65,-86,-68,-47,-59,-66,-94,-87,-95,-56,-105,-79,-72,-48,14
