FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-13,-7,-13,-5,2,-9,29,-3,16,-20,-6,-12,8,-1,0,4,-17,13,-17,26,-1,23,-690
-12,-6,-12,-8,4,-8,26,-3,15,-19,-7,-13,8,-3,0,1,-14,12,-18,26,-2,23,-674
-14,-8,-12,-13,7,-8,26,-1,16,-20,-7,-13,9,-8,-4,-3,-12,10,-17,28,-2,22,-659
-17,-10,-10,-18,11,-7,29,3,19,-20,-5,-11,11,-13,-8,-7,-11,9,-15,30,0,24,-644
-19,-11,-8,-22,16,-4,34,10,24,-20,-2,-5,14,-15,-11,-9,-9,9,-10,32,3,26,-630
-20,-13,-7,-24,21,0,40,18,29,-19,3,2,16,-15,-13,-8,-7,11,-3,35,8,29,-618
-21,-13,-7,-24,24,3,44,24,33,-18,8,8,18,-11,-12,-4,-5,13,4,37,12,31,-610
-21,-14,-8,-23,24,4,45,26,34,-18,9,10,17,-6,-9,0,-3,14,8,37,14,32,-605
-21,-13,-9,-22,22,1,42,23,32,-18,6,8,14,-1,-6,4,-2,13,8,33,12,29,-607
-20,-12,-9,-21,18,-4,35,18,25,-20,-1,3,8,2,-3,5,-4,10,3,25,8,23,-618
-18,-9,-7,-19,14,-9,26,12,19,-22,-9,-4,2,3,-1,3,-8,6,-4,16,2,17,-636
-16,-8,-5,-17,10,-12,18,7,15,-23,-16,-8,-1,3,0,0,-12,4,-11,9,-1,14,-649
-16,-7,-3,-16,6,-13,13,5,13,-23,-19,-8,0,1,0,-4,-16,3,-15,6,-1,14,-647
-17,-9,-5,-15,3,-12,9,5,15,-22,-18,-4,3,-1,-1,-7,-19,3,-15,5,1,17,-627
-20,-11,-8,-16,0,-9,7,5,17,-20,-14,1,8,-3,-3,-9,-19,4,-11,6,5,22,-596
-21,-12,-13,-16,-2,-5,7,7,20,-17,-6,9,13,-3,-4,-7,-17,7,-5,9,10,26,-560
-18,-9,-15,-14,-2,1,10,9,24,-11,3,16,17,0,-3,-3,-11,12,3,15,15,31,-529
-12,-4,-15,-11,-1,6,13,11,27,-4,12,22,21,4,0,3,-4,18,11,22,19,34,-507
-6,1,-13,-8,0,10,16,13,29,2,18,25,22,7,3,8,3,22,16,30,22,37,-494
-4,2,-12,-6,0,13,19,14,30,4,20,27,23,7,4,11,7,25,19,38,24,38,-482
-5,0,-13,-7,1,14,20,15,31,4,19,28,23,5,4,10,9,26,20,43,25,39,-463
-9,-4,-13,-7,2,15,21,17,32,3,17,29,23,3,4,7,9,26,22,45,26,39,-435
-12,-7,-12,-5,4,18,22,21,34,3,18,32,24,2,4,5,10,26,26,44,28,40,-403
-13,-7,-8,1,8,24,24,27,37,5,21,37,26,2,5,4,12,27,32,41,31,42,-377
-9,-3,-3,9,12,32,25,35,40,9,27,45,30,4,7,6,15,29,39,38,35,44,-359
-2,5,3,18,15,38,26,41,41,13,33,51,34,6,9,9,18,31,43,35,38,46,-349
5,12,6,24,16,41,24,43,40,15,35,52,35,7,9,11,17,30,42,31,37,45,-339
8,15,4,23,13,36,19,39,34,11,30,47,33,4,5,8,11,26,34,25,31,39,-323
7,15,-2,16,7,24,12,29,25,3,18,35,27,-1,0,2,0,19,18,17,21,30,-296
4,12,-9,4,2,8,7,18,17,-6,4,19,20,-6,-6,-5,-10,10,0,10,8,20,-260
0,8,-14,-8,1,-6,5,9,10,-13,-10,3,14,-9,-8,-11,-17,3,-16,4,-4,11,-225
-4,5,-16,-17,4,-17,5,2,6,-16,-19,-11,10,-9,-7,-15,-19,-4,-28,-2,-15,4,-195
-8,4,-13,-22,9,-21,5,-2,3,-15,-24,-20,6,-5,-1,-15,-16,-8,-34,-8,-22,-2,-171
-8,5,-7,-22,15,-19,5,-2,2,-10,-22,-23,4,2,8,-12,-10,-10,-34,-12,-25,-6,-150
-7,7,0,-19,19,-13,4,-1,1,-5,-17,-22,3,9,17,-9,-4,-10,-30,-15,-25,-7,-125
-6,9,6,-17,18,-7,1,0,-2,-1,-11,-19,3,13,23,-7,-3,-8,-24,-16,-22,-8,-91
-5,8,7,-16,13,-4,-4,-3,-6,-2,-7,-16,2,12,22,-7,-6,-7,-19,-16,-19,-8,-45
-5,6,4,-17,4,-5,-8,-8,-11,-6,-7,-15,2,7,15,-9,-11,-5,-15,-15,-17,-8,7
-7,2,-3,-19,-6,-10,-12,-15,-16,-11,-10,-18,2,-1,5,-11,-17,-4,-14,-13,-15,-8,54
-11,-3,-12,-22,-16,-16,-15,-23,-21,-18,-16,-23,0,-8,-6,-13,-22,-3,-16,-12,-15,-10,91
-16,-8,-20,-24,-24,-23,-18,-30,-25,-23,-22,-28,-3,-13,-15,-13,-24,-4,-20,-12,-17,-13,110
-20,-13,-25,-25,-27,-26,-19,-34,-26,-26,-27,-31,-5,-15,-19,-12,-23,-5,-23,-12,-18,-16,106
-23,-15,-26,-23,-25,-25,-15,-31,-22,-25,-27,-29,-4,-13,-18,-9,-19,-4,-23,-10,-16,-16,72
-24,-15,-24,-20,-19,-19,-6,-24,-14,-22,-22,-22,1,-8,-13,-5,-13,-1,-19,-5,-11,-11,9
-22,-13,-20,-15,-9,-11,5,-15,-5,-16,-14,-12,8,-2,-7,0,-5,4,-12,0,-4,-4,-77
-17,-9,-15,-8,1,-2,16,-4,4,-7,-3,1,16,4,-1,5,4,10,-2,5,5,5,-176
-9,-2,-10,0,11,8,25,5,13,4,8,12,22,11,6,9,13,15,9,9,12,13,-275
0,6,-5,7,16,16,28,12,18,14,17,21,26,16,11,13,20,19,17,9,18,18,-357
8,15,-1,13,17,20,25,16,20,23,23,26,26,19,15,16,23,20,23,7,20,20,-412
15,21,2,17,15,21,18,17,19,27,25,26,25,19,16,17,23,18,24,3,19,19,-444
17,23,2,16,12,19,11,16,17,26,23,22,22,17,14,15,19,15,20,-1,16,17,-464
15,21,-1,12,9,13,6,15,15,22,16,15,20,12,11,13,14,12,12,-3,12,15,-480
9,15,-4,5,8,7,5,13,13,16,8,7,18,8,7,8,9,8,3,-2,8,14,-495
1,6,-6,-1,11,2,7,12,13,10,0,0,16,5,4,4,6,6,-5,1,5,13,-508
-8,-3,-7,-6,16,-1,13,13,13,5,-5,-6,14,1,0,1,3,5,-11,4,3,13,-512
-16,-12,-5,-9,22,-2,19,15,14,0,-10,-9,12,-3,-4,-2,-1,4,-14,5,1,11,-504
-21,-20,-2,-9,29,-2,25,18,16,-5,-13,-10,10,-9,-9,-4,-7,4,-16,5,-1,10,-492
-23,-23,4,-7,37,0,31,22,20,-10,-17,-10,9,-15,-14,-4,-14,4,-17,4,-1,9,-485
-20,-21,11,-3,45,3,38,27,25,-14,-21,-8,9,-19,-17,-4,-20,4,-17,3,-1,10,-482
-14,-14,17,1,52,4,45,31,29,-16,-25,-6,11,-21,-18,-4,-25,4,-18,3,0,11,-475
-6,-5,19,3,55,5,48,33,32,-16,-28,-5,13,-20,-17,-4,-27,4,-18,3,2,13,-446
0,4,17,1,52,2,46,31,30,-16,-31,-5,12,-18,-15,-6,-28,3,-19,4,2,13,-363
1,9,8,-7,41,-4,36,23,22,-19,-35,-6,8,-17,-13,-9,-28,1,-20,3,0,10,-182
-7,5,-7,-21,22,-14,18,10,8,-25,-40,-12,-1,-20,-16,-14,-31,-3,-24,-2,-6,2,134
-23,-6,-28,-40,-3,-28,-7,-8,-11,-36,-48,-21,-15,-27,-25,-22,-38,-11,-30,-12,-15,-11,605
-45,-24,-50,-60,-30,-44,-36,-27,-32,-50,-59,-33,-34,-39,-37,-31,-48,-22,-39,-26,-28,-29,1219
-67,-45,-67,-77,-56,-59,-62,-45,-52,-66,-72,-47,-54,-51,-51,-40,-60,-34,-50,-44,-42,-47,1894
-84,-62,-78,-89,-76,-70,-83,-58,-68,-78,-82,-58,-71,-61,-62,-47,-70,-44,-59,-62,-55,-64,2462
-91,-72,-79,-92,-86,-74,-93,-65,-77,-85,-88,-64,-83,-65,-67,-48,-76,-52,-64,-75,-63,-75,2730
