FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-47,-44,-71,-67,-32,-82,-4,-41,21,-59,-14,-42,-36,-35,-11,-11,-65,-79,-22,-27,-4,-2,18
-53,-58,-75,-83,-47,-105,-7,-66,6,-73,-29,-49,-54,-44,-28,-23,-80,-89,-47,-58,-21,-11,39
-57,-69,-74,-99,-58,-116,-11,-94,-7,-85,-46,-59,-67,-49,-42,-37,-89,-91,-72,-84,-30,-19,61
-58,-75,-69,-112,-61,-118,-14,-118,-18,-94,-58,-67,-74,-52,-52,-50,-93,-87,-93,-98,-30,-25,82
-55,-77,-61,-119,-55,-112,-16,-130,-28,-98,-63,-71,-73,-49,-57,-60,-90,-77,-105,-98,-25,-28,105
-49,-75,-51,-119,-46,-101,-16,-130,-42,-96,-63,-68,-64,-43,-56,-67,-83,-64,-108,-83,-20,-30,132
-45,-73,-44,-116,-42,-88,-17,-122,-58,-95,-65,-62,-52,-39,-56,-70,-77,-51,-107,-62,-25,-35,161
-46,-72,-41,-115,-49,-78,-25,-110,-76,-101,-72,-58,-46,-43,-60,-72,-73,-38,-107,-47,-43,-44,188
-48,-69,-38,-114,-61,-69,-34,-95,-88,-108,-81,-54,-42,-49,-64,-70,-70,-22,-103,-37,-64,-51,208
-44,-59,-32,-105,-66,-54,-39,-76,-88,-108,-86,-48,-36,-48,-62,-61,-62,-3,-92,-28,-76,-53,219
-33,-43,-24,-86,-61,-34,-41,-57,-73,-99,-87,-41,-29,-36,-53,-49,-49,17,-75,-19,-73,-52,218
-20,-29,-20,-62,-48,-16,-43,-41,-48,-86,-84,-32,-25,-19,-42,-35,-37,29,-55,-9,-63,-52,199
-9,-19,-19,-35,-31,1,-44,-26,-20,-70,-77,-21,-22,0,-31,-25,-26,33,-35,2,-52,-52,157
-2,-10,-17,-7,-15,18,-43,-12,7,-54,-66,-10,-17,17,-18,-16,-16,32,-13,16,-43,-51,99
1,-3,-14,16,-6,35,-38,-2,30,-40,-56,-1,-12,25,-6,-8,-7,30,7,28,-35,-46,39
0,4,-11,29,-3,46,-29,5,47,-29,-48,5,-9,22,3,2,0,30,23,33,-28,-36,-16
3,12,-5,36,4,54,-15,15,60,-14,-37,12,-4,16,13,17,6,32,38,33,-16,-18,-64
16,26,6,46,21,62,5,32,71,10,-20,24,8,15,29,37,15,37,55,33,7,8,-102
35,40,18,56,44,70,26,51,80,39,-4,40,21,20,47,57,21,38,72,32,35,35,-129
49,47,23,60,61,70,37,64,79,60,6,53,27,22,58,67,19,28,81,26,54,56,-140
52,45,19,57,68,60,35,70,66,69,11,59,25,20,60,65,8,10,79,16,59,68,-139
47,37,11,47,66,44,27,68,48,68,12,58,20,14,55,53,-4,-11,70,8,52,75,-129
37,30,3,31,59,24,20,57,34,59,11,54,13,8,46,35,-11,-25,57,0,40,78,-111
