FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
100,83,22,71,38,40,28,38,48,51,53,39,28,77,88,67,39,23,48,23,42,24,35
85,71,14,59,28,26,18,19,31,44,44,26,7,65,77,57,27,12,34,5,29,18,51
71,63,12,49,18,16,10,4,20,41,36,14,-10,52,68,43,16,2,21,-9,18,14,70
65,60,17,46,14,12,7,-1,16,43,33,10,-19,41,65,31,8,-8,14,-17,12,14,95
69,61,26,46,15,14,6,3,17,48,36,14,-19,37,66,23,3,-16,15,-19,11,18,129
78,63,34,47,16,20,9,11,20,50,42,23,-13,39,68,20,2,-22,19,-17,11,23,170
84,64,37,47,15,27,14,19,22,49,48,32,-5,44,68,20,3,-22,23,-12,12,28,210
85,63,36,46,15,35,22,25,22,44,51,37,5,49,66,20,5,-17,23,-6,13,31,241
81,63,32,43,14,41,31,30,23,39,51,38,16,50,63,17,8,-8,20,0,13,33,254
76,63,28,40,15,45,38,34,23,35,48,36,29,49,59,10,13,0,15,6,12,31,247
75,66,28,40,19,49,42,39,25,34,45,34,41,47,58,3,19,8,10,11,10,29,228
82,72,34,45,30,55,43,45,30,37,45,36,52,49,61,-1,28,15,9,17,10,27,206
93,79,44,51,41,61,39,50,36,40,48,41,59,54,67,-1,38,21,14,24,12,27,186
102,84,55,58,46,66,30,53,40,40,51,48,61,59,71,1,47,21,20,30,14,30,162
104,87,64,66,48,72,21,53,40,40,53,53,61,61,74,7,55,21,28,35,15,36,130
101,90,71,73,50,78,15,56,42,43,55,58,60,60,78,14,62,22,39,40,20,46,85
98,93,75,80,53,83,16,62,46,53,59,63,61,56,84,21,69,26,53,45,27,55,29
100,97,75,85,56,87,24,72,54,67,63,68,64,51,91,28,75,33,67,49,34,65,-27
108,100,74,90,59,91,37,83,64,81,67,71,68,49,97,36,79,38,79,51,40,72,-74
119,102,71,94,62,95,49,91,73,89,72,72,71,53,102,44,78,40,88,51,44,74,-106
126,102,66,96,64,99,56,93,81,91,78,71,71,59,106,52,74,35,91,50,47,73,-123
123,98,59,98,63,101,55,90,83,87,84,68,67,63,104,58,66,25,88,45,48,69,-129
108,91,52,100,62,99,50,83,79,80,89,65,60,63,100,62,59,11,81,36,51,65,-127
88,86,46,102,63,95,45,76,75,77,94,62,53,58,95,64,54,2,74,29,55,62,-117
70,81,42,101,67,87,42,70,73,79,95,63,48,49,90,61,52,1,69,24,59,59,-101
61,77,39,96,69,75,43,67,72,80,94,64,44,37,85,55,53,7,63,21,61,58,-82
59,73,39,85,65,63,44,66,73,77,88,65,45,26,79,45,52,15,56,20,60,58,-66
61,68,41,72,58,52,45,65,72,69,80,65,50,22,73,33,51,23,49,20,59,58,-59
65,62,46,58,48,44,43,62,70,58,69,64,55,22,66,21,47,27,42,18,57,55,-63
66,55,51,48,38,37,41,58,64,46,60,62,59,26,57,12,44,26,34,15,54,51,-72
65,49,56,43,29,32,40,54,57,39,53,60,63,31,49,8,42,24,26,15,53,49,-76
