FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-43,-47,-13,-37,-14,-18,4,-17,-10,-54,-21,0,8,-71,-49,-22,-35,-8,-22,-4,-14,-9,23
-64,-59,-29,-52,-30,-32,-14,-36,-35,-70,-37,-14,-9,-84,-63,-35,-45,-9,-38,-10,-30,-22,15
-79,-67,-42,-67,-40,-43,-23,-48,-50,-82,-51,-27,-19,-94,-73,-41,-52,-9,-51,-13,-43,-32,11
-83,-70,-48,-76,-43,-46,-20,-49,-52,-86,-59,-34,-20,-95,-75,-38,-55,-7,-59,-10,-48,-34,12
-79,-65,-47,-75,-38,-39,-10,-39,-41,-82,-61,-33,-13,-88,-70,-30,-52,-5,-59,-5,-45,-28,13
-73,-56,-41,-65,-29,-27,1,-23,-24,-69,-56,-25,-3,-74,-60,-20,-45,-1,-51,1,-35,-17,13
-65,-45,-32,-47,-19,-11,11,-5,-7,-53,-43,-13,7,-59,-47,-12,-36,5,-36,6,-22,-3,14
-52,-32,-22,-24,-11,8,19,11,9,-35,-25,1,14,-43,-34,-5,-24,13,-18,11,-5,9,14
-36,-20,-12,-2,-5,28,24,24,23,-17,-4,14,19,-30,-22,-1,-11,20,2,15,11,18,17
-21,-9,-3,16,1,44,26,34,36,1,14,26,23,-19,-10,2,1,26,20,19,26,26,23
-5,0,5,27,10,56,25,44,48,17,29,36,29,-11,0,5,12,29,36,24,38,33,37
10,8,12,33,19,63,25,51,57,29,37,45,36,-8,9,9,18,28,46,27,49,39,54
22,11,14,34,26,61,22,51,57,36,37,49,40,-10,12,11,18,22,51,25,53,40,66
25,7,10,29,28,48,14,41,45,35,29,47,35,-17,9,8,11,10,49,14,47,36,69
22,0,1,21,28,30,4,26,26,30,20,39,24,-25,2,2,2,-2,44,0,36,27,68
21,-4,-4,18,26,16,-1,13,8,27,16,32,14,-28,-1,-1,-3,-8,40,-9,25,19,70
22,-3,-3,21,24,12,0,7,-3,30,19,30,10,-24,1,-1,1,-8,39,-11,17,15,74
24,2,3,27,23,17,4,10,-6,38,26,32,12,-17,7,-1,9,-1,40,-7,14,16,70
27,10,12,35,22,26,8,17,-1,47,35,38,17,-10,13,-1,20,8,41,1,15,20,57
32,17,22,42,22,35,11,23,4,53,44,45,23,-4,18,1,30,17,41,12,19,25,41
36,20,31,45,22,39,11,25,7,53,49,49,29,-1,20,1,36,23,39,21,24,27,30
35,18,32,42,21,35,8,22,6,48,49,46,30,-1,16,0,36,26,33,26,26,23,26
29,14,30,36,19,27,5,18,5,40,44,40,27,-3,11,-2,35,23,27,26,25,16,32
20,12,27,33,16,22,4,18,8,35,37,35,24,-2,9,1,36,19,22,22,23,10,50
13,14,26,34,13,23,7,25,17,36,32,34,25,3,12,9,41,17,22,19,23,8,68
12,21,28,38,10,31,14,37,31,42,30,39,30,11,19,21,49,17,26,18,26,14,72
18,29,33,45,11,42,22,50,49,50,31,50,38,18,27,35,58,17,32,21,32,25,60
28,36,40,51,16,51,30,62,65,56,36,61,48,23,34,47,64,18,39,29,39,39,38
38,40,46,55,24,57,37,71,77,56,43,69,60,21,40,56,64,20,46,43,47,52,15
42,39,49,57,32,57,40,74,81,53,48,69,67,15,42,59,57,24,50,56,52,60,-4
39,33,46,53,37,50,36,67,77,45,45,58,64,3,39,55,43,27,48,60,53,59,-14
30,21,37,44,34,37,26,48,64,33,34,39,49,-11,31,47,23,26,39,54,47,49,-15
18,8,24,31,25,20,13,24,43,22,19,15,27,-23,19,36,3,21,25,39,38,35,-8
6,-2,11,19,13,5,3,2,23,14,4,-4,6,-29,9,27,-13,14,11,22,29,20,4
-1,-8,2,9,6,-4,-1,-14,9,13,-4,-15,-8,-29,2,21,-21,7,1,4,24,11,21
-4,-9,-1,6,3,-6,0,-20,2,16,-4,-17,-12,-25,0,18,-21,0,-2,-7,24,7,38
-4,-8,-2,9,4,-2,3,-18,1,22,2,-12,-9,-18,0,17,-17,-4,0,-11,27,8,44
-2,-8,-1,13,4,4,6,-15,4,29,11,-5,-1,-12,1,16,-11,-4,3,-11,30,13,43
3,-7,3,16,4,9,7,-13,10,34,18,1,5,-6,1,14,-4,0,6,-8,34,20,46
9,-6,8,17,4,12,9,-11,15,35,23,6,9,-4,1,12,1,7,6,-5,37,25,57
14,-4,13,16,6,13,11,-8,20,32,25,11,11,-3,0,8,6,13,4,-5,37,28,65
15,-1,18,14,9,15,14,-1,24,27,27,17,17,-4,-2,5,10,19,2,-6,36,28,66
18,4,23,14,17,22,20,8,29,24,29,26,26,-7,-2,5,16,23,3,-6,36,27,57
23,11,29,17,26,34,27,21,33,22,32,37,39,-9,0,7,22,26,8,-2,35,29,41
31,15,32,22,32,46,29,31,34,20,32,45,49,-11,3,10,24,28,13,6,32,33,19
38,14,29,26,29,55,24,35,30,16,27,47,52,-14,4,14,22,28,14,14,26,35,4
38,9,22,25,19,56,14,34,22,8,17,41,45,-20,2,17,17,27,12,19,15,34,8
30,3,14,19,3,47,4,28,10,-1,4,30,31,-26,-1,18,11,26,7,19,2,27,30
16,-4,4,11,-14,31,-7,20,-5,-9,-13,16,11,-31,-3,16,5,24,0,13,-13,15,52
-1,-9,-6,3,-27,13,-16,12,-20,-14,-31,0,-7,-32,-5,12,-1,22,-7,4,-26,-1,61
-15,-10,-13,-2,-33,-2,-20,7,-27,-15,-45,-14,-20,-31,-6,9,-5,21,-10,-3,-34,-13,59
-21,-8,-15,-3,-29,-14,-18,8,-25,-13,-55,-22,-23,-28,-4,9,-8,20,-10,-4,-34,-17,52
-21,-4,-13,0,-19,-20,-14,11,-17,-11,-59,-25,-20,-26,-2,10,-12,20,-6,1,-28,-12,47
-16,0,-8,7,-6,-21,-9,14,-6,-7,-57,-23,-13,-24,0,12,-16,19,-3,11,-16,0,46
-10,3,-1,15,7,-19,-3,16,5,-3,-48,-19,-7,-22,3,14,-18,19,1,22,-1,13,54
-5,4,6,20,16,-17,3,14,13,2,-37,-14,-4,-20,7,15,-16,16,3,29,13,24,69
-2,3,9,19,20,-18,8,11,16,6,-27,-10,-6,-19,9,13,-14,11,3,31,25,29,84
-1,0,9,14,22,-20,12,10,16,10,-20,-6,-8,-19,10,8,-12,5,2,27,33,27,94
2,-3,8,9,23,-19,17,14,18,13,-12,0,-7,-19,10,4,-9,1,3,22,38,26,101
9,-4,12,5,26,-12,24,23,23,16,-5,11,2,-19,10,2,-6,-1,6,16,40,26,110
16,-2,19,5,30,-2,31,33,30,19,3,24,15,-19,10,0,-4,-2,11,13,39,31,124
23,1,28,10,35,11,35,41,35,21,11,37,31,-15,10,-1,0,0,16,13,37,38,146
31,6,39,17,40,24,37,44,37,24,19,48,45,-6,10,-1,4,5,21,18,35,47,175
35,11,48,23,41,32,35,43,35,26,26,53,54,5,10,0,9,12,25,24,35,53,211
31,13,53,24,36,33,29,39,28,25,29,52,55,12,7,-1,12,16,25,31,33,54,249
21,14,52,21,25,30,22,34,18,21,29,47,52,14,2,-2,15,18,23,35,30,49,277
12,13,47,18,14,28,16,33,11,17,30,43,48,12,-1,-2,19,18,20,36,25,42,288
7,12,41,15,6,29,13,36,10,14,32,43,45,8,-2,0,22,17,18,33,22,36,281
5,12,35,13,2,31,14,41,15,11,35,45,42,3,-1,0,24,14,18,29,20,32,258
