FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-15,5,-36,20,19,0,12,52,49,18,-38,-12,26,-23,-6,18,-26,3,27,41,21,53,-413
-20,-3,-46,15,14,-9,16,38,36,17,-34,-15,8,-37,-15,8,-38,-6,16,28,15,62,-402
-23,-12,-49,8,12,-20,22,20,22,12,-27,-19,-12,-46,-22,-1,-52,-17,2,14,10,65,-395
-22,-20,-45,1,14,-30,30,4,12,5,-20,-24,-30,-47,-29,-9,-64,-27,-9,2,9,63,-390
-21,-28,-41,-10,18,-41,35,-11,7,-3,-20,-29,-43,-44,-36,-18,-73,-35,-17,-10,8,56,-382
-26,-37,-40,-26,15,-55,32,-26,2,-14,-26,-34,-52,-44,-47,-28,-76,-41,-20,-23,1,44,-365
-37,-47,-43,-46,5,-70,24,-39,-4,-26,-37,-39,-58,-46,-56,-41,-72,-45,-22,-36,-13,28,-345
-48,-53,-46,-63,-9,-81,14,-50,-12,-38,-46,-41,-58,-47,-62,-54,-62,-46,-25,-44,-26,16,-331
-53,-51,-44,-70,-19,-82,6,-58,-19,-48,-46,-39,-53,-44,-61,-65,-47,-42,-31,-46,-34,13,-322
-51,-43,-35,-65,-22,-73,3,-61,-23,-51,-36,-29,-41,-37,-55,-70,-29,-33,-36,-42,-35,15,-315
-40,-27,-16,-50,-15,-55,7,-54,-24,-47,-17,-13,-19,-23,-43,-66,-7,-19,-37,-30,-28,19,-309
-23,-7,7,-27,-1,-30,16,-34,-21,-35,8,6,12,-3,-27,-49,19,-2,-28,-11,-15,24,-302
-1,17,33,0,16,-3,25,-7,-13,-16,31,29,46,18,-7,-24,47,18,-8,14,1,30,-291
23,43,59,26,32,22,34,25,1,7,48,53,78,39,17,8,72,43,22,40,18,36,-273
44,66,78,46,45,42,42,58,21,30,57,74,105,56,41,40,91,68,53,66,35,40,-243
58,80,84,59,53,57,51,84,44,48,60,85,123,64,59,66,98,87,78,90,51,44,-206
61,80,77,64,54,65,57,97,63,55,56,85,126,62,65,81,91,96,93,104,64,45,-178
51,70,60,60,51,66,59,96,75,52,47,75,115,49,61,87,76,94,97,104,71,43,-168
33,54,40,50,46,64,58,86,80,43,38,61,93,30,51,89,59,85,97,93,72,37,-176
14,36,18,37,42,59,56,71,77,31,31,46,66,10,39,89,46,71,94,76,68,30,-195
-2,18,-1,23,38,51,50,53,68,19,22,33,37,-7,27,86,36,56,86,55,63,25,-222
-8,6,-12,13,35,44,44,35,59,13,13,26,14,-15,20,81,29,44,75,39,61,24,-253
-2,4,-15,14,36,43,46,24,57,17,9,27,5,-8,22,78,26,38,65,35,67,29,-278
13,9,-11,22,41,44,54,18,62,31,13,34,11,9,31,76,24,37,60,39,78,39,-291
26,13,-6,26,42,42,62,13,66,42,18,40,21,26,40,69,19,34,57,45,84,52,-296
29,13,-1,24,37,33,65,4,64,45,21,42,26,36,44,57,10,28,51,43,81,61,-300
24,9,4,14,28,19,66,-7,58,39,22,38,25,38,43,41,-1,20,41,34,70,63,-302
12,0,5,-1,16,3,62,-15,47,22,20,28,16,30,35,19,-12,10,24,20,52,54,-296
-2,-12,3,-21,2,-12,52,-21,31,-2,14,16,4,16,21,-7,-22,1,0,4,29,38,-282
-11,-22,3,-34,-7,-20,40,-20,16,-23,9,7,-2,5,7,-29,-26,-1,-23,-8,9,24,-262
-10,-22,10,-35,-6,-17,33,-11,9,-34,11,8,6,5,-2,-39,-24,8,-36,-10,0,19,-245
-1,-11,22,-24,3,-3,31,4,11,-31,20,21,26,14,-2,-37,-16,26,-35,-3,3,23,-232
10,6,36,-9,14,16,35,23,19,-20,32,40,50,27,2,-27,-3,48,-24,8,15,35,-220
19,22,45,4,20,34,38,39,28,-10,42,59,65,38,7,-13,11,66,-12,20,29,50,-208
24,30,46,12,16,46,34,50,35,-7,46,70,66,43,9,-1,21,72,0,29,43,55,-201
25,34,40,16,7,53,21,56,40,-8,43,71,57,43,9,5,30,67,12,37,53,49,-205
30,37,33,19,1,61,7,62,45,-7,38,68,49,45,13,10,39,59,26,47,60,39,-221
39,43,31,27,8,69,1,73,53,0,36,64,51,53,22,22,52,56,47,63,68,35,-240
47,51,33,40,24,76,2,85,62,14,37,61,62,63,33,40,63,59,71,79,76,37,-249
50,58,31,52,41,79,11,92,72,29,36,57,75,68,42,55,68,63,88,89,82,40,-246
51,63,27,58,55,77,24,95,82,41,34,53,81,67,48,63,70,68,95,92,88,44,-233
52,69,24,61,63,75,38,97,92,51,36,52,77,65,54,68,72,70,95,90,95,50,-217
58,76,23,66,70,73,50,101,103,60,45,53,68,64,62,71,73,68,95,88,106,56,-203
67,83,25,73,78,73,59,103,114,71,61,55,59,66,72,72,73,62,97,84,120,62,-194
78,90,30,81,91,72,68,102,121,82,79,58,56,70,83,72,72,57,101,80,129,71,-190
83,90,35,85,103,65,72,96,119,88,91,56,53,73,88,71,68,52,103,70,125,78,-188
