FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
0,6,-10,27,5,26,17,26,33,16,34,34,36,-10,2,-2,6,14,9,38,23,46,-207
0,5,-6,28,-1,20,15,19,27,15,30,30,31,-11,-1,-6,3,13,8,39,21,42,-179
0,3,1,31,-4,17,14,15,23,15,29,28,27,-9,-3,-9,2,14,10,39,21,37,-140
-1,1,4,32,-6,16,14,14,20,14,30,28,24,-8,-6,-11,3,15,14,37,22,33,-97
-4,-4,2,30,-7,14,13,14,18,12,30,27,22,-9,-10,-11,5,16,19,34,24,30,-58
-10,-10,-4,25,-8,10,11,14,17,7,27,27,20,-12,-15,-9,6,18,24,29,28,27,-33
-16,-17,-11,18,-9,5,10,14,16,1,22,25,19,-15,-20,-6,5,21,27,26,31,24,-24
-21,-23,-18,10,-11,0,8,13,15,-6,16,23,18,-19,-25,-2,1,24,29,25,34,22,-23
-24,-27,-24,2,-13,-5,7,11,14,-13,8,19,17,-23,-28,1,-6,27,28,24,36,20,-23
-26,-29,-28,-5,-13,-9,6,10,14,-19,0,16,17,-25,-30,2,-14,28,25,25,35,19,-12
-27,-29,-31,-10,-13,-12,5,9,12,-23,-6,11,16,-27,-31,2,-22,26,20,25,31,18,15
-27,-28,-33,-14,-12,-15,4,7,11,-27,-12,6,14,-28,-32,-1,-28,21,14,24,25,16,57
-27,-27,-34,-18,-10,-17,3,6,9,-29,-17,1,13,-29,-32,-3,-32,16,7,21,17,15,106
-25,-25,-32,-19,-8,-17,3,6,9,-29,-21,-2,13,-27,-29,-4,-33,11,1,21,12,15,149
-24,-24,-27,-19,-6,-16,4,7,10,-28,-23,-4,15,-24,-25,-4,-30,9,-4,22,9,18,175
-24,-24,-21,-18,-4,-15,4,7,11,-27,-25,-5,17,-21,-21,-3,-26,8,-6,25,9,20,173
-26,-25,-15,-18,-2,-13,3,8,10,-25,-27,-5,18,-18,-18,-2,-20,8,-8,29,10,22,138
-28,-26,-12,-18,-1,-11,2,8,9,-24,-28,-6,17,-17,-15,-2,-16,8,-10,31,11,23,73
-30,-26,-10,-18,1,-8,2,10,8,-23,-28,-6,16,-15,-13,-2,-12,7,-11,31,11,23,-10
-30,-24,-10,-19,3,-6,4,12,8,-21,-27,-6,16,-12,-12,-3,-8,6,-12,30,11,22,-100
-28,-21,-12,-20,5,-2,7,15,10,-19,-25,-4,16,-7,-10,-4,-6,5,-14,29,10,23,-178
-25,-18,-15,-20,7,1,12,19,14,-16,-22,-1,19,-1,-8,-5,-4,5,-13,28,11,24,-235
-20,-14,-16,-18,9,6,19,24,20,-12,-15,5,23,5,-5,-5,-1,8,-10,30,14,27,-268
-14,-9,-13,-12,11,13,25,29,27,-6,-5,14,28,11,-1,-3,3,11,-3,31,20,30,-282
-7,-3,-7,-1,12,21,28,34,32,2,7,24,32,15,3,2,10,14,7,30,25,32,-285
1,3,3,10,12,29,28,38,36,12,20,33,33,17,8,9,18,16,18,27,30,33,-291
7,8,11,20,11,35,25,40,38,20,31,39,32,17,11,17,24,16,28,23,32,32,-304
12,11,16,26,9,37,21,39,37,26,38,43,30,17,12,23,28,15,35,19,34,31,-322
15,11,16,28,6,35,16,37,35,28,40,44,29,16,12,26,29,14,39,17,35,30,-339
16,10,14,27,5,31,14,33,33,28,38,43,30,16,10,27,28,15,42,20,38,31,-352
15,9,11,25,5,26,14,30,33,27,35,42,33,16,9,26,26,19,44,26,44,35,-359
14,8,8,24,7,21,17,27,33,26,32,41,37,15,9,24,25,26,47,35,50,39,-356
11,7,6,23,9,15,20,23,33,25,28,37,40,14,8,23,25,31,48,43,54,43,-339
7,5,2,21,9,8,19,18,29,22,23,31,38,10,6,20,23,34,47,47,53,43,-305
1,2,-5,16,6,0,15,9,21,18,17,21,32,3,2,16,19,32,44,45,48,38,-243
-6,-3,-14,9,-1,-9,6,-2,10,11,9,9,22,-4,-4,11,15,26,37,39,37,28,-128
-11,-8,-23,1,-10,-17,-5,-12,-1,5,2,-3,10,-10,-10,4,10,17,28,28,24,17,68
-16,-13,-29,-8,-21,-22,-17,-20,-11,-3,-5,-14,-2,-14,-16,-3,4,5,18,16,10,5,375
-20,-19,-34,-16,-33,-25,-27,-26,-19,-10,-11,-23,-14,-16,-22,-11,-2,-7,6,2,-5,-7,808
-24,-24,-37,-23,-44,-26,-37,-29,-25,-16,-16,-29,-25,-18,-27,-20,-8,-19,-6,-14,-19,-18,1341
-27,-28,-40,-27,-51,-25,-43,-28,-27,-21,-19,-33,-33,-19,-29,-26,-12,-28,-17,-27,-30,-27,1882
-26,-28,-41,-27,-52,-20,-44,-23,-25,-21,-19,-33,-37,-17,-27,-29,-12,-33,-24,-37,-36,-31,2277
-22,-24,-38,-22,-44,-11,-38,-12,-17,-17,-15,-27,-34,-13,-21,-25,-7,-34,-26,-39,-36,-28,2374
-14,-16,-30,-12,-27,2,-24,5,-3,-7,-6,-17,-24,-6,-12,-17,3,-28,-22,-32,-30,-19,2091
-5,-7,-17,0,-5,17,-2,24,15,4,5,-3,-7,2,-2,-5,15,-19,-15,-16,-17,-2,1463
3,1,-3,9,19,31,24,43,34,13,15,10,12,9,5,5,26,-8,-7,4,-3,16,644
7,5,9,14,37,41,47,58,50,18,21,21,30,12,8,11,30,2,0,24,11,34,-149
7,5,15,13,47,45,63,64,60,17,22,28,42,12,7,11,28,9,3,39,22,47,-724
3,1,14,7,46,41,67,60,60,11,16,29,47,6,2,8,20,12,3,46,27,53,-992
-5,-6,7,-3,36,29,59,47,51,-1,3,24,44,-4,-6,2,7,12,0,45,26,50,-989
-14,-13,-3,-14,21,13,44,29,35,-14,-15,14,34,-16,-16,-5,-9,9,-5,37,21,41,-830
-23,-20,-13,-23,6,-5,27,10,17,-27,-33,3,22,-28,-26,-11,-22,6,-11,28,14,29,-637
-31,-26,-20,-30,-6,-20,14,-7,1,-37,-48,-7,11,-37,-35,-15,-31,3,-15,20,7,18,-480
-37,-31,-25,-34,-13,-31,6,-19,-10,-43,-57,-15,3,-41,-41,-16,-34,2,-18,15,2,10,-379
-39,-34,-28,-35,-15,-38,4,-24,-16,-46,-58,-19,-1,-40,-44,-15,-32,1,-17,13,0,7,-323
-40,-36,-29,-36,-12,-41,7,-25,-16,-46,-55,-21,-2,-35,-44,-13,-26,1,-15,13,0,6,-291
-39,-37,-31,-37,-8,-43,11,-23,-14,-46,-49,-21,-1,-30,-43,-9,-20,1,-11,13,1,6,-265
-37,-37,-32,-39,-4,-42,15,-20,-10,-46,-42,-19,-1,-26,-41,-5,-16,2,-7,12,2,5,-244
-35,-37,-32,-41,-1,-41,18,-16,-7,-48,-38,-15,-1,-25,-39,-1,-17,4,-2,11,5,4,-233
-34,-37,-31,-43,-1,-40,18,-12,-3,-50,-35,-11,-1,-26,-37,1,-20,6,2,10,7,3,-226
-35,-37,-30,-44,-2,-37,16,-9,0,-52,-34,-6,0,-30,-37,2,-25,8,7,9,11,4,-216
-36,-37,-27,-43,-5,-32,12,-4,3,-52,-31,-1,1,-33,-36,3,-28,9,13,9,14,6,-197
-37,-36,-24,-39,-7,-25,8,1,6,-49,-27,3,3,-34,-36,3,-28,9,18,10,16,8,-171
-38,-35,-19,-35,-7,-17,6,8,9,-45,-22,7,6,-35,-36,2,-26,7,20,10,16,11,-144
-36,-33,-14,-31,-4,-8,7,16,13,-39,-17,10,9,-33,-36,-1,-22,4,20,10,15,13,-115
-33,-30,-7,-26,3,2,13,26,19,-33,-12,13,13,-30,-35,-5,-17,0,18,10,13,16,-85
-29,-27,-2,-22,12,11,21,35,25,-28,-6,16,18,-27,-33,-11,-12,-3,13,10,11,18,-56
-27,-27,1,-20,19,18,28,41,29,-27,-2,18,21,-26,-33,-17,-10,-7,7,8,8,19,-28
-28,-30,0,-20,25,22,33,44,30,-27,1,19,22,-27,-34,-22,-10,-12,2,4,4,18,1
-31,-33,-2,-19,28,26,37,43,28,-28,6,20,22,-29,-37,-24,-11,-16,-3,-1,0,15,31
-34,-37,-4,-18,27,29,38,40,23,-28,12,21,20,-30,-39,-23,-11,-18,-6,-4,-3,13,60
-36,-40,-7,-17,24,29,36,35,17,-26,17,21,16,-30,-40,-19,-10,-18,-7,-5,-4,10,89
-37,-41,-8,-16,18,27,32,28,10,-24,19,19,12,-28,-40,-14,-9,-16,-7,-4,-4,7,116
-37,-41,-10,-17,10,21,25,18,2,-22,19,16,5,-26,-37,-11,-7,-13,-6,-3,-4,3,141
-37,-38,-11,-19,1,13,15,7,-7,-21,15,11,-2,-24,-34,-8,-4,-9,-5,-2,-3,-2,170
-36,-34,-13,-21,-7,3,6,-3,-14,-20,8,7,-9,-21,-28,-5,-1,-5,-4,-2,-2,-8,207
-32,-28,-15,-21,-12,-5,0,-10,-19,-18,3,3,-14,-18,-22,0,3,-1,-2,-1,0,-12,255
-26,-22,-16,-18,-15,-11,-3,-15,-21,-16,0,1,-16,-12,-16,6,7,3,2,-1,2,-14,311
-21,-17,-17,-14,-16,-16,-4,-17,-20,-15,-2,-1,-16,-7,-12,11,9,5,4,0,2,-14,370
-17,-16,-18,-11,-17,-19,-4,-19,-18,-15,-4,-4,-16,-3,-11,15,8,5,4,0,2,-15,426
-18,-20,-20,-12,-21,-23,-7,-20,-18,-20,-8,-9,-17,-4,-13,15,3,4,2,-1,-1,-16,475
-26,-28,-25,-18,-28,-29,-12,-24,-20,-28,-16,-17,-20,-9,-19,12,-7,0,-4,-3,-6,-19,518
-38,-39,-33,-29,-37,-38,-21,-30,-25,-41,-27,-25,-24,-20,-29,7,-21,-6,-11,-7,-12,-23,559
-51,-51,-42,-42,-47,-48,-31,-37,-30,-55,-40,-33,-28,-32,-40,2,-35,-10,-19,-11,-16,-27,603
-63,-60,-52,-54,-55,-58,-39,-45,-35,-67,-53,-40,-32,-42,-49,-3,-46,-13,-25,-14,-18,-30,647
-72,-68,-59,-64,-61,-67,-47,-53,-41,-77,-64,-46,-36,-50,-55,-7,-54,-16,-29,-18,-21,-33,684
-76,-72,-64,-70,-67,-74,-54,-61,-49,-82,-73,-52,-42,-53,-58,-11,-58,-19,-32,-24,-24,-39,713
-76,-73,-65,-71,-69,-78,-58,-68,-58,-83,-77,-59,-49,-52,-58,-15,-57,-23,-36,-31,-31,-46,735
-71,-70,-62,-69,-68,-77,-59,-72,-66,-80,-78,-64,-56,-49,-55,-19,-54,-28,-39,-38,-39,-53,750
-63,-65,-57,-65,-62,-73,-55,-70,-71,-74,-75,-68,-61,-43,-49,-22,-50,-33,-44,-44,-47,-59,758
-54,-58,-49,-58,-53,-64,-47,-64,-69,-68,-71,-69,-62,-38,-43,-25,-45,-38,-48,-47,-54,-61,758
-44,-50,-40,-51,-41,-53,-35,-52,-62,-61,-65,-67,-59,-32,-36,-26,-41,-40,-51,-48,-58,-59,750
-34,-41,-31,-41,-26,-39,-21,-37,-50,-54,-57,-61,-54,-26,-28,-26,-36,-40,-53,-46,-58,-54,730
-23,-31,-20,-29,-12,-23,-8,-21,-36,-44,-47,-53,-46,-19,-18,-23,-28,-39,-51,-44,-54,-45,695
-13,-20,-10,-17,-1,-7,3,-6,-23,-33,-34,-41,-39,-10,-8,-19,-19,-36,-47,-41,-48,-36,646
-5,-11,-2,-5,7,7,8,5,-13,-21,-20,-29,-32,-2,1,-15,-9,-34,-41,-38,-40,-29,587
2,-4,5,5,9,18,9,12,-8,-10,-5,-17,-28,4,6,-11,0,-33,-33,-35,-34,-23,520
5,0,8,12,6,25,7,13,-6,0,8,-7,-25,7,9,-9,5,-32,-25,-33,-28,-20,440
6,1,9,15,0,26,3,10,-5,6,17,1,-22,6,8,-9,8,-30,-17,-30,-23,-18,344
5,0,7,14,-7,22,0,5,-6,7,21,4,-20,3,5,-11,6,-29,-12,-27,-19,-17,231
4,-3,3,11,-12,13,-1,-2,-6,6,18,3,-16,-2,1,-13,1,-27,-10,-23,-15,-14,107
4,-4,1,7,-15,1,-2,-10,-7,1,11,-1,-13,-7,-2,-15,-5,-25,-11,-19,-11,-11,-20
5,-5,-1,3,-15,-11,-3,-18,-8,-4,2,-8,-9,-11,-5,-17,-11,-22,-14,-15,-8,-8,-140
5,-5,-3,1,-14,-21,-6,-25,-11,-8,-8,-16,-7,-14,-6,-17,-16,-19,-17,-11,-7,-5,-246
5,-5,-6,-1,-13,-28,-10,-31,-17,-12,-14,-22,-8,-17,-8,-17,-20,-16,-19,-8,-7,-5,-333
3,-7,-9,0,-11,-30,-12,-34,-23,-14,-17,-26,-10,-21,-10,-15,-23,-12,-18,-4,-7,-6,-403
1,-9,-11,2,-8,-27,-11,-33,-26,-14,-15,-26,-11,-24,-12,-13,-25,-7,-13,0,-5,-7,-456
-1,-11,-11,5,-2,-20,-5,-27,-24,-14,-11,-21,-10,-27,-14,-9,-27,0,-5,6,0,-5,-501
-4,-13,-9,7,5,-12,4,-16,-17,-14,-6,-12,-5,-29,-16,-3,-29,8,6,13,9,0,-540
-6,-16,-4,7,11,-3,14,-3,-7,-17,-3,-3,0,-29,-17,3,-32,16,16,20,20,6,-575
-8,-18,2,4,16,3,22,7,2,-21,-4,6,6,-28,-18,9,-35,23,24,24,28,12,-606
-11,-21,6,-2,18,5,27,15,10,-27,-7,11,9,-27,-20,12,-39,26,29,25,33,16,-636
-15,-24,8,-9,17,3,29,18,15,-35,-13,13,11,-28,-23,12,-43,25,30,22,33,16,-663
-20,-28,7,-17,13,-1,28,18,16,-42,-20,11,10,-31,-26,8,-47,20,27,17,29,14,-683
-23,-30,5,-22,10,-4,27,17,16,-46,-24,7,9,-33,-29,1,-49,13,22,11,22,12,-696
-23,-28,6,-22,9,-4,26,16,16,-45,-23,3,9,-34,-29,-5,-46,6,16,6,16,10,-702
-20,-24,7,-19,12,-1,27,17,19,-39,-19,1,11,-33,-26,-10,-39,1,11,4,10,9,-698
-14,-17,9,-13,17,5,27,20,23,-28,-11,0,14,-27,-20,-13,-28,-4,7,2,6,9,-683
-6,-7,11,-5,22,12,28,23,26,-16,-2,0,15,-20,-11,-14,-16,-8,3,1,2,8,-658
4,3,13,3,26,19,29,25,27,-3,7,2,15,-12,-1,-14,-4,-12,0,-3,-3,5,-627
14,13,13,10,28,25,28,25,24,8,15,3,12,-5,8,-13,7,-18,-4,-9,-8,1,-596
21,21,15,16,28,30,25,23,18,18,23,5,8,1,15,-12,15,-22,-7,-14,-13,-3,-569
26,28,19,22,26,35,22,21,11,27,32,9,3,7,22,-10,22,-23,-7,-17,-16,-7,-551
29,33,23,29,25,40,20,19,6,35,40,14,1,12,28,-6,29,-22,-3,-17,-14,-7,-543
30,36,27,34,25,44,19,18,3,41,47,21,0,16,32,-2,33,-17,4,-13,-10,-5,-539
28,36,26,36,23,45,17,16,2,43,51,25,0,19,34,4,35,-11,11,-7,-4,-3,-533
25,33,22,35,19,41,14,13,0,41,51,27,-1,20,33,8,34,-6,17,-3,1,-3,-523
21,29,16,31,14,34,9,8,-4,35,46,24,-4,19,29,9,30,-3,19,-3,3,-5,-505
17,23,7,24,7,23,3,1,-8,27,38,18,-8,16,24,8,24,-1,17,-5,3,-8,-483
12,17,-1,16,1,11,-2,-6,-11,20,29,10,-11,13,17,6,18,-1,14,-7,2,-11,-460
8,12,-6,9,-4,1,-5,-11,-12,14,20,2,-11,10,10,4,13,0,11,-6,2,-12,-442
5,8,-9,3,-7,-7,-4,-13,-10,9,13,-2,-7,7,3,3,8,2,10,-2,5,-9,-429
2,4,-8,-1,-7,-11,0,-12,-5,6,7,-3,1,1,-2,5,5,6,11,6,10,-2,-418
-2,0,-5,-3,-5,-12,6,-7,2,2,4,0,10,-7,-7,6,1,11,14,16,17,7,-403
-7,-5,-3,-5,-1,-10,13,-1,9,-2,0,3,19,-16,-11,5,-4,14,15,22,23,16,-381
-13,-10,-1,-6,2,-7,19,6,14,-8,-4,7,24,-27,-16,2,-11,14,15,23,26,21,-355
-21,-17,-2,-7,5,-5,21,10,16,-15,-9,9,26,-36,-21,-3,-19,12,14,19,26,22,-330
-29,-25,-6,-10,5,-3,19,10,13,-21,-14,10,22,-42,-27,-8,-25,8,13,12,22,19,-312
-36,-31,-12,-13,3,-2,12,8,7,-27,-17,10,16,-43,-31,-10,-29,5,13,4,18,13,-304
-39,-35,-17,-17,-3,-1,2,2,-1,-30,-16,11,8,-42,-33,-9,-29,4,16,-2,15,5,-305
-39,-34,-20,-19,-9,2,-7,-3,-9,-29,-11,14,1,-37,-33,-7,-24,5,22,-5,14,0,-309
-34,-30,-22,-19,-13,5,-13,-6,-15,-25,-5,17,-3,-32,-30,-4,-17,8,29,-4,16,-3,-307
-27,-24,-24,-17,-16,9,-16,-8,-19,-18,3,20,-6,-25,-26,0,-9,11,36,-4,19,-5,-301
-19,-16,-26,-12,-18,12,-16,-9,-23,-9,10,21,-10,-18,-21,2,-1,11,40,-7,19,-9,-292
-11,-7,-27,-4,-19,15,-16,-10,-28,1,16,19,-16,-9,-15,5,9,7,40,-12,15,-16,-282
-2,3,-24,7,-19,19,-15,-12,-33,13,23,16,-23,2,-6,10,20,1,38,-21,9,-25,-268
7,13,-17,20,-18,24,-14,-12,-37,26,30,14,-29,13,6,14,31,-5,35,-30,0,-33,-247
15,22,-6,33,-16,29,-11,-12,-39,39,38,11,-32,23,18,18,43,-11,31,-37,-8,-38,-217
20,28,3,42,-12,32,-7,-10,-38,48,44,9,-33,30,28,18,52,-15,26,-42,-15,-41,-176
22,30,8,45,-8,31,-3,-9,-34,51,45,6,-31,33,32,14,54,-19,19,-43,-21,-42,-129
21,29,6,41,-6,24,-1,-9,-31,47,40,0,-29,29,30,6,48,-22,9,-43,-27,-40,-84
18,23,1,32,-5,15,0,-10,-28,35,30,-7,-27,21,22,-4,35,-26,-3,-42,-32,-39,-49
