FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
95,121,-23,5,14,-37,-11,-58,-27,23,-22,-12,-95,108,78,21,24,-29,-29,-38,7,-5,-275
67,92,-11,15,19,-29,-14,-52,-35,43,-3,-12,-91,85,76,13,61,-28,-23,-44,-8,-11,-86
64,86,-6,8,17,-23,-17,-51,-47,54,8,-16,-81,83,92,0,80,-29,-21,-45,-26,-28,7
88,105,-7,-18,6,-25,-24,-56,-60,47,6,-23,-71,101,111,-17,77,-31,-28,-47,-46,-53,23
123,137,-11,-51,-13,-31,-32,-65,-72,25,-5,-29,-63,135,127,-34,58,-32,-42,-50,-65,-75,0
154,171,-12,-75,-31,-36,-39,-69,-80,-4,-18,-31,-55,177,145,-45,35,-33,-53,-51,-78,-86,-24
178,203,-8,-81,-42,-33,-41,-63,-83,-27,-25,-26,-45,227,180,-48,15,-30,-56,-43,-79,-82,-28
193,232,0,-73,-42,-22,-38,-49,-77,-40,-25,-16,-30,271,226,-47,2,-25,-49,-28,-71,-69,-11
194,246,8,-55,-33,-6,-36,-30,-66,-38,-19,-4,-13,284,257,-42,4,-21,-30,-10,-60,-51,16
181,239,17,-31,-21,12,-36,-12,-56,-24,-9,8,4,254,259,-30,24,-17,-5,9,-49,-33,45
156,214,27,-3,-9,31,-39,1,-47,-2,4,20,19,197,235,-12,57,-12,21,24,-39,-18,69
121,181,36,27,-2,44,-43,7,-40,19,14,27,29,136,184,6,94,-7,38,31,-33,-9,85
73,143,41,59,-1,50,-45,8,-34,32,18,26,28,81,115,21,133,-6,47,30,-31,-3,97
22,109,46,94,-1,52,-40,10,-27,42,20,19,21,48,66,34,168,-9,53,29,-26,3,110
-12,92,51,126,4,56,-22,19,-14,52,23,15,15,47,63,47,191,-9,62,32,-13,8,127
-19,102,57,149,16,64,4,32,6,64,27,17,15,76,99,61,200,-5,73,40,9,13,151
1,128,59,158,31,74,29,43,23,78,31,21,18,113,142,75,203,1,86,47,32,18,179
31,155,59,155,43,82,45,52,32,92,39,26,19,142,172,89,204,5,96,49,51,22,207
55,168,56,144,45,87,48,54,30,105,50,31,16,157,182,98,201,2,100,42,63,24,227
62,163,49,125,39,84,38,46,20,109,60,32,8,157,174,94,190,-10,90,24,65,19,237
53,144,36,101,28,71,20,28,4,104,63,30,-6,144,153,75,172,-30,68,0,56,10,246
36,119,21,78,19,53,3,11,-8,94,62,28,-18,121,129,50,150,-52,45,-25,43,0,261
25,96,11,62,15,39,-5,1,-10,86,61,32,-19,98,112,31,130,-67,29,-43,34,-4,280
20,82,9,57,14,33,-1,-4,-4,81,63,40,-7,83,104,23,115,-70,22,-51,31,0,298
19,75,9,56,13,33,7,-9,2,80,68,47,9,76,96,21,109,-63,16,-54,30,9,312
12,69,8,53,4,33,12,-15,3,77,71,49,20,70,84,19,107,-52,7,-54,24,18,325
1,59,8,47,-14,30,10,-22,-2,70,74,45,22,64,69,14,106,-43,-7,-54,16,20,335
-12,46,10,40,-34,27,5,-26,-8,60,77,42,21,60,56,5,102,-35,-23,-51,8,18,340
-22,33,14,35,-49,28,-2,-24,-12,49,78,43,22,57,45,-6,98,-25,-35,-46,3,12,344
-25,24,16,36,-52,34,-9,-17,-13,37,71,47,28,54,35,-13,94,-12,-40,-39,-2,6,355
-23,20,15,41,-49,42,-16,-9,-13,24,57,51,36,47,25,-12,88,1,-40,-33,-7,2,375
-20,20,11,48,-43,51,-23,-6,-14,12,41,53,42,37,17,-5,80,14,-35,-27,-14,0,401
