FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
52,63,61,61,-18,72,-56,15,-55,28,-17,6,31,60,42,-2,78,68,18,54,-9,-41,-233
58,81,56,83,-9,77,-64,35,-27,32,-34,4,26,75,53,20,76,72,36,61,-4,-47,-206
51,86,40,89,-12,66,-77,45,-9,28,-57,-1,14,77,51,33,65,59,40,55,-4,-48,-186
34,77,16,80,-20,45,-87,47,1,19,-79,-12,-4,64,41,36,47,38,33,42,-5,-44,-171
16,60,-8,63,-24,20,-91,44,5,6,-92,-22,-23,42,28,33,28,14,24,27,-4,-37,-155
2,42,-29,46,-14,1,-85,39,9,-3,-89,-28,-38,19,18,24,15,-2,21,13,3,-30,-134
-3,30,-41,36,11,-7,-70,38,16,-4,-67,-25,-44,4,16,13,10,-6,26,1,17,-25,-111
0,26,-42,34,44,-2,-45,42,29,8,-29,-12,-38,0,25,11,12,2,37,-8,35,-19,-93
10,29,-31,41,75,16,-13,50,50,33,15,8,-22,7,44,25,20,17,51,-12,55,-11,-83
27,35,-15,52,92,44,23,56,70,65,52,29,-1,21,64,51,29,29,63,-12,71,0,-78
43,38,-2,61,92,69,53,56,83,94,71,41,14,33,78,77,33,29,67,-14,80,12,-72
51,34,0,61,75,77,69,45,84,113,71,39,15,38,80,90,30,11,61,-21,81,24,-58
49,21,-4,47,48,61,67,27,74,117,56,23,0,35,69,86,21,-19,48,-31,74,34,-36
37,4,-12,22,22,26,54,7,54,108,39,2,-22,25,46,63,13,-48,32,-44,65,38,-11
17,-17,-18,-11,4,-18,34,-7,26,90,30,-18,-43,10,18,26,7,-66,15,-58,55,34,15
-5,-37,-21,-43,-7,-56,15,-14,-4,66,31,-32,-56,-5,-8,-15,6,-70,-3,-68,44,22,40
-22,-52,-16,-66,-13,-79,2,-12,-31,42,43,-39,-55,-15,-26,-46,9,-60,-18,-69,31,7,63
-29,-59,-7,-76,-13,-83,-1,-8,-52,23,58,-38,-42,-17,-34,-64,15,-43,-31,-59,13,-8,84
-31,-59,1,-75,-14,-77,-2,-11,-65,7,65,-28,-26,-15,-34,-74,21,-26,-43,-48,-11,-24,104
-31,-53,6,-67,-20,-69,-10,-20,-71,-7,57,-15,-12,-12,-32,-81,25,-16,-53,-38,-38,-38,123
-33,-43,8,-56,-29,-59,-24,-28,-69,-21,36,0,0,-12,-31,-87,28,-11,-58,-24,-64,-46,142
-37,-34,7,-45,-39,-45,-39,-32,-61,-33,10,15,10,-16,-34,-90,30,-6,-60,-6,-81,-48,163
-40,-28,5,-33,-47,-23,-48,-24,-48,-42,-11,28,19,-23,-40,-90,31,1,-56,12,-83,-47,190
-37,-21,8,-16,-49,13,-49,2,-30,-44,-21,36,30,-25,-42,-78,32,11,-44,29,-66,-41,225
-23,-7,22,11,-42,60,-35,44,-1,-36,-15,40,45,-17,-33,-50,35,23,-19,49,-30,-29,266
0,14,45,45,-27,111,-8,92,34,-17,4,40,66,3,-12,-8,42,37,18,74,17,-11,309
23,43,73,82,-4,153,21,136,71,9,27,42,87,31,18,40,53,52,61,97,62,10,350
42,71,95,113,21,178,45,166,102,37,46,45,100,57,49,82,62,63,100,114,94,31,387
49,87,101,128,40,178,60,175,120,55,58,44,100,69,70,108,61,62,124,120,109,49,416
43,84,84,123,50,156,68,158,123,60,60,36,87,63,74,111,47,50,127,117,106,61,441
25,62,50,100,53,121,69,124,114,55,54,27,66,42,61,96,21,30,112,102,93,67,461
1,27,8,64,52,79,65,81,100,44,42,19,38,10,37,69,-12,7,86,78,77,66,479
-21,-11,-29,25,52,35,58,37,83,33,25,14,11,-22,9,41,-45,-16,60,49,65,60,498
-35,-41,-53,-9,54,-3,49,1,62,25,6,12,-9,-46,-16,18,-69,-36,42,20,57,49,525
-40,-62,-61,-34,55,-33,35,-27,34,19,-10,15,-21,-60,-34,2,-81,-53,31,-11,48,36,560
