FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
30,3,30,-4,18,-1,-3,6,0,8,9,17,12,-46,4,-2,12,-9,18,-6,-6,13,285
38,1,25,-2,10,0,-8,2,-10,7,12,16,12,-47,3,-1,14,-2,15,-3,-8,7,291
33,-2,17,-4,-1,-1,-10,-4,-18,1,11,12,11,-48,1,-3,12,5,6,0,-10,3,294
19,-5,9,-10,-12,-3,-9,-8,-20,-8,9,9,10,-47,-1,-7,7,11,-5,0,-14,2,294
3,-5,5,-14,-17,-3,-6,-7,-13,-14,10,8,10,-42,-1,-11,5,14,-14,-2,-16,4,289
-4,-1,4,-15,-13,1,-1,1,-1,-15,12,11,11,-34,1,-12,6,15,-17,-4,-16,5,283
-3,7,6,-11,-4,9,4,12,14,-10,15,16,13,-24,6,-11,11,14,-13,-5,-13,4,266
2,16,8,-3,7,20,8,21,29,0,15,21,13,-14,11,-5,18,14,-5,-3,-7,1,229
9,24,12,5,16,31,10,27,42,9,16,24,11,-6,18,4,27,17,4,2,3,-1,172
12,29,14,13,19,40,13,29,53,16,17,25,10,-3,25,15,34,23,11,10,15,0,103
9,31,16,19,17,45,18,27,59,19,17,25,11,-3,30,24,38,30,15,18,26,6,30
3,31,16,20,12,47,26,25,60,19,18,28,16,-6,33,30,39,35,16,23,34,17,-39
0,29,17,20,10,44,37,24,56,20,20,31,25,-9,34,33,37,36,18,27,40,32,-99
0,25,18,18,9,38,48,23,50,21,24,33,35,-13,33,32,32,35,18,31,42,46,-151
-1,18,13,14,6,28,52,18,40,21,25,30,42,-19,28,27,24,29,15,30,40,53,-201
-9,8,1,6,1,17,44,11,28,17,23,24,43,-28,20,17,13,19,10,25,32,53,-253
-20,-6,-15,-2,-7,7,26,2,17,10,19,14,36,-40,9,4,2,6,5,16,21,47,-301
-30,-18,-30,-10,-13,-1,2,-6,10,0,13,4,25,-52,-2,-9,-8,-6,1,4,11,38,-343
-37,-26,-40,-14,-16,-5,-18,-8,6,-8,6,-1,14,-59,-11,-18,-15,-15,-1,-8,5,30,-374
-40,-29,-42,-16,-13,-6,-28,-6,4,-12,-1,-1,7,-61,-19,-24,-20,-18,2,-17,2,25,-397
-37,-29,-38,-17,-9,-7,-28,-2,3,-13,-6,4,3,-58,-26,-27,-22,-16,8,-22,2,24,-414
-30,-29,-33,-20,-7,-9,-23,2,0,-12,-6,10,3,-54,-33,-30,-25,-11,14,-21,3,25,-428
-23,-31,-29,-25,-7,-10,-20,3,-3,-13,-3,15,5,-52,-39,-32,-28,-8,17,-18,1,26,-441
-22,-34,-30,-31,-11,-10,-21,1,-6,-16,1,18,8,-56,-45,-35,-32,-10,14,-17,-4,25,-452
-28,-39,-34,-38,-16,-10,-27,-4,-12,-23,3,17,9,-65,-50,-38,-35,-18,6,-20,-12,21,-457
-39,-43,-37,-42,-21,-9,-33,-10,-18,-29,3,14,10,-74,-51,-40,-37,-27,-6,-26,-19,18,-459
-52,-44,-35,-41,-25,-7,-33,-13,-23,-32,0,9,11,-77,-49,-40,-35,-33,-18,-29,-24,17,-462
