FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
8,26,46,5,-42,13,-34,-23,-47,4,8,-2,23,4,32,0,24,106,-33,74,-62,-13,340
2,9,35,11,-52,21,-44,-21,-39,0,0,-30,20,8,15,15,23,122,-39,73,-58,-24,333
7,-1,26,23,-51,33,-45,-11,-24,7,0,-48,20,13,8,33,35,133,-28,73,-42,-42,321
23,4,19,38,-40,49,-40,7,-2,21,5,-52,22,21,17,51,57,135,-1,76,-18,-55,307
40,16,10,51,-25,62,-37,20,14,31,8,-48,21,23,33,66,80,126,27,79,3,-58,299
45,21,-4,58,-13,67,-40,23,18,31,5,-44,11,17,41,75,90,110,51,77,12,-54,306
36,13,-21,57,-2,64,-46,18,14,22,-3,-39,-10,3,37,74,83,92,68,68,10,-48,327
20,-2,-36,48,5,55,-51,8,10,8,-12,-28,-40,-12,29,59,58,77,73,48,2,-42,344
6,-12,-45,32,10,43,-50,-2,9,-3,-17,-12,-69,-22,26,37,26,65,67,25,-1,-34,343
1,-10,-43,17,16,28,-46,-10,13,-6,-16,7,-82,-25,33,19,-3,54,58,8,7,-23,326
4,7,-31,6,23,13,-42,-14,17,3,-9,25,-75,-20,53,14,-23,42,50,0,26,-8,305
12,35,-10,1,28,1,-38,-15,16,19,3,35,-55,-9,78,26,-30,35,43,1,45,9,284
20,60,14,0,28,-8,-34,-15,3,33,17,35,-36,-1,96,45,-27,33,36,4,54,21,262
22,66,33,-1,20,-18,-30,-17,-19,37,27,25,-25,-3,95,56,-20,33,29,4,51,24,244
17,47,40,-4,9,-26,-26,-19,-40,28,31,13,-26,-16,71,47,-15,31,17,-1,37,17,235
9,13,32,-8,-7,-29,-23,-20,-55,7,30,3,-35,-36,32,19,-16,27,-4,-9,18,5,230
4,-23,11,-13,-32,-25,-21,-22,-62,-18,24,-2,-43,-55,-9,-19,-23,22,-33,-17,-1,-7,225
1,-46,-14,-13,-61,-18,-17,-24,-59,-39,15,1,-42,-65,-38,-52,-29,19,-61,-17,-13,-12,222
1,-45,-31,-5,-83,-5,-7,-17,-43,-46,8,13,-25,-58,-44,-59,-31,27,-79,1,-15,-8,221
14,-19,-30,12,-84,19,14,7,-16,-34,11,34,7,-32,-21,-35,-25,55,-77,38,-9,4,220
44,29,-9,36,-60,55,45,46,19,-4,26,62,49,9,25,10,-7,102,-54,83,5,20,216
84,86,28,61,-12,93,77,91,55,32,47,91,90,50,80,56,27,152,-17,120,20,37,212
112,128,66,74,44,122,95,129,87,56,62,109,118,75,118,81,66,187,17,141,30,50,211
114,139,92,72,87,135,93,153,104,59,64,108,126,74,124,79,95,197,38,144,31,53,211
94,127,100,60,108,132,74,159,105,44,55,95,116,58,107,58,109,185,46,132,26,48,211
70,111,101,50,109,122,47,154,94,25,43,81,95,42,92,36,112,165,48,115,22,40,209
51,99,100,44,98,111,22,148,80,7,32,72,72,31,88,23,106,144,51,101,24,37,209
34,85,96,41,78,100,3,142,63,-8,23,63,50,21,88,22,87,124,53,94,34,36,210
16,62,84,36,55,91,-11,130,44,-21,13,49,26,9,79,27,58,107,50,86,45,34,213
-10,27,61,28,31,84,-23,108,21,-36,-3,25,-3,-8,54,30,25,90,39,69,49,24,218
-46,-21,29,13,7,73,-34,77,-2,-55,-23,-6,-37,-34,13,24,-8,69,20,44,44,8,225
-77,-65,-6,-4,-9,59,-39,42,-18,-68,-41,-36,-64,-57,-31,12,-36,45,2,20,34,-8,229
-83,-84,-29,-15,-4,48,-30,13,-19,-61,-44,-50,-73,-63,-57,7,-50,27,-6,8,27,-14,225
-55,-71,-35,-20,22,38,-7,-5,-5,-33,-31,-42,-62,-52,-53,12,-46,17,2,8,26,-4,212
-8,-33,-27,-22,55,29,24,-11,14,6,-7,-16,-39,-34,-24,24,-26,13,23,15,32,19,191
40,12,-10,-20,80,26,57,-7,30,44,19,16,-14,-15,15,39,3,16,48,24,44,48,161
70,47,5,-16,87,30,81,4,39,72,39,47,8,1,49,51,26,27,70,32,55,73,126
71,54,7,-16,73,36,87,13,32,76,42,68,19,7,63,47,31,38,77,38,53,81,93
48,35,-2,-23,40,39,75,15,13,55,31,72,19,1,54,27,17,44,62,40,37,70,71
18,3,-12,-30,2,38,59,12,-7,24,16,64,16,-11,27,1,-7,51,30,42,13,48,68
-7,-31,-13,-33,-26,33,44,7,-22,-5,4,49,15,-20,-7,-19,-28,58,-9,48,-14,25,82
-25,-56,-7,-32,-40,22,32,3,-31,-23,-2,30,15,-26,-40,-29,-34,64,-44,52,-44,3,104
-30,-63,5,-23,-39,12,22,2,-35,-27,-1,14,16,-24,-56,-26,-18,69,-65,52,-69,-12,123
-23,-45,20,-1,-28,12,15,9,-29,-15,8,7,18,-12,-46,-12,14,76,-67,48,-79,-16,131
-13,-9,33,23,-11,20,8,18,-17,6,19,10,24,8,-16,3,46,82,-55,46,-75,-11,124
-6,32,38,42,3,28,-1,24,-2,27,25,20,34,27,22,10,68,83,-36,50,-59,-3,104
2,71,38,54,10,36,-7,29,15,45,30,33,51,39,58,9,80,84,-14,64,-34,8,81
15,105,42,68,15,50,-3,36,36,59,41,46,70,43,87,6,88,92,12,87,-2,25,66
33,128,53,86,21,68,10,48,59,69,58,58,86,43,103,8,97,104,43,113,29,43,63
51,132,65,102,30,88,24,61,78,75,75,63,91,40,104,14,105,113,73,130,49,55,75
61,116,69,112,40,100,34,70,90,70,84,57,79,35,92,23,107,109,96,127,54,56,98
61,87,62,112,47,100,38,69,94,60,80,42,54,29,76,34,96,88,105,107,46,50,125
54,58,46,103,51,84,36,55,91,50,64,23,26,26,62,48,74,52,97,78,34,40,149
42,34,22,85,47,54,29,31,83,42,40,0,4,21,54,61,42,8,74,47,21,28,163
34,20,-8,63,37,19,16,4,68,38,14,-21,-13,15,51,66,8,-29,45,21,11,16,162
41,21,-33,45,31,-4,-1,-16,51,40,-1,-33,-24,11,56,66,-12,-45,24,7,5,7,148
58,31,-46,37,30,-11,-15,-25,32,48,-1,-33,-30,9,67,63,-14,-39,15,0,3,4,125
68,34,-51,28,29,-10,-25,-27,11,51,4,-25,-39,3,71,53,-11,-19,15,-10,-3,3,104
