FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-40,-67,-62,-46,-20,-38,21,-15,9,-18,-68,-39,-37,-55,-62,-25,-74,-45,-39,-90,-14,41,292
-35,-64,-53,-43,-18,-34,23,-14,6,-11,-52,-23,-23,-51,-57,-25,-59,-41,-33,-94,-10,48,295
-25,-55,-35,-38,-9,-25,28,-10,12,3,-33,-5,-2,-40,-45,-17,-38,-26,-21,-81,1,59,296
-14,-43,-13,-31,1,-13,34,-5,20,19,-14,10,19,-25,-30,-5,-17,-5,-10,-53,15,70,305
-5,-31,3,-24,8,-1,38,0,24,32,-2,19,31,-11,-19,1,-2,15,-5,-24,25,77,324
-4,-25,7,-20,6,7,36,0,18,35,-1,22,32,-7,-17,-3,3,23,-11,-8,23,75,347
-8,-25,2,-17,-5,11,28,-6,6,26,-9,20,28,-12,-24,-17,-1,20,-25,-7,9,64,373
-10,-22,-2,-12,-16,16,24,-8,-3,16,-19,19,28,-18,-32,-32,-5,11,-35,-10,-6,50,401
-3,-11,5,0,-17,27,29,4,1,15,-23,24,39,-15,-33,-41,0,8,-31,-6,-14,42,429
11,6,20,16,-6,41,38,27,14,22,-21,33,56,-4,-27,-40,12,12,-14,10,-14,36,449
25,23,39,30,8,55,45,54,31,35,-15,39,72,12,-17,-30,25,24,12,33,-8,31,456
37,41,54,42,23,70,49,79,49,52,-7,44,84,29,-2,-10,37,41,42,58,5,28,455
47,58,62,51,37,84,51,97,65,68,3,49,90,46,16,15,49,61,70,80,27,31,464
49,69,57,55,47,90,48,104,75,78,12,51,87,55,33,37,56,73,87,90,47,34,499
39,65,38,49,50,82,39,96,76,74,13,46,74,52,41,48,55,70,89,86,57,34,558
23,52,16,36,46,61,28,82,70,62,8,33,56,37,38,48,48,54,81,72,58,32,627
9,36,1,24,42,34,21,70,62,51,1,20,43,20,32,42,40,35,73,57,57,33,693
2,23,-6,18,41,9,17,62,56,44,-4,15,35,4,27,35,30,17,69,43,57,37,750
0,10,-10,15,40,-14,14,55,50,39,-7,17,30,-9,20,28,17,1,68,30,57,42,792
-2,-1,-12,10,37,-30,11,45,45,36,-9,21,24,-19,13,21,2,-12,67,16,59,45,822
-3,-9,-13,2,32,-40,10,35,38,35,-8,25,18,-22,6,16,-9,-20,65,4,65,47,848
-5,-13,-13,-11,28,-46,8,23,31,33,-6,26,12,-20,1,14,-13,-24,59,-6,69,48,879
-9,-19,-15,-27,22,-53,6,7,21,28,-5,22,6,-16,-3,10,-14,-27,47,-14,67,47,914
-12,-24,-16,-43,12,-56,4,-12,11,20,-7,16,1,-11,-7,6,-14,-25,30,-21,61,42,940
-11,-24,-10,-49,4,-50,6,-26,7,14,-10,15,3,-4,-7,5,-13,-13,16,-25,57,40,951
-5,-18,4,-42,-1,-36,13,-30,11,10,-11,23,14,6,-2,8,-10,6,7,-21,56,42,953
2,-10,19,-28,-2,-19,22,-28,18,7,-12,32,29,14,3,10,-7,25,1,-10,52,48,954
4,-5,29,-18,-5,-3,29,-23,23,2,-17,35,39,18,0,6,-7,36,-8,4,43,51,951
-2,-6,30,-16,-11,6,29,-17,22,-3,-26,27,42,14,-10,-6,-8,40,-20,19,28,47,933
-11,-9,23,-21,-19,9,22,-12,16,-8,-35,15,39,7,-22,-22,-10,37,-33,30,10,37,888
-15,-10,14,-27,-25,12,13,-7,8,-12,-38,7,38,3,-29,-37,-9,35,-42,40,-3,25,816
-10,-3,9,-25,-25,21,8,3,5,-10,-35,8,44,9,-25,-43,-3,40,-42,50,-4,18,719
3,11,13,-11,-17,36,7,23,11,-4,-28,22,58,24,-11,-35,7,54,-30,62,6,16,602
14,24,23,9,-3,49,9,47,23,3,-22,40,72,42,3,-19,18,68,-8,71,18,19,472
22,34,31,27,14,55,13,65,39,9,-19,54,79,55,12,-1,26,72,16,75,24,26,333
25,38,34,41,31,54,19,72,55,16,-20,62,76,60,16,15,29,67,34,74,26,33,195
26,38,30,49,44,45,27,69,70,24,-25,62,64,56,18,27,24,56,46,70,25,39,69
22,32,19,49,51,27,31,57,77,31,-31,54,46,40,16,31,10,41,49,61,24,43,-43
16,22,1,41,50,4,30,39,71,31,-38,37,27,18,13,28,-9,24,43,47,22,44,-143
8,9,-17,30,44,-16,24,19,54,24,-45,15,9,-6,9,22,-30,11,34,31,20,43,-232
1,-2,-30,15,37,-30,14,4,31,13,-52,-3,-5,-26,5,13,-49,1,26,14,15,43,-309
-6,-13,-40,-3,31,-39,3,-8,8,0,-56,-14,-19,-41,-1,4,-64,-9,18,-4,6,41,-373
-13,-23,-45,-24,24,-46,-5,-17,-12,-12,-54,-20,-33,-49,-9,-6,-75,-25,6,-23,-6,40,-424
-17,-32,-45,-41,18,-52,-6,-24,-26,-23,-48,-21,-44,-49,-17,-14,-83,-41,-9,-38,-19,39,-462
-16,-39,-41,-51,12,-59,-3,-27,-37,-29,-40,-16,-48,-45,-23,-21,-88,-52,-23,-44,-30,37,-488
-13,-42,-35,-55,7,-68,1,-26,-44,-31,-33,-9,-45,-38,-26,-27,-87,-58,-33,-40,-40,33,-503
-9,-43,-27,-55,3,-74,2,-25,-45,-30,-28,-3,-35,-29,-26,-33,-79,-55,-39,-28,-45,26,-509
-5,-41,-16,-51,1,-71,1,-24,-41,-25,-26,1,-18,-17,-23,-41,-64,-42,-40,-10,-44,20,-510
0,-33,-3,-47,2,-56,0,-23,-31,-18,-27,4,3,-6,-18,-51,-46,-23,-37,8,-37,15,-509
5,-21,11,-43,4,-32,2,-18,-15,-8,-31,8,24,5,-15,-62,-26,-6,-31,24,-28,13,-508
9,-6,24,-37,6,-4,10,-8,3,-1,-34,13,43,16,-13,-70,-9,6,-26,35,-17,15,-504
12,6,35,-27,5,19,17,5,16,3,-37,18,57,23,-13,-72,0,10,-20,42,-9,19,-492
13,11,41,-16,-1,32,18,19,18,1,-39,21,60,23,-16,-67,0,7,-15,44,-4,20,-476
10,11,41,-4,-9,35,13,28,15,-5,-41,22,54,18,-19,-59,-4,-1,-11,43,-4,16,-460
7,9,39,8,-15,33,7,33,12,-9,-38,23,42,14,-17,-47,-3,-8,-8,41,-4,7,-447
8,11,38,20,-15,34,5,37,14,-5,-26,23,34,15,-7,-31,9,-6,-4,42,2,-1,-434
17,21,41,35,-9,39,10,44,25,11,-7,21,33,21,10,-12,32,5,5,46,15,-4,-424
31,35,47,50,5,47,22,52,44,31,12,20,38,29,31,9,57,22,19,50,28,-3,-418
44,49,51,61,22,54,35,61,63,50,25,18,46,35,50,29,78,37,36,53,37,-2,-416
54,59,54,67,39,59,44,68,78,62,33,15,54,40,65,49,88,48,55,54,42,2,-412
57,62,54,66,55,62,46,69,83,68,34,10,57,40,74,65,84,53,70,51,45,7,-402
49,57,44,54,64,58,40,59,77,63,23,2,46,32,72,70,64,49,72,42,46,8,-383
29,44,24,32,63,46,26,41,60,48,3,-9,23,15,56,61,34,34,58,24,40,2,-360
7,28,1,7,53,29,11,20,38,29,-17,-21,-4,-4,35,45,4,16,34,4,32,-7,-335
-7,13,-18,-11,40,10,2,4,19,14,-29,-32,-25,-19,15,30,-20,0,11,-14,27,-14,-313
-13,1,-32,-22,26,-8,-2,-8,7,4,-35,-39,-37,-27,-3,16,-36,-14,-8,-32,23,-19,-296
-15,-11,-40,-30,12,-28,-5,-19,-2,-6,-40,-43,-47,-31,-17,3,-47,-31,-21,-48,14,-25,-284
-16,-24,-44,-35,-2,-45,-10,-29,-12,-17,-44,-46,-52,-33,-27,-9,-52,-49,-29,-61,-1,-32,-278
-18,-33,-41,-38,-15,-55,-14,-38,-23,-26,-49,-45,-52,-33,-33,-20,-53,-64,-31,-69,-17,-32,-272
-21,-39,-35,-42,-26,-59,-18,-47,-35,-32,-54,-40,-48,-33,-36,-30,-52,-69,-34,-70,-28,-28,-263
-27,-42,-26,-45,-36,-56,-21,-55,-46,-35,-58,-30,-42,-33,-38,-39,-47,-64,-37,-63,-35,-21,-253
-30,-42,-13,-44,-40,-46,-21,-56,-51,-35,-56,-17,-29,-29,-35,-39,-39,-47,-34,-46,-33,-13,-240
-28,-37,3,-39,-35,-28,-16,-51,-48,-29,-45,-2,-10,-18,-27,-30,-27,-19,-26,-21,-23,-3,-224
-22,-31,15,-32,-28,-8,-11,-45,-41,-22,-32,11,5,-3,-22,-18,-14,10,-20,3,-8,4,-203
-20,-29,17,-28,-25,8,-11,-44,-38,-18,-27,19,9,5,-23,-14,-6,29,-23,18,-2,1,-179
-23,-29,9,-26,-27,18,-20,-43,-41,-18,-33,19,1,4,-31,-21,0,32,-31,24,-9,-11,-155
-27,-28,-3,-22,-33,24,-27,-37,-47,-20,-42,14,-11,-2,-41,-34,5,25,-37,26,-23,-23,-136
-26,-21,-10,-12,-39,33,-26,-23,-47,-18,-47,9,-19,-7,-45,-43,11,18,-38,29,-34,-31,-128
-19,-8,-8,4,-40,45,-16,-2,-36,-9,-40,9,-20,-6,-38,-41,21,17,-28,39,-36,-32,-136
-5,10,5,27,-31,62,0,26,-15,9,-20,14,-11,3,-19,-25,33,25,-6,56,-26,-25,-154
13,30,23,52,-13,81,19,56,13,32,10,22,4,19,8,4,44,39,21,75,-4,-11,-169
32,49,41,76,7,96,35,77,41,55,40,30,19,36,34,37,50,54,42,85,24,7,-179
44,62,49,92,23,101,43,85,59,71,57,33,29,44,53,63,47,62,51,81,47,22,-182
48,67,45,96,34,92,41,79,63,76,57,29,28,43,59,74,38,57,53,64,60,30,-178
47,64,34,88,42,71,32,64,53,73,45,15,18,33,56,72,25,39,51,41,63,32,-167
42,54,21,70,47,44,22,43,37,66,27,-3,2,20,46,61,10,16,50,22,60,31,-155
36,40,8,46,49,19,12,20,19,60,9,-21,-19,8,34,44,-4,-6,46,8,53,28,-144
