FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
-64,-54,46,-85,-4,-18,15,-45,-17,24,33,8,35,-20,-44,-69,-40,18,-51,-34,-21,-13,298
-60,-48,56,-72,-12,1,24,-37,1,19,58,18,46,1,-42,-64,-41,36,-57,-11,-14,-18,290
-35,-34,68,-46,-9,32,37,-15,22,21,85,34,58,18,-30,-54,-23,52,-52,14,2,-14,279
0,-13,83,-16,1,66,48,16,43,27,107,54,74,24,-12,-36,10,65,-33,40,19,0,263
22,-1,91,7,11,91,48,47,59,29,114,75,94,11,-5,-15,44,75,-8,68,33,19,244
20,-3,89,21,15,106,36,73,66,25,107,90,113,-11,-14,6,68,78,17,94,44,34,225
8,-8,80,33,15,116,25,92,70,22,91,98,129,-23,-25,31,81,78,41,111,53,43,207
1,-4,73,47,17,123,23,108,71,23,73,100,139,-16,-25,59,85,79,66,116,63,45,190
3,7,64,60,23,121,27,118,70,27,57,93,142,0,-13,83,77,82,89,111,73,41,171
8,16,50,69,30,110,34,122,66,31,42,78,136,12,3,93,59,84,101,99,81,31,152
12,20,33,74,36,94,46,120,66,30,29,59,122,12,17,92,35,83,102,82,89,21,142
4,15,14,72,41,72,60,111,71,22,17,42,102,-5,20,80,12,76,91,65,96,14,145
-18,-5,-7,61,40,44,69,95,78,4,4,26,74,-37,5,58,-9,59,70,53,100,13,164
-42,-28,-27,46,37,17,71,78,82,-16,-5,16,44,-68,-17,36,-23,35,48,47,99,18,193
-50,-35,-37,36,36,-2,70,66,84,-24,-6,15,22,-77,-25,25,-23,11,37,44,97,32,226
-34,-21,-41,30,39,-12,68,56,82,-18,0,21,10,-65,-13,26,-14,-4,39,39,95,51,251
-12,-5,-44,20,40,-21,59,41,69,-5,6,26,6,-45,3,30,-10,-7,45,27,84,67,262
-1,-5,-50,-1,32,-36,39,14,40,1,6,20,0,-31,4,28,-23,-4,40,4,60,70,260
-11,-28,-64,-33,7,-57,12,-25,3,-7,-2,3,-17,-30,-16,16,-51,-4,19,-29,25,54,254
-34,-67,-82,-70,-31,-77,-15,-69,-32,-29,-16,-21,-43,-39,-50,-9,-82,-11,-16,-63,-12,23,243
-55,-105,-98,-102,-68,-90,-37,-105,-58,-56,-28,-41,-70,-51,-85,-38,-104,-23,-55,-92,-46,-13,227
-64,-127,-99,-120,-95,-92,-51,-124,-73,-76,-31,-52,-89,-56,-107,-64,-110,-38,-87,-108,-72,-41,206
-55,-125,-86,-124,-108,-84,-56,-120,-78,-85,-26,-53,-92,-51,-108,-82,-100,-47,-105,-108,-85,-53,181
-38,-104,-65,-116,-104,-70,-53,-101,-75,-83,-20,-47,-78,-42,-91,-90,-78,-43,-112,-95,-85,-53,157
-25,-79,-42,-101,-85,-53,-47,-74,-66,-74,-18,-36,-54,-36,-73,-88,-52,-23,-110,-72,-77,-46,136
-23,-64,-25,-84,-59,-40,-42,-48,-56,-66,-24,-25,-31,-33,-67,-79,-30,8,-105,-43,-68,-40,120
-30,-57,-20,-69,-43,-34,-41,-28,-46,-63,-37,-14,-15,-32,-67,-66,-14,37,-98,-10,-60,-38,110
-40,-50,-26,-55,-39,-31,-41,-11,-32,-63,-51,-5,-3,-28,-64,-50,-1,58,-88,20,-53,-38,104
-44,-37,-35,-41,-39,-27,-35,6,-12,-59,-59,5,10,-21,-50,-30,11,71,-70,45,-42,-36,100
-41,-19,-42,-28,-36,-21,-22,26,13,-52,-58,11,25,-12,-29,-8,17,77,-45,65,-26,-29,94
-34,-4,-47,-20,-33,-18,-9,44,31,-45,-53,8,37,-9,-9,9,15,73,-20,74,-10,-18,89
-25,2,-50,-16,-31,-18,-1,58,36,-42,-49,-3,35,-16,1,18,8,57,2,68,0,-8,92
-14,-1,-51,-12,-25,-19,6,64,34,-42,-48,-19,20,-30,-3,19,1,35,20,52,5,-5,103
-4,-9,-51,-7,-16,-19,9,58,31,-42,-48,-33,-5,-46,-15,13,-4,11,33,31,8,-8,122
-2,-18,-50,-1,-10,-18,8,44,31,-40,-46,-41,-30,-57,-29,5,-8,-10,43,12,16,-12,143
-9,-27,-50,3,-9,-15,6,26,39,-35,-40,-40,-48,-60,-41,0,-12,-27,48,-2,27,-11,157
-24,-36,-49,7,-8,-14,6,8,53,-26,-28,-33,-56,-55,-45,0,-18,-37,49,-8,40,-4,155
-42,-44,-48,7,-4,-17,8,-9,66,-15,-12,-23,-56,-46,-41,2,-28,-40,48,-10,47,9,135
-56,-50,-47,4,1,-23,12,-23,70,-5,2,-13,-54,-35,-33,2,-36,-36,42,-14,46,25,104
-58,-57,-44,1,3,-30,16,-34,59,3,12,-8,-52,-24,-24,-2,-37,-29,31,-18,37,39,74
-49,-63,-35,-1,1,-36,22,-40,38,8,14,-9,-47,-17,-19,-11,-32,-23,14,-25,20,45,54
-36,-69,-25,-11,-4,-44,28,-45,15,7,11,-15,-39,-18,-23,-24,-22,-17,-6,-33,3,38,48
