FP1,FP2,PG1,PG2,F7,F3,F2,F4,F8,C3,C2,C4,P3,P4,P2,T3,T4,T5,T6,O1,OZ,O2,ECG
11,-5,23,-6,-41,9,-12,-23,-41,-22,23,27,16,8,-10,-20,8,31,7,-8,-14,-28,-308
-11,-22,8,-26,-49,0,-22,-24,-42,-51,-8,14,4,-17,-30,-32,-2,26,0,-7,-27,-40,-358
-28,-31,-2,-32,-49,-5,-27,-17,-32,-68,-28,5,-5,-36,-45,-35,-8,24,-2,1,-31,-42,-402
-36,-30,-5,-24,-39,-3,-22,1,-12,-70,-35,2,-9,-43,-48,-24,-8,26,2,17,-24,-31,-440
-31,-21,-4,-5,-19,7,-10,26,12,-57,-33,3,-4,-38,-40,-3,-4,33,13,37,-9,-9,-466
-18,-11,-4,13,6,20,3,50,33,-37,-29,5,3,-26,-27,16,-1,39,25,54,4,13,-481
-8,-4,-9,22,27,28,9,64,43,-18,-29,4,2,-18,-15,25,-1,35,33,56,9,25,-486
-6,-5,-18,20,36,28,7,62,39,-7,-34,-4,-9,-18,-7,20,-8,20,32,42,6,24,-484
-9,-8,-27,11,35,18,0,46,24,-2,-40,-19,-24,-22,-3,6,-18,-5,23,19,0,15,-478
-13,-11,-34,-2,27,-1,-8,19,5,-1,-44,-38,-41,-26,-3,-11,-31,-34,9,-7,-5,4,-471
-18,-14,-37,-16,16,-26,-16,-12,-14,-4,-46,-57,-59,-29,-5,-25,-44,-61,-7,-33,-9,-7,-464
-21,-17,-39,-29,7,-52,-21,-39,-30,-10,-46,-72,-77,-32,-8,-33,-58,-82,-24,-55,-13,-20,-459
-20,-20,-41,-41,1,-74,-22,-57,-44,-17,-44,-81,-86,-35,-11,-33,-69,-95,-41,-69,-18,-35,-454
-13,-23,-43,-50,0,-87,-18,-66,-54,-26,-40,-85,-87,-37,-15,-31,-74,-96,-55,-76,-27,-48,-445
-6,-24,-45,-57,1,-94,-12,-70,-60,-35,-35,-81,-81,-39,-18,-31,-72,-88,-66,-79,-35,-56,-432
1,-22,-44,-61,4,-93,-7,-72,-64,-41,-25,-69,-69,-37,-18,-33,-64,-74,-71,-75,-41,-58,-416
9,-14,-36,-62,5,-87,-1,-71,-64,-43,-14,-54,-50,-30,-14,-35,-50,-57,-67,-62,-40,-51,-398
19,-2,-22,-61,6,-74,3,-66,-61,-39,-3,-39,-29,-15,-6,-38,-34,-39,-57,-40,-33,-40,-378
25,9,-4,-58,4,-60,3,-58,-57,-32,3,-24,-14,0,-1,-41,-22,-23,-43,-14,-26,-31,-361
26,17,14,-53,1,-46,0,-45,-55,-27,4,-11,-3,10,2,-44,-15,-13,-32,9,-23,-30,-351
22,21,30,-46,-2,-31,-2,-28,-54,-23,4,-2,7,17,2,-44,-8,-8,-26,28,-24,-32,-348
18,26,43,-35,-3,-10,2,-8,-51,-18,4,4,19,23,3,-39,6,-1,-22,44,-27,-28,-348
17,36,54,-15,4,18,12,12,-41,-8,9,14,31,32,8,-27,27,13,-17,55,-25,-17,-345
23,52,63,13,18,48,23,30,-22,9,19,27,43,45,23,-7,53,34,-3,64,-15,0,-336
34,71,72,42,36,75,34,50,2,30,34,37,56,62,47,20,79,54,19,74,1,17,-319
48,88,77,67,51,94,42,68,26,51,47,41,67,76,73,47,98,66,42,81,18,26,-298
58,95,74,85,58,100,43,81,45,65,56,37,72,82,95,65,107,65,61,80,32,24,-278
64,95,64,93,55,91,37,83,56,69,59,29,72,79,108,74,104,52,74,67,40,17,-262
67,89,50,94,46,73,31,78,60,64,59,19,67,71,113,73,95,32,78,48,42,10,-250
69,84,37,93,38,57,30,70,63,58,58,12,56,65,114,71,84,14,77,27,39,10,-242
75,85,31,96,36,49,37,62,69,58,58,12,40,64,114,71,75,2,73,11,37,16,-238
84,91,31,101,43,47,45,58,76,66,60,16,20,66,116,73,67,-4,68,0,38,25,-235
91,97,35,101,54,44,49,56,76,77,60,17,-5,67,116,71,58,-11,61,-5,36,31,-229
92,95,35,91,62,34,46,50,64,84,56,12,-32,64,110,64,45,-23,46,-12,27,32,-219
83,83,28,72,60,19,35,33,43,81,46,2,-55,56,94,51,30,-36,22,-23,14,26,-207
67,62,16,46,45,-3,16,1,16,67,33,-12,-72,43,70,33,13,-49,-7,-41,-1,15,-194
43,34,-4,16,19,-32,-8,-37,-16,41,17,-31,-85,26,42,11,-7,-63,-39,-63,-18,-1,-182
15,3,-26,-15,-14,-63,-32,-72,-47,11,-1,-50,-95,11,16,-13,-32,-78,-71,-85,-40,-20,-173
-12,-25,-47,-42,-47,-88,-52,-97,-71,-15,-20,-67,-99,0,-7,-40,-58,-90,-98,-101,-62,-41,-169
-32,-45,-63,-63,-71,-104,-68,-109,-89,-31,-38,-76,-97,-7,-25,-70,-81,-97,-115,-110,-83,-58,-171
-44,-56,-71,-78,-81,-112,-77,-106,-101,-37,-55,-77,-90,-12,-39,-101,-94,-99,-121,-110,-99,-67,-175
-42,-56,-65,-83,-78,-105,-75,-92,-104,-36,-66,-66,-73,-15,-46,-123,-90,-89,-117,-96,-107,-62,-177
-26,-40,-43,-74,-63,-76,-56,-74,-90,-28,-66,-45,-43,-10,-45,-125,-67,-62,-99,-66,-98,-42,-174
-3,-14,-11,-51,-39,-35,-27,-52,-60,-15,-54,-18,-3,0,-34,-106,-31,-25,-71,-27,-74,-15,-164
18,14,19,-25,-14,4,2,-29,-24,-3,-35,6,38,13,-19,-76,5,11,-39,11,-46,11,-148
30,35,38,-4,4,31,23,-7,8,4,-18,25,67,25,-4,-47,28,37,-14,39,-23,29,-127
30,45,42,10,15,44,30,11,32,6,-6,36,82,33,5,-24,35,55,3,58,-6,35,-105
21,45,33,17,22,46,26,26,46,4,-3,41,83,35,6,-9,29,65,16,68,5,35,-87
9,38,17,16,27,42,15,39,51,-2,-10,41,77,28,2,-2,16,69,24,71,12,33,-78
-3,28,4,12,31,36,6,48,51,-11,-23,37,65,14,-2,4,5,68,28,74,18,34,-78
-10,18,-2,9,32,32,5,55,52,-21,-35,27,55,0,-3,12,0,62,31,81,25,37,-82
-11,12,-2,8,34,29,14,60,56,-27,-43,13,49,-11,0,21,0,51,35,90,32,43,-87
-9,7,-3,5,38,21,27,61,60,-30,-46,-4,46,-19,3,24,0,29,37,90,37,46,-89
-5,0,-6,-1,43,6,40,56,60,-31,-46,-22,41,-26,4,19,-6,3,33,81,38,45,-85
0,-8,-10,-6,47,-11,48,47,55,-30,-43,-37,37,-30,3,10,-17,-20,27,67,37,42,-79
5,-14,-15,-8,51,-26,52,37,48,-26,-38,-47,34,-31,2,2,-29,-37,20,50,36,39,-71
8,-18,-21,-9,52,-40,48,25,39,-24,-34,-51,30,-32,0,-7,-41,-50,11,29,30,38,-63
5,-22,-28,-16,45,-59,37,7,26,-26,-31,-52,19,-35,-4,-20,-50,-61,-5,6,16,36,-55
0,-24,-31,-26,30,-76,26,-10,12,-30,-26,-49,4,-39,-8,-33,-54,-67,-24,-12,-2,33,-51
-3,-23,-28,-37,15,-87,23,-22,1,-30,-18,-41,-6,-39,-9,-43,-47,-69,-40,-23,-16,32,-51
-4,-20,-21,-48,4,-88,24,-29,-6,-26,-10,-30,-9,-36,-7,-51,-35,-68,-48,-28,-23,31,-55
-5,-16,-11,-57,-4,-81,26,-33,-11,-22,-5,-18,-6,-31,-4,-56,-21,-62,-48,-27,-26,28,-62
-5,-12,3,-59,-8,-69,28,-32,-15,-17,-2,-7,4,-21,-1,-57,-8,-50,-42,-19,-24,26,-69
-3,-5,21,-49,-10,-52,29,-26,-14,-12,2,6,20,-6,2,-51,5,-33,-32,-4,-17,24,-75
-1,5,37,-33,-12,-35,27,-19,-10,-8,5,17,33,9,5,-41,15,-15,-26,10,-11,24,-80
-1,14,48,-16,-19,-21,24,-16,-5,-7,7,25,40,18,5,-31,23,2,-27,17,-8,24,-81
3,25,56,0,-26,-5,26,-9,-1,-3,14,31,45,25,6,-18,32,15,-30,24,-4,26,-79
15,38,63,18,-28,19,32,5,6,7,27,38,52,34,14,0,43,24,-24,35,6,28,-74
30,50,68,35,-21,47,37,23,17,21,41,47,60,44,27,19,53,28,-9,48,17,28,-69
41,56,67,48,-9,70,33,38,27,34,49,52,63,50,38,34,57,27,12,60,22,25,-62
48,57,62,58,4,85,22,53,36,43,50,53,61,54,47,43,57,24,33,70,22,20,-52
53,57,57,69,19,92,12,68,49,52,48,50,58,58,55,48,56,21,52,79,22,19,-38
58,60,51,80,34,94,9,83,67,61,44,46,56,61,62,50,56,19,64,82,27,21,-25
61,63,43,88,45,90,12,91,83,66,37,39,51,58,65,48,52,14,66,75,32,23,-11
64,64,33,92,50,80,17,93,89,69,31,31,44,51,65,45,46,3,63,61,37,23,5
72,66,26,97,52,69,26,93,90,72,34,26,42,49,66,44,41,-11,62,47,45,24,22
83,70,25,102,54,60,36,89,91,80,47,27,44,51,70,47,40,-22,65,35,55,29,38
92,72,24,103,56,53,41,79,90,88,62,32,45,54,74,51,41,-27,68,21,62,36,56
93,69,20,96,54,45,41,63,86,91,73,34,40,51,72,52,39,-29,68,4,62,46,80
88,61,12,81,50,35,39,46,81,86,78,32,33,41,65,49,35,-30,62,-12,59,57,109
78,50,2,62,45,27,37,30,78,77,79,31,26,28,53,43,28,-32,52,-25,54,66,138
65,35,-7,44,39,18,31,16,70,65,71,30,18,14,36,31,17,-33,36,-35,46,69,165
48,16,-15,24,30,4,17,4,53,50,55,29,6,4,16,14,3,-35,17,-42,33,65,190
32,0,-16,7,17,-8,1,-5,29,35,39,27,-4,2,0,-6,-10,-37,1,-46,20,59,210
23,-9,-9,-4,3,-13,-10,-11,9,27,28,29,-6,10,-8,-23,-18,-35,-10,-45,10,55,221
19,-11,2,-10,-7,-8,-13,-15,-4,25,23,33,-2,23,-9,-35,-18,-29,-18,-42,4,51,215
15,-10,9,-17,-15,-1,-14,-23,-14,25,16,37,1,31,-8,-46,-16,-25,-25,-40,-1,43,193
8,-10,10,-25,-23,4,-16,-31,-23,19,9,39,1,29,-8,-55,-12,-24,-30,-35,-8,28,156
3,-12,6,-31,-28,8,-18,-34,-28,10,2,40,2,22,-10,-60,-5,-23,-32,-25,-16,8,105
-2,-12,-1,-30,-30,12,-22,-28,-27,0,-5,41,5,15,-10,-57,8,-16,-30,-13,-23,-13,49
-7,-11,-9,-26,-32,17,-29,-14,-24,-12,-11,39,5,9,-9,-46,24,-3,-24,-1,-27,-31,0
-11,-8,-13,-20,-34,21,-36,7,-22,-26,-15,34,6,5,-6,-30,41,8,-15,11,-30,-40,-34
-13,-2,-12,-10,-33,26,-36,32,-17,-36,-14,27,13,2,1,-11,54,15,-5,23,-27,-36,-53
-7,11,-3,7,-23,34,-25,57,-4,-36,-8,22,30,5,12,10,64,22,6,36,-14,-20,-62
3,26,10,24,-3,41,-5,77,14,-23,0,20,52,11,26,29,71,29,22,50,10,1,-66
18,41,25,38,22,42,16,89,35,-3,10,20,78,18,40,42,73,37,43,64,36,22,-68
33,52,37,50,47,40,36,93,57,18,19,22,104,24,51,53,69,46,66,72,61,41,-68
44,56,39,59,66,35,52,90,77,35,26,24,123,29,58,63,60,54,84,74,81,56,-65
47,50,32,58,75,26,58,78,88,41,26,23,125,31,57,70,47,55,91,68,89,66,-62
41,38,18,47,77,11,54,64,90,36,20,20,109,26,50,70,28,46,86,57,86,71,-61
30,24,3,35,74,-1,49,50,85,28,11,19,82,19,40,65,10,27,73,46,77,73,-60
20,14,-6,24,70,-7,50,37,81,23,5,19,53,14,34,57,-2,7,57,39,70,72,-60
14,11,-9,15,65,-10,56,23,76,23,3,18,29,10,31,46,-10,-9,45,32,64,64,-62
10,11,-7,6,56,-13,63,6,69,25,5,16,14,5,28,34,-14,-19,35,23,58,53,-65
8,11,-3,0,43,-13,68,-12,58,23,7,15,10,0,25,23,-19,-21,26,12,50,44,-64
5,7,1,-7,26,-12,68,-29,40,13,9,13,11,-5,19,13,-27,-18,12,-1,40,37,-52
-5,-4,0,-21,5,-18,58,-44,17,-6,4,8,7,-12,5,-1,-39,-15,-8,-19,25,29,-32
-19,-21,-2,-41,-14,-27,41,-56,-7,-31,-6,3,-2,-21,-13,-20,-50,-11,-28,-35,5,20,-7
-29,-34,-2,-58,-28,-33,24,-59,-24,-50,-14,4,-7,-24,-27,-37,-54,-6,-39,-40,-13,11,34
-32,-40,1,-65,-39,-30,13,-51,-30,-55,-13,8,-4,-19,-32,-46,-46,2,-38,-33,-24,5,133
-31,-38,1,-63,-51,-24,5,-41,-30,-49,-5,12,5,-12,-33,-48,-31,10,-30,-19,-28,-1,333
-29,-33,-3,-56,-66,-16,-7,-33,-27,-38,1,14,15,-6,-33,-45,-18,16,-24,-6,-30,-8,639
-26,-25,-10,-43,-80,-3,-23,-27,-23,-27,5,17,20,-1,-30,-38,-8,23,-21,4,-27,-15,997
-23,-13,-15,-26,-89,15,-39,-19,-16,-21,6,22,21,5,-23,-27,-1,32,-22,10,-20,-19,1316
-20,0,-18,-9,-87,32,-49,-10,-4,-20,5,25,19,12,-13,-16,5,40,-22,13,-8,-23,1481
-14,15,-15,9,-70,45,-50,2,12,-20,4,31,20,20,-1,-6,11,47,-15,15,4,-25,1383
-3,33,-1,29,-38,56,-38,22,34,-13,8,43,29,34,16,7,20,54,6,22,18,-20,990
15,54,20,53,5,68,-13,51,61,3,19,58,47,54,38,27,35,60,39,36,35,-3,385
35,74,42,76,48,78,18,82,88,28,33,71,68,74,60,50,51,65,74,52,55,25,-272
50,85,57,90,83,84,44,104,106,54,40,77,81,85,75,69,59,70,97,61,70,57,-826
57,83,59,89,103,83,57,111,112,69,38,73,79,83,80,80,55,70,103,61,76,85,-1161
55,70,47,73,105,73,59,102,104,70,30,57,63,69,75,80,39,62,93,54,73,101,-1231
45,48,24,47,92,55,52,81,85,59,19,31,39,45,61,65,14,43,72,40,65,101,-1064
31,22,-4,17,71,30,40,54,59,42,8,6,11,16,39,39,-13,17,48,20,56,84,-755
17,1,-27,-9,46,3,25,28,32,24,0,-13,-13,-9,16,11,-36,-11,29,-3,48,59,-416
7,-13,-39,-22,22,-20,15,9,13,11,-1,-22,-28,-24,-3,-10,-50,-31,19,-22,43,37,-132
4,-17,-39,-23,2,-31,12,-3,0,6,4,-21,-31,-27,-12,-20,-51,-39,15,-34,41,25,53
5,-13,-31,-18,-13,-32,11,-12,-9,7,16,-12,-26,-24,-14,-22,-44,-34,12,-39,35,25,143
6,-8,-21,-16,-24,-32,7,-21,-20,8,29,-1,-16,-19,-12,-21,-35,-25,7,-39,23,30,170
4,-6,-15,-20,-31,-30,-3,-28,-35,8,43,9,-7,-14,-9,-22,-25,-19,0,-34,6,31,166
3,-4,-10,-24,-31,-23,-14,-31,-48,9,55,19,3,-8,-4,-26,-11,-15,-3,-23,-8,28,157
2,0,-7,-27,-26,-13,-21,-26,-55,13,64,28,14,1,2,-29,8,-8,-1,-6,-14,23,157
1,6,-3,-26,-20,-1,-25,-17,-55,18,64,36,24,9,7,-31,25,3,6,13,-12,16,168
1,11,3,-22,-19,11,-26,-6,-50,19,57,39,32,15,8,-28,38,17,15,32,-8,9,182
0,15,10,-16,-24,23,-21,5,-44,14,48,37,37,18,8,-21,46,31,23,49,-5,3,196
-2,17,16,-10,-32,34,-15,14,-36,3,40,32,39,15,6,-10,47,43,27,62,-8,-2,211
-6,16,20,-3,-41,42,-13,22,-26,-10,30,26,39,8,3,0,41,51,24,67,-16,-9,227
-8,14,23,9,-45,49,-12,32,-11,-21,22,23,39,2,2,12,34,53,22,67,-22,-17,238
-4,16,28,29,-38,60,-6,48,11,-24,20,25,45,5,9,26,33,55,26,68,-19,-17,241
6,23,34,55,-20,76,9,68,38,-14,20,31,53,16,22,43,37,62,38,71,-3,-6,235
16,33,38,77,2,88,26,86,63,4,20,38,59,26,38,56,42,73,52,72,22,10,226
22,39,37,88,20,91,37,95,81,24,17,44,56,28,51,62,45,77,62,65,50,24,220
23,41,32,85,31,85,41,94,89,38,17,44,44,22,58,63,45,71,64,51,74,35,219
22,41,24,75,36,74,40,86,91,44,22,41,27,12,60,62,41,57,59,35,93,44,223
21,39,19,65,39,62,34,75,91,44,31,35,12,3,57,61,33,40,51,19,105,50,232
22,37,18,61,40,50,26,65,87,39,43,27,1,-1,52,60,22,23,44,7,110,54,247
24,34,20,60,40,40,20,55,76,34,52,17,-7,0,43,57,9,9,38,-1,107,57,266
24,28,18,58,37,32,20,43,58,30,54,5,-11,2,30,46,-5,0,30,-7,97,57,291
19,18,8,48,29,22,19,22,34,26,47,-6,-17,2,13,26,-19,-8,16,-20,77,48,320
8,3,-7,27,13,8,12,-5,6,21,34,-14,-28,-5,-6,-5,-31,-18,-3,-39,50,27,350
-5,-15,-23,-1,-6,-8,0,-32,-24,14,20,-17,-42,-14,-25,-36,-38,-32,-23,-61,20,4,380
-12,-29,-32,-25,-20,-18,-9,-51,-47,9,12,-11,-50,-14,-36,-55,-37,-40,-35,-78,-3,-13,406
-10,-34,-30,-37,-26,-20,-11,-58,-57,11,14,4,-48,-4,-38,-56,-28,-37,-34,-83,-13,-21,428
-5,-32,-20,-39,-27,-16,-13,-55,-56,18,19,21,-39,11,-34,-42,-14,-22,-24,-75,-17,-22,446
-3,-30,-11,-35,-31,-11,-20,-47,-52,22,21,36,-30,24,-29,-25,-1,-3,-14,-60,-22,-22,464
-6,-29,-6,-28,-38,-4,-29,-41,-45,23,19,44,-20,32,-28,-11,6,19,-9,-42,-30,-20,479
-12,-25,-4,-18,-48,5,-38,-37,-32,21,18,44,-7,35,-26,-4,10,42,-8,-24,-36,-19,494
-17,-20,-1,-8,-58,14,-47,-32,-17,16,19,37,5,33,-24,-6,12,63,-5,-6,-40,-20,508
-18,-13,3,1,-61,18,-53,-24,-2,9,19,28,17,29,-21,-9,14,77,1,12,-41,-22,522
-13,-5,11,11,-56,21,-51,-10,11,5,16,23,30,28,-16,-5,16,86,14,29,-32,-19,531
-1,5,18,21,-41,26,-41,8,23,5,13,25,44,28,-8,8,19,88,30,47,-13,-12,537
9,13,19,27,-28,31,-33,26,29,5,7,31,52,25,-2,22,22,79,45,59,7,-7,548
11,16,10,27,-22,35,-32,40,30,2,-1,36,52,16,0,32,24,59,54,63,20,-6,567
6,16,-3,26,-20,40,-32,49,29,-1,-4,38,47,8,3,38,25,34,58,61,32,-3,595
3,20,-15,29,-16,47,-28,53,34,2,5,37,45,4,11,42,29,18,64,60,47,5,629
4,27,-22,33,-7,52,-20,53,44,12,22,31,45,4,22,44,35,15,72,62,60,18,664
6,32,-23,34,8,48,-12,49,54,26,38,22,42,7,32,43,38,18,81,63,65,34,699
10,33,-20,29,28,36,-2,44,56,40,48,12,33,11,40,42,36,21,86,62,61,51,731
12,29,-14,20,45,21,5,37,49,49,52,7,18,13,42,39,29,20,85,52,54,62,763
11,21,-11,9,53,6,8,26,34,51,47,5,-1,9,39,31,19,14,74,32,45,64,796
2,10,-13,-5,49,-7,5,13,14,45,34,2,-23,0,30,18,9,-1,53,2,33,53,830
-10,-3,-17,-18,34,-18,-2,-2,-8,32,19,-5,-45,-11,18,3,-1,-23,25,-29,21,34,862
-17,-12,-20,-26,14,-26,-8,-16,-22,19,10,-13,-61,-15,8,-8,-10,-43,-2,-51,16,12,888
-18,-15,-22,-30,-5,-30,-10,-27,-26,10,9,-20,-68,-14,1,-16,-15,-54,-24,-60,14,-7,900
-16,-15,-20,-34,-19,-34,-12,-33,-25,3,10,-25,-68,-9,-4,-21,-17,-56,-39,-59,9,-21,895
-14,-16,-14,-38,-32,-38,-16,-33,-26,-3,13,-27,-61,-4,-7,-26,-16,-50,-48,-52,0,-29,871
-12,-15,-3,-41,-42,-43,-20,-29,-29,-7,17,-21,-43,2,-7,-27,-9,-34,-51,-43,-7,-28,830
-13,-13,8,-39,-51,-45,-23,-25,-34,-10,20,-10,-15,4,-5,-26,3,-7,-48,-35,-10,-23,770
-19,-14,15,-37,-57,-46,-26,-24,-39,-13,16,-1,13,3,-4,-23,16,20,-43,-31,-11,-18,689
-27,-17,18,-34,-60,-44,-28,-25,-41,-19,9,4,34,3,-4,-16,27,37,-37,-28,-10,-16,590
