Time,F3
0.0,-35
0.00390625,-51
0.0078125,-62
0.01171875,-61
0.015625,-49
0.01953125,-30
0.0234375,-10
0.02734375,9
0.03125,18
0.03515625,17
0.0390625,12
0.04296875,12
0.046875,16
0.05078125,22
0.0546875,33
0.05859375,47
0.0625,56
0.06640625,47
0.0703125,26
0.07421875,7
0.078125,-4
0.08203125,-12
0.0859375,-18
0.08984375,-23
0.09375,-29
0.09765625,-40
0.1015625,-55
0.10546875,-68
0.109375,-76
0.11328125,-77
0.1171875,-70
0.12109375,-55
0.125,-30
0.12890625,0
0.1328125,25
0.13671875,37
0.140625,35
0.14453125,20
0.1484375,-5
0.15234375,-35
0.15625,-64
0.16015625,-83
0.1640625,-93
0.16796875,-99
0.171875,-106
0.17578125,-118
0.1796875,-131
0.18359375,-136
0.1875,-122
0.19140625,-94
0.1953125,-61
0.19921875,-32
0.203125,-8
0.20703125,11
0.2109375,24
0.21484375,28
0.21875,22
0.22265625,11
0.2265625,1
0.23046875,-2
0.234375,5
0.23828125,26
0.2421875,55
0.24609375,74
0.25,74
0.25390625,63
0.2578125,52
0.26171875,43
0.265625,35
0.26953125,35
0.2734375,45
0.27734375,58
0.28125,66
0.28515625,72
0.2890625,74
0.29296875,70
0.296875,63
0.30078125,62
0.3046875,71
0.30859375,88
0.3125,105
0.31640625,112
0.3203125,104
0.32421875,83
0.328125,56
0.33203125,36
0.3359375,31
0.33984375,30
0.34375,21
0.34765625,-1
0.3515625,-35
0.35546875,-74
0.359375,-105
0.36328125,-116
0.3671875,-107
0.37109375,-87
0.375,-65
0.37890625,-51
0.3828125,-48
0.38671875,-49
0.390625,-47
0.39453125,-38
0.3984375,-21
0.40234375,4
0.40625,27
0.41015625,38
0.4140625,35
0.41796875,22
0.421875,0
0.42578125,-28
0.4296875,-56
0.43359375,-78
0.4375,-92
0.44140625,-96
0.4453125,-91
0.44921875,-75
0.453125,-57
0.45703125,-43
0.4609375,-36
0.46484375,-35
0.46875,-33
0.47265625,-30
0.4765625,-25
0.48046875,-18
0.484375,-13
0.48828125,-13
0.4921875,-15
0.49609375,-6
0.5,18
0.50390625,45
0.5078125,63
0.51171875,71
0.515625,70
0.51953125,60
0.5234375,45
0.52734375,31
0.53125,19
0.53515625,2
0.5390625,-22
0.54296875,-42
0.546875,-49
0.55078125,-43
0.5546875,-32
0.55859375,-16
0.5625,7
0.56640625,33
0.5703125,58
0.57421875,76
0.578125,85
0.58203125,84
0.5859375,77
0.58984375,72
0.59375,72
0.59765625,75
0.6015625,76
0.60546875,70
0.609375,57
0.61328125,41
0.6171875,26
0.62109375,10
0.625,-10
0.62890625,-36
0.6328125,-64
0.63671875,-89
0.640625,-102
0.64453125,-99
0.6484375,-84
0.65234375,-64
0.65625,-44
0.66015625,-24
0.6640625,-5
0.66796875,17
0.671875,45
0.67578125,78
0.6796875,102
0.68359375,102
0.6875,84
0.69140625,66
0.6953125,54
0.69921875,49
0.703125,52
0.70703125,58
0.7109375,54
0.71484375,31
0.71875,-3
0.72265625,-32
0.7265625,-44
0.73046875,-40
0.734375,-27
0.73828125,-17
0.7421875,-13
0.74609375,-13
0.75,-18
0.75390625,-24
0.7578125,-23
0.76171875,-12
0.765625,5
0.76953125,18
0.7734375,23
0.77734375,24
0.78125,19
0.78515625,7
0.7890625,-11
0.79296875,-28
0.796875,-34
0.80078125,-28
0.8046875,-17
0.80859375,-8
0.8125,-9
0.81640625,-17
0.8203125,-29
0.82421875,-42
0.828125,-47
0.83203125,-39
0.8359375,-20
0.83984375,1
0.84375,17
0.84765625,25
0.8515625,21
0.85546875,8
0.859375,-9
0.86328125,-21
0.8671875,-22
0.87109375,-13
0.875,-5
0.87890625,-11
0.8828125,-33
0.88671875,-62
0.890625,-84
0.89453125,-98
0.8984375,-101
0.90234375,-92
0.90625,-74
0.91015625,-54
0.9140625,-39
0.91796875,-26
0.921875,-9
0.92578125,13
0.9296875,36
0.93359375,60
0.9375,81
0.94140625,94
0.9453125,92
0.94921875,77
0.953125,55
0.95703125,34
0.9609375,16
0.96484375,4
0.96875,-3
0.97265625,-11
0.9765625,-24
0.98046875,-41
0.984375,-57
0.98828125,-71
0.9921875,-82
0.99609375,-87
1.0,-86
1.00390625,-81
1.0078125,-73
1.01171875,-59
1.015625,-31
1.01953125,8
1.0234375,46
1.02734375,73
1.03125,86
1.03515625,88
1.0390625,82
1.04296875,71
1.046875,59
1.05078125,49
1.0546875,45
1.05859375,43
1.0625,41
1.06640625,37
1.0703125,27
1.07421875,6
1.078125,-25
1.08203125,-61
1.0859375,-88
1.08984375,-100
1.09375,-96
1.09765625,-81
1.1015625,-53
1.10546875,-16
1.109375,22
1.11328125,51
1.1171875,72
1.12109375,80
1.125,73
1.12890625,51
1.1328125,22
1.13671875,-9
1.140625,-36
1.14453125,-53
1.1484375,-61
1.15234375,-62
1.15625,-59
1.16015625,-54
1.1640625,-48
1.16796875,-41
1.171875,-34
1.17578125,-29
1.1796875,-24
1.18359375,-21
1.1875,-15
1.19140625,-4
1.1953125,14
1.19921875,33
1.203125,46
1.20703125,49
1.2109375,43
1.21484375,33
1.21875,24
1.22265625,21
1.2265625,27
1.23046875,38
1.234375,45
1.23828125,42
1.2421875,30
1.24609375,10
1.25,-15
1.25390625,-40
1.2578125,-55
1.26171875,-54
1.265625,-39
1.26953125,-15
1.2734375,12
1.27734375,36
1.28125,54
1.28515625,71
1.2890625,89
1.29296875,103
1.296875,105
1.30078125,90
1.3046875,66
1.30859375,45
1.3125,35
1.31640625,37
1.3203125,43
1.32421875,39
1.328125,19
1.33203125,-10
1.3359375,-33
1.33984375,-39
1.34375,-35
1.34765625,-30
1.3515625,-26
1.35546875,-17
1.359375,4
1.36328125,35
1.3671875,69
1.37109375,98
1.375,109
1.37890625,102
1.3828125,89
1.38671875,83
1.390625,90
1.39453125,103
1.3984375,111
1.40234375,106
1.40625,88
1.41015625,65
1.4140625,44
1.41796875,27
1.421875,13
1.42578125,1
1.4296875,-16
1.43359375,-34
1.4375,-44
1.44140625,-40
1.4453125,-25
1.44921875,-4
1.453125,22
1.45703125,51
1.4609375,75
1.46484375,95
1.46875,109
1.47265625,116
1.4765625,110
1.48046875,88
1.484375,58
1.48828125,29
1.4921875,7
1.49609375,-9
1.5,-18
1.50390625,-20
1.5078125,-20
1.51171875,-24
1.515625,-35
1.51953125,-44
1.5234375,-48
1.52734375,-48
1.53125,-41
1.53515625,-27
1.5390625,-11
1.54296875,-3
1.546875,0
1.55078125,7
1.5546875,24
1.55859375,47
1.5625,68
1.56640625,82
1.5703125,85
1.57421875,77
1.578125,61
1.58203125,41
1.5859375,22
1.58984375,4
1.59375,-17
1.59765625,-41
1.6015625,-58
1.60546875,-60
1.609375,-55
1.61328125,-53
1.6171875,-56
1.62109375,-57
1.625,-51
1.62890625,-44
1.6328125,-29
1.63671875,0
1.640625,37
1.64453125,70
1.6484375,96
1.65234375,117
1.65625,130
1.66015625,127
1.6640625,113
1.66796875,93
1.671875,71
1.67578125,42
1.6796875,3
1.68359375,-41
1.6875,-85
1.69140625,-122
1.6953125,-146
1.69921875,-156
1.703125,-153
1.70703125,-141
1.7109375,-126
1.71484375,-111
1.71875,-100
1.72265625,-92
1.7265625,-81
1.73046875,-64
1.734375,-41
1.73828125,-16
1.7421875,10
1.74609375,34
1.75,45
1.75390625,42
1.7578125,32
1.76171875,21
1.765625,5
1.76953125,-19
1.7734375,-43
1.77734375,-59
1.78125,-68
1.78515625,-76
1.7890625,-82
1.79296875,-86
1.796875,-90
1.80078125,-96
1.8046875,-101
1.80859375,-95
1.8125,-71
1.81640625,-34
1.8203125,7
1.82421875,41
1.828125,64
1.83203125,71
1.8359375,67
1.83984375,61
1.84375,61
1.84765625,66
1.8515625,66
1.85546875,47
1.859375,9
1.86328125,-37
1.8671875,-76
1.87109375,-102
1.875,-113
1.87890625,-113
1.8828125,-107
1.88671875,-100
1.890625,-92
1.89453125,-78
1.8984375,-56
1.90234375,-33
1.90625,-12
1.91015625,4
1.9140625,11
1.91796875,8
1.921875,-3
1.92578125,-18
1.9296875,-35
1.93359375,-54
1.9375,-70
1.94140625,-77
1.9453125,-77
1.94921875,-76
1.953125,-80
1.95703125,-88
1.9609375,-99
1.96484375,-114
1.96875,-125
1.97265625,-122
1.9765625,-109
1.98046875,-95
