Time,F3
0.0,5
0.00390625,-11
0.0078125,-28
0.01171875,-43
0.015625,-51
0.01953125,-51
0.0234375,-45
0.02734375,-39
0.03125,-35
0.03515625,-32
0.0390625,-30
0.04296875,-26
0.046875,-18
0.05078125,-4
0.0546875,12
0.05859375,25
0.0625,37
0.06640625,51
0.0703125,65
0.07421875,72
0.078125,72
0.08203125,64
0.0859375,49
0.08984375,30
0.09375,9
0.09765625,-11
0.1015625,-32
0.10546875,-52
0.109375,-67
0.11328125,-71
0.1171875,-66
0.12109375,-52
0.125,-34
0.12890625,-16
0.1328125,-4
0.13671875,5
0.140625,14
0.14453125,27
0.1484375,42
0.15234375,56
0.15625,67
0.16015625,70
0.1640625,61
0.16796875,46
0.171875,27
0.17578125,10
0.1796875,-4
0.18359375,-15
0.1875,-23
0.19140625,-31
0.1953125,-40
0.19921875,-49
0.203125,-56
0.20703125,-64
0.2109375,-72
0.21484375,-79
0.21875,-80
0.22265625,-74
0.2265625,-62
0.23046875,-45
0.234375,-23
0.23828125,-6
0.2421875,5
0.24609375,9
0.25,5
0.25390625,-7
0.2578125,-26
0.26171875,-45
0.265625,-59
0.26953125,-66
0.2734375,-65
0.27734375,-58
0.28125,-54
0.28515625,-55
0.2890625,-59
0.29296875,-61
0.296875,-55
0.30078125,-41
0.3046875,-24
0.30859375,-8
0.3125,3
0.31640625,10
0.3203125,16
0.32421875,27
0.328125,42
0.33203125,56
0.3359375,62
0.33984375,58
0.34375,45
0.34765625,28
0.3515625,13
0.35546875,3
0.359375,-3
0.36328125,-8
0.3671875,-17
0.37109375,-32
0.375,-49
0.37890625,-64
0.3828125,-71
0.38671875,-70
0.390625,-63
0.39453125,-48
0.3984375,-30
0.40234375,-11
0.40625,3
0.41015625,12
0.4140625,17
0.41796875,16
0.421875,10
0.42578125,3
0.4296875,-4
0.43359375,-8
0.4375,-15
0.44140625,-24
0.4453125,-32
0.44921875,-39
0.453125,-45
0.45703125,-49
0.4609375,-46
0.46484375,-36
0.46875,-26
0.47265625,-18
0.4765625,-12
0.48046875,-12
0.484375,-19
0.48828125,-29
0.4921875,-37
0.49609375,-37
0.5,-30
0.50390625,-17
0.5078125,-1
0.51171875,15
0.515625,24
0.51953125,23
0.5234375,15
0.52734375,7
0.53125,-2
0.53515625,-11
0.5390625,-21
0.54296875,-33
0.546875,-48
0.55078125,-66
0.5546875,-82
0.55859375,-90
0.5625,-88
0.56640625,-79
0.5703125,-66
0.57421875,-52
0.578125,-36
0.58203125,-20
0.5859375,-5
0.58984375,3
0.59375,6
0.59765625,3
0.6015625,-2
0.60546875,-7
0.609375,-6
0.61328125,1
0.6171875,7
0.62109375,5
0.625,-2
0.62890625,-9
0.6328125,-14
0.63671875,-16
0.640625,-14
0.64453125,-9
0.6484375,-11
0.65234375,-24
0.65625,-39
