Time,T4
0.0,39
0.00390625,27
0.0078125,16
0.01171875,8
0.015625,3
0.01953125,2
0.0234375,3
0.02734375,5
0.03125,8
0.03515625,13
0.0390625,19
0.04296875,28
0.046875,38
0.05078125,47
0.0546875,55
0.05859375,62
0.0625,69
0.06640625,75
0.0703125,79
0.07421875,78
0.078125,74
0.08203125,66
0.0859375,59
0.08984375,54
0.09375,52
0.09765625,53
0.1015625,52
0.10546875,51
0.109375,47
0.11328125,44
0.1171875,42
0.12109375,42
0.125,43
0.12890625,41
0.1328125,37
0.13671875,30
0.140625,21
0.14453125,11
0.1484375,6
0.15234375,6
0.15625,12
0.16015625,19
0.1640625,22
0.16796875,19
0.171875,8
0.17578125,-9
0.1796875,-25
0.18359375,-34
0.1875,-36
0.19140625,-29
0.1953125,-19
0.19921875,-10
0.203125,-5
0.20703125,-5
0.2109375,-8
0.21484375,-10
0.21875,-8
0.22265625,-2
0.2265625,8
0.23046875,20
0.234375,31
0.23828125,39
0.2421875,45
0.24609375,49
0.25,51
0.25390625,51
0.2578125,47
0.26171875,40
0.265625,32
0.26953125,24
0.2734375,16
0.27734375,10
0.28125,4
0.28515625,-1
0.2890625,-7
0.29296875,-11
0.296875,-10
0.30078125,-5
0.3046875,2
0.30859375,8
0.3125,9
0.31640625,5
0.3203125,-2
0.32421875,-8
0.328125,-10
0.33203125,-7
0.3359375,0
0.33984375,7
0.34375,12
0.34765625,15
0.3515625,14
0.35546875,13
0.359375,14
0.36328125,19
0.3671875,25
0.37109375,31
0.375,33
0.37890625,30
0.3828125,23
0.38671875,16
0.390625,12
0.39453125,15
0.3984375,24
0.40234375,34
0.40625,43
0.41015625,51
0.4140625,59
0.41796875,68
0.421875,78
0.42578125,89
0.4296875,96
0.43359375,98
0.4375,93
0.44140625,84
0.4453125,72
0.44921875,58
0.453125,44
0.45703125,29
0.4609375,16
0.46484375,5
0.46875,-3
0.47265625,-6
0.4765625,-4
0.48046875,-2
0.484375,-2
0.48828125,-5
0.4921875,-8
0.49609375,-11
0.5,-11
0.50390625,-5
0.5078125,4
0.51171875,13
0.515625,19
0.51953125,20
0.5234375,14
0.52734375,6
0.53125,0
0.53515625,0
0.5390625,6
0.54296875,14
0.546875,23
0.55078125,26
0.5546875,24
0.55859375,18
0.5625,14
0.56640625,14
0.5703125,19
0.57421875,25
0.578125,30
0.58203125,32
0.5859375,34
0.58984375,36
0.59375,39
0.59765625,44
0.6015625,48
0.60546875,47
0.609375,39
0.61328125,27
0.6171875,14
0.62109375,2
0.625,-8
0.62890625,-15
0.6328125,-18
0.63671875,-20
0.640625,-22
0.64453125,-24
0.6484375,-24
0.65234375,-21
0.65625,-14
0.66015625,-4
0.6640625,7
0.66796875,17
0.671875,26
0.67578125,29
0.6796875,27
0.68359375,23
0.6875,20
0.69140625,17
0.6953125,13
0.69921875,7
0.703125,-3
0.70703125,-14
0.7109375,-26
0.71484375,-34
0.71875,-39
0.72265625,-42
0.7265625,-44
0.73046875,-47
0.734375,-52
0.73828125,-57
0.7421875,-59
0.74609375,-56
0.75,-50
0.75390625,-42
0.7578125,-31
0.76171875,-21
0.765625,-14
0.76953125,-11
0.7734375,-12
0.77734375,-18
0.78125,-30
0.78515625,-44
0.7890625,-58
0.79296875,-69
0.796875,-77
0.80078125,-82
0.8046875,-85
0.80859375,-90
0.8125,-95
0.81640625,-99
0.8203125,-102
0.82421875,-103
0.828125,-100
0.83203125,-92
0.8359375,-82
0.83984375,-73
0.84375,-64
0.84765625,-56
0.8515625,-50
0.85546875,-45
0.859375,-39
0.86328125,-33
0.8671875,-28
0.87109375,-28
0.875,-31
0.87890625,-35
0.8828125,-34
0.88671875,-29
0.890625,-21
0.89453125,-13
0.8984375,-6
0.90234375,-5
0.90625,-9
0.91015625,-15
0.9140625,-20
0.91796875,-21
0.921875,-19
0.92578125,-13
0.9296875,-6
0.93359375,2
0.9375,8
0.94140625,13
0.9453125,16
0.94921875,20
0.953125,23
0.95703125,24
0.9609375,20
0.96484375,12
0.96875,1
0.97265625,-9
0.9765625,-16
0.98046875,-19
0.984375,-18
0.98828125,-17
0.9921875,-17
0.99609375,-17
1.0,-17
1.00390625,-18
1.0078125,-20
1.01171875,-24
1.015625,-29
1.01953125,-32
1.0234375,-30
1.02734375,-22
