Time,O2
0.0,26
0.00390625,28
0.0078125,35
0.01171875,45
0.015625,58
0.01953125,72
0.0234375,87
0.02734375,101
0.03125,115
0.03515625,126
0.0390625,131
0.04296875,125
0.046875,107
0.05078125,83
0.0546875,52
0.05859375,14
0.0625,-24
0.06640625,-53
0.0703125,-64
0.07421875,-51
0.078125,-14
0.08203125,31
0.0859375,69
0.08984375,83
0.09375,71
0.09765625,38
0.1015625,0
0.10546875,-26
0.109375,-37
0.11328125,-34
0.1171875,-25
0.12109375,-14
0.125,-8
0.12890625,-12
0.1328125,-28
0.13671875,-47
0.140625,-63
0.14453125,-69
0.1484375,-62
0.15234375,-43
0.15625,-20
0.16015625,-6
0.1640625,-7
0.16796875,-18
0.171875,-34
0.17578125,-49
0.1796875,-53
0.18359375,-43
0.1875,-22
0.19140625,4
0.1953125,27
0.19921875,44
0.203125,55
0.20703125,61
0.2109375,65
0.21484375,70
0.21875,73
0.22265625,69
0.2265625,53
0.23046875,22
0.234375,-18
0.23828125,-59
0.2421875,-93
0.24609375,-114
0.25,-118
0.25390625,-100
0.2578125,-66
0.26171875,-32
0.265625,-6
0.26953125,17
0.2734375,38
0.27734375,52
0.28125,59
0.28515625,63
0.2890625,62
0.29296875,56
0.296875,51
0.30078125,53
0.3046875,63
0.30859375,73
0.3125,74
0.31640625,57
0.3203125,30
0.32421875,3
0.328125,-16
0.33203125,-23
0.3359375,-19
0.33984375,-7
0.34375,0
0.34765625,1
0.3515625,-2
0.35546875,-3
0.359375,-5
0.36328125,-8
0.3671875,-12
0.37109375,-15
0.375,-15
0.37890625,-11
0.3828125,2
0.38671875,23
0.390625,42
0.39453125,51
0.3984375,49
0.40234375,42
0.40625,31
0.41015625,19
0.4140625,10
0.41796875,6
0.421875,6
0.42578125,6
0.4296875,5
0.43359375,7
0.4375,14
0.44140625,23
0.4453125,29
0.44921875,31
0.453125,30
0.45703125,29
0.4609375,29
0.46484375,30
0.46875,34
0.47265625,39
0.4765625,42
0.48046875,44
0.484375,49
0.48828125,60
0.4921875,69
0.49609375,65
0.5,44
0.50390625,12
0.5078125,-23
0.51171875,-50
0.515625,-63
0.51953125,-64
0.5234375,-57
0.52734375,-47
0.53125,-37
0.53515625,-24
0.5390625,-4
0.54296875,25
0.546875,55
0.55078125,81
0.5546875,96
0.55859375,96
0.5625,83
0.56640625,61
0.5703125,43
0.57421875,34
0.578125,36
0.58203125,38
0.5859375,33
0.58984375,21
0.59375,7
0.59765625,-5
0.6015625,-10
0.60546875,-6
0.609375,4
0.61328125,15
0.6171875,21
0.62109375,23
0.625,25
0.62890625,31
0.6328125,36
0.63671875,39
0.640625,42
0.64453125,48
0.6484375,52
0.65234375,56
0.65625,67
0.66015625,89
0.6640625,116
0.66796875,135
0.671875,139
0.67578125,126
0.6796875,97
0.68359375,60
0.6875,28
0.69140625,13
0.6953125,17
0.69921875,30
0.703125,45
0.70703125,63
0.7109375,82
0.71484375,103
0.71875,124
0.72265625,143
0.7265625,156
0.73046875,160
0.734375,155
0.73828125,147
0.7421875,143
0.74609375,145
0.75,150
0.75390625,149
0.7578125,138
0.76171875,121
0.765625,100
0.76953125,75
0.7734375,47
0.77734375,21
0.78125,-8
0.78515625,-45
0.7890625,-81
0.79296875,-105
0.796875,-111
0.80078125,-101
0.8046875,-76
0.80859375,-43
0.8125,-17
0.81640625,-3
0.8203125,-1
0.82421875,-4
0.828125,-8
0.83203125,-10
0.8359375,-2
0.83984375,18
0.84375,43
0.84765625,65
0.8515625,84
0.85546875,97
0.859375,100
0.86328125,93
0.8671875,84
0.87109375,77
0.875,72
0.87890625,63
0.8828125,54
0.88671875,46
0.890625,37
0.89453125,28
0.8984375,22
0.90234375,19
0.90625,14
0.91015625,7
0.9140625,0
0.91796875,-4
0.921875,-6
0.92578125,0
0.9296875,13
0.93359375,28
0.9375,34
0.94140625,27
0.9453125,13
0.94921875,-3
0.953125,-16
0.95703125,-22
0.9609375,-19
0.96484375,-12
0.96875,-6
0.97265625,-4
0.9765625,-5
0.98046875,-7
0.984375,-13
0.98828125,-21
0.9921875,-27
0.99609375,-28
1.0,-22
1.00390625,-14
1.0078125,-6
1.01171875,4
1.015625,17
1.01953125,29
1.0234375,38
1.02734375,42
1.03125,41
1.03515625,31
1.0390625,12
1.04296875,-8
1.046875,-25
1.05078125,-34
1.0546875,-36
1.05859375,-34
1.0625,-28
1.06640625,-24
1.0703125,-28
1.07421875,-40
1.078125,-50
1.08203125,-51
1.0859375,-36
1.08984375,-12
1.09375,11
1.09765625,23
1.1015625,22
1.10546875,7
1.109375,-18
1.11328125,-50
1.1171875,-78
1.12109375,-99
1.125,-110
1.12890625,-109
1.1328125,-93
1.13671875,-67
1.140625,-40
1.14453125,-22
1.1484375,-13
1.15234375,-9
1.15625,-3
1.16015625,9
1.1640625,25
1.16796875,42
1.171875,54
1.17578125,58
1.1796875,52
1.18359375,38
1.1875,19
1.19140625,2
1.1953125,-10
1.19921875,-18
1.203125,-19
1.20703125,-15
1.2109375,-10
1.21484375,-4
1.21875,2
1.22265625,5
1.2265625,3
1.23046875,-5
1.234375,-18
1.23828125,-28
1.2421875,-30
1.24609375,-17
1.25,12
1.25390625,50
1.2578125,78
1.26171875,86
1.265625,75
1.26953125,57
1.2734375,41
1.27734375,32
1.28125,31
1.28515625,37
1.2890625,43
1.29296875,44
1.296875,42
1.30078125,37
1.3046875,29
1.30859375,15
1.3125,-1
1.31640625,-16
1.3203125,-23
1.32421875,-22
1.328125,-18
1.33203125,-16
1.3359375,-17
1.33984375,-19
1.34375,-21
1.34765625,-21
1.3515625,-19
1.35546875,-16
1.359375,-11
1.36328125,-6
1.3671875,2
1.37109375,11
1.375,23
1.37890625,37
1.3828125,47
1.38671875,49
1.390625,46
1.39453125,38
1.3984375,23
1.40234375,6
1.40625,-1
1.41015625,5
1.4140625,19
1.41796875,35
1.421875,53
1.42578125,68
1.4296875,76
1.43359375,77
1.4375,73
1.44140625,64
1.4453125,49
1.44921875,31
1.453125,13
1.45703125,-2
1.4609375,-12
1.46484375,-14
1.46875,-8
1.47265625,2
1.4765625,11
1.48046875,16
1.484375,16
1.48828125,12
1.4921875,7
1.49609375,5
1.5,8
1.50390625,9
1.5078125,0
1.51171875,-16
1.515625,-30
1.51953125,-35
1.5234375,-27
1.52734375,-4
1.53125,25
1.53515625,52
1.5390625,68
1.54296875,70
1.546875,57
1.55078125,34
1.5546875,9
1.55859375,-12
1.5625,-25
1.56640625,-29
1.5703125,-25
1.57421875,-21
1.578125,-23
1.58203125,-33
1.5859375,-45
1.58984375,-50
1.59375,-43
1.59765625,-24
1.6015625,6
1.60546875,38
1.609375,59
1.61328125,61
1.6171875,47
1.62109375,26
1.625,5
1.62890625,-6
1.6328125,-3
1.63671875,13
1.640625,31
1.64453125,40
1.6484375,36
1.65234375,17
1.65625,-9
1.66015625,-30
1.6640625,-36
1.66796875,-25
1.671875,-5
1.67578125,14
1.6796875,23
1.68359375,16
1.6875,-5
1.69140625,-28
1.6953125,-45
1.69921875,-47
1.703125,-33
1.70703125,-9
1.7109375,14
1.71484375,29
1.71875,36
1.72265625,42
1.7265625,49
1.73046875,60
1.734375,76
1.73828125,87
1.7421875,84
1.74609375,65
1.75,37
1.75390625,9
1.7578125,-14
1.76171875,-34
1.765625,-47
1.76953125,-50
1.7734375,-42
1.77734375,-26
1.78125,-3
1.78515625,22
1.7890625,43
1.79296875,51
1.796875,49
1.80078125,46
1.8046875,46
1.80859375,45
1.8125,41
1.81640625,37
1.8203125,36
1.82421875,35
1.828125,31
1.83203125,24
1.8359375,14
1.83984375,2
1.84375,-14
1.84765625,-27
1.8515625,-30
1.85546875,-24
1.859375,-14
1.86328125,-5
1.8671875,3
1.87109375,11
1.875,14
1.87890625,12
1.8828125,9
1.88671875,17
1.890625,35
1.89453125,56
1.8984375,69
