Time,O2
0.0,-11
0.00390625,-13
0.0078125,-19
0.01171875,-23
0.015625,-21
0.01953125,-13
0.0234375,-6
0.02734375,-2
0.03125,0
0.03515625,1
0.0390625,1
0.04296875,-3
0.046875,-10
0.05078125,-23
0.0546875,-44
0.05859375,-64
0.0625,-78
0.06640625,-83
0.0703125,-79
0.07421875,-67
0.078125,-50
0.08203125,-33
0.0859375,-19
0.08984375,-9
0.09375,-3
0.09765625,1
0.1015625,5
0.10546875,5
0.109375,6
0.11328125,11
0.1171875,18
0.12109375,25
0.125,31
0.12890625,35
0.1328125,30
0.13671875,18
0.140625,4
0.14453125,-7
0.1484375,-15
0.15234375,-24
0.15625,-33
0.16015625,-44
0.1640625,-54
0.16796875,-58
0.171875,-51
0.17578125,-37
0.1796875,-24
0.18359375,-17
0.1875,-14
0.19140625,-12
0.1953125,-7
0.19921875,5
0.203125,25
0.20703125,45
0.2109375,58
0.21484375,61
0.21875,56
0.22265625,45
0.2265625,34
0.23046875,25
0.234375,18
0.23828125,10
0.2421875,-2
0.24609375,-17
0.25,-31
0.25390625,-40
0.2578125,-39
0.26171875,-30
0.265625,-16
0.26953125,-5
0.2734375,1
0.27734375,1
0.28125,-1
0.28515625,-5
0.2890625,-9
0.29296875,-7
0.296875,2
0.30078125,15
0.3046875,26
0.30859375,33
0.3125,33
0.31640625,26
0.3203125,9
0.32421875,-13
0.328125,-31
0.33203125,-39
0.3359375,-34
0.33984375,-22
0.34375,-9
0.34765625,-1
0.3515625,-4
0.35546875,-16
0.359375,-24
0.36328125,-15
0.3671875,12
0.37109375,45
0.375,72
0.37890625,84
0.3828125,77
0.38671875,61
0.390625,47
0.39453125,46
0.3984375,53
0.40234375,59
0.40625,58
0.41015625,46
0.4140625,27
0.41796875,10
0.421875,0
0.42578125,0
0.4296875,6
0.43359375,14
0.4375,16
0.44140625,13
0.4453125,5
0.44921875,-5
0.453125,-15
0.45703125,-20
0.4609375,-20
0.46484375,-15
0.46875,-5
0.47265625,8
0.4765625,19
0.48046875,22
0.484375,18
0.48828125,12
